t (ms),a_x,a_y,a_z,g_x,g_y,g_z,ag_x,ag_y,ag_z,SVM_a,SVM_g,CM_a,CM_g,jerk_x,jerk_y,jerk_z,accl_x,accl_y,accl_z,th_x,th_y,th_z,ag_x_mean,ag_x_max,ag_x_min,ag_y_mean,ag_y_max,ag_y_min,ag_z_mean,ag_z_max,ag_z_min,g_x_mean,g_x_max,g_x_min,g_y_mean,g_y_max,g_y_min,g_z_mean,g_z_max,g_z_min,SMA_a,SMA_g,RMS_ag_x,RMS_ag_y,RMS_ag_z,RMS_g_x,RMS_g_y,RMS_g_z,MAD_ag_x,MAD_ag_y,MAD_ag_z,MAD_g_x,MAD_g_y,MAD_g_z,VAR_ag_x,VAR_ag_y,VAR_ag_z,VAR_g_x,VAR_g_y,VAR_g_z,STD_ag_x,STD_ag_y,STD_ag_z,STD_g_x,STD_g_y,STD_g_z,IQR_ag_x,IQR_ag_y,IQR_ag_z,IQR_g_x,IQR_g_y,IQR_g_z,FFT_ag_x,FFT_ag_y,FFT_ag_z,FFT_g_x,FFT_g_y,FFT_g_z,E_ag_x,E_ag_y,E_ag_z,E_g_x,E_g_y,E_g_z
503344,-3.651,1.247,-8.969,-0.03,-0.014,-0.03,-0.372,0.127,-0.915,0.996,0.045,0.351,0.023,-0.0,0.0,0.0,-0.0,-0.0,0.0,1.954,1.443,2.736,-0.4,-0.372,-0.416,0.132,0.14,0.125,-0.897,-0.884,-0.915,-0.028,0.012,-0.11,-0.002,0.048,-0.046,-0.031,-0.02,-0.044,1.429,0.094,0.401,0.132,0.897,0.043,0.034,0.032,0.012,0.004,0.007,0.023,0.03,0.005,0.0,0.0,0.0,0.001,0.001,0.0,0.014,0.005,0.009,0.033,0.034,0.006,0.02,0.008,0.012,0.03,0.063,0.008,-4.003,1.321,-8.969,-0.284,-0.025,-0.313,1.604,0.175,8.045,0.019,0.012,0.01
503447,-3.749,1.293,-8.892,-0.04,-0.04,-0.029,-0.382,0.132,-0.907,0.993,0.064,0.358,0.036,-0.0,0.0,0.0,-0.0,-0.0,0.0,1.966,1.437,2.722,-0.4,-0.372,-0.416,0.132,0.14,0.125,-0.897,-0.884,-0.915,-0.028,0.012,-0.11,-0.002,0.048,-0.046,-0.031,-0.02,-0.044,1.429,0.094,0.401,0.132,0.897,0.043,0.034,0.032,0.012,0.004,0.007,0.023,0.03,0.005,0.0,0.0,0.0,0.001,0.001,0.0,0.014,0.005,0.009,0.033,0.034,0.006,0.02,0.008,0.012,0.03,0.063,0.008,0.092,-0.023,-0.059,-0.171,0.0,0.008,1.604,0.175,8.045,0.019,0.012,0.01
503550,-3.876,1.312,-8.796,-0.037,-0.046,-0.027,-0.395,0.134,-0.897,0.989,0.065,0.362,0.036,-0.0,0.0,0.0,0.0,0.0,0.0,1.982,1.435,2.706,-0.4,-0.372,-0.416,0.132,0.14,0.125,-0.897,-0.884,-0.915,-0.028,0.012,-0.11,-0.002,0.048,-0.046,-0.031,-0.02,-0.044,1.429,0.094,0.401,0.132,0.897,0.043,0.034,0.032,0.012,0.004,0.007,0.023,0.03,0.005,0.0,0.0,0.0,0.001,0.001,0.0,0.014,0.005,0.009,0.033,0.034,0.006,0.02,0.008,0.012,0.03,0.063,0.008,0.026,0.008,-0.014,0.017,-0.008,-0.018,1.604,0.175,8.045,0.019,0.012,0.01
503653,-3.974,1.338,-8.748,-0.022,-0.04,-0.02,-0.405,0.136,-0.892,0.989,0.05,0.366,0.026,-0.0,0.0,0.0,0.0,0.0,0.0,1.993,1.433,2.695,-0.4,-0.372,-0.416,0.132,0.14,0.125,-0.897,-0.884,-0.915,-0.028,0.012,-0.11,-0.002,0.048,-0.046,-0.031,-0.02,-0.044,1.429,0.094,0.401,0.132,0.897,0.043,0.034,0.032,0.012,0.004,0.007,0.023,0.03,0.005,0.0,0.0,0.0,0.001,0.001,0.0,0.014,0.005,0.009,0.033,0.034,0.006,0.02,0.008,0.012,0.03,0.063,0.008,0.015,-0.006,-0.015,0.049,-0.028,0.012,1.604,0.175,8.045,0.019,0.012,0.01
503755,-4.037,1.36,-8.727,-0.015,-0.025,-0.025,-0.412,0.139,-0.89,0.991,0.038,0.371,0.021,-0.0,0.0,0.0,0.0,0.0,-0.0,2.0,1.43,2.687,-0.4,-0.372,-0.416,0.132,0.14,0.125,-0.897,-0.884,-0.915,-0.028,0.012,-0.11,-0.002,0.048,-0.046,-0.031,-0.02,-0.044,1.429,0.094,0.401,0.132,0.897,0.043,0.034,0.032,0.012,0.004,0.007,0.023,0.03,0.005,0.0,0.0,0.0,0.001,0.001,0.0,0.014,0.005,0.009,0.033,0.034,0.006,0.02,0.008,0.012,0.03,0.063,0.008,0.005,-0.001,0.001,0.067,-0.014,0.007,1.604,0.175,8.045,0.019,0.012,0.01
503858,-4.082,1.369,-8.669,0.007,0.0,-0.037,-0.416,0.14,-0.884,0.987,0.038,0.372,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,2.006,1.428,2.681,-0.4,-0.372,-0.416,0.132,0.14,0.125,-0.897,-0.884,-0.915,-0.028,0.012,-0.11,-0.002,0.048,-0.046,-0.031,-0.02,-0.044,1.429,0.094,0.401,0.132,0.897,0.043,0.034,0.032,0.012,0.004,0.007,0.023,0.03,0.005,0.0,0.0,0.0,0.001,0.001,0.0,0.014,0.005,0.009,0.033,0.034,0.006,0.02,0.008,0.012,0.03,0.063,0.008,0.005,-0.007,-0.007,0.06,-0.015,-0.005,1.604,0.175,8.045,0.019,0.012,0.01
503961,-4.063,1.298,-8.727,0.012,0.017,-0.044,-0.414,0.132,-0.89,0.99,0.049,0.365,0.021,0.0,-0.0,-0.0,-0.0,0.0,0.0,2.002,1.437,2.687,-0.4,-0.372,-0.416,0.132,0.14,0.125,-0.897,-0.884,-0.915,-0.028,0.012,-0.11,-0.002,0.048,-0.046,-0.031,-0.02,-0.044,1.429,0.094,0.401,0.132,0.897,0.043,0.034,0.032,0.012,0.004,0.007,0.023,0.03,0.005,0.0,0.0,0.0,0.001,0.001,0.0,0.014,0.005,0.009,0.033,0.034,0.006,0.02,0.008,0.012,0.03,0.063,0.008,0.005,-0.001,0.001,0.067,-0.014,0.007,1.604,0.175,8.045,0.019,0.012,0.01
504064,-4.029,1.255,-8.756,-0.007,0.03,-0.032,-0.411,0.128,-0.893,0.991,0.044,0.361,0.019,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.998,1.441,2.692,-0.4,-0.372,-0.416,0.132,0.14,0.125,-0.897,-0.884,-0.915,-0.028,0.012,-0.11,-0.002,0.048,-0.046,-0.031,-0.02,-0.044,1.429,0.094,0.401,0.132,0.897,0.043,0.034,0.032,0.012,0.004,0.007,0.023,0.03,0.005,0.0,0.0,0.0,0.001,0.001,0.0,0.014,0.005,0.009,0.033,0.034,0.006,0.02,0.008,0.012,0.03,0.063,0.008,0.015,-0.006,-0.015,0.049,-0.028,0.012,1.604,0.175,8.045,0.019,0.012,0.01
504167,-3.982,1.223,-8.787,-0.042,0.048,-0.033,-0.406,0.125,-0.896,0.992,0.072,0.357,0.041,0.0,0.0,-0.0,-0.0,0.0,-0.0,1.993,1.444,2.699,-0.4,-0.372,-0.416,0.132,0.14,0.125,-0.897,-0.884,-0.915,-0.028,0.012,-0.11,-0.002,0.048,-0.046,-0.031,-0.02,-0.044,1.429,0.094,0.401,0.132,0.897,0.043,0.034,0.032,0.012,0.004,0.007,0.023,0.03,0.005,0.0,0.0,0.0,0.001,0.001,0.0,0.014,0.005,0.009,0.033,0.034,0.006,0.02,0.008,0.012,0.03,0.063,0.008,0.026,0.008,-0.014,0.017,-0.008,-0.018,1.604,0.175,8.045,0.019,0.012,0.01
504270,-3.826,1.259,-8.875,-0.11,0.045,-0.036,-0.39,0.128,-0.905,0.994,0.124,0.356,0.056,0.0,0.0,-0.0,-0.0,-0.0,0.0,1.974,1.442,2.716,-0.4,-0.372,-0.416,0.132,0.14,0.125,-0.897,-0.884,-0.915,-0.028,0.012,-0.11,-0.002,0.048,-0.046,-0.031,-0.02,-0.044,1.429,0.094,0.401,0.132,0.897,0.043,0.034,0.032,0.012,0.004,0.007,0.023,0.03,0.005,0.0,0.0,0.0,0.001,0.001,0.0,0.014,0.005,0.009,0.033,0.034,0.006,0.02,0.008,0.012,0.03,0.063,0.008,0.092,-0.023,-0.059,-0.171,0.0,0.008,1.604,0.175,8.045,0.019,0.012,0.01
