t (ms),a_x,a_y,a_z,g_x,g_y,g_z,ag_x,ag_y,ag_z,SVM_a,SVM_g,CM_a,CM_g,jerk_x,jerk_y,jerk_z,accl_x,accl_y,accl_z,th_x,th_y,th_z,ag_x_mean,ag_x_max,ag_x_min,ag_y_mean,ag_y_max,ag_y_min,ag_z_mean,ag_z_max,ag_z_min,g_x_mean,g_x_max,g_x_min,g_y_mean,g_y_max,g_y_min,g_z_mean,g_z_max,g_z_min,SMA_a,SMA_g,RMS_ag_x,RMS_ag_y,RMS_ag_z,RMS_g_x,RMS_g_y,RMS_g_z,MAD_ag_x,MAD_ag_y,MAD_ag_z,MAD_g_x,MAD_g_y,MAD_g_z,VAR_ag_x,VAR_ag_y,VAR_ag_z,VAR_g_x,VAR_g_y,VAR_g_z,STD_ag_x,STD_ag_y,STD_ag_z,STD_g_x,STD_g_y,STD_g_z,IQR_ag_x,IQR_ag_y,IQR_ag_z,IQR_g_x,IQR_g_y,IQR_g_z,FFT_ag_x,FFT_ag_y,FFT_ag_z,FFT_g_x,FFT_g_y,FFT_g_z,E_ag_x,E_ag_y,E_ag_z,E_g_x,E_g_y,E_g_z
306751,-6.9,1.805,-6.776,-0.074,-0.007,-0.037,-0.704,0.184,-0.691,1.003,0.083,0.447,0.027,-0.0,-0.0,0.0,0.0,-0.0,-0.0,2.348,1.386,2.33,-0.713,-0.704,-0.724,0.182,0.198,0.173,-0.674,-0.662,-0.691,0.001,0.068,-0.074,0.012,0.062,-0.044,-0.008,0.046,-0.061,1.57,0.093,0.713,0.183,0.674,0.047,0.033,0.033,0.007,0.007,0.008,0.041,0.026,0.025,0.0,0.0,0.0,0.002,0.001,0.001,0.007,0.008,0.009,0.047,0.031,0.032,0.011,0.014,0.013,0.063,0.04,0.034,-7.129,1.825,-6.741,0.006,0.116,-0.081,5.083,0.334,4.545,0.022,0.011,0.011
306854,-7.017,1.743,-6.543,-0.025,-0.044,-0.061,-0.716,0.178,-0.667,0.995,0.079,0.44,0.041,-0.0,-0.0,0.0,0.0,0.0,0.0,2.374,1.391,2.306,-0.713,-0.704,-0.724,0.182,0.198,0.173,-0.674,-0.662,-0.691,0.001,0.068,-0.074,0.012,0.062,-0.044,-0.008,0.046,-0.061,1.57,0.093,0.713,0.183,0.674,0.047,0.033,0.033,0.007,0.007,0.008,0.041,0.026,0.025,0.0,0.0,0.0,0.002,0.001,0.001,0.007,0.008,0.009,0.047,0.031,0.032,0.011,0.014,0.013,0.063,0.04,0.034,0.005,-0.005,-0.011,-0.141,-0.028,-0.184,5.083,0.334,4.545,0.022,0.011,0.011
306956,-7.104,1.697,-6.493,-0.026,0.0,-0.035,-0.724,0.173,-0.662,0.996,0.044,0.436,0.0,-0.0,0.0,-0.0,-0.0,0.001,0.0,2.384,1.396,2.298,-0.713,-0.704,-0.724,0.182,0.198,0.173,-0.674,-0.662,-0.691,0.001,0.068,-0.074,0.012,0.062,-0.044,-0.008,0.046,-0.061,1.57,0.093,0.713,0.183,0.674,0.047,0.033,0.033,0.007,0.007,0.008,0.041,0.026,0.025,0.0,0.0,0.0,0.002,0.001,0.001,0.007,0.008,0.009,0.047,0.031,0.032,0.011,0.014,0.013,0.063,0.04,0.034,0.03,-0.031,-0.043,0.007,-0.105,0.054,5.083,0.334,4.545,0.022,0.011,0.011
307058,-7.029,1.863,-6.596,-0.073,0.062,-0.005,-0.717,0.19,-0.673,1.002,0.096,0.451,0.028,0.0,0.0,-0.0,0.0,-0.0,0.0,2.369,1.38,2.308,-0.713,-0.704,-0.724,0.182,0.198,0.173,-0.674,-0.662,-0.691,0.001,0.068,-0.074,0.012,0.062,-0.044,-0.008,0.046,-0.061,1.57,0.093,0.713,0.183,0.674,0.047,0.033,0.033,0.007,0.007,0.008,0.041,0.026,0.025,0.0,0.0,0.0,0.002,0.001,0.001,0.007,0.008,0.009,0.047,0.031,0.032,0.011,0.014,0.013,0.063,0.04,0.034,-0.003,0.032,-0.005,-0.11,0.049,-0.005,5.083,0.334,4.545,0.022,0.011,0.011
307160,-6.917,1.769,-6.651,0.068,-0.024,0.038,-0.705,0.18,-0.678,0.995,0.082,0.441,0.04,0.0,-0.0,-0.0,0.001,-0.0,0.0,2.359,1.389,2.321,-0.713,-0.704,-0.724,0.182,0.198,0.173,-0.674,-0.662,-0.691,0.001,0.068,-0.074,0.012,0.062,-0.044,-0.008,0.046,-0.061,1.57,0.093,0.713,0.183,0.674,0.047,0.033,0.033,0.007,0.007,0.008,0.041,0.026,0.025,0.0,0.0,0.0,0.002,0.001,0.001,0.007,0.008,0.009,0.047,0.031,0.032,0.011,0.014,0.013,0.063,0.04,0.034,0.004,0.013,-0.022,-0.11,0.039,0.009,5.083,0.334,4.545,0.022,0.011,0.011
307263,-6.943,1.709,-6.699,0.034,0.004,0.046,-0.708,0.174,-0.683,0.999,0.057,0.438,0.018,-0.0,0.0,0.0,-0.0,0.0,-0.0,2.358,1.396,2.324,-0.713,-0.704,-0.724,0.182,0.198,0.173,-0.674,-0.662,-0.691,0.001,0.068,-0.074,0.012,0.062,-0.044,-0.008,0.046,-0.061,1.57,0.093,0.713,0.183,0.674,0.047,0.033,0.033,0.007,0.007,0.008,0.041,0.026,0.025,0.0,0.0,0.0,0.002,0.001,0.001,0.007,0.008,0.009,0.047,0.031,0.032,0.011,0.014,0.013,0.063,0.04,0.034,0.017,-0.003,-0.007,-0.038,-0.098,-0.037,5.083,0.334,4.545,0.022,0.011,0.011
307365,-7.027,1.781,-6.539,-0.006,0.017,0.001,-0.717,0.182,-0.667,0.996,0.018,0.443,0.005,-0.0,0.0,0.0,0.0,0.0,-0.0,2.374,1.387,2.305,-0.713,-0.704,-0.724,0.182,0.198,0.173,-0.674,-0.662,-0.691,0.001,0.068,-0.074,0.012,0.062,-0.044,-0.008,0.046,-0.061,1.57,0.093,0.713,0.183,0.674,0.047,0.033,0.033,0.007,0.007,0.008,0.041,0.026,0.025,0.0,0.0,0.0,0.002,0.001,0.001,0.007,0.008,0.009,0.047,0.031,0.032,0.011,0.014,0.013,0.063,0.04,0.034,0.004,0.013,-0.022,-0.11,0.039,0.009,5.083,0.334,4.545,0.022,0.011,0.011
307467,-7.087,1.937,-6.498,0.048,0.039,0.001,-0.723,0.198,-0.663,1.001,0.062,0.456,0.012,0.0,0.0,-0.0,0.0,0.0,-0.0,2.378,1.372,2.295,-0.713,-0.704,-0.724,0.182,0.198,0.173,-0.674,-0.662,-0.691,0.001,0.068,-0.074,0.012,0.062,-0.044,-0.008,0.046,-0.061,1.57,0.093,0.713,0.183,0.674,0.047,0.033,0.033,0.007,0.007,0.008,0.041,0.026,0.025,0.0,0.0,0.0,0.002,0.001,0.001,0.007,0.008,0.009,0.047,0.031,0.032,0.011,0.014,0.013,0.063,0.04,0.034,-0.003,0.032,-0.005,-0.11,0.049,-0.005,5.083,0.334,4.545,0.022,0.011,0.011
307570,-6.919,1.882,-6.627,0.022,0.023,-0.026,-0.706,0.192,-0.676,0.996,0.041,0.451,0.024,0.0,-0.0,-0.0,-0.0,0.0,-0.0,2.359,1.377,2.317,-0.713,-0.704,-0.724,0.182,0.198,0.173,-0.674,-0.662,-0.691,0.001,0.068,-0.074,0.012,0.062,-0.044,-0.008,0.046,-0.061,1.57,0.093,0.713,0.183,0.674,0.047,0.033,0.033,0.007,0.007,0.008,0.041,0.026,0.025,0.0,0.0,0.0,0.002,0.001,0.001,0.007,0.008,0.009,0.047,0.031,0.032,0.011,0.014,0.013,0.063,0.04,0.034,0.03,-0.031,-0.043,0.007,-0.105,0.054,5.083,0.334,4.545,0.022,0.011,0.011
307672,-6.955,1.709,-6.675,0.038,0.046,-0.003,-0.709,0.174,-0.681,0.998,0.06,0.438,0.017,0.0,-0.0,-0.0,-0.0,0.0,0.0,2.361,1.396,2.321,-0.713,-0.704,-0.724,0.182,0.198,0.173,-0.674,-0.662,-0.691,0.001,0.068,-0.074,0.012,0.062,-0.044,-0.008,0.046,-0.061,1.57,0.093,0.713,0.183,0.674,0.047,0.033,0.033,0.007,0.007,0.008,0.041,0.026,0.025,0.0,0.0,0.0,0.002,0.001,0.001,0.007,0.008,0.009,0.047,0.031,0.032,0.011,0.014,0.013,0.063,0.04,0.034,0.005,-0.005,-0.011,-0.141,-0.028,-0.184,5.083,0.334,4.545,0.022,0.011,0.011
