time (ms),acceleration x,acceleration y,acceleration z,gyro x,gyro y,gyro z
34439,-9.826,-0.062,1.848,-0.005,0.012,-0.02
34542,-9.831,-0.057,1.836,-0.005,0.011,-0.02
34645,-9.821,-0.045,1.841,-0.005,0.012,-0.02
34748,-9.821,-0.057,1.829,-0.004,0.011,-0.02
34851,-9.833,-0.053,1.848,-0.005,0.012,-0.02
34954,-9.831,-0.06,1.834,-0.005,0.012,-0.02
35057,-9.838,-0.06,1.834,-0.004,0.012,-0.02
35160,-9.838,-0.06,1.844,-0.005,0.012,-0.019
35263,-9.84,-0.06,1.836,-0.005,0.012,-0.02
35366,-9.838,-0.053,1.832,-0.005,0.012,-0.021
35469,-9.84,-0.062,1.824,-0.005,0.011,-0.02
35572,-9.828,-0.05,1.844,-0.004,0.012,-0.02
35675,-9.826,-0.053,1.832,-0.005,0.012,-0.02
35778,-9.826,-0.065,1.824,-0.005,0.012,-0.02
35881,-9.833,-0.06,1.834,-0.004,0.012,-0.02
35984,-9.826,-0.048,1.827,-0.005,0.012,-0.02
36087,-9.831,-0.057,1.839,-0.004,0.012,-0.02
36190,-9.84,-0.055,1.81,-0.004,0.013,-0.019
36293,-9.823,-0.055,1.851,-0.005,0.01,-0.021
36396,-9.835,-0.055,1.832,-0.004,0.012,-0.02
36499,-9.835,-0.05,1.853,-0.005,0.012,-0.02
36602,-9.835,-0.043,1.834,-0.005,0.011,-0.02
36705,-9.821,-0.053,1.836,-0.005,0.012,-0.02
36808,-9.84,-0.065,1.829,-0.005,0.012,-0.02
36911,-9.828,-0.05,1.836,-0.005,0.011,-0.02
37014,-9.828,-0.057,1.836,-0.005,0.012,-0.021
37117,-9.831,-0.048,1.832,-0.004,0.012,-0.02
37220,-9.828,-0.062,1.817,-0.005,0.012,-0.02
37323,-9.831,-0.045,1.836,-0.005,0.012,-0.02
37426,-9.843,-0.05,1.834,-0.005,0.012,-0.02
37529,-9.831,-0.06,1.836,-0.005,0.012,-0.019
37632,-9.845,-0.06,1.834,-0.005,0.012,-0.02
37735,-9.828,-0.055,1.829,-0.005,0.012,-0.021
37838,-9.826,-0.05,1.82,-0.005,0.012,-0.02
37941,-9.831,-0.062,1.834,-0.004,0.012,-0.019
38044,-9.84,-0.062,1.817,-0.004,0.012,-0.02
38147,-9.84,-0.053,1.827,-0.004,0.012,-0.02
38250,-9.835,-0.05,1.844,-0.004,0.012,-0.021
38353,-9.828,-0.055,1.848,-0.005,0.012,-0.02
38456,-9.835,-0.06,1.829,-0.005,0.012,-0.02
38559,-9.838,-0.057,1.832,-0.005,0.013,-0.02
38662,-9.828,-0.055,1.829,-0.005,0.012,-0.02
38765,-9.831,-0.06,1.832,-0.005,0.012,-0.02
38868,-9.843,-0.06,1.836,-0.004,0.013,-0.02
38971,-9.835,-0.048,1.846,-0.005,0.012,-0.02
39074,-9.831,-0.05,1.834,-0.005,0.011,-0.02
39177,-9.838,-0.053,1.836,-0.004,0.012,-0.02
39280,-9.833,-0.053,1.846,-0.005,0.012,-0.02
39383,-9.835,-0.062,1.832,-0.004,0.012,-0.019
39486,-9.828,-0.053,1.836,-0.005,0.012,-0.019
39589,-9.831,-0.048,1.844,-0.005,0.012,-0.02
39692,-9.84,-0.057,1.836,-0.004,0.012,-0.02
39795,-9.843,-0.065,1.844,-0.005,0.012,-0.02
39898,-9.833,-0.055,1.829,-0.004,0.012,-0.02
40001,-9.831,-0.062,1.834,-0.005,0.012,-0.02
40104,-9.826,-0.055,1.841,-0.005,0.012,-0.019
40207,-9.826,-0.048,1.822,-0.005,0.012,-0.02
40310,-9.838,-0.055,1.834,-0.004,0.012,-0.02
40413,-9.835,-0.057,1.827,-0.004,0.012,-0.02
40516,-9.835,-0.05,1.827,-0.005,0.011,-0.02
40619,-9.831,-0.057,1.836,-0.005,0.012,-0.02
40722,-9.828,-0.06,1.836,-0.005,0.012,-0.02
40825,-9.821,-0.05,1.824,-0.004,0.012,-0.019
40928,-9.826,-0.06,1.832,-0.005,0.012,-0.02
41031,-9.831,-0.053,1.836,-0.005,0.012,-0.019
41134,-9.819,-0.067,1.841,-0.005,0.012,-0.02
41237,-9.835,-0.06,1.853,-0.005,0.012,-0.02
41340,-9.838,-0.053,1.836,-0.005,0.012,-0.02
41443,-9.831,-0.053,1.834,-0.005,0.011,-0.02
41546,-9.838,-0.05,1.846,-0.005,0.013,-0.02
41649,-9.828,-0.048,1.856,-0.005,0.012,-0.02
41752,-9.835,-0.055,1.836,-0.005,0.012,-0.02
41855,-9.833,-0.041,1.834,-0.004,0.012,-0.019
41958,-9.826,-0.05,1.844,-0.005,0.012,-0.02
42061,-9.831,-0.05,1.832,-0.005,0.012,-0.02
42164,-9.823,-0.055,1.848,-0.005,0.012,-0.019
42267,-9.835,-0.06,1.832,-0.005,0.012,-0.02
42370,-9.821,-0.05,1.832,-0.005,0.011,-0.021
42473,-9.84,-0.067,1.851,-0.005,0.011,-0.021
42576,-9.828,-0.055,1.844,-0.005,0.012,-0.02
42679,-9.821,-0.041,1.851,-0.005,0.011,-0.021
42782,-9.838,-0.065,1.844,-0.005,0.012,-0.02
42885,-9.833,-0.053,1.841,-0.005,0.012,-0.019
42988,-9.823,-0.055,1.848,-0.005,0.013,-0.02
43091,-9.828,-0.045,1.839,-0.005,0.012,-0.02
43194,-9.84,-0.055,1.829,-0.005,0.013,-0.019
43297,-9.826,-0.06,1.836,-0.005,0.011,-0.02
43400,-9.835,-0.062,1.851,-0.005,0.012,-0.02
43503,-9.831,-0.062,1.846,-0.005,0.011,-0.02
43606,-9.809,-0.026,1.829,-0.005,0.011,-0.02
43709,-9.826,-0.048,1.872,-0.004,0.011,-0.021
43812,-9.835,-0.055,1.822,-0.005,0.013,-0.02
43915,-9.833,-0.057,1.836,-0.005,0.012,-0.021
44018,-9.823,-0.053,1.832,-0.005,0.012,-0.019
44121,-9.835,-0.062,1.824,-0.005,0.012,-0.02
44224,-9.821,-0.067,1.846,-0.005,0.012,-0.019
44327,-9.831,-0.048,1.832,-0.005,0.012,-0.02
44430,-9.831,-0.043,1.839,-0.005,0.012,-0.019
44533,-9.833,-0.045,1.841,-0.005,0.012,-0.02
44636,-9.833,-0.057,1.846,-0.005,0.011,-0.02
44739,-9.835,-0.053,1.834,-0.005,0.012,-0.02
44842,-9.828,-0.055,1.824,-0.005,0.012,-0.02
44945,-9.835,-0.055,1.853,-0.005,0.012,-0.02
45048,-9.838,-0.06,1.822,-0.005,0.012,-0.02
45151,-9.833,-0.055,1.824,-0.005,0.012,-0.02
45254,-9.821,-0.048,1.839,-0.005,0.012,-0.019
45357,-9.828,-0.053,1.827,-0.005,0.012,-0.021
45460,-9.845,-0.057,1.839,-0.005,0.012,-0.02
45563,-9.835,-0.06,1.832,-0.005,0.012,-0.02
45666,-9.828,-0.05,1.836,-0.005,0.012,-0.02
45769,-9.84,-0.065,1.836,-0.005,0.011,-0.02
45872,-9.823,-0.067,1.846,-0.005,0.012,-0.02
45975,-9.843,-0.06,1.846,-0.005,0.012,-0.02
46078,-9.831,-0.062,1.839,-0.004,0.012,-0.02
46181,-9.835,-0.055,1.827,-0.004,0.013,-0.019
46284,-9.843,-0.055,1.846,-0.005,0.01,-0.021
46387,-9.823,-0.055,1.82,-0.004,0.014,-0.019
46490,-9.838,-0.065,1.839,-0.004,0.012,-0.02
