time (ms),acceleration x,acceleration y,acceleration z,gyro x,gyro y,gyro z
656,-0.596,-0.148,-9.428,-0.004,0.012,-0.005
759,-0.594,-0.158,-9.428,-0.004,0.011,-0.006
862,-0.594,-0.158,-9.419,-0.003,0.012,-0.006
965,-0.591,-0.148,-9.438,-0.005,0.011,-0.006
1068,-0.591,-0.163,-9.416,-0.004,0.012,-0.006
1171,-0.603,-0.158,-9.426,-0.004,0.011,-0.006
1274,-0.599,-0.158,-9.438,-0.004,0.012,-0.005
1377,-0.589,-0.16,-9.426,-0.004,0.012,-0.006
1480,-0.591,-0.141,-9.44,-0.004,0.011,-0.006
1583,-0.596,-0.158,-9.428,-0.004,0.012,-0.006
1686,-0.594,-0.16,-9.424,-0.004,0.011,-0.005
1789,-0.594,-0.151,-9.428,-0.004,0.011,-0.006
1892,-0.608,-0.156,-9.438,-0.004,0.012,-0.006
1995,-0.599,-0.156,-9.443,-0.004,0.011,-0.006
2098,-0.603,-0.151,-9.424,-0.004,0.011,-0.006
2201,-0.587,-0.16,-9.448,-0.005,0.011,-0.006
2304,-0.601,-0.148,-9.428,-0.005,0.011,-0.006
2407,-0.599,-0.156,-9.438,-0.004,0.011,-0.006
2510,-0.599,-0.156,-9.44,-0.004,0.011,-0.006
2613,-0.589,-0.151,-9.44,-0.004,0.011,-0.006
2716,-0.596,-0.156,-9.428,-0.004,0.011,-0.006
2819,-0.591,-0.158,-9.433,-0.005,0.011,-0.006
2922,-0.603,-0.151,-9.419,-0.004,0.011,-0.006
3025,-0.591,-0.16,-9.455,-0.005,0.011,-0.006
3128,-0.596,-0.156,-9.431,-0.004,0.011,-0.005
3231,-0.606,-0.148,-9.44,-0.004,0.011,-0.006
3334,-0.596,-0.158,-9.433,-0.004,0.011,-0.006
3437,-0.591,-0.146,-9.431,-0.005,0.011,-0.006
3540,-0.589,-0.156,-9.438,-0.004,0.012,-0.005
3643,-0.599,-0.156,-9.433,-0.005,0.011,-0.006
3746,-0.599,-0.146,-9.438,-0.004,0.011,-0.006
3849,-0.601,-0.146,-9.433,-0.004,0.011,-0.006
3952,-0.599,-0.148,-9.426,-0.004,0.011,-0.005
4055,-0.601,-0.144,-9.426,-0.004,0.011,-0.005
4158,-0.594,-0.16,-9.44,-0.004,0.011,-0.006
4261,-0.589,-0.158,-9.438,-0.005,0.011,-0.006
4364,-0.603,-0.158,-9.426,-0.005,0.012,-0.006
4467,-0.589,-0.163,-9.445,-0.004,0.011,-0.006
4570,-0.596,-0.153,-9.421,-0.005,0.011,-0.005
4673,-0.603,-0.148,-9.436,-0.005,0.012,-0.006
4776,-0.599,-0.151,-9.443,-0.004,0.012,-0.005
4879,-0.611,-0.146,-9.436,-0.004,0.011,-0.005
4982,-0.589,-0.156,-9.433,-0.004,0.011,-0.006
5085,-0.603,-0.156,-9.445,-0.005,0.011,-0.005
5188,-0.599,-0.141,-9.44,-0.004,0.012,-0.006
5291,-0.599,-0.151,-9.419,-0.004,0.011,-0.006
5394,-0.601,-0.158,-9.438,-0.004,0.011,-0.006
5497,-0.594,-0.151,-9.424,-0.004,0.012,-0.005
5600,-0.606,-0.153,-9.44,-0.004,0.012,-0.005
5703,-0.599,-0.156,-9.45,-0.005,0.011,-0.006
5806,-0.596,-0.151,-9.445,-0.004,0.011,-0.006
5909,-0.606,-0.151,-9.436,-0.004,0.011,-0.006
6012,-0.591,-0.151,-9.428,-0.004,0.012,-0.005
6115,-0.599,-0.163,-9.443,-0.004,0.011,-0.006
6218,-0.608,-0.151,-9.443,-0.004,0.011,-0.006
6321,-0.582,-0.148,-9.438,-0.004,0.011,-0.006
6424,-0.591,-0.151,-9.426,-0.004,0.011,-0.006
6527,-0.596,-0.151,-9.436,-0.005,0.011,-0.005
6630,-0.606,-0.165,-9.438,-0.005,0.011,-0.006
6733,-0.606,-0.16,-9.438,-0.005,0.011,-0.006
6836,-0.601,-0.144,-9.436,-0.004,0.011,-0.005
6939,-0.601,-0.165,-9.44,-0.005,0.011,-0.006
7042,-0.594,-0.153,-9.436,-0.004,0.012,-0.005
7145,-0.603,-0.156,-9.421,-0.004,0.012,-0.006
7248,-0.596,-0.151,-9.45,-0.004,0.012,-0.006
7351,-0.606,-0.16,-9.438,-0.005,0.012,-0.006
7454,-0.594,-0.151,-9.44,-0.005,0.012,-0.006
7557,-0.591,-0.168,-9.455,-0.004,0.011,-0.006
7660,-0.596,-0.156,-9.433,-0.005,0.011,-0.005
7763,-0.599,-0.151,-9.44,-0.005,0.011,-0.006
7866,-0.596,-0.165,-9.443,-0.004,0.011,-0.006
7969,-0.603,-0.146,-9.426,-0.005,0.011,-0.006
8072,-0.608,-0.158,-9.438,-0.005,0.011,-0.006
8175,-0.601,-0.158,-9.436,-0.004,0.011,-0.006
8278,-0.606,-0.151,-9.436,-0.004,0.012,-0.006
8381,-0.606,-0.158,-9.448,-0.004,0.012,-0.006
8484,-0.596,-0.163,-9.445,-0.004,0.011,-0.005
8587,-0.596,-0.148,-9.433,-0.005,0.011,-0.006
8690,-0.599,-0.16,-9.445,-0.004,0.011,-0.006
8793,-0.599,-0.151,-9.44,-0.004,0.011,-0.006
8896,-0.601,-0.156,-9.438,-0.004,0.012,-0.005
8999,-0.603,-0.151,-9.426,-0.004,0.011,-0.005
9102,-0.599,-0.146,-9.445,-0.005,0.011,-0.006
9205,-0.601,-0.146,-9.438,-0.004,0.011,-0.006
9308,-0.596,-0.158,-9.445,-0.004,0.011,-0.006
9411,-0.608,-0.153,-9.433,-0.004,0.012,-0.006
9514,-0.603,-0.158,-9.438,-0.004,0.012,-0.006
9617,-0.594,-0.153,-9.431,-0.004,0.012,-0.005
9720,-0.591,-0.158,-9.44,-0.004,0.012,-0.005
9823,-0.594,-0.163,-9.438,-0.004,0.012,-0.006
9926,-0.591,-0.158,-9.44,-0.004,0.012,-0.006
10029,-0.591,-0.16,-9.433,-0.004,0.011,-0.006
10132,-0.599,-0.163,-9.44,-0.004,0.012,-0.006
10235,-0.599,-0.136,-9.44,-0.005,0.012,-0.006
10338,-0.589,-0.153,-9.428,-0.005,0.011,-0.006
10441,-0.599,-0.139,-9.448,-0.004,0.012,-0.006
10544,-0.603,-0.156,-9.426,-0.004,0.011,-0.006
10647,-0.599,-0.146,-9.448,-0.005,0.012,-0.006
10750,-0.603,-0.148,-9.421,-0.004,0.011,-0.006
10853,-0.601,-0.156,-9.44,-0.004,0.012,-0.006
10956,-0.599,-0.158,-9.443,-0.004,0.012,-0.006
11059,-0.596,-0.141,-9.431,-0.004,0.012,-0.006
11162,-0.591,-0.156,-9.455,-0.004,0.012,-0.006
11265,-0.596,-0.156,-9.438,-0.005,0.012,-0.005
11368,-0.611,-0.136,-9.424,-0.004,0.011,-0.006
11471,-0.601,-0.16,-9.433,-0.004,0.012,-0.006
11574,-0.611,-0.151,-9.44,-0.004,0.011,-0.006
11677,-0.587,-0.151,-9.443,-0.004,0.011,-0.006
11780,-0.606,-0.158,-9.44,-0.004,0.011,-0.006
11883,-0.596,-0.144,-9.448,-0.004,0.011,-0.006
11986,-0.594,-0.163,-9.445,-0.004,0.011,-0.006
12089,-0.591,-0.151,-9.448,-0.005,0.011,-0.006
12192,-0.601,-0.17,-9.44,-0.005,0.011,-0.006
12295,-0.591,-0.146,-9.428,-0.005,0.011,-0.007
12398,-0.603,-0.146,-9.44,-0.005,0.01,-0.005
12501,-0.601,-0.156,-9.448,-0.005,0.01,-0.006
12604,-0.594,-0.146,-9.452,-0.005,0.01,-0.006
12707,-0.618,-0.132,-9.436,-0.005,0.009,-0.007
12810,-0.618,-0.115,-9.433,-0.004,0.012,-0.006
12913,-0.599,-0.148,-9.457,-0.004,0.011,-0.005
13016,-0.594,-0.156,-9.45,-0.005,0.011,-0.006
13119,-0.606,-0.156,-9.433,-0.004,0.011,-0.006
13222,-0.613,-0.151,-9.426,-0.005,0.011,-0.005
13325,-0.608,-0.151,-9.436,-0.004,0.011,-0.006
13428,-0.599,-0.151,-9.438,-0.004,0.011,-0.006
13531,-0.606,-0.146,-9.457,-0.005,0.011,-0.005
13634,-0.603,-0.148,-9.436,-0.004,0.011,-0.005
13737,-0.599,-0.153,-9.448,-0.005,0.011,-0.005
13840,-0.606,-0.148,-9.428,-0.004,0.011,-0.006
13943,-0.611,-0.153,-9.433,-0.004,0.012,-0.006
14046,-0.606,-0.153,-9.438,-0.004,0.011,-0.006
14149,-0.599,-0.156,-9.443,-0.004,0.012,-0.006
14252,-0.599,-0.146,-9.438,-0.004,0.012,-0.005
14355,-0.606,-0.151,-9.455,-0.005,0.011,-0.006
14458,-0.606,-0.144,-9.44,-0.004,0.012,-0.006
14561,-0.611,-0.153,-9.452,-0.004,0.011,-0.005
14664,-0.601,-0.146,-9.452,-0.004,0.011,-0.005
14767,-0.611,-0.146,-9.438,-0.004,0.011,-0.005
14870,-0.608,-0.146,-9.436,-0.004,0.012,-0.005
14973,-0.611,-0.153,-9.445,-0.004,0.012,-0.006
15076,-0.603,-0.156,-9.445,-0.004,0.012,-0.006
15179,-0.599,-0.146,-9.426,-0.004,0.011,-0.006
15282,-0.606,-0.146,-9.438,-0.004,0.011,-0.006
15385,-0.603,-0.151,-9.448,-0.004,0.012,-0.006
15488,-0.613,-0.146,-9.438,-0.005,0.012,-0.005
15591,-0.606,-0.141,-9.44,-0.005,0.011,-0.005
15694,-0.613,-0.156,-9.443,-0.004,0.011,-0.005
15797,-0.608,-0.144,-9.445,-0.005,0.011,-0.005
15900,-0.608,-0.134,-9.462,-0.004,0.012,-0.005
16003,-0.608,-0.151,-9.457,-0.005,0.012,-0.005
16106,-0.615,-0.139,-9.431,-0.004,0.012,-0.005
16209,-0.601,-0.156,-9.44,-0.004,0.012,-0.006
16312,-0.596,-0.148,-9.445,-0.004,0.011,-0.005
16415,-0.608,-0.153,-9.443,-0.004,0.012,-0.006
16518,-0.611,-0.153,-9.445,-0.004,0.011,-0.006
16621,-0.603,-0.148,-9.426,-0.005,0.011,-0.006
16724,-0.611,-0.144,-9.457,-0.004,0.012,-0.006
16827,-0.606,-0.148,-9.44,-0.004,0.012,-0.006
16930,-0.608,-0.139,-9.433,-0.005,0.011,-0.006
17033,-0.608,-0.156,-9.448,-0.004,0.011,-0.006
17136,-0.603,-0.144,-9.45,-0.004,0.011,-0.005
17239,-0.611,-0.153,-9.438,-0.005,0.012,-0.006
17342,-0.606,-0.148,-9.44,-0.004,0.011,-0.006
17445,-0.603,-0.148,-9.443,-0.005,0.012,-0.006
17548,-0.606,-0.141,-9.438,-0.004,0.011,-0.005
17651,-0.608,-0.151,-9.445,-0.004,0.011,-0.006
17754,-0.601,-0.156,-9.445,-0.004,0.011,-0.005
17857,-0.606,-0.156,-9.445,-0.005,0.011,-0.005
17960,-0.603,-0.153,-9.443,-0.004,0.012,-0.006
18063,-0.62,-0.146,-9.45,-0.004,0.011,-0.005
18166,-0.608,-0.151,-9.448,-0.004,0.011,-0.006
18269,-0.608,-0.158,-9.44,-0.005,0.012,-0.005
18372,-0.603,-0.153,-9.443,-0.004,0.011,-0.006
18475,-0.608,-0.151,-9.445,-0.004,0.011,-0.006
18578,-0.603,-0.146,-9.443,-0.004,0.011,-0.006
18681,-0.596,-0.136,-9.445,-0.005,0.012,-0.006
18784,-0.601,-0.156,-9.438,-0.004,0.012,-0.005
18887,-0.615,-0.136,-9.448,-0.005,0.011,-0.005
18990,-0.611,-0.144,-9.45,-0.004,0.012,-0.005
19093,-0.611,-0.16,-9.438,-0.004,0.012,-0.006
19196,-0.606,-0.144,-9.448,-0.004,0.012,-0.005
19299,-0.608,-0.144,-9.438,-0.004,0.011,-0.006
19402,-0.599,-0.148,-9.436,-0.005,0.012,-0.006
19505,-0.606,-0.148,-9.445,-0.004,0.011,-0.005
19608,-0.613,-0.148,-9.445,-0.004,0.012,-0.006
19711,-0.608,-0.148,-9.426,-0.005,0.011,-0.006
19814,-0.599,-0.153,-9.443,-0.005,0.012,-0.006
19917,-0.618,-0.151,-9.44,-0.005,0.012,-0.005
20020,-0.603,-0.153,-9.445,-0.004,0.012,-0.006
20123,-0.606,-0.148,-9.438,-0.005,0.011,-0.005
20226,-0.608,-0.148,-9.45,-0.004,0.011,-0.006
20329,-0.606,-0.139,-9.436,-0.004,0.011,-0.005
20432,-0.606,-0.144,-9.445,-0.004,0.012,-0.006
20535,-0.608,-0.148,-9.448,-0.005,0.012,-0.005
20638,-0.599,-0.144,-9.438,-0.004,0.012,-0.005
20741,-0.606,-0.146,-9.431,-0.004,0.011,-0.006
20844,-0.608,-0.148,-9.452,-0.004,0.011,-0.005
20947,-0.603,-0.146,-9.438,-0.005,0.011,-0.006
21050,-0.615,-0.148,-9.448,-0.004,0.012,-0.006
21153,-0.608,-0.158,-9.433,-0.004,0.011,-0.006
21256,-0.596,-0.144,-9.445,-0.004,0.011,-0.006
21359,-0.606,-0.151,-9.443,-0.004,0.011,-0.006
21462,-0.608,-0.151,-9.448,-0.004,0.012,-0.005
21565,-0.606,-0.158,-9.455,-0.004,0.011,-0.005
21668,-0.596,-0.153,-9.445,-0.004,0.011,-0.005
21771,-0.608,-0.146,-9.438,-0.004,0.011,-0.006
21874,-0.594,-0.153,-9.452,-0.004,0.011,-0.005
