time (ms),acceleration x,acceleration y,acceleration z,gyro x,gyro y,gyro z
33822,1.137,-0.28,-9.462,-0.008,0.012,-0.02
33925,1.125,-0.275,-9.462,-0.007,0.012,-0.019
34028,1.128,-0.271,-9.479,-0.007,0.012,-0.02
34131,1.135,-0.283,-9.471,-0.008,0.012,-0.019
34234,1.12,-0.287,-9.469,-0.007,0.012,-0.019
34337,1.125,-0.28,-9.481,-0.007,0.012,-0.02
34440,1.137,-0.287,-9.467,-0.007,0.011,-0.019
34543,1.142,-0.29,-9.474,-0.007,0.012,-0.019
34646,1.13,-0.275,-9.476,-0.007,0.012,-0.019
34749,1.135,-0.287,-9.462,-0.008,0.012,-0.019
34852,1.13,-0.28,-9.483,-0.008,0.012,-0.019
34955,1.132,-0.271,-9.469,-0.007,0.012,-0.019
35058,1.128,-0.278,-9.455,-0.008,0.012,-0.019
35161,1.123,-0.275,-9.471,-0.008,0.012,-0.019
35264,1.132,-0.283,-9.481,-0.007,0.012,-0.019
35367,1.123,-0.273,-9.464,-0.007,0.012,-0.02
35470,1.132,-0.271,-9.483,-0.008,0.012,-0.019
35573,1.125,-0.29,-9.481,-0.008,0.012,-0.02
35676,1.128,-0.28,-9.452,-0.008,0.012,-0.019
35779,1.125,-0.294,-9.469,-0.008,0.012,-0.02
35882,1.123,-0.287,-9.467,-0.007,0.012,-0.019
35985,1.137,-0.283,-9.462,-0.007,0.012,-0.02
36088,1.128,-0.283,-9.471,-0.007,0.012,-0.02
36191,1.135,-0.28,-9.479,-0.008,0.012,-0.02
36294,1.128,-0.283,-9.457,-0.008,0.011,-0.02
36397,1.13,-0.273,-9.469,-0.008,0.012,-0.02
36500,1.13,-0.287,-9.457,-0.007,0.012,-0.02
36603,1.135,-0.266,-9.483,-0.008,0.012,-0.02
36706,1.14,-0.283,-9.476,-0.008,0.013,-0.019
36809,1.125,-0.28,-9.471,-0.008,0.012,-0.02
36912,1.125,-0.278,-9.483,-0.008,0.013,-0.019
37015,1.125,-0.285,-9.469,-0.008,0.012,-0.019
37118,1.13,-0.275,-9.474,-0.007,0.012,-0.02
37221,1.128,-0.29,-9.467,-0.007,0.012,-0.019
37324,1.123,-0.287,-9.471,-0.008,0.012,-0.02
37427,1.135,-0.275,-9.467,-0.008,0.011,-0.02
37530,1.132,-0.285,-9.491,-0.007,0.012,-0.02
37633,1.12,-0.28,-9.464,-0.008,0.012,-0.02
37736,1.128,-0.28,-9.471,-0.008,0.012,-0.02
37839,1.125,-0.28,-9.469,-0.007,0.012,-0.02
37942,1.13,-0.28,-9.469,-0.008,0.011,-0.02
38045,1.13,-0.273,-9.467,-0.008,0.012,-0.02
38148,1.128,-0.275,-9.471,-0.008,0.012,-0.019
38251,1.12,-0.285,-9.476,-0.007,0.013,-0.019
38354,1.128,-0.292,-9.481,-0.007,0.012,-0.019
38457,1.135,-0.283,-9.471,-0.008,0.012,-0.02
38560,1.125,-0.271,-9.452,-0.007,0.012,-0.019
38663,1.123,-0.275,-9.469,-0.007,0.012,-0.019
38766,1.125,-0.278,-9.471,-0.008,0.012,-0.019
38869,1.128,-0.275,-9.471,-0.007,0.012,-0.021
38972,1.13,-0.271,-9.479,-0.008,0.012,-0.02
39075,1.132,-0.283,-9.488,-0.008,0.012,-0.02
39178,1.137,-0.28,-9.481,-0.008,0.012,-0.02
39281,1.132,-0.28,-9.464,-0.007,0.013,-0.02
39384,1.13,-0.285,-9.462,-0.007,0.012,-0.019
39487,1.12,-0.28,-9.464,-0.008,0.012,-0.019
39590,1.13,-0.28,-9.459,-0.008,0.012,-0.02
39693,1.132,-0.275,-9.471,-0.007,0.012,-0.019
39796,1.123,-0.273,-9.467,-0.007,0.012,-0.02
39899,1.128,-0.28,-9.471,-0.007,0.012,-0.02
40002,1.135,-0.278,-9.462,-0.007,0.012,-0.02
40105,1.14,-0.278,-9.481,-0.008,0.012,-0.02
40208,1.125,-0.28,-9.479,-0.007,0.012,-0.02
40311,1.128,-0.278,-9.474,-0.008,0.013,-0.02
40414,1.128,-0.28,-9.471,-0.008,0.012,-0.02
40517,1.14,-0.275,-9.464,-0.007,0.012,-0.02
40620,1.135,-0.287,-9.469,-0.008,0.012,-0.02
40723,1.128,-0.285,-9.457,-0.007,0.012,-0.019
40826,1.135,-0.278,-9.474,-0.007,0.012,-0.019
40929,1.135,-0.275,-9.483,-0.008,0.012,-0.019
41032,1.125,-0.283,-9.476,-0.008,0.012,-0.02
41135,1.125,-0.28,-9.467,-0.007,0.012,-0.02
41238,1.132,-0.287,-9.474,-0.007,0.012,-0.019
41341,1.135,-0.285,-9.469,-0.008,0.012,-0.02
41444,1.128,-0.283,-9.467,-0.008,0.012,-0.02
41547,1.13,-0.273,-9.479,-0.008,0.012,-0.019
41650,1.128,-0.28,-9.476,-0.007,0.012,-0.019
41753,1.125,-0.285,-9.464,-0.008,0.012,-0.02
41856,1.132,-0.278,-9.471,-0.007,0.012,-0.02
41959,1.135,-0.275,-9.479,-0.007,0.012,-0.02
42062,1.137,-0.283,-9.462,-0.008,0.012,-0.019
42165,1.125,-0.283,-9.467,-0.007,0.012,-0.019
42268,1.118,-0.285,-9.469,-0.007,0.012,-0.02
42371,1.123,-0.283,-9.479,-0.008,0.012,-0.02
42474,1.13,-0.287,-9.488,-0.007,0.012,-0.02
42577,1.128,-0.273,-9.474,-0.007,0.012,-0.019
42680,1.132,-0.28,-9.464,-0.007,0.012,-0.02
42783,1.128,-0.283,-9.471,-0.008,0.012,-0.02
42886,1.137,-0.285,-9.455,-0.007,0.012,-0.019
42989,1.135,-0.283,-9.467,-0.008,0.012,-0.02
43092,1.132,-0.283,-9.479,-0.008,0.012,-0.019
43195,1.132,-0.28,-9.483,-0.007,0.012,-0.019
43298,1.128,-0.292,-9.457,-0.007,0.012,-0.02
43401,1.12,-0.285,-9.471,-0.007,0.012,-0.02
43504,1.128,-0.278,-9.459,-0.007,0.013,-0.02
43607,1.128,-0.29,-9.479,-0.007,0.013,-0.02
43710,1.132,-0.278,-9.459,-0.008,0.013,-0.019
43813,1.123,-0.278,-9.471,-0.007,0.012,-0.019
43916,1.123,-0.283,-9.467,-0.008,0.012,-0.02
44019,1.125,-0.285,-9.455,-0.007,0.012,-0.02
44122,1.14,-0.283,-9.459,-0.008,0.012,-0.02
44225,1.135,-0.275,-9.474,-0.008,0.012,-0.02
44328,1.132,-0.285,-9.476,-0.008,0.012,-0.02
44431,1.12,-0.271,-9.467,-0.008,0.012,-0.02
44534,1.135,-0.271,-9.469,-0.008,0.012,-0.02
44637,1.128,-0.287,-9.469,-0.007,0.011,-0.02
44740,1.12,-0.275,-9.469,-0.007,0.012,-0.019
44843,1.123,-0.268,-9.462,-0.007,0.012,-0.02
44946,1.132,-0.278,-9.462,-0.008,0.013,-0.02
45049,1.13,-0.285,-9.479,-0.007,0.012,-0.02
45152,1.137,-0.285,-9.476,-0.007,0.012,-0.019
45255,1.13,-0.285,-9.469,-0.008,0.013,-0.02
45358,1.125,-0.285,-9.471,-0.007,0.012,-0.019
45461,1.135,-0.28,-9.471,-0.007,0.012,-0.019
45564,1.13,-0.28,-9.467,-0.007,0.012,-0.02
45667,1.135,-0.292,-9.479,-0.007,0.012,-0.019
45770,1.13,-0.278,-9.471,-0.007,0.012,-0.019
45873,1.123,-0.275,-9.479,-0.008,0.012,-0.019
45976,1.137,-0.273,-9.467,-0.007,0.012,-0.02
46079,1.137,-0.275,-9.479,-0.007,0.013,-0.02
46182,1.142,-0.287,-9.481,-0.007,0.012,-0.02
46285,1.132,-0.28,-9.483,-0.008,0.012,-0.019
46388,1.125,-0.278,-9.471,-0.007,0.012,-0.019
46491,1.13,-0.287,-9.474,-0.007,0.012,-0.019
