time (ms),acceleration x,acceleration y,acceleration z,gyro x,gyro y,gyro z
656,-9.787,-0.187,1.951,-0.006,0.013,-0.021
759,-9.797,-0.199,1.956,-0.007,0.013,-0.021
862,-9.785,-0.194,1.949,-0.006,0.013,-0.021
965,-9.797,-0.194,1.956,-0.006,0.013,-0.022
1068,-9.809,-0.194,1.954,-0.006,0.013,-0.022
1171,-9.797,-0.189,1.954,-0.006,0.014,-0.021
1274,-9.804,-0.189,1.949,-0.007,0.013,-0.021
1377,-9.804,-0.194,1.958,-0.006,0.013,-0.021
1480,-9.787,-0.192,1.944,-0.006,0.013,-0.022
1583,-9.814,-0.206,1.956,-0.007,0.013,-0.021
1686,-9.799,-0.196,1.951,-0.007,0.013,-0.021
1789,-9.804,-0.189,1.949,-0.006,0.013,-0.022
1892,-9.797,-0.194,1.966,-0.007,0.013,-0.021
1995,-9.792,-0.187,1.949,-0.006,0.013,-0.021
2098,-9.804,-0.199,1.951,-0.006,0.013,-0.021
2201,-9.802,-0.199,1.956,-0.007,0.013,-0.021
2304,-9.792,-0.189,1.954,-0.006,0.013,-0.021
2407,-9.802,-0.194,1.961,-0.007,0.013,-0.021
2510,-9.795,-0.201,1.958,-0.006,0.013,-0.021
2613,-9.797,-0.189,1.961,-0.007,0.013,-0.021
2716,-9.799,-0.201,1.944,-0.007,0.013,-0.021
2819,-9.792,-0.182,1.951,-0.006,0.013,-0.021
2922,-9.809,-0.194,1.942,-0.006,0.013,-0.021
3025,-9.809,-0.189,1.949,-0.007,0.013,-0.021
3128,-9.79,-0.192,1.961,-0.006,0.012,-0.021
3231,-9.792,-0.199,1.973,-0.006,0.012,-0.021
3334,-9.807,-0.194,1.956,-0.007,0.013,-0.021
3437,-9.795,-0.194,1.973,-0.006,0.013,-0.021
3540,-9.807,-0.206,1.961,-0.006,0.013,-0.022
3643,-9.792,-0.201,1.949,-0.006,0.013,-0.021
3746,-9.792,-0.189,1.963,-0.006,0.013,-0.021
3849,-9.797,-0.196,1.951,-0.007,0.013,-0.021
3952,-9.799,-0.192,1.951,-0.006,0.013,-0.021
4055,-9.797,-0.199,1.956,-0.007,0.013,-0.021
4158,-9.802,-0.204,1.949,-0.007,0.012,-0.021
4261,-9.785,-0.189,1.958,-0.007,0.013,-0.021
4364,-9.797,-0.196,1.956,-0.006,0.013,-0.021
4467,-9.799,-0.194,1.944,-0.007,0.012,-0.021
4570,-9.79,-0.201,1.951,-0.006,0.012,-0.021
