jerk_z,ag_y_mean,ag_y_max,g_z_min,ag_z_max,RMS_ag_y,ag_z_mean,accl_z,g_y_min,g_x_max,SMA_g,ag_x_max,VAR_ag_z,RMS_g_y,STD_g_x,MAD_g_y,g_z_max,MAD_g_z,accl_y,g_y_max,ag_x_mean,STD_g_z,accl_x,IQR_g_y,IQR_g_z,g_x_mean,VAR_g_z,ag_y_min,VAR_g_x,STD_ag_z,th_z,MAD_g_x,RMS_ag_x,g_z_mean,IQR_ag_z,IQR_g_x,g_y_mean,ag_x_min,SVM_g,STD_ag_x,ag_z_min,RMS_g_z,VAR_g_y,STD_g_y,MAD_ag_z,RMS_ag_z,VAR_ag_x,th_y,FFT_ag_z,th_x,FFT_g_y,FFT_g_z,MAD_ag_x,E_ag_y,FFT_ag_x,FFT_g_x,IQR_ag_x,MAD_ag_y,CM_a,g_x_min,RMS_g_x,IQR_ag_y,SVM_a,STD_ag_y,E_ag_x,jerk_y,E_ag_z,SMA_a,E_g_y,FFT_ag_y,VAR_ag_y,E_g_x,CM_g,jerk_x,E_g_z
-0.0,0.241,0.245,-0.03,-0.366,0.241,-0.372,-0.0,0.009,-0.002,0.05,-0.89,0.0,0.02,0.005,0.006,-0.014,0.004,-0.0,0.032,-0.896,0.005,0.0,0.008,0.006,-0.01,0.0,0.237,0.0,0.005,1.952,0.004,0.896,-0.022,0.01,0.006,0.019,-0.9,0.032,0.003,-0.381,0.022,0.0,0.008,0.005,0.372,0.0,1.328,-0.017,2.683,0.033,0.004,0.002,0.581,0.011,0.022,0.005,0.002,0.431,-0.02,0.011,0.002,1.0,0.002,8.032,-0.0,1.386,1.51,0.004,0.009,0.0,0.001,0.016,0.0,0.005
0.0,0.238,0.24,-0.032,-0.367,0.238,-0.376,-0.0,-0.002,-0.003,0.049,-0.895,0.0,0.017,0.006,0.008,-0.009,0.006,-0.0,0.027,-0.897,0.007,-0.0,0.015,0.01,-0.014,0.0,0.235,0.0,0.003,1.957,0.005,0.897,-0.02,0.003,0.01,0.014,-0.902,0.031,0.002,-0.379,0.022,0.0,0.009,0.002,0.376,0.0,1.332,-0.004,2.681,-0.019,0.025,0.001,0.565,0.003,0.006,0.002,0.002,0.43,-0.022,0.016,0.005,1.0,0.002,8.041,-0.0,1.41,1.51,0.003,0.002,0.0,0.002,0.016,-0.0,0.005
0.0,0.241,0.252,-0.034,-0.36,0.241,-0.375,0.0,-0.011,-0.005,0.067,-0.885,0.0,0.03,0.022,0.018,0.014,0.009,0.0,0.066,-0.896,0.012,0.0,0.021,0.01,-0.028,0.0,0.228,0.0,0.009,1.956,0.019,0.896,-0.014,0.011,0.034,0.019,-0.907,0.036,0.007,-0.39,0.019,0.001,0.024,0.007,0.375,0.0,1.33,-0.022,2.68,-0.103,-0.019,0.006,0.581,0.017,0.062,0.008,0.006,0.431,-0.075,0.036,0.008,1.0,0.007,8.027,0.0,1.408,1.512,0.009,0.028,0.0,0.013,0.017,-0.0,0.004
0.0,0.235,0.25,-0.076,-0.22,0.235,-0.3,-0.0,-0.235,-0.032,0.258,-0.887,0.003,0.149,0.018,0.04,-0.03,0.014,0.001,-0.049,-0.925,0.015,-0.0,0.05,0.023,-0.063,0.0,0.223,0.0,0.057,1.868,0.016,0.926,-0.055,0.102,0.025,-0.14,-0.956,0.15,0.022,-0.385,0.057,0.003,0.051,0.052,0.305,0.0,1.336,-0.127,2.756,0.274,0.034,0.019,0.552,0.056,-0.005,0.036,0.009,0.4,-0.095,0.066,0.018,1.003,0.01,8.569,-0.0,0.933,1.46,0.223,0.029,0.0,0.043,0.076,-0.0,0.032
0.0,0.225,0.234,-0.048,-0.155,0.225,-0.175,0.0,-0.155,0.026,0.104,-0.952,0.0,0.074,0.022,0.053,-0.003,0.012,0.001,0.023,-0.962,0.014,0.0,0.094,0.021,-0.023,0.0,0.218,0.0,0.022,1.735,0.016,0.962,-0.023,0.024,0.021,-0.046,-0.967,0.044,0.005,-0.22,0.027,0.003,0.058,0.019,0.176,0.0,1.344,-0.094,2.864,-0.171,0.002,0.004,0.508,0.022,-0.064,0.006,0.004,0.328,-0.06,0.031,0.006,1.004,0.005,9.259,0.0,0.311,1.363,0.055,0.024,0.0,0.01,0.017,0.0,0.007
-0.0,0.23,0.244,-0.009,-0.158,0.23,-0.213,0.0,0.026,0.074,0.184,-0.928,0.002,0.174,0.032,0.075,0.024,0.006,0.001,0.282,-0.953,0.008,-0.0,0.115,0.008,0.017,0.0,0.222,0.001,0.047,1.769,0.028,0.953,0.003,0.087,0.043,0.153,-0.966,0.151,0.012,-0.295,0.009,0.007,0.084,0.042,0.218,0.0,1.34,0.039,2.832,-0.374,0.002,0.011,0.528,-0.001,-0.205,0.021,0.004,0.354,-0.019,0.037,0.006,1.003,0.006,9.082,-0.0,0.477,1.396,0.304,-0.024,0.0,0.013,0.013,0.0,0.001
-0.0,0.233,0.243,-0.064,-0.31,0.233,-0.353,-0.0,0.01,0.045,0.127,-0.897,0.001,0.096,0.027,0.037,0.008,0.021,-0.0,0.136,-0.906,0.025,0.0,0.057,0.032,0.007,0.001,0.222,0.001,0.024,1.936,0.021,0.906,-0.014,0.036,0.033,0.085,-0.921,0.112,0.007,-0.379,0.028,0.002,0.043,0.021,0.354,0.0,1.334,0.083,2.702,-0.007,0.139,0.006,0.542,-0.021,-0.087,0.009,0.006,0.423,-0.037,0.027,0.013,1.0,0.007,8.213,0.0,1.254,1.492,0.091,0.018,0.0,0.007,0.018,0.0,0.008
-0.0,0.235,0.238,-0.02,-0.364,0.235,-0.374,-0.0,-0.015,0.01,0.038,-0.894,0.0,0.013,0.009,0.01,0.002,0.006,-0.0,0.019,-0.898,0.007,0.0,0.015,0.012,-0.011,0.0,0.229,0.0,0.006,1.954,0.007,0.898,-0.012,0.011,0.009,0.007,-0.903,0.022,0.003,-0.382,0.014,0.0,0.011,0.005,0.374,0.0,1.334,-0.022,2.684,0.014,0.018,0.003,0.551,0.009,0.008,0.004,0.002,0.429,-0.021,0.014,0.003,1.0,0.003,8.064,-0.0,1.396,1.506,0.002,-0.007,0.0,0.002,0.012,0.0,0.002
0.0,0.236,0.239,-0.025,-0.369,0.236,-0.376,-0.0,0.009,-0.005,0.046,-0.895,0.0,0.021,0.004,0.005,-0.011,0.002,0.0,0.026,-0.897,0.004,0.0,0.008,0.002,-0.01,0.0,0.234,0.0,0.003,1.957,0.003,0.897,-0.016,0.003,0.003,0.02,-0.901,0.028,0.002,-0.379,0.016,0.0,0.005,0.002,0.376,0.0,1.333,0.017,2.682,0.023,0.003,0.001,0.558,-0.007,0.015,0.002,0.001,0.43,-0.018,0.011,0.002,1.001,0.002,8.046,-0.0,1.413,1.509,0.004,0.007,0.0,0.001,0.014,-0.0,0.003
-0.0,0.236,0.238,-0.029,-0.37,0.236,-0.376,-0.0,-0.018,-0.001,0.051,-0.893,0.0,0.015,0.007,0.011,-0.009,0.005,-0.0,0.036,-0.897,0.006,-0.0,0.013,0.006,-0.018,0.0,0.228,0.0,0.005,1.954,0.004,0.897,-0.021,0.007,0.005,0.007,-0.901,0.031,0.002,-0.385,0.022,0.0,0.014,0.005,0.376,0.0,1.332,-0.02,2.684,0.078,-0.011,0.002,0.557,0.005,0.027,0.004,0.002,0.43,-0.028,0.019,0.002,1.001,0.003,8.044,-0.0,1.416,1.509,0.002,-0.008,0.0,0.004,0.014,0.0,0.005
-0.0,0.234,0.237,-0.024,-0.36,0.235,-0.376,0.0,0.01,-0.003,0.046,-0.892,0.0,0.022,0.003,0.004,-0.01,0.004,-0.0,0.027,-0.897,0.005,0.0,0.006,0.008,-0.008,0.0,0.232,0.0,0.006,1.958,0.002,0.897,-0.017,0.007,0.003,0.021,-0.904,0.03,0.004,-0.382,0.017,0.0,0.005,0.005,0.376,0.0,1.334,0.006,2.681,-0.018,-0.015,0.003,0.55,-0.005,-0.001,0.004,0.001,0.43,-0.015,0.009,0.002,1.001,0.002,8.052,-0.0,1.412,1.508,0.005,-0.006,0.0,0.001,0.015,0.0,0.003
0.0,0.233,0.237,-0.034,-0.378,0.233,-0.383,0.0,0.007,-0.008,0.054,-0.89,0.0,0.021,0.004,0.007,-0.013,0.004,0.0,0.037,-0.894,0.006,0.0,0.007,0.006,-0.015,0.0,0.23,0.0,0.003,1.965,0.004,0.894,-0.02,0.005,0.005,0.019,-0.899,0.034,0.002,-0.388,0.021,0.0,0.009,0.003,0.383,0.0,1.336,0.001,2.678,0.048,0.01,0.002,0.542,-0.003,-0.001,0.002,0.001,0.43,-0.023,0.016,0.002,1.0,0.002,7.994,-0.0,1.466,1.51,0.004,-0.009,0.0,0.003,0.018,-0.0,0.004
-0.0,0.22,0.24,-0.097,-0.3,0.22,-0.366,0.0,-0.231,0.089,0.204,-0.887,0.001,0.134,0.045,0.092,-0.004,0.029,0.0,0.067,-0.904,0.032,-0.0,0.168,0.05,0.015,0.001,0.184,0.002,0.033,1.962,0.039,0.905,-0.05,0.05,0.08,-0.088,-0.933,0.129,0.016,-0.403,0.059,0.01,0.101,0.029,0.367,0.0,1.344,0.035,2.68,0.416,0.071,0.014,0.485,-0.01,-0.252,0.026,0.015,0.428,-0.043,0.047,0.027,1.001,0.017,8.184,0.0,1.35,1.49,0.18,0.013,0.0,0.022,0.06,0.0,0.035
0.0,0.173,0.188,-0.079,-0.254,0.173,-0.267,0.0,-0.092,0.018,0.086,-0.943,0.0,0.042,0.014,0.028,-0.001,0.018,0.0,0.023,-0.949,0.022,0.0,0.05,0.028,-0.005,0.0,0.163,0.0,0.009,1.84,0.012,0.95,-0.037,0.016,0.023,-0.023,-0.955,0.048,0.003,-0.283,0.043,0.001,0.035,0.008,0.267,0.0,1.4,-0.024,2.818,-0.068,-0.039,0.003,0.298,0.006,-0.014,0.004,0.007,0.352,-0.023,0.015,0.01,1.001,0.008,9.016,-0.0,0.714,1.389,0.018,0.017,0.0,0.002,0.022,-0.0,0.019
0.0,0.197,0.23,-0.033,-0.256,0.198,-0.302,-0.0,0.057,0.006,0.216,-0.907,0.001,0.129,0.05,0.033,0.094,0.028,0.001,0.177,-0.931,0.036,0.001,0.061,0.028,-0.062,0.001,0.159,0.003,0.031,1.882,0.04,0.931,0.019,0.044,0.064,0.123,-0.955,0.146,0.015,-0.358,0.041,0.001,0.038,0.026,0.304,0.0,1.366,0.043,2.763,0.024,-0.085,0.013,0.392,-0.019,-0.165,0.023,0.019,0.386,-0.164,0.08,0.03,1.0,0.022,8.675,-0.0,0.925,1.43,0.167,-0.053,0.0,0.064,0.042,0.0,0.017
-0.0,0.218,0.231,-0.053,-0.361,0.218,-0.375,-0.0,-0.017,0.009,0.091,-0.898,0.0,0.047,0.021,0.026,0.021,0.017,-0.0,0.086,-0.901,0.021,0.0,0.038,0.026,-0.027,0.0,0.201,0.0,0.006,1.957,0.017,0.901,-0.018,0.006,0.027,0.036,-0.905,0.057,0.003,-0.381,0.027,0.001,0.031,0.005,0.375,0.0,1.351,0.024,2.692,0.13,-0.034,0.003,0.475,-0.011,0.099,0.005,0.007,0.42,-0.062,0.034,0.011,1.0,0.008,8.125,-0.0,1.408,1.494,0.022,-0.013,0.0,0.012,0.026,0.0,0.007
0.0,0.241,0.257,-0.034,-0.361,0.241,-0.377,-0.0,-0.005,0.022,0.071,-0.883,0.0,0.028,0.031,0.013,0.058,0.023,0.0,0.056,-0.895,0.028,0.0,0.008,0.037,-0.015,0.001,0.222,0.001,0.01,1.958,0.023,0.895,-0.002,0.015,0.037,0.021,-0.899,0.042,0.005,-0.394,0.028,0.0,0.019,0.008,0.378,0.0,1.326,-0.041,2.682,-0.015,-0.038,0.004,0.581,0.006,-0.004,0.007,0.01,0.436,-0.091,0.035,0.022,1.0,0.012,8.003,0.0,1.425,1.513,0.008,-0.067,0.0,0.012,0.016,-0.0,0.008
0.0,0.258,0.281,-0.035,-0.339,0.259,-0.364,0.0,-0.062,-0.013,0.129,-0.892,0.0,0.03,0.045,0.017,0.052,0.023,-0.0,0.007,-0.896,0.028,0.0,0.026,0.028,-0.083,0.001,0.232,0.002,0.016,1.941,0.041,0.896,-0.001,0.025,0.072,-0.021,-0.902,0.092,0.003,-0.386,0.028,0.0,0.021,0.015,0.364,0.0,1.302,-0.026,2.68,0.055,-0.144,0.003,0.668,-0.005,0.142,0.004,0.017,0.44,-0.145,0.094,0.034,1.001,0.018,8.035,-0.0,1.324,1.518,0.009,-0.056,0.0,0.089,0.025,-0.0,0.008
0.0,0.306,0.318,-0.039,-0.252,0.306,-0.278,-0.0,-0.134,0.071,0.178,-0.901,0.001,0.063,0.08,0.041,-0.001,0.011,0.001,0.065,-0.913,0.012,0.001,0.059,0.018,-0.091,0.0,0.285,0.006,0.027,1.842,0.065,0.913,-0.018,0.025,0.08,-0.035,-0.922,0.131,0.007,-0.333,0.022,0.003,0.052,0.021,0.279,0.0,1.257,-0.097,2.722,-0.045,0.011,0.006,0.938,0.014,0.1,0.01,0.007,0.423,-0.201,0.121,0.009,1.002,0.009,8.329,0.0,0.78,1.497,0.04,-0.029,0.0,0.146,0.038,-0.0,0.005
-0.0,0.249,0.303,-0.122,-0.257,0.253,-0.364,-0.0,0.078,0.314,0.394,-0.877,0.003,0.15,0.085,0.046,0.005,0.029,0.001,0.259,-0.895,0.035,0.001,0.055,0.045,0.197,0.001,0.177,0.007,0.056,1.95,0.071,0.895,-0.056,0.071,0.092,0.14,-0.915,0.261,0.012,-0.439,0.066,0.003,0.056,0.047,0.368,0.0,1.31,0.115,2.676,0.125,0.153,0.01,0.639,0.0,0.024,0.015,0.037,0.429,0.042,0.215,0.076,1.0,0.042,8.019,-0.0,1.354,1.508,0.226,0.031,0.002,0.461,0.105,0.0,0.043
-0.0,0.196,0.2,-0.037,-0.427,0.196,-0.439,0.0,-0.029,0.021,0.072,-0.863,0.0,0.039,0.016,0.025,0.0,0.007,-0.0,0.105,-0.876,0.01,-0.0,0.034,0.008,-0.021,0.0,0.184,0.0,0.009,2.023,0.011,0.876,-0.019,0.014,0.016,0.014,-0.882,0.041,0.005,-0.458,0.021,0.001,0.036,0.008,0.439,0.0,1.373,-0.05,2.641,0.16,-0.008,0.004,0.382,0.029,0.02,0.004,0.003,0.422,-0.038,0.026,0.004,1.0,0.004,7.681,0.0,1.925,1.511,0.015,0.004,0.0,0.007,0.02,0.0,0.005
0.0,0.196,0.198,-0.025,-0.431,0.196,-0.436,-0.0,-0.017,-0.001,0.045,-0.876,0.0,0.014,0.005,0.008,-0.005,0.004,-0.0,0.021,-0.878,0.005,-0.0,0.013,0.005,-0.014,0.0,0.194,0.0,0.003,2.022,0.004,0.878,-0.018,0.002,0.004,0.01,-0.882,0.028,0.002,-0.441,0.018,0.0,0.011,0.002,0.436,0.0,1.374,-0.004,2.644,-0.049,-0.002,0.002,0.383,0.004,-0.01,0.002,0.001,0.421,-0.022,0.015,0.001,1.0,0.001,7.714,-0.0,1.897,1.509,0.002,-0.002,0.0,0.002,0.014,-0.0,0.003
0.0,0.197,0.209,-0.11,-0.397,0.197,-0.431,-0.0,-0.154,0.008,0.166,-0.868,0.0,0.091,0.064,0.079,-0.005,0.02,0.0,0.1,-0.879,0.029,0.0,0.147,0.019,-0.06,0.001,0.179,0.004,0.017,2.015,0.059,0.879,-0.029,0.011,0.085,-0.023,-0.887,0.085,0.006,-0.464,0.041,0.008,0.088,0.012,0.431,0.0,1.372,0.082,2.649,-0.224,0.081,0.006,0.389,-0.034,-0.018,0.011,0.005,0.422,-0.178,0.087,0.004,1.0,0.007,7.73,0.0,1.859,1.507,0.082,0.023,0.0,0.076,0.032,-0.0,0.017
0.001,0.202,0.214,-0.095,-0.074,0.202,-0.199,-0.0,-0.521,-0.044,0.482,-0.901,0.011,0.339,0.038,0.093,-0.03,0.019,0.001,-0.161,-0.957,0.021,0.001,0.123,0.032,-0.11,0.0,0.194,0.001,0.103,1.761,0.032,0.958,-0.055,0.151,0.044,-0.318,-0.984,0.32,0.027,-0.397,0.059,0.014,0.117,0.085,0.224,0.001,1.372,-0.276,2.864,-0.062,-0.031,0.022,0.408,0.091,0.093,0.039,0.005,0.33,-0.18,0.116,0.008,1.006,0.006,9.171,0.0,0.503,1.358,1.15,0.033,0.0,0.134,0.11,-0.0,0.034
0.0,0.197,0.206,-0.047,0.027,0.197,0.006,0.0,-0.235,0.009,0.118,-0.98,0.0,0.096,0.027,0.067,0.001,0.014,0.001,0.06,-0.988,0.016,-0.0,0.096,0.028,-0.032,0.0,0.183,0.001,0.019,1.562,0.021,0.988,-0.02,0.02,0.031,-0.05,-0.993,0.054,0.004,-0.043,0.025,0.007,0.081,0.014,0.02,0.0,1.372,-0.051,2.942,-0.273,-0.1,0.003,0.387,-0.015,-0.038,0.005,0.006,0.131,-0.077,0.042,0.009,1.008,0.007,9.76,-0.0,0.004,1.2,0.091,-0.026,0.0,0.018,0.015,-0.0,0.006
-0.0,0.198,0.212,-0.059,0.025,0.198,-0.149,0.001,0.181,0.147,0.43,-0.933,0.012,0.322,0.033,0.065,0.059,0.027,0.001,0.428,-0.97,0.032,0.001,0.105,0.035,0.089,0.001,0.179,0.001,0.109,1.723,0.028,0.97,0.008,0.18,0.037,0.312,-0.997,0.343,0.021,-0.297,0.033,0.006,0.077,0.098,0.185,0.0,1.371,0.237,2.882,-0.411,0.029,0.019,0.393,-0.011,-0.029,0.036,0.011,0.314,0.034,0.095,0.021,1.008,0.012,9.414,-0.0,0.343,1.322,1.034,-0.046,0.0,0.091,0.084,-0.0,0.011
-0.0,0.205,0.215,-0.05,-0.318,0.205,-0.389,-0.0,-0.03,0.041,0.173,-0.883,0.001,0.154,0.038,0.1,0.057,0.021,0.0,0.287,-0.898,0.028,0.0,0.201,0.027,-0.006,0.001,0.193,0.001,0.03,1.981,0.034,0.898,-0.01,0.015,0.069,0.106,-0.934,0.088,0.014,-0.416,0.03,0.012,0.112,0.023,0.39,0.0,1.362,0.157,2.676,0.36,0.062,0.011,0.42,-0.075,0.038,0.009,0.006,0.418,-0.06,0.038,0.011,0.999,0.007,8.061,0.0,1.522,1.491,0.238,0.015,0.0,0.015,0.034,0.0,0.009
-0.0,0.216,0.22,-0.017,-0.382,0.216,-0.403,0.0,0.003,0.008,0.044,-0.883,0.0,0.025,0.008,0.011,0.01,0.009,0.0,0.061,-0.889,0.009,0.0,0.01,0.016,-0.014,0.0,0.212,0.0,0.008,1.988,0.006,0.889,-0.005,0.005,0.007,0.019,-0.902,0.024,0.005,-0.411,0.011,0.0,0.016,0.005,0.403,0.0,1.353,0.036,2.665,0.048,0.021,0.003,0.466,-0.024,0.019,0.004,0.003,0.426,-0.023,0.016,0.006,1.0,0.003,7.898,0.0,1.626,1.508,0.006,-0.007,0.0,0.003,0.012,0.0,0.001
-0.0,0.222,0.224,-0.026,-0.405,0.222,-0.409,-0.0,-0.003,-0.003,0.043,-0.88,0.0,0.021,0.004,0.008,-0.009,0.004,0.0,0.04,-0.885,0.005,0.0,0.005,0.004,-0.01,0.0,0.219,0.0,0.004,1.991,0.003,0.885,-0.016,0.003,0.006,0.017,-0.887,0.028,0.002,-0.417,0.016,0.0,0.012,0.003,0.409,0.0,1.346,-0.007,2.658,0.031,0.018,0.002,0.492,0.003,-0.014,0.002,0.002,0.432,-0.014,0.01,0.003,1.0,0.002,7.829,0.0,1.674,1.516,0.004,0.001,0.0,0.001,0.015,0.0,0.003
-0.0,0.222,0.226,-0.028,-0.407,0.222,-0.414,0.0,0.011,-0.003,0.048,-0.877,0.0,0.02,0.004,0.004,-0.005,0.006,0.0,0.028,-0.883,0.007,0.0,0.007,0.008,-0.012,0.0,0.219,0.0,0.004,1.998,0.003,0.883,-0.017,0.005,0.003,0.02,-0.888,0.03,0.003,-0.421,0.018,0.0,0.005,0.003,0.414,0.0,1.348,0.01,2.652,-0.021,0.035,0.002,0.491,-0.01,0.005,0.002,0.002,0.434,-0.017,0.012,0.003,1.0,0.002,7.793,-0.0,1.716,1.519,0.004,-0.011,0.0,0.002,0.016,0.0,0.003
-0.0,0.224,0.229,-0.015,-0.412,0.224,-0.419,0.0,0.006,0.028,0.04,-0.876,0.0,0.016,0.015,0.006,0.0,0.005,-0.0,0.03,-0.88,0.006,0.0,0.007,0.01,-0.012,0.0,0.217,0.0,0.004,2.002,0.008,0.88,-0.008,0.004,0.004,0.015,-0.884,0.026,0.002,-0.426,0.01,0.0,0.007,0.003,0.419,0.0,1.344,-0.011,2.646,-0.014,-0.019,0.002,0.502,-0.002,0.018,0.004,0.004,0.435,-0.034,0.019,0.009,1.0,0.004,7.742,-0.0,1.754,1.523,0.003,-0.025,0.0,0.003,0.011,0.0,0.001
0.0,0.236,0.25,-0.043,-0.405,0.236,-0.414,0.0,-0.019,0.005,0.054,-0.876,0.0,0.015,0.021,0.009,0.018,0.016,-0.0,0.026,-0.879,0.02,0.0,0.006,0.023,-0.016,0.0,0.23,0.0,0.004,1.998,0.016,0.879,-0.016,0.005,0.017,0.008,-0.885,0.033,0.003,-0.418,0.026,0.0,0.013,0.003,0.414,0.0,1.333,0.011,2.644,-0.056,0.036,0.002,0.558,0.006,-0.079,0.004,0.004,0.44,-0.072,0.026,0.004,1.0,0.005,7.723,0.0,1.712,1.529,0.002,0.014,0.0,0.007,0.012,-0.0,0.007
0.0,0.229,0.237,-0.049,-0.404,0.229,-0.42,0.0,0.002,0.027,0.067,-0.872,0.0,0.035,0.017,0.016,0.002,0.014,-0.0,0.057,-0.878,0.016,0.0,0.029,0.023,0.002,0.0,0.215,0.0,0.011,2.002,0.015,0.878,-0.022,0.018,0.024,0.03,-0.886,0.048,0.005,-0.437,0.027,0.0,0.018,0.009,0.42,0.0,1.337,-0.008,2.641,-0.107,0.025,0.004,0.526,-0.007,-0.017,0.008,0.006,0.439,-0.026,0.017,0.009,1.0,0.008,7.716,-0.0,1.765,1.528,0.012,-0.031,0.0,0.003,0.02,-0.0,0.007
0.0,0.223,0.229,-0.02,-0.427,0.223,-0.435,-0.0,-0.007,-0.001,0.047,-0.862,0.0,0.018,0.008,0.014,-0.007,0.004,0.0,0.033,-0.871,0.005,-0.0,0.029,0.008,-0.02,0.0,0.217,0.0,0.006,2.019,0.006,0.872,-0.013,0.006,0.007,0.009,-0.875,0.032,0.004,-0.448,0.014,0.0,0.015,0.005,0.435,0.0,1.346,0.008,2.633,0.063,0.015,0.003,0.497,-0.009,0.027,0.002,0.002,0.438,-0.03,0.022,0.002,0.999,0.003,7.595,0.0,1.892,1.529,0.003,-0.006,0.0,0.005,0.012,-0.0,0.002
0.0,0.232,0.236,-0.013,-0.417,0.232,-0.425,0.0,0.002,-0.008,0.032,-0.87,0.0,0.009,0.003,0.004,-0.004,0.002,0.0,0.021,-0.874,0.003,0.0,0.002,0.004,-0.015,0.0,0.23,0.0,0.004,2.01,0.002,0.875,-0.009,0.004,0.003,0.008,-0.879,0.02,0.003,-0.431,0.01,0.0,0.005,0.003,0.425,0.0,1.336,0.002,2.635,0.003,-0.004,0.002,0.54,-0.003,0.01,0.004,0.002,0.442,-0.019,0.015,0.004,1.0,0.002,7.648,0.0,1.809,1.532,0.001,-0.005,0.0,0.002,0.01,-0.0,0.001
-0.0,0.241,0.251,-0.011,-0.419,0.241,-0.423,0.0,0.007,-0.004,0.036,-0.869,0.0,0.017,0.005,0.004,0.008,0.006,0.0,0.031,-0.873,0.007,0.0,0.004,0.009,-0.013,0.0,0.237,0.0,0.003,2.008,0.004,0.873,-0.004,0.006,0.007,0.016,-0.876,0.022,0.002,-0.429,0.008,0.0,0.006,0.003,0.423,0.0,1.328,-0.01,2.634,-0.012,0.021,0.002,0.58,0.0,0.022,0.002,0.003,0.446,-0.02,0.014,0.004,1.0,0.004,7.621,0.0,1.791,1.537,0.003,0.006,0.0,0.002,0.012,0.0,0.001
0.0,0.246,0.254,-0.031,-0.424,0.246,-0.43,-0.0,0.012,-0.005,0.056,-0.865,0.0,0.026,0.003,0.008,0.002,0.007,-0.0,0.044,-0.868,0.009,0.0,0.013,0.008,-0.009,0.0,0.239,0.0,0.006,2.013,0.002,0.869,-0.022,0.012,0.004,0.024,-0.872,0.037,0.002,-0.438,0.024,0.0,0.01,0.005,0.43,0.0,1.322,0.004,2.624,-0.061,0.042,0.002,0.606,0.004,-0.007,0.003,0.004,0.452,-0.014,0.009,0.008,1.0,0.005,7.543,0.0,1.848,1.545,0.007,0.008,0.0,0.001,0.016,0.0,0.006
0.0,0.244,0.249,-0.034,-0.427,0.244,-0.433,0.0,-0.01,-0.011,0.04,-0.861,0.0,0.008,0.003,0.006,-0.008,0.008,-0.0,0.017,-0.867,0.01,-0.0,0.009,0.017,-0.016,0.0,0.239,0.0,0.004,2.021,0.003,0.867,-0.018,0.007,0.005,0.004,-0.872,0.024,0.003,-0.437,0.021,0.0,0.007,0.003,0.433,0.0,1.324,-0.003,2.618,-0.007,0.025,0.002,0.597,-0.006,-0.012,0.004,0.003,0.452,-0.019,0.016,0.005,0.999,0.003,7.512,0.0,1.877,1.544,0.001,-0.018,0.0,0.002,0.011,0.0,0.004
-0.0,0.244,0.251,-0.028,-0.388,0.244,-0.406,-0.0,-0.107,-0.01,0.075,-0.871,0.0,0.048,0.007,0.038,-0.006,0.006,-0.0,0.038,-0.881,0.007,-0.0,0.066,0.01,-0.02,0.0,0.238,0.0,0.013,1.982,0.006,0.881,-0.018,0.019,0.01,-0.018,-0.891,0.038,0.007,-0.429,0.019,0.002,0.045,0.012,0.406,0.0,1.325,-0.062,2.652,0.038,-0.001,0.006,0.594,0.031,0.037,0.011,0.003,0.442,-0.033,0.021,0.003,1.0,0.003,7.76,0.0,1.647,1.53,0.023,-0.002,0.0,0.005,0.017,0.0,0.004
0.0,0.244,0.251,-0.042,-0.388,0.244,-0.399,-0.0,-0.001,0.0,0.067,-0.88,0.0,0.024,0.018,0.012,-0.008,0.01,-0.0,0.052,-0.885,0.012,-0.0,0.017,0.018,-0.024,0.0,0.237,0.0,0.005,1.982,0.016,0.885,-0.024,0.008,0.026,0.019,-0.888,0.046,0.003,-0.406,0.027,0.0,0.016,0.004,0.399,0.0,1.325,0.016,2.656,-0.005,-0.062,0.003,0.593,0.006,0.012,0.005,0.005,0.441,-0.054,0.03,0.009,1.001,0.005,7.827,-0.0,1.589,1.527,0.006,0.026,0.0,0.009,0.016,0.0,0.007
-0.0,0.237,0.245,-0.044,-0.402,0.237,-0.411,0.0,-0.018,0.052,0.075,-0.869,0.0,0.031,0.025,0.019,-0.006,0.011,-0.0,0.048,-0.877,0.013,0.0,0.028,0.02,0.008,0.0,0.227,0.001,0.007,1.994,0.021,0.877,-0.026,0.007,0.031,0.022,-0.882,0.052,0.004,-0.424,0.029,0.0,0.022,0.006,0.411,0.0,1.331,0.001,2.646,-0.04,0.001,0.003,0.562,0.015,-0.117,0.004,0.005,0.442,-0.026,0.026,0.007,0.998,0.006,7.684,-0.0,1.69,1.525,0.01,0.004,0.0,0.007,0.021,0.0,0.008
-0.0,0.078,0.079,-0.022,-0.899,0.078,-0.901,-0.0,0.012,-0.011,0.053,-0.4,0.0,0.017,0.004,0.003,-0.015,0.002,0.0,0.023,-0.403,0.002,-0.0,0.005,0.004,-0.018,0.0,0.076,0.0,0.001,2.714,0.003,0.403,-0.018,0.001,0.006,0.016,-0.406,0.032,0.002,-0.904,0.019,0.0,0.004,0.001,0.901,0.0,1.493,0.003,1.99,-0.003,-0.008,0.002,0.061,0.002,-0.006,0.004,0.001,0.304,-0.023,0.019,0.002,0.99,0.001,1.627,-0.0,8.111,1.382,0.003,-0.0,0.0,0.004,0.018,0.0,0.003
