jerk_z,ag_y_mean,ag_y_max,g_z_min,ag_z_max,RMS_ag_y,ag_z_mean,accl_z,g_y_min,g_x_max,SMA_g,ag_x_max,VAR_ag_z,RMS_g_y,STD_g_x,MAD_g_y,g_z_max,MAD_g_z,accl_y,g_y_max,ag_x_mean,STD_g_z,accl_x,IQR_g_y,IQR_g_z,g_x_mean,VAR_g_z,ag_y_min,VAR_g_x,STD_ag_z,th_z,MAD_g_x,RMS_ag_x,g_z_mean,IQR_ag_z,IQR_g_x,g_y_mean,ag_x_min,SVM_g,STD_ag_x,ag_z_min,RMS_g_z,VAR_g_y,STD_g_y,MAD_ag_z,RMS_ag_z,VAR_ag_x,th_y,FFT_ag_z,th_x,FFT_g_y,FFT_g_z,MAD_ag_x,E_ag_y,FFT_ag_x,FFT_g_x,IQR_ag_x,MAD_ag_y,CM_a,g_x_min,RMS_g_x,IQR_ag_y,SVM_a,STD_ag_y,E_ag_x,jerk_y,E_ag_z,SMA_a,E_g_y,FFT_ag_y,VAR_ag_y,E_g_x,CM_g,jerk_x,E_g_z
-0.0,0.246,0.248,-0.02,-0.841,0.246,-0.845,0.0,0.01,-0.007,0.044,-0.452,0.0,0.014,0.002,0.002,-0.017,0.001,0.0,0.017,-0.456,0.001,-0.0,0.003,0.001,-0.011,0.0,0.245,0.0,0.002,2.592,0.002,0.456,-0.018,0.001,0.003,0.014,-0.459,0.026,0.002,-0.847,0.019,0.0,0.002,0.001,0.845,0.0,1.32,-0.002,2.048,0.003,-0.003,0.001,0.607,-0.002,-0.005,0.002,0.001,0.456,-0.013,0.011,0.001,0.992,0.001,2.078,0.0,7.145,1.547,0.002,-0.0,0.0,0.001,0.014,0.0,0.003
0.0,0.247,0.249,-0.021,-0.843,0.247,-0.845,-0.0,0.007,-0.01,0.042,-0.454,0.0,0.012,0.001,0.003,-0.018,0.001,-0.0,0.025,-0.456,0.001,-0.0,0.002,0.0,-0.011,0.0,0.246,0.0,0.001,2.591,0.001,0.456,-0.019,0.002,0.001,0.011,-0.458,0.024,0.001,-0.848,0.019,0.0,0.005,0.001,0.845,0.0,1.319,-0.0,2.049,-0.0,-0.005,0.001,0.61,0.002,-0.002,0.001,0.001,0.457,-0.014,0.011,0.001,0.991,0.001,2.079,-0.0,7.142,1.548,0.001,0.002,0.0,0.001,0.013,-0.0,0.004
-0.0,0.247,0.249,-0.021,-0.841,0.247,-0.845,-0.0,0.007,-0.007,0.043,-0.454,0.0,0.014,0.002,0.002,-0.018,0.001,0.0,0.02,-0.455,0.001,-0.0,0.002,0.003,-0.01,0.0,0.245,0.0,0.002,2.592,0.002,0.455,-0.019,0.003,0.003,0.014,-0.458,0.026,0.001,-0.848,0.019,0.0,0.003,0.002,0.845,0.0,1.319,-0.001,2.048,0.008,0.0,0.001,0.611,0.003,0.001,0.001,0.001,0.456,-0.013,0.011,0.001,0.992,0.001,2.074,-0.0,7.142,1.548,0.002,0.0,0.0,0.001,0.014,0.0,0.004
0.0,0.247,0.248,-0.02,-0.842,0.247,-0.845,0.0,0.009,-0.008,0.042,-0.453,0.0,0.013,0.001,0.002,-0.018,0.001,-0.0,0.019,-0.455,0.001,-0.0,0.003,0.001,-0.011,0.0,0.245,0.0,0.002,2.592,0.001,0.455,-0.018,0.002,0.001,0.013,-0.456,0.025,0.001,-0.85,0.019,0.0,0.003,0.001,0.845,0.0,1.319,-0.002,2.048,0.001,-0.001,0.001,0.609,0.001,0.001,0.001,0.001,0.456,-0.012,0.011,0.001,0.99,0.001,2.068,0.0,7.144,1.547,0.002,-0.003,0.0,0.001,0.014,0.0,0.003
0.0,0.248,0.249,-0.021,-0.84,0.248,-0.845,0.0,0.006,-0.006,0.042,-0.454,0.0,0.012,0.003,0.002,-0.017,0.001,-0.0,0.017,-0.455,0.001,-0.0,0.002,0.002,-0.011,0.0,0.246,0.0,0.002,2.591,0.002,0.456,-0.019,0.002,0.004,0.012,-0.457,0.025,0.001,-0.848,0.019,0.0,0.003,0.001,0.845,0.0,1.318,0.006,2.048,0.0,0.006,0.001,0.613,0.003,-0.002,0.001,0.001,0.457,-0.016,0.011,0.001,0.992,0.001,2.075,0.0,7.14,1.548,0.001,-0.001,0.0,0.001,0.013,-0.0,0.004
-0.0,0.247,0.249,-0.021,-0.844,0.247,-0.846,-0.0,0.008,-0.008,0.043,-0.452,0.0,0.013,0.002,0.002,-0.017,0.001,-0.0,0.017,-0.454,0.001,-0.0,0.004,0.001,-0.011,0.0,0.246,0.0,0.001,2.593,0.001,0.454,-0.019,0.001,0.002,0.013,-0.456,0.025,0.001,-0.847,0.019,0.0,0.003,0.001,0.846,0.0,1.318,-0.002,2.047,0.009,-0.002,0.001,0.612,0.003,0.002,0.002,0.001,0.456,-0.015,0.011,0.001,0.991,0.001,2.062,0.0,7.152,1.547,0.002,0.0,0.0,0.001,0.014,0.0,0.004
0.0,0.247,0.25,-0.021,-0.843,0.247,-0.845,0.0,0.009,-0.007,0.042,-0.451,0.0,0.014,0.002,0.003,-0.015,0.001,-0.0,0.025,-0.454,0.002,0.0,0.003,0.002,-0.01,0.0,0.245,0.0,0.001,2.594,0.002,0.454,-0.019,0.001,0.003,0.014,-0.455,0.026,0.001,-0.847,0.019,0.0,0.004,0.001,0.845,0.0,1.319,0.001,2.046,0.021,0.002,0.001,0.61,-0.0,-0.004,0.001,0.001,0.456,-0.013,0.01,0.001,0.991,0.001,2.057,0.0,7.145,1.546,0.002,0.004,0.0,0.001,0.014,0.0,0.003
-0.0,0.246,0.247,-0.022,-0.844,0.246,-0.847,0.0,0.009,-0.007,0.043,-0.45,0.0,0.012,0.002,0.002,-0.017,0.001,0.0,0.021,-0.453,0.001,0.0,0.003,0.001,-0.012,0.0,0.244,0.0,0.002,2.595,0.002,0.453,-0.019,0.002,0.003,0.012,-0.455,0.026,0.001,-0.853,0.019,0.0,0.003,0.001,0.847,0.0,1.32,-0.005,2.045,0.01,-0.001,0.001,0.605,0.0,0.007,0.002,0.001,0.456,-0.015,0.012,0.002,0.992,0.001,2.049,0.0,7.178,1.546,0.002,0.002,0.0,0.001,0.014,0.0,0.004
-0.0,0.246,0.248,-0.022,-0.843,0.246,-0.846,0.0,0.007,-0.007,0.044,-0.451,0.0,0.012,0.002,0.002,-0.018,0.001,0.0,0.016,-0.453,0.001,0.0,0.003,0.002,-0.012,0.0,0.243,0.0,0.002,2.594,0.001,0.453,-0.02,0.003,0.001,0.012,-0.456,0.026,0.002,-0.848,0.02,0.0,0.002,0.001,0.846,0.0,1.32,0.001,2.045,0.008,-0.002,0.001,0.606,-0.002,-0.0,0.002,0.001,0.455,-0.014,0.012,0.001,0.991,0.001,2.055,-0.0,7.161,1.546,0.002,-0.006,0.0,0.001,0.014,0.0,0.004
-0.0,0.247,0.248,-0.021,-0.842,0.247,-0.847,0.0,0.01,-0.008,0.043,-0.45,0.0,0.013,0.002,0.002,-0.017,0.001,0.0,0.023,-0.453,0.001,-0.0,0.002,0.001,-0.011,0.0,0.245,0.0,0.002,2.594,0.002,0.453,-0.019,0.002,0.003,0.013,-0.454,0.026,0.001,-0.85,0.019,0.0,0.004,0.002,0.847,0.0,1.319,-0.001,2.045,0.009,0.001,0.001,0.609,-0.001,-0.005,0.002,0.001,0.456,-0.014,0.011,0.001,0.992,0.001,2.05,0.0,7.174,1.546,0.002,-0.005,0.0,0.001,0.014,0.0,0.004
0.0,0.244,0.246,-0.02,-0.846,0.244,-0.848,0.0,0.011,0.005,0.04,-0.449,0.0,0.014,0.006,0.002,-0.014,0.002,0.0,0.018,-0.452,0.002,0.0,0.004,0.004,-0.008,0.0,0.241,0.0,0.001,2.597,0.005,0.452,-0.017,0.002,0.01,0.014,-0.455,0.024,0.002,-0.851,0.018,0.0,0.002,0.001,0.848,0.0,1.322,-0.001,2.044,0.004,0.011,0.002,0.594,-0.001,0.018,0.003,0.001,0.454,-0.015,0.01,0.001,0.992,0.001,2.043,0.0,7.189,1.544,0.002,0.005,0.0,0.001,0.013,0.0,0.003
0.0,0.244,0.246,-0.021,-0.846,0.244,-0.848,-0.0,0.006,-0.009,0.044,-0.449,0.0,0.012,0.002,0.003,-0.017,0.001,-0.0,0.016,-0.452,0.001,0.0,0.005,0.001,-0.013,0.0,0.242,0.0,0.001,2.596,0.001,0.452,-0.019,0.001,0.002,0.011,-0.454,0.026,0.002,-0.851,0.019,0.0,0.003,0.001,0.848,0.0,1.322,0.001,2.045,0.015,0.001,0.001,0.596,-0.001,0.003,0.002,0.001,0.454,-0.015,0.013,0.002,0.991,0.001,2.044,-0.0,7.186,1.544,0.001,-0.002,0.0,0.002,0.014,-0.0,0.004
0.0,0.247,0.248,-0.021,-0.845,0.247,-0.848,0.0,0.008,-0.011,0.044,-0.45,0.0,0.013,0.001,0.003,-0.016,0.002,0.0,0.025,-0.452,0.002,0.0,0.001,0.004,-0.012,0.0,0.245,0.0,0.001,2.595,0.001,0.452,-0.019,0.002,0.002,0.013,-0.454,0.026,0.001,-0.85,0.019,0.0,0.004,0.001,0.848,0.0,1.319,-0.002,2.044,0.011,-0.0,0.001,0.608,-0.003,-0.002,0.002,0.001,0.455,-0.014,0.012,0.001,0.992,0.001,2.042,0.0,7.184,1.546,0.002,-0.004,0.0,0.001,0.014,-0.0,0.004
0.0,0.246,0.247,-0.023,-0.845,0.246,-0.848,0.0,0.01,-0.008,0.043,-0.449,0.0,0.013,0.002,0.002,-0.016,0.002,0.0,0.022,-0.452,0.002,0.0,0.002,0.003,-0.011,0.0,0.244,0.0,0.002,2.596,0.002,0.452,-0.019,0.004,0.003,0.013,-0.454,0.025,0.001,-0.85,0.019,0.0,0.003,0.002,0.848,0.0,1.32,0.006,2.044,0.005,-0.003,0.001,0.604,-0.006,-0.011,0.001,0.001,0.455,-0.015,0.011,0.002,0.992,0.001,2.044,0.0,7.188,1.546,0.002,-0.004,0.0,0.001,0.014,0.0,0.004
0.0,0.246,0.25,-0.022,-0.846,0.246,-0.848,0.0,0.008,-0.005,0.043,-0.448,0.0,0.013,0.004,0.003,-0.013,0.002,0.0,0.02,-0.451,0.003,0.0,0.005,0.004,-0.012,0.0,0.243,0.0,0.002,2.598,0.003,0.451,-0.018,0.002,0.002,0.013,-0.453,0.026,0.002,-0.851,0.018,0.0,0.003,0.001,0.848,0.0,1.32,0.002,2.043,0.002,-0.001,0.001,0.603,-0.005,0.006,0.002,0.001,0.455,-0.018,0.012,0.002,0.991,0.002,2.034,0.0,7.196,1.545,0.002,0.001,0.0,0.001,0.014,0.0,0.003
-0.0,0.246,0.249,-0.022,-0.843,0.246,-0.847,0.0,0.005,-0.002,0.041,-0.448,0.0,0.012,0.004,0.003,-0.016,0.002,0.0,0.025,-0.452,0.002,0.0,0.002,0.003,-0.012,0.0,0.244,0.0,0.002,2.596,0.003,0.452,-0.019,0.003,0.004,0.011,-0.458,0.025,0.003,-0.851,0.019,0.0,0.005,0.002,0.848,0.0,1.32,-0.002,2.043,0.016,0.003,0.002,0.607,-0.001,0.011,0.002,0.001,0.455,-0.015,0.012,0.001,0.992,0.001,2.043,0.0,7.183,1.546,0.001,-0.004,0.0,0.001,0.014,0.0,0.004
-0.0,0.245,0.247,-0.022,-0.844,0.245,-0.847,0.0,0.007,-0.002,0.037,-0.448,0.0,0.013,0.005,0.004,-0.014,0.002,0.0,0.024,-0.453,0.002,-0.0,0.006,0.003,-0.008,0.0,0.243,0.0,0.001,2.596,0.005,0.453,-0.018,0.002,0.009,0.012,-0.456,0.024,0.002,-0.849,0.018,0.0,0.005,0.001,0.847,0.0,1.321,-0.006,2.045,-0.001,0.01,0.002,0.6,0.008,0.024,0.002,0.001,0.454,-0.017,0.009,0.002,0.991,0.001,2.05,0.0,7.174,1.545,0.002,-0.0,0.0,0.001,0.01,0.0,0.003
-0.0,0.236,0.244,-0.025,-0.846,0.236,-0.85,0.0,-0.013,0.034,0.035,-0.451,0.0,0.009,0.012,0.006,-0.008,0.005,0.0,0.018,-0.454,0.006,0.0,0.008,0.008,0.009,0.0,0.222,0.0,0.002,2.599,0.009,0.454,-0.016,0.002,0.017,0.004,-0.458,0.024,0.002,-0.853,0.017,0.0,0.008,0.002,0.85,0.0,1.33,0.001,2.048,-0.005,0.01,0.002,0.555,-0.001,0.037,0.004,0.005,0.45,-0.007,0.015,0.005,0.992,0.006,2.063,-0.0,7.218,1.539,0.001,-0.006,0.0,0.002,0.01,-0.0,0.003
0.0,0.225,0.23,-0.023,-0.845,0.225,-0.848,0.0,-0.001,0.022,0.038,-0.456,0.0,0.009,0.011,0.004,-0.007,0.003,0.0,0.013,-0.461,0.004,-0.0,0.006,0.004,-0.008,0.0,0.222,0.0,0.002,2.598,0.008,0.461,-0.018,0.003,0.008,0.007,-0.465,0.026,0.002,-0.852,0.018,0.0,0.005,0.002,0.848,0.0,1.342,0.0,2.055,-0.025,0.008,0.002,0.505,0.004,0.031,0.002,0.002,0.445,-0.02,0.014,0.003,0.992,0.002,2.127,-0.0,7.196,1.534,0.001,0.006,0.0,0.002,0.012,-0.0,0.003
-0.0,0.225,0.23,-0.036,-0.843,0.225,-0.847,0.0,0.006,0.002,0.049,-0.458,0.0,0.014,0.009,0.004,-0.014,0.005,-0.0,0.023,-0.464,0.006,0.0,0.006,0.003,-0.014,0.0,0.221,0.0,0.003,2.593,0.008,0.464,-0.022,0.006,0.012,0.013,-0.468,0.027,0.003,-0.851,0.022,0.0,0.005,0.003,0.847,0.0,1.342,-0.001,2.058,0.006,-0.012,0.002,0.505,0.004,-0.014,0.003,0.002,0.445,-0.028,0.016,0.004,0.992,0.003,2.153,-0.0,7.172,1.536,0.002,-0.0,0.0,0.003,0.014,-0.0,0.005
-0.0,0.227,0.238,-0.054,-0.831,0.227,-0.845,0.0,-0.137,0.051,0.079,-0.459,0.0,0.057,0.022,0.045,0.018,0.013,-0.0,0.03,-0.467,0.019,0.0,0.058,0.01,0.003,0.0,0.219,0.0,0.006,2.594,0.018,0.467,-0.015,0.004,0.021,-0.021,-0.484,0.034,0.008,-0.851,0.024,0.003,0.053,0.004,0.845,0.0,1.342,0.014,2.058,0.079,-0.075,0.007,0.516,-0.009,0.026,0.012,0.005,0.446,-0.017,0.022,0.006,0.992,0.006,2.185,-0.0,7.144,1.54,0.033,-0.007,0.0,0.005,0.016,0.0,0.006
0.0,0.205,0.231,-0.096,-0.797,0.206,-0.827,0.0,-0.122,0.119,0.179,-0.467,0.0,0.104,0.062,0.081,0.003,0.024,0.001,0.206,-0.5,0.031,0.001,0.134,0.038,0.022,0.001,0.182,0.004,0.015,2.564,0.054,0.5,-0.035,0.008,0.101,0.041,-0.529,0.122,0.016,-0.861,0.047,0.009,0.096,0.01,0.827,0.0,1.367,-0.047,2.106,-0.208,-0.036,0.012,0.423,0.077,-0.179,0.016,0.014,0.436,-0.067,0.066,0.021,0.988,0.016,2.498,-0.0,6.842,1.532,0.108,0.007,0.0,0.043,0.035,-0.0,0.022
0.0,0.199,0.239,-0.06,-0.839,0.2,-0.858,0.0,-0.055,0.029,0.15,-0.421,0.0,0.085,0.054,0.057,0.024,0.019,0.001,0.156,-0.454,0.023,0.001,0.108,0.026,-0.048,0.001,0.172,0.003,0.014,2.622,0.046,0.454,-0.016,0.02,0.077,0.053,-0.479,0.078,0.019,-0.885,0.028,0.004,0.066,0.012,0.858,0.0,1.376,0.004,2.052,-0.329,0.082,0.016,0.401,0.039,0.331,0.025,0.019,0.424,-0.143,0.072,0.036,0.99,0.021,2.064,-0.0,7.365,1.511,0.072,0.028,0.0,0.052,0.032,-0.0,0.008
-0.0,0.23,0.242,-0.027,-0.863,0.23,-0.874,0.0,-0.015,0.042,0.096,-0.4,0.0,0.056,0.029,0.038,0.072,0.029,-0.0,0.126,-0.41,0.034,-0.0,0.054,0.053,-0.024,0.001,0.209,0.001,0.005,2.648,0.02,0.41,0.007,0.005,0.021,0.034,-0.426,0.042,0.008,-0.881,0.034,0.002,0.044,0.004,0.874,0.0,1.336,0.013,1.994,0.213,0.06,0.007,0.531,-0.038,0.023,0.011,0.007,0.436,-0.079,0.037,0.01,0.992,0.009,1.679,-0.0,7.636,1.514,0.031,-0.021,0.0,0.014,0.014,0.0,0.012
0.0,0.241,0.245,-0.026,-0.867,0.241,-0.87,-0.0,0.005,-0.011,0.047,-0.403,0.0,0.014,0.003,0.005,-0.01,0.004,0.0,0.026,-0.407,0.004,0.0,0.009,0.005,-0.015,0.0,0.237,0.0,0.002,2.644,0.002,0.407,-0.02,0.003,0.003,0.012,-0.409,0.029,0.002,-0.875,0.021,0.0,0.006,0.002,0.871,0.0,1.324,-0.002,1.994,0.039,0.001,0.001,0.583,0.002,0.008,0.001,0.002,0.44,-0.022,0.015,0.003,0.991,0.002,1.654,0.0,7.578,1.519,0.002,0.007,0.0,0.002,0.014,0.0,0.004
-0.0,0.243,0.246,-0.027,-0.865,0.243,-0.87,0.0,0.009,-0.01,0.048,-0.406,0.0,0.013,0.004,0.002,-0.012,0.004,-0.0,0.017,-0.408,0.005,0.0,0.004,0.008,-0.015,0.0,0.24,0.0,0.003,2.642,0.004,0.409,-0.02,0.003,0.006,0.012,-0.412,0.028,0.002,-0.875,0.021,0.0,0.003,0.002,0.87,0.0,1.324,0.007,1.996,-0.005,0.013,0.001,0.59,0.004,0.015,0.001,0.002,0.442,-0.023,0.016,0.004,0.992,0.002,1.669,0.0,7.567,1.521,0.002,0.002,0.0,0.003,0.016,0.0,0.004
-0.0,0.245,0.247,-0.023,-0.864,0.245,-0.869,-0.0,0.004,-0.01,0.041,-0.407,0.0,0.009,0.002,0.003,-0.015,0.001,-0.0,0.016,-0.409,0.002,-0.0,0.003,0.002,-0.013,0.0,0.244,0.0,0.002,2.64,0.002,0.409,-0.019,0.002,0.004,0.009,-0.412,0.025,0.002,-0.871,0.019,0.0,0.003,0.001,0.869,0.0,1.32,-0.003,1.996,-0.011,-0.004,0.001,0.602,0.004,-0.009,0.002,0.001,0.443,-0.017,0.013,0.001,0.991,0.001,1.673,-0.0,7.548,1.523,0.001,0.0,0.0,0.002,0.013,0.0,0.004
0.0,0.246,0.247,-0.023,-0.865,0.246,-0.868,0.0,0.007,-0.007,0.044,-0.409,0.0,0.012,0.002,0.003,-0.016,0.002,-0.0,0.02,-0.412,0.002,-0.0,0.003,0.002,-0.013,0.0,0.244,0.0,0.001,2.637,0.001,0.412,-0.019,0.002,0.001,0.011,-0.413,0.026,0.001,-0.871,0.019,0.0,0.004,0.001,0.868,0.0,1.32,0.002,1.999,-0.01,0.002,0.001,0.603,-0.003,-0.004,0.002,0.001,0.444,-0.017,0.013,0.003,0.992,0.001,1.697,-0.0,7.534,1.525,0.001,-0.001,0.0,0.002,0.014,-0.0,0.004
-0.0,0.247,0.251,-0.028,-0.853,0.247,-0.867,0.0,0.013,0.027,0.052,-0.406,0.0,0.024,0.012,0.007,-0.013,0.004,0.0,0.05,-0.411,0.005,-0.0,0.008,0.008,-0.004,0.0,0.242,0.0,0.005,2.638,0.009,0.411,-0.019,0.002,0.01,0.022,-0.415,0.028,0.002,-0.87,0.02,0.0,0.01,0.003,0.867,0.0,1.32,0.009,1.998,0.024,0.01,0.002,0.61,-0.005,0.011,0.002,0.003,0.445,-0.014,0.013,0.005,0.991,0.003,1.688,0.0,7.512,1.524,0.006,0.003,0.0,0.002,0.015,0.0,0.004
-0.0,0.238,0.243,-0.03,-0.875,0.238,-0.877,-0.0,0.006,0.024,0.057,-0.395,0.0,0.021,0.013,0.009,-0.018,0.003,-0.0,0.033,-0.398,0.004,-0.0,0.017,0.005,-0.011,0.0,0.232,0.0,0.002,2.654,0.007,0.398,-0.022,0.001,0.003,0.019,-0.403,0.032,0.002,-0.883,0.023,0.0,0.01,0.001,0.877,0.0,1.329,-0.009,1.984,0.024,-0.004,0.001,0.565,0.003,0.037,0.002,0.002,0.436,-0.029,0.017,0.002,0.992,0.003,1.586,-0.0,7.691,1.513,0.004,-0.008,0.0,0.003,0.016,0.0,0.005
-0.0,0.238,0.24,-0.022,-0.872,0.239,-0.876,-0.0,0.005,-0.007,0.043,-0.399,0.0,0.012,0.003,0.002,-0.018,0.001,0.0,0.02,-0.401,0.001,0.0,0.002,0.002,-0.011,0.0,0.237,0.0,0.002,2.653,0.002,0.401,-0.02,0.002,0.004,0.012,-0.403,0.026,0.001,-0.878,0.02,0.0,0.004,0.001,0.876,0.0,1.328,0.001,1.986,-0.016,-0.002,0.001,0.569,0.002,0.004,0.003,0.001,0.437,-0.015,0.011,0.001,0.992,0.001,1.605,0.0,7.67,1.515,0.001,0.001,0.0,0.001,0.014,-0.0,0.004
0.0,0.238,0.242,-0.033,-0.874,0.238,-0.875,-0.0,0.0,-0.001,0.045,-0.399,0.0,0.012,0.005,0.004,-0.017,0.003,0.0,0.024,-0.401,0.004,-0.0,0.006,0.004,-0.013,0.0,0.232,0.0,0.001,2.652,0.003,0.401,-0.022,0.001,0.006,0.01,-0.402,0.027,0.001,-0.879,0.022,0.0,0.006,0.001,0.875,0.0,1.327,0.002,1.988,-0.025,0.012,0.001,0.568,0.002,-0.007,0.001,0.002,0.438,-0.017,0.014,0.002,0.991,0.002,1.61,0.0,7.658,1.515,0.001,-0.001,0.0,0.002,0.014,0.0,0.005
-0.0,0.24,0.243,-0.024,-0.869,0.24,-0.873,-0.0,0.005,-0.004,0.04,-0.402,0.0,0.01,0.005,0.003,-0.012,0.004,0.0,0.02,-0.404,0.004,-0.0,0.004,0.008,-0.013,0.0,0.238,0.0,0.002,2.648,0.005,0.404,-0.018,0.002,0.007,0.009,-0.406,0.025,0.002,-0.877,0.019,0.0,0.004,0.002,0.873,0.0,1.327,-0.0,1.99,-0.017,0.0,0.001,0.575,-0.001,-0.0,0.003,0.001,0.439,-0.021,0.014,0.002,0.991,0.001,1.631,0.0,7.623,1.517,0.001,-0.003,0.0,0.002,0.013,-0.0,0.003
0.0,0.255,0.277,-0.082,-0.829,0.255,-0.86,0.001,-0.054,0.04,0.096,-0.394,0.0,0.023,0.049,0.011,0.102,0.036,-0.0,-0.002,-0.419,0.051,0.001,0.015,0.038,-0.013,0.003,0.238,0.002,0.014,2.625,0.039,0.419,-0.011,0.018,0.058,-0.018,-0.442,0.057,0.016,-0.881,0.052,0.0,0.015,0.011,0.861,0.0,1.314,0.011,2.002,0.058,0.248,0.014,0.651,-0.044,-0.069,0.025,0.011,0.452,-0.123,0.05,0.023,0.99,0.013,1.758,0.0,7.405,1.534,0.006,-0.009,0.0,0.025,0.018,-0.0,0.027
-0.0,0.248,0.261,-0.05,-0.852,0.248,-0.858,0.0,-0.011,0.048,0.072,-0.424,0.0,0.032,0.025,0.021,-0.009,0.008,0.0,0.075,-0.432,0.011,-0.0,0.036,0.012,0.004,0.0,0.233,0.001,0.006,2.614,0.021,0.432,-0.028,0.009,0.039,0.02,-0.441,0.041,0.006,-0.869,0.03,0.001,0.025,0.005,0.858,0.0,1.318,-0.002,2.022,-0.068,0.015,0.005,0.615,0.011,-0.062,0.01,0.007,0.452,-0.028,0.025,0.012,0.992,0.009,1.864,-0.0,7.364,1.538,0.011,-0.0,0.0,0.006,0.018,0.0,0.009
0.0,0.236,0.245,-0.053,-0.86,0.236,-0.866,-0.0,-0.007,0.009,0.066,-0.417,0.0,0.022,0.024,0.011,-0.009,0.01,0.0,0.033,-0.422,0.013,-0.0,0.02,0.013,-0.018,0.0,0.232,0.001,0.003,2.633,0.018,0.422,-0.027,0.005,0.018,0.017,-0.429,0.036,0.003,-0.87,0.03,0.0,0.013,0.003,0.866,0.0,1.331,0.006,2.01,0.009,-0.057,0.002,0.556,-0.01,-0.131,0.002,0.003,0.442,-0.063,0.03,0.004,0.992,0.004,1.779,0.0,7.496,1.523,0.005,0.007,0.0,0.009,0.017,0.0,0.009
-0.0,0.237,0.255,-0.019,-0.847,0.237,-0.863,0.0,-0.058,-0.003,0.065,-0.418,0.0,0.035,0.015,0.028,0.022,0.014,-0.0,0.02,-0.426,0.015,-0.0,0.059,0.027,-0.022,0.0,0.225,0.0,0.007,2.632,0.015,0.426,-0.001,0.01,0.028,-0.017,-0.445,0.037,0.007,-0.869,0.015,0.001,0.03,0.006,0.863,0.0,1.334,0.014,2.014,0.081,-0.043,0.006,0.563,-0.004,0.024,0.008,0.008,0.44,-0.04,0.027,0.011,0.992,0.009,1.819,-0.0,7.441,1.526,0.012,0.023,0.0,0.007,0.016,-0.0,0.002
-0.0,0.24,0.273,-0.047,-0.849,0.24,-0.861,-0.0,-0.004,0.094,0.081,-0.423,0.0,0.041,0.036,0.02,0.005,0.011,0.0,0.074,-0.431,0.015,0.001,0.027,0.014,0.008,0.0,0.227,0.001,0.009,2.625,0.029,0.432,-0.02,0.013,0.032,0.033,-0.439,0.044,0.005,-0.876,0.025,0.001,0.025,0.007,0.861,0.0,1.33,0.034,2.019,0.086,-0.077,0.005,0.575,-0.007,0.055,0.009,0.01,0.442,-0.023,0.037,0.017,0.994,0.014,1.862,-0.0,7.417,1.532,0.017,0.071,0.0,0.013,0.02,0.0,0.006
-0.0,0.232,0.235,-0.023,-0.861,0.233,-0.867,0.0,0.012,-0.002,0.053,-0.418,0.0,0.024,0.005,0.006,-0.015,0.002,-0.0,0.035,-0.421,0.002,0.0,0.007,0.003,-0.01,0.0,0.23,0.0,0.003,2.636,0.004,0.421,-0.02,0.002,0.006,0.022,-0.427,0.032,0.003,-0.871,0.021,0.0,0.007,0.002,0.867,0.0,1.334,-0.003,2.008,0.014,0.002,0.003,0.541,-0.01,0.013,0.005,0.001,0.439,-0.018,0.011,0.002,0.992,0.001,1.77,-0.0,7.524,1.521,0.006,-0.003,0.0,0.001,0.016,-0.0,0.004
-0.0,0.235,0.239,-0.022,-0.867,0.235,-0.869,0.0,0.008,-0.007,0.044,-0.416,0.0,0.015,0.003,0.004,-0.015,0.002,-0.0,0.023,-0.417,0.002,0.0,0.004,0.002,-0.013,0.0,0.23,0.0,0.001,2.639,0.003,0.417,-0.018,0.002,0.006,0.014,-0.42,0.026,0.001,-0.871,0.018,0.0,0.005,0.001,0.869,0.0,1.332,-0.003,2.005,0.006,-0.005,0.001,0.551,0.001,0.011,0.002,0.002,0.44,-0.016,0.013,0.003,0.992,0.003,1.74,-0.0,7.552,1.521,0.002,0.001,0.0,0.002,0.015,0.0,0.003
0.0,0.235,0.238,-0.02,-0.866,0.235,-0.869,-0.0,0.009,-0.008,0.044,-0.414,0.0,0.014,0.002,0.002,-0.015,0.001,-0.0,0.023,-0.416,0.001,-0.0,0.003,0.001,-0.012,0.0,0.234,0.0,0.001,2.638,0.001,0.416,-0.018,0.002,0.002,0.014,-0.418,0.026,0.001,-0.871,0.019,0.0,0.004,0.001,0.869,0.0,1.332,-0.003,2.004,-0.004,-0.001,0.001,0.553,0.005,0.003,0.001,0.001,0.44,-0.013,0.012,0.002,0.992,0.001,1.732,0.0,7.553,1.52,0.002,0.001,0.0,0.001,0.014,-0.0,0.003
0.0,0.235,0.237,-0.022,-0.864,0.235,-0.869,0.0,0.012,-0.006,0.044,-0.413,0.0,0.015,0.002,0.002,-0.017,0.001,0.0,0.023,-0.416,0.001,0.0,0.001,0.002,-0.01,0.0,0.232,0.0,0.002,2.639,0.001,0.416,-0.019,0.001,0.002,0.015,-0.419,0.026,0.001,-0.871,0.019,0.0,0.003,0.001,0.869,0.0,1.332,-0.0,2.003,0.004,-0.005,0.001,0.553,0.001,0.002,0.0,0.001,0.44,-0.011,0.01,0.001,0.992,0.001,1.731,0.0,7.553,1.52,0.002,-0.001,0.0,0.001,0.014,-0.0,0.004
