RMS_ag_x,ag_x_mean,ag_x_min,ag_x_max,E_ag_x,accl_x,E_ag_z,th_x,SVM_a,FFT_ag_y,accl_y,E_ag_y,IQR_g_x,VAR_g_x,FFT_g_x,FFT_g_y,th_z,th_y,STD_g_x,MAD_g_x,ag_y_max,RMS_ag_y,ag_y_mean,RMS_ag_z,FFT_ag_x,ag_z_max,ag_z_mean,ag_z_min,ag_y_min,VAR_ag_x,accl_z,VAR_g_z,IQR_g_z,STD_g_y,STD_ag_x,E_g_z,CM_g,MAD_ag_x,RMS_g_z,g_x_max,IQR_ag_x,MAD_g_y,SMA_a,VAR_ag_y,RMS_g_x,VAR_g_y,g_z_mean,IQR_g_y,E_g_x,g_x_min,MAD_g_z,g_z_max,STD_g_z,STD_ag_y,CM_a,MAD_ag_y,g_x_mean,g_z_min,SVM_g,FFT_g_z,IQR_ag_y,g_y_max,SMA_g,FFT_ag_z,RMS_g_y,g_y_min,STD_ag_z,IQR_ag_z,MAD_ag_z,g_y_mean,E_g_y,VAR_ag_z,jerk_x,jerk_y,jerk_z
0.888,-0.888,-0.893,-0.883,7.889,0.0,1.636,2.66,1.003,0.003,0.0,0.519,0.012,0.0,0.048,-0.062,1.987,1.342,0.009,0.008,0.232,0.228,0.228,0.404,0.005,-0.396,-0.404,-0.411,0.225,0.0,0.0,0.0,0.006,0.012,0.003,0.002,0.018,0.002,0.015,0.0,0.003,0.011,1.521,0.0,0.019,0.0,-0.013,0.015,0.004,-0.027,0.005,0.0,0.007,0.003,0.434,0.002,-0.016,-0.023,0.034,0.008,0.004,0.028,0.048,0.001,0.021,-0.01,0.005,0.007,0.004,0.016,0.004,0.0,0.0,-0.0,0.0
0.886,-0.886,-0.891,-0.882,7.857,0.0,1.66,2.656,1.002,0.007,0.0,0.524,0.006,0.0,-0.016,-0.056,1.989,1.34,0.004,0.003,0.231,0.229,0.229,0.407,0.002,-0.403,-0.407,-0.413,0.226,0.0,0.0,0.0,0.007,0.011,0.003,0.003,0.013,0.002,0.017,-0.008,0.003,0.008,1.523,0.0,0.016,0.0,-0.016,0.01,0.002,-0.022,0.004,-0.01,0.004,0.002,0.436,0.001,-0.015,-0.023,0.027,-0.014,0.002,0.04,0.045,-0.003,0.017,-0.001,0.003,0.006,0.003,0.013,0.003,0.0,-0.0,-0.0,0.0
0.886,-0.886,-0.89,-0.881,7.854,0.0,1.654,2.656,1.002,-0.004,0.0,0.537,0.006,0.0,0.004,0.003,1.989,1.338,0.005,0.004,0.234,0.232,0.232,0.407,-0.009,-0.403,-0.407,-0.409,0.231,0.0,0.0,0.0,0.003,0.006,0.002,0.003,0.014,0.002,0.017,-0.002,0.002,0.004,1.525,0.0,0.014,0.0,-0.016,0.006,0.002,-0.018,0.003,-0.009,0.003,0.001,0.437,0.001,-0.013,-0.022,0.026,0.009,0.001,0.024,0.042,0.008,0.014,0.001,0.002,0.002,0.001,0.013,0.002,0.0,-0.0,0.0,0.0
0.887,-0.887,-0.89,-0.883,7.859,-0.0,1.652,2.657,1.002,-0.006,-0.0,0.526,0.012,0.0,-0.017,-0.022,1.989,1.34,0.006,0.006,0.232,0.229,0.229,0.406,0.002,-0.399,-0.406,-0.41,0.227,0.0,-0.0,0.0,0.005,0.006,0.002,0.004,0.015,0.002,0.019,-0.005,0.003,0.004,1.522,0.0,0.014,0.0,-0.019,0.003,0.002,-0.02,0.003,-0.014,0.003,0.002,0.436,0.001,-0.013,-0.022,0.028,-0.001,0.003,0.019,0.044,-0.01,0.013,-0.004,0.003,0.002,0.002,0.011,0.002,0.0,-0.0,-0.0,-0.0
0.887,-0.887,-0.894,-0.881,7.862,0.0,1.657,2.657,1.002,0.002,-0.0,0.517,0.005,0.0,0.002,0.021,1.989,1.342,0.006,0.005,0.23,0.227,0.227,0.407,-0.012,-0.402,-0.407,-0.413,0.224,0.0,0.0,0.0,0.005,0.009,0.004,0.004,0.015,0.003,0.02,-0.003,0.004,0.007,1.521,0.0,0.016,0.0,-0.02,0.008,0.002,-0.027,0.003,-0.016,0.004,0.001,0.434,0.001,-0.014,-0.026,0.03,0.002,0.001,0.035,0.053,0.014,0.02,0.009,0.004,0.005,0.003,0.018,0.004,0.0,-0.0,0.0,0.0
0.883,-0.883,-0.888,-0.878,7.804,0.0,1.707,2.651,1.002,-0.004,-0.0,0.524,0.002,0.0,-0.006,0.004,1.996,1.34,0.002,0.002,0.23,0.229,0.229,0.413,0.003,-0.406,-0.413,-0.419,0.226,0.0,0.0,0.0,0.006,0.003,0.003,0.003,0.014,0.002,0.017,-0.011,0.003,0.002,1.526,0.0,0.014,0.0,-0.017,0.003,0.002,-0.018,0.003,-0.011,0.004,0.001,0.437,0.001,-0.014,-0.023,0.026,0.015,0.001,0.02,0.046,-0.009,0.015,0.012,0.003,0.004,0.003,0.015,0.002,0.0,0.0,0.0,-0.0
0.883,-0.883,-0.886,-0.879,7.799,0.0,1.72,2.65,1.002,0.005,-0.0,0.514,0.004,0.0,-0.011,-0.026,1.997,1.342,0.003,0.003,0.229,0.227,0.227,0.415,-0.004,-0.41,-0.415,-0.422,0.225,0.0,0.0,0.0,0.005,0.008,0.002,0.003,0.014,0.001,0.018,-0.006,0.002,0.005,1.525,0.0,0.013,0.0,-0.018,0.004,0.002,-0.018,0.003,-0.013,0.003,0.001,0.436,0.001,-0.012,-0.023,0.026,0.015,0.002,0.035,0.044,0.012,0.016,0.006,0.003,0.004,0.002,0.014,0.003,0.0,-0.0,0.0,0.0
0.882,-0.882,-0.886,-0.88,7.786,0.0,1.732,2.648,1.002,-0.004,0.0,0.516,0.003,0.0,-0.015,0.039,2.0,1.342,0.003,0.003,0.229,0.227,0.227,0.416,-0.002,-0.411,-0.416,-0.42,0.226,0.0,0.0,0.0,0.004,0.007,0.002,0.003,0.012,0.002,0.016,-0.01,0.004,0.006,1.526,0.0,0.015,0.0,-0.016,0.008,0.002,-0.023,0.002,-0.012,0.003,0.001,0.437,0.001,-0.015,-0.022,0.022,-0.008,0.002,0.03,0.044,-0.004,0.015,0.006,0.002,0.001,0.001,0.014,0.002,0.0,-0.0,0.0,0.0
0.881,-0.881,-0.884,-0.874,7.763,0.0,1.746,2.647,1.002,-0.004,-0.0,0.524,0.007,0.0,0.015,-0.021,2.0,1.34,0.004,0.004,0.23,0.229,0.229,0.418,0.003,-0.413,-0.418,-0.424,0.228,0.0,0.0,0.0,0.004,0.007,0.003,0.002,0.013,0.002,0.016,-0.007,0.003,0.006,1.528,0.0,0.014,0.0,-0.015,0.011,0.002,-0.021,0.003,-0.008,0.004,0.001,0.438,0.001,-0.013,-0.02,0.025,0.018,0.002,0.029,0.042,-0.006,0.015,0.003,0.003,0.002,0.002,0.013,0.002,0.0,-0.0,0.0,0.0
0.883,-0.883,-0.885,-0.88,7.799,-0.0,1.719,2.65,1.002,0.008,0.0,0.524,0.008,0.0,0.01,-0.042,1.997,1.34,0.006,0.005,0.231,0.229,0.229,0.415,-0.004,-0.412,-0.415,-0.419,0.225,0.0,-0.0,0.0,0.004,0.009,0.002,0.003,0.014,0.001,0.016,-0.01,0.001,0.006,1.527,0.0,0.019,0.0,-0.016,0.005,0.003,-0.028,0.003,-0.008,0.003,0.002,0.438,0.001,-0.017,-0.02,0.027,0.011,0.002,0.032,0.042,0.008,0.012,-0.004,0.002,0.002,0.002,0.009,0.002,0.0,-0.0,0.0,0.0
0.884,-0.884,-0.886,-0.878,7.816,0.0,1.676,2.652,1.002,-0.0,0.0,0.544,0.002,0.0,-0.002,0.008,1.992,1.336,0.002,0.002,0.235,0.233,0.233,0.409,0.001,-0.405,-0.409,-0.414,0.23,0.0,-0.0,0.0,0.004,0.005,0.002,0.003,0.013,0.001,0.016,-0.011,0.001,0.004,1.527,0.0,0.015,0.0,-0.016,0.008,0.002,-0.017,0.003,-0.007,0.004,0.001,0.439,0.001,-0.014,-0.022,0.024,0.024,0.001,0.015,0.038,0.001,0.009,0.002,0.002,0.001,0.001,0.008,0.001,0.0,-0.0,0.0,0.0
0.89,-0.89,-0.901,-0.881,7.925,0.0,1.546,2.667,1.001,-0.016,-0.0,0.56,0.014,0.0,0.062,0.016,1.972,1.332,0.01,0.008,0.241,0.237,0.237,0.393,0.008,-0.38,-0.393,-0.409,0.23,0.0,0.0,0.0,0.011,0.004,0.006,0.003,0.02,0.005,0.018,-0.003,0.007,0.004,1.52,0.0,0.024,0.0,-0.017,0.008,0.006,-0.036,0.006,-0.003,0.007,0.004,0.436,0.003,-0.022,-0.025,0.035,0.024,0.006,-0.013,0.057,-0.032,0.019,-0.025,0.011,0.021,0.01,-0.019,0.004,0.0,0.0,0.0,0.0
0.899,-0.899,-0.914,-0.863,8.081,-0.0,1.349,2.689,1.004,-0.071,0.0,0.584,0.044,0.001,0.061,-0.066,1.945,1.326,0.028,0.024,0.262,0.242,0.241,0.367,0.051,-0.349,-0.367,-0.397,0.217,0.0,0.0,0.0,0.025,0.048,0.015,0.007,0.013,0.012,0.026,0.025,0.018,0.036,1.507,0.0,0.036,0.002,-0.018,0.043,0.013,-0.067,0.015,0.011,0.018,0.013,0.43,0.011,-0.023,-0.048,0.056,0.071,0.016,0.116,0.083,-0.081,0.049,-0.056,0.014,0.016,0.011,0.01,0.024,0.0,0.0,-0.0,0.0
0.898,-0.898,-0.918,-0.876,8.066,0.0,1.414,2.686,1.002,-0.039,0.0,0.565,0.039,0.001,0.008,-0.007,1.949,1.33,0.026,0.022,0.25,0.238,0.238,0.376,-0.001,-0.352,-0.376,-0.399,0.221,0.0,0.0,0.0,0.026,0.029,0.013,0.008,0.022,0.012,0.028,0.042,0.022,0.023,1.511,0.0,0.026,0.001,-0.021,0.043,0.007,-0.05,0.015,0.005,0.018,0.009,0.43,0.007,0.001,-0.055,0.046,0.0,0.011,0.067,0.077,-0.028,0.038,-0.034,0.014,0.022,0.012,0.024,0.014,0.0,0.0,-0.0,0.0
0.893,-0.893,-0.9,-0.879,7.97,0.0,1.547,2.67,1.002,0.003,-0.0,0.523,0.034,0.001,-0.072,-0.058,1.97,1.342,0.024,0.02,0.24,0.229,0.229,0.393,-0.01,-0.382,-0.393,-0.408,0.22,0.0,0.0,0.0,0.028,0.017,0.007,0.01,0.019,0.006,0.031,0.026,0.01,0.014,1.515,0.0,0.025,0.0,-0.025,0.026,0.006,-0.056,0.016,0.002,0.019,0.007,0.43,0.005,-0.007,-0.06,0.046,0.036,0.007,0.051,0.074,0.014,0.032,-0.007,0.009,0.014,0.008,0.027,0.01,0.0,-0.0,0.0,0.0
0.887,-0.887,-0.898,-0.874,7.872,0.0,1.686,2.657,1.001,0.002,0.0,0.473,0.019,0.0,-0.043,0.003,1.996,1.352,0.01,0.01,0.222,0.217,0.217,0.411,-0.029,-0.397,-0.411,-0.421,0.212,0.0,0.0,0.0,0.019,0.021,0.007,0.007,0.014,0.006,0.026,-0.002,0.011,0.019,1.515,0.0,0.017,0.0,-0.021,0.028,0.003,-0.029,0.012,0.001,0.014,0.003,0.429,0.002,-0.013,-0.051,0.038,-0.072,0.002,0.051,0.057,0.036,0.027,-0.019,0.007,0.008,0.006,0.017,0.007,0.0,-0.0,-0.0,0.0
0.891,-0.891,-0.896,-0.883,7.943,0.0,1.62,2.669,1.002,-0.012,0.0,0.477,0.014,0.0,0.019,-0.088,1.984,1.35,0.009,0.008,0.223,0.218,0.218,0.403,-0.003,-0.395,-0.402,-0.412,0.214,0.0,0.0,0.0,0.009,0.014,0.004,0.003,0.016,0.003,0.016,-0.007,0.005,0.012,1.512,0.0,0.021,0.0,-0.015,0.023,0.004,-0.033,0.005,-0.008,0.006,0.003,0.427,0.002,-0.019,-0.027,0.029,-0.002,0.004,0.029,0.051,0.001,0.019,-0.017,0.005,0.007,0.004,0.013,0.004,0.0,-0.0,-0.0,0.0
0.887,-0.887,-0.901,-0.881,7.872,0.0,1.664,2.654,1.001,-0.002,-0.0,0.499,0.012,0.0,-0.028,-0.057,1.994,1.346,0.009,0.007,0.227,0.223,0.223,0.408,-0.009,-0.392,-0.408,-0.415,0.22,0.0,0.0,0.0,0.01,0.012,0.006,0.003,0.014,0.005,0.016,-0.002,0.007,0.011,1.518,0.0,0.019,0.0,-0.015,0.019,0.004,-0.031,0.005,-0.007,0.006,0.002,0.433,0.002,-0.017,-0.026,0.034,-0.014,0.003,0.036,0.049,0.007,0.02,-0.004,0.007,0.007,0.006,0.016,0.004,0.0,-0.0,0.0,0.0
0.888,-0.888,-0.891,-0.883,7.891,0.0,1.633,2.662,1.002,-0.008,0.0,0.507,0.006,0.0,-0.019,0.008,1.986,1.344,0.005,0.004,0.227,0.225,0.225,0.404,0.01,-0.398,-0.404,-0.411,0.223,0.0,0.0,0.0,0.003,0.01,0.002,0.002,0.012,0.002,0.016,-0.007,0.004,0.007,1.518,0.0,0.015,0.0,-0.016,0.011,0.002,-0.027,0.002,-0.011,0.002,0.001,0.433,0.001,-0.014,-0.019,0.023,-0.005,0.003,0.022,0.039,-0.02,0.012,-0.01,0.004,0.006,0.004,0.007,0.001,0.0,-0.0,0.0,0.0
0.887,-0.887,-0.892,-0.882,7.862,-0.0,1.655,2.66,1.002,0.007,-0.0,0.514,0.007,0.0,-0.043,-0.023,1.986,1.342,0.011,0.008,0.239,0.227,0.227,0.407,0.001,-0.4,-0.407,-0.419,0.211,0.0,0.0,0.0,0.009,0.02,0.003,0.003,0.014,0.002,0.016,0.007,0.002,0.012,1.52,0.0,0.019,0.0,-0.013,0.008,0.004,-0.034,0.008,0.011,0.01,0.007,0.434,0.004,-0.015,-0.023,0.027,0.023,0.003,0.073,0.049,0.003,0.026,-0.001,0.005,0.005,0.004,0.017,0.007,0.0,-0.0,0.0,0.0
0.885,-0.885,-0.889,-0.88,7.834,0.0,1.665,2.656,1.002,-0.01,0.0,0.529,0.014,0.0,0.029,0.02,1.99,1.34,0.01,0.008,0.236,0.23,0.23,0.408,0.012,-0.401,-0.408,-0.417,0.225,0.0,0.0,0.0,0.02,0.013,0.003,0.003,0.012,0.002,0.018,0.01,0.002,0.011,1.523,0.0,0.017,0.0,-0.015,0.017,0.003,-0.026,0.01,0.001,0.01,0.003,0.436,0.003,-0.013,-0.025,0.034,0.044,0.006,0.045,0.051,-0.017,0.024,-0.002,0.005,0.003,0.004,0.02,0.006,0.0,-0.0,-0.0,0.0
0.884,-0.884,-0.888,-0.879,7.809,-0.0,1.683,2.652,1.002,-0.006,-0.0,0.549,0.008,0.0,-0.006,-0.006,1.991,1.334,0.005,0.005,0.238,0.234,0.234,0.41,0.009,-0.406,-0.41,-0.416,0.231,0.0,-0.0,0.0,0.006,0.008,0.003,0.002,0.01,0.003,0.016,-0.009,0.004,0.007,1.528,0.0,0.017,0.0,-0.014,0.008,0.003,-0.024,0.005,-0.001,0.006,0.002,0.439,0.002,-0.016,-0.023,0.024,0.037,0.002,0.029,0.039,-0.015,0.012,-0.002,0.003,0.005,0.003,0.008,0.001,0.0,-0.0,0.0,0.0
0.884,-0.884,-0.891,-0.879,7.82,-0.0,1.662,2.653,1.002,0.011,0.0,0.55,0.009,0.0,-0.049,-0.017,1.99,1.336,0.011,0.008,0.24,0.234,0.234,0.408,-0.008,-0.401,-0.408,-0.414,0.231,0.0,-0.0,0.0,0.005,0.007,0.003,0.004,0.014,0.003,0.021,-0.002,0.005,0.006,1.526,0.0,0.019,0.0,-0.02,0.007,0.004,-0.039,0.004,-0.012,0.005,0.003,0.439,0.002,-0.016,-0.031,0.032,0.008,0.003,0.027,0.05,0.012,0.016,0.003,0.004,0.003,0.003,0.014,0.002,0.0,-0.0,0.0,0.0
0.886,-0.886,-0.892,-0.882,7.854,0.0,1.646,2.657,1.002,0.009,-0.0,0.538,0.019,0.0,0.036,0.003,1.989,1.337,0.011,0.01,0.237,0.232,0.232,0.406,-0.008,-0.392,-0.406,-0.411,0.229,0.0,0.0,0.0,0.011,0.009,0.003,0.006,0.01,0.002,0.024,0.005,0.004,0.006,1.524,0.0,0.015,0.0,-0.022,0.006,0.002,-0.028,0.007,-0.011,0.008,0.003,0.437,0.002,-0.01,-0.038,0.032,0.007,0.004,0.031,0.042,0.017,0.012,-0.003,0.005,0.002,0.003,0.008,0.002,0.0,-0.0,0.0,0.0
0.886,-0.886,-0.89,-0.879,7.847,-0.0,1.675,2.657,1.002,-0.004,0.0,0.516,0.008,0.0,0.023,-0.008,1.99,1.342,0.011,0.007,0.23,0.227,0.227,0.409,0.007,-0.404,-0.409,-0.418,0.222,0.0,0.0,0.0,0.007,0.007,0.003,0.003,0.016,0.003,0.017,0.013,0.003,0.006,1.522,0.0,0.02,0.0,-0.016,0.009,0.004,-0.026,0.004,-0.009,0.005,0.002,0.436,0.002,-0.017,-0.024,0.032,0.026,0.003,0.029,0.052,-0.014,0.018,0.003,0.005,0.006,0.004,0.016,0.003,0.0,0.0,-0.0,-0.0
0.885,-0.885,-0.891,-0.88,7.838,0.0,1.655,2.656,1.001,-0.002,-0.0,0.533,0.006,0.0,-0.007,-0.016,1.989,1.338,0.003,0.002,0.233,0.231,0.231,0.407,-0.002,-0.399,-0.407,-0.412,0.229,0.0,-0.0,0.0,0.003,0.006,0.003,0.003,0.014,0.002,0.016,-0.011,0.001,0.005,1.523,0.0,0.015,0.0,-0.016,0.006,0.002,-0.019,0.002,-0.013,0.002,0.001,0.436,0.001,-0.014,-0.02,0.026,0.006,0.001,0.022,0.042,0.01,0.013,0.001,0.004,0.006,0.003,0.012,0.002,0.0,0.0,0.0,0.0
0.886,-0.886,-0.89,-0.877,7.843,0.0,1.662,2.656,1.002,0.004,0.0,0.531,0.005,0.0,-0.012,-0.043,1.989,1.338,0.006,0.004,0.233,0.231,0.23,0.408,0.009,-0.402,-0.408,-0.416,0.228,0.0,0.0,0.0,0.007,0.011,0.003,0.003,0.013,0.002,0.017,-0.002,0.004,0.009,1.524,0.0,0.013,0.0,-0.016,0.016,0.002,-0.025,0.005,-0.006,0.006,0.002,0.436,0.002,-0.011,-0.03,0.028,0.004,0.003,0.03,0.045,-0.009,0.019,-0.007,0.004,0.006,0.003,0.016,0.004,0.0,-0.0,0.0,0.0
0.886,-0.886,-0.891,-0.88,7.847,0.0,1.666,2.654,1.003,0.003,-0.0,0.531,0.014,0.0,0.033,-0.002,1.99,1.338,0.009,0.008,0.237,0.23,0.23,0.408,-0.007,-0.4,-0.408,-0.422,0.219,0.0,0.0,0.0,0.015,0.007,0.003,0.005,0.01,0.003,0.022,-0.002,0.005,0.006,1.524,0.0,0.015,0.0,-0.02,0.006,0.002,-0.028,0.007,-0.007,0.009,0.005,0.436,0.004,-0.012,-0.031,0.028,0.002,0.005,0.021,0.041,0.003,0.011,-0.006,0.006,0.004,0.004,0.008,0.001,0.0,-0.0,0.0,0.0
0.921,-0.921,-0.938,-0.901,8.491,0.001,0.938,2.738,1.003,-0.001,-0.0,0.627,0.107,0.003,-0.001,0.153,1.876,1.318,0.055,0.051,0.264,0.25,0.25,0.306,0.017,-0.273,-0.305,-0.35,0.235,0.0,-0.0,0.001,0.036,0.034,0.011,0.024,0.041,0.01,0.049,0.051,0.016,0.027,1.477,0.0,0.066,0.001,-0.039,0.043,0.043,-0.1,0.024,0.02,0.029,0.009,0.412,0.007,-0.035,-0.08,0.078,0.023,0.009,0.044,0.14,-0.068,0.044,-0.072,0.025,0.041,0.023,-0.029,0.02,0.001,-0.0,-0.0,0.0
0.925,-0.925,-0.93,-0.921,8.564,-0.0,0.913,2.748,1.003,0.002,0.0,0.575,0.012,0.0,-0.026,0.059,1.878,1.33,0.013,0.01,0.243,0.24,0.24,0.302,-0.001,-0.295,-0.302,-0.308,0.236,0.0,0.0,0.0,0.008,0.017,0.003,0.003,0.01,0.002,0.016,0.013,0.004,0.015,1.467,0.0,0.015,0.0,-0.014,0.025,0.002,-0.035,0.006,0.001,0.007,0.002,0.406,0.002,-0.008,-0.023,0.028,0.024,0.003,0.061,0.051,0.012,0.03,0.008,0.004,0.007,0.004,0.025,0.009,0.0,0.0,0.0,-0.0
0.924,-0.924,-0.927,-0.92,8.53,-0.0,0.932,2.744,1.002,-0.01,-0.0,0.585,0.008,0.0,-0.017,-0.001,1.879,1.328,0.007,0.006,0.246,0.242,0.242,0.305,-0.007,-0.301,-0.305,-0.313,0.238,0.0,0.0,0.0,0.011,0.006,0.002,0.003,0.011,0.002,0.019,0.001,0.003,0.005,1.471,0.0,0.014,0.0,-0.016,0.007,0.002,-0.023,0.007,-0.006,0.009,0.003,0.408,0.002,-0.012,-0.034,0.025,0.005,0.004,0.025,0.043,0.005,0.016,0.005,0.004,0.004,0.003,0.014,0.002,0.0,-0.0,0.0,0.0
0.924,-0.924,-0.927,-0.92,8.538,0.0,0.92,2.742,1.003,-0.012,-0.0,0.605,0.006,0.0,-0.013,-0.032,1.878,1.322,0.005,0.004,0.25,0.246,0.246,0.303,-0.006,-0.299,-0.303,-0.308,0.242,0.0,0.0,0.0,0.006,0.007,0.002,0.002,0.011,0.002,0.015,-0.006,0.002,0.006,1.473,0.0,0.014,0.0,-0.013,0.008,0.002,-0.022,0.005,-0.001,0.007,0.002,0.41,0.002,-0.013,-0.028,0.025,0.004,0.002,0.023,0.036,-0.004,0.011,-0.002,0.003,0.004,0.002,0.009,0.001,0.0,-0.0,0.0,0.0
0.928,-0.928,-0.936,-0.92,8.618,0.0,0.844,2.754,1.003,-0.001,0.0,0.601,0.012,0.0,0.008,0.018,1.866,1.324,0.007,0.006,0.248,0.245,0.245,0.29,-0.006,-0.269,-0.29,-0.306,0.243,0.0,-0.0,0.0,0.005,0.024,0.005,0.006,0.022,0.004,0.025,-0.014,0.005,0.02,1.464,0.0,0.025,0.001,-0.024,0.033,0.006,-0.033,0.005,-0.013,0.007,0.002,0.404,0.001,-0.024,-0.038,0.04,-0.01,0.002,0.008,0.076,0.008,0.035,-0.074,0.012,0.019,0.01,-0.026,0.012,0.0,-0.0,-0.0,0.0
0.941,-0.941,-0.946,-0.936,8.853,0.0,0.634,2.783,1.004,-0.004,0.0,0.588,0.006,0.0,-0.003,-0.007,1.828,1.328,0.005,0.004,0.248,0.243,0.242,0.252,-0.0,-0.233,-0.252,-0.261,0.239,0.0,0.0,0.0,0.014,0.028,0.003,0.007,0.027,0.003,0.027,-0.008,0.005,0.024,1.435,0.0,0.021,0.001,-0.024,0.045,0.004,-0.025,0.01,-0.002,0.012,0.003,0.388,0.002,-0.02,-0.042,0.05,0.038,0.003,0.035,0.073,0.021,0.032,-0.046,0.009,0.009,0.007,-0.016,0.01,0.0,-0.0,-0.0,0.0
0.951,-0.951,-0.956,-0.942,9.039,0.0,0.484,2.818,1.004,0.01,0.0,0.551,0.008,0.0,0.022,0.062,1.788,1.335,0.009,0.007,0.242,0.235,0.235,0.22,0.015,-0.207,-0.22,-0.238,0.228,0.0,-0.0,0.0,0.008,0.017,0.005,0.006,0.018,0.004,0.025,0.013,0.007,0.014,1.405,0.0,0.015,0.0,-0.024,0.022,0.002,-0.021,0.006,-0.014,0.007,0.004,0.364,0.003,-0.012,-0.037,0.035,-0.038,0.003,0.027,0.054,-0.032,0.019,-0.033,0.011,0.02,0.011,-0.009,0.004,0.0,0.0,-0.0,-0.0
0.952,-0.952,-0.955,-0.949,9.061,-0.0,0.462,2.818,1.004,-0.015,-0.0,0.552,0.006,0.0,-0.014,0.015,1.787,1.334,0.004,0.003,0.238,0.235,0.235,0.215,-0.002,-0.208,-0.215,-0.22,0.228,0.0,0.0,0.0,0.007,0.004,0.002,0.002,0.015,0.002,0.015,-0.009,0.002,0.003,1.402,0.0,0.015,0.0,-0.014,0.005,0.002,-0.02,0.004,-0.009,0.005,0.003,0.364,0.002,-0.014,-0.023,0.028,0.004,0.004,0.024,0.046,0.003,0.018,0.01,0.003,0.003,0.002,0.018,0.003,0.0,0.0,0.0,-0.0
0.949,-0.949,-0.952,-0.947,9.01,-0.0,0.496,2.81,1.004,0.002,0.0,0.568,0.004,0.0,0.013,0.019,1.794,1.33,0.003,0.003,0.241,0.238,0.238,0.223,0.001,-0.218,-0.223,-0.23,0.234,0.0,0.0,0.0,0.014,0.006,0.001,0.002,0.015,0.001,0.016,-0.004,0.001,0.005,1.41,0.0,0.012,0.0,-0.014,0.004,0.001,-0.016,0.007,-0.002,0.008,0.002,0.369,0.002,-0.011,-0.024,0.031,0.043,0.003,0.035,0.047,0.0,0.023,0.014,0.004,0.005,0.003,0.022,0.005,0.0,0.0,0.0,-0.0
0.944,-0.944,-0.949,-0.939,8.911,-0.0,0.558,2.798,1.003,-0.006,0.0,0.605,0.005,0.0,-0.008,-0.057,1.804,1.324,0.004,0.003,0.254,0.246,0.246,0.236,-0.005,-0.227,-0.236,-0.248,0.24,0.0,-0.0,0.0,0.006,0.012,0.004,0.001,0.014,0.003,0.01,-0.003,0.007,0.009,1.426,0.0,0.012,0.0,-0.008,0.01,0.001,-0.015,0.005,0.003,0.006,0.005,0.378,0.004,-0.011,-0.019,0.037,-0.023,0.009,0.059,0.053,0.008,0.035,0.015,0.008,0.015,0.008,0.033,0.012,0.0,-0.0,0.0,0.0
0.94,-0.94,-0.945,-0.935,8.829,-0.0,0.639,2.784,1.004,-0.009,0.0,0.603,0.009,0.0,0.016,0.091,1.826,1.323,0.006,0.005,0.25,0.246,0.246,0.253,0.001,-0.244,-0.253,-0.262,0.24,0.0,-0.0,0.0,0.006,0.018,0.003,0.006,0.014,0.003,0.025,-0.007,0.005,0.014,1.438,0.0,0.016,0.0,-0.025,0.017,0.003,-0.027,0.005,-0.016,0.006,0.003,0.388,0.003,-0.015,-0.035,0.035,0.011,0.005,0.052,0.055,-0.003,0.023,-0.003,0.006,0.005,0.005,0.014,0.005,0.0,0.0,-0.0,-0.0
0.939,-0.939,-0.946,-0.932,8.81,-0.0,0.658,2.78,1.003,-0.007,0.0,0.598,0.007,0.0,-0.023,0.002,1.83,1.325,0.006,0.005,0.253,0.245,0.244,0.257,-0.02,-0.244,-0.256,-0.267,0.239,0.0,0.0,0.0,0.02,0.019,0.004,0.005,0.012,0.003,0.021,0.0,0.003,0.017,1.44,0.0,0.013,0.0,-0.017,0.028,0.002,-0.021,0.01,0.0,0.012,0.004,0.389,0.003,-0.012,-0.039,0.036,-0.013,0.003,0.06,0.05,0.047,0.028,-0.003,0.008,0.013,0.007,0.02,0.008,0.0,0.0,0.0,-0.0
0.94,-0.94,-0.946,-0.937,8.84,-0.0,0.651,2.784,1.004,-0.015,0.0,0.587,0.008,0.0,-0.051,-0.01,1.828,1.327,0.011,0.009,0.248,0.242,0.242,0.255,-0.006,-0.249,-0.255,-0.26,0.236,0.0,0.0,0.0,0.012,0.012,0.002,0.005,0.016,0.002,0.023,-0.001,0.003,0.009,1.438,0.0,0.019,0.0,-0.017,0.012,0.004,-0.035,0.012,0.015,0.015,0.003,0.387,0.003,-0.016,-0.042,0.028,-0.052,0.004,0.034,0.052,-0.001,0.018,-0.012,0.004,0.005,0.003,0.013,0.003,0.0,-0.0,-0.0,-0.0
0.938,-0.938,-0.94,-0.934,8.802,0.0,0.663,2.78,1.003,-0.01,0.0,0.597,0.003,0.0,0.032,-0.022,1.83,1.325,0.008,0.006,0.25,0.244,0.244,0.258,0.002,-0.255,-0.258,-0.262,0.241,0.0,0.0,0.0,0.009,0.006,0.002,0.003,0.014,0.002,0.018,-0.005,0.002,0.005,1.44,0.0,0.016,0.0,-0.017,0.006,0.002,-0.029,0.005,-0.009,0.005,0.003,0.39,0.002,-0.014,-0.025,0.029,-0.011,0.003,0.029,0.049,0.001,0.019,0.006,0.002,0.002,0.002,0.018,0.004,0.0,-0.0,-0.0,0.0
