SVM_a,SVM_g,CM_a,CM_g,jerk_x,jerk_y,jerk_z,accl_x,accl_y,accl_z,th_x,th_y,th_z,ag_x_mean,ag_x_max,ag_x_min,ag_y_mean,ag_y_max,ag_y_min,ag_z_mean,ag_z_max,ag_z_min,g_x_mean,g_x_max,g_x_min,g_y_mean,g_y_max,g_y_min,g_z_mean,g_z_max,g_z_min,SMA_a,SMA_g,RMS_ag_x,RMS_ag_y,RMS_ag_z,RMS_g_x,RMS_g_y,RMS_g_z,MAD_ag_x,MAD_ag_y,MAD_ag_z,MAD_g_x,MAD_g_y,MAD_g_z,VAR_ag_x,VAR_ag_y,VAR_ag_z,VAR_g_x,VAR_g_y,VAR_g_z,STD_ag_x,STD_ag_y,STD_ag_z,STD_g_x,STD_g_y,STD_g_z,IQR_ag_x,IQR_ag_y,IQR_ag_z,IQR_g_x,IQR_g_y,IQR_g_z,FFT_ag_x,FFT_ag_y,FFT_ag_z,FFT_g_x,FFT_g_y,FFT_g_z,E_ag_x,E_ag_y,E_ag_z,E_g_x,E_g_y,E_g_z
1.002,0.03,0.43,0.01,0.0,0.0,0.0,0.0,-0.0,-0.0,2.706,1.297,1.903,-0.908,-0.902,-0.915,0.271,0.282,0.263,-0.327,-0.318,-0.335,-0.013,0.0,-0.022,0.002,0.012,-0.005,-0.028,-0.015,-0.041,1.506,0.046,0.908,0.271,0.327,0.014,0.006,0.03,0.003,0.005,0.005,0.005,0.005,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.006,0.006,0.006,0.005,0.008,0.006,0.009,0.009,0.008,0.008,0.009,0.006,0.018,-0.01,-0.006,0.016,0.046,8.239,0.737,1.07,0.002,0.0,0.009
1.002,0.026,0.428,0.013,0.0,-0.0,-0.0,0.0,0.0,0.0,2.71,1.301,1.9,-0.91,-0.903,-0.914,0.267,0.27,0.262,-0.325,-0.321,-0.332,-0.011,-0.004,-0.017,0.016,0.026,0.005,-0.015,-0.006,-0.022,1.501,0.041,0.91,0.267,0.325,0.011,0.017,0.016,0.002,0.002,0.003,0.004,0.007,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.002,0.003,0.004,0.007,0.005,0.003,0.004,0.003,0.005,0.013,0.007,-0.009,-0.012,0.012,0.004,0.019,-0.007,8.285,0.711,1.054,0.001,0.003,0.002
1.002,0.03,0.42,0.015,-0.0,-0.0,-0.0,0.0,0.0,0.0,2.729,1.297,1.872,-0.918,-0.916,-0.921,0.27,0.273,0.267,-0.298,-0.296,-0.301,-0.014,-0.008,-0.019,0.013,0.025,0.005,-0.022,-0.01,-0.028,1.486,0.049,0.918,0.27,0.298,0.014,0.014,0.022,0.001,0.002,0.001,0.002,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.005,0.005,0.002,0.004,0.002,0.001,0.005,0.005,0.004,0.004,-0.004,-0.004,0.016,0.01,8.427,0.729,0.887,0.002,0.002,0.005
1.002,0.028,0.421,0.015,0.0,0.0,-0.0,0.0,0.0,-0.0,2.726,1.297,1.876,-0.917,-0.914,-0.92,0.27,0.272,0.268,-0.301,-0.292,-0.307,-0.012,-0.01,-0.014,0.018,0.03,0.011,-0.017,-0.009,-0.021,1.488,0.048,0.917,0.27,0.301,0.012,0.019,0.017,0.001,0.001,0.003,0.001,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.004,0.001,0.005,0.003,0.002,0.001,0.003,0.001,0.005,0.003,0.001,0.001,0.0,-0.0,0.022,0.018,8.405,0.731,0.906,0.002,0.004,0.003
1.002,0.028,0.422,0.015,0.0,0.0,-0.0,0.0,0.0,-0.0,2.722,1.3,1.882,-0.915,-0.914,-0.917,0.268,0.271,0.265,-0.307,-0.301,-0.311,-0.01,0.007,-0.016,0.018,0.03,0.011,-0.019,-0.013,-0.026,1.49,0.048,0.915,0.268,0.307,0.012,0.019,0.019,0.001,0.002,0.003,0.005,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.006,0.005,0.004,0.001,0.005,0.004,0.006,0.005,0.006,-0.0,0.013,0.007,-0.017,-0.007,-0.005,8.38,0.719,0.941,0.001,0.003,0.004
1.002,0.03,0.425,0.017,0.0,-0.0,-0.0,0.0,0.0,-0.0,2.717,1.3,1.888,-0.913,-0.909,-0.916,0.27,0.283,0.266,-0.312,-0.307,-0.316,-0.018,-0.012,-0.027,0.024,0.062,0.009,-0.022,-0.013,-0.05,1.495,0.063,0.913,0.27,0.313,0.018,0.029,0.024,0.001,0.004,0.002,0.004,0.013,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.005,0.003,0.005,0.016,0.012,0.002,0.006,0.005,0.005,0.017,0.006,-0.004,-0.014,0.0,-0.001,0.034,-0.04,8.33,0.73,0.977,0.003,0.008,0.006
1.002,0.056,0.413,0.024,0.0,-0.0,-0.0,0.0,-0.0,0.0,2.734,1.324,1.892,-0.919,-0.913,-0.927,0.247,0.262,0.236,-0.314,-0.302,-0.328,0.001,0.061,-0.037,-0.004,0.038,-0.039,-0.041,-0.014,-0.069,1.48,0.091,0.919,0.247,0.314,0.035,0.023,0.045,0.004,0.008,0.006,0.031,0.019,0.016,0.0,0.0,0.0,0.001,0.001,0.0,0.005,0.009,0.007,0.035,0.023,0.018,0.008,0.015,0.008,0.061,0.034,0.031,-0.004,-0.001,-0.002,-0.009,0.051,0.015,8.437,0.61,0.988,0.013,0.005,0.02
1.002,0.038,0.41,0.014,0.0,-0.0,-0.0,0.0,-0.0,0.0,2.738,1.326,1.885,-0.921,-0.914,-0.925,0.245,0.263,0.237,-0.309,-0.303,-0.316,-0.004,0.055,-0.047,-0.002,0.039,-0.109,-0.018,-0.003,-0.051,1.476,0.073,0.921,0.245,0.309,0.029,0.043,0.025,0.003,0.006,0.004,0.022,0.033,0.015,0.0,0.0,0.0,0.001,0.002,0.0,0.003,0.007,0.005,0.028,0.043,0.018,0.004,0.009,0.009,0.031,0.039,0.019,-0.007,-0.03,0.002,0.075,-0.125,-0.038,8.481,0.602,0.957,0.008,0.019,0.006
1.002,0.137,0.38,0.06,-0.0,-0.0,0.0,-0.0,-0.0,0.001,2.792,1.325,1.806,-0.942,-0.933,-0.955,0.241,0.258,0.214,-0.239,-0.192,-0.288,0.044,0.086,-0.007,-0.107,-0.065,-0.161,-0.003,0.075,-0.083,1.422,0.202,0.942,0.241,0.241,0.051,0.111,0.054,0.005,0.014,0.024,0.02,0.021,0.049,0.0,0.0,0.001,0.001,0.001,0.003,0.006,0.016,0.029,0.026,0.027,0.054,0.008,0.028,0.034,0.032,0.03,0.093,-0.006,-0.102,-0.061,-0.035,-0.153,-0.139,8.878,0.582,0.579,0.026,0.122,0.029
1.003,0.09,0.333,0.037,-0.0,-0.0,0.0,0.001,0.001,-0.0,2.859,1.346,1.736,-0.965,-0.957,-0.972,0.219,0.237,0.197,-0.166,-0.147,-0.179,-0.037,0.048,-0.14,-0.001,0.086,-0.093,-0.035,0.051,-0.091,1.35,0.156,0.965,0.219,0.167,0.066,0.059,0.056,0.004,0.012,0.008,0.045,0.052,0.036,0.0,0.0,0.0,0.003,0.003,0.002,0.005,0.013,0.01,0.055,0.059,0.044,0.007,0.02,0.015,0.085,0.092,0.068,0.02,0.073,-0.053,0.252,-0.271,-0.193,9.314,0.481,0.278,0.044,0.035,0.032
1.003,0.04,0.334,0.018,-0.0,-0.0,0.0,-0.0,0.0,0.0,2.858,1.35,1.748,-0.963,-0.958,-0.97,0.221,0.228,0.214,-0.178,-0.17,-0.189,-0.024,-0.002,-0.063,0.032,0.046,0.02,-0.012,0.001,-0.035,1.362,0.068,0.963,0.221,0.178,0.029,0.033,0.017,0.003,0.005,0.005,0.012,0.006,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.005,0.006,0.016,0.007,0.012,0.006,0.009,0.01,0.015,0.007,0.02,-0.003,0.002,-0.002,-0.015,-0.01,-0.027,9.272,0.49,0.316,0.008,0.011,0.003
1.002,0.14,0.366,0.064,0.0,-0.0,-0.0,0.001,0.002,0.001,2.814,1.324,1.782,-0.937,-0.887,-0.959,0.26,0.327,0.202,-0.237,-0.186,-0.326,-0.062,0.007,-0.169,0.177,0.385,0.03,0.054,0.167,-0.026,1.434,0.308,0.938,0.263,0.243,0.082,0.221,0.088,0.022,0.034,0.047,0.041,0.123,0.059,0.001,0.002,0.003,0.003,0.018,0.005,0.025,0.039,0.053,0.053,0.133,0.069,0.035,0.054,0.079,0.033,0.229,0.107,0.044,0.052,-0.036,0.208,-0.671,-0.354,8.792,0.69,0.591,0.067,0.489,0.077
1.002,0.059,0.444,0.027,-0.0,-0.0,-0.0,0.001,-0.0,-0.0,2.682,1.273,1.908,-0.898,-0.893,-0.902,0.295,0.318,0.284,-0.333,-0.318,-0.349,0.01,0.066,-0.081,0.017,0.049,-0.03,-0.034,-0.003,-0.053,1.525,0.092,0.898,0.295,0.333,0.044,0.026,0.037,0.003,0.008,0.008,0.035,0.015,0.012,0.0,0.0,0.0,0.002,0.0,0.0,0.003,0.01,0.009,0.043,0.02,0.015,0.005,0.015,0.011,0.059,0.021,0.018,0.016,0.0,-0.028,0.199,-0.007,0.048,8.055,0.869,1.108,0.019,0.007,0.014
1.001,0.047,0.44,0.02,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,2.686,1.29,1.922,-0.898,-0.893,-0.901,0.276,0.284,0.269,-0.345,-0.339,-0.353,-0.007,0.067,-0.045,0.019,0.04,0.004,-0.031,-0.02,-0.054,1.519,0.071,0.898,0.276,0.345,0.029,0.021,0.033,0.002,0.004,0.003,0.017,0.007,0.008,0.0,0.0,0.0,0.001,0.0,0.0,0.002,0.005,0.004,0.028,0.009,0.01,0.002,0.006,0.003,0.013,0.009,0.009,0.004,-0.008,-0.008,0.057,-0.009,-0.047,8.068,0.762,1.191,0.008,0.005,0.011
1.002,0.06,0.436,0.02,-0.0,-0.0,0.0,0.0,-0.0,0.0,2.692,1.297,1.916,-0.902,-0.898,-0.906,0.27,0.288,0.237,-0.341,-0.326,-0.37,-0.063,0.053,-0.223,0.009,0.041,-0.039,-0.018,0.035,-0.042,1.513,0.126,0.902,0.27,0.341,0.108,0.027,0.029,0.003,0.009,0.008,0.08,0.022,0.016,0.0,0.0,0.0,0.008,0.001,0.0,0.003,0.013,0.011,0.088,0.025,0.022,0.005,0.01,0.008,0.137,0.044,0.019,-0.007,0.04,0.036,-0.067,-0.157,-0.02,8.134,0.73,1.163,0.117,0.007,0.008
1.002,0.065,0.436,0.024,-0.0,0.0,0.0,-0.0,0.0,0.0,2.7,1.26,1.878,-0.907,-0.903,-0.917,0.307,0.324,0.29,-0.302,-0.28,-0.318,-0.066,-0.025,-0.143,-0.015,0.036,-0.056,-0.002,0.016,-0.023,1.515,0.1,0.907,0.307,0.302,0.076,0.027,0.014,0.002,0.008,0.009,0.027,0.016,0.012,0.0,0.0,0.0,0.001,0.001,0.0,0.004,0.009,0.011,0.036,0.023,0.014,0.002,0.012,0.018,0.022,0.02,0.021,0.003,-0.018,0.009,-0.198,-0.112,0.013,8.221,0.942,0.911,0.057,0.007,0.002
1.002,0.056,0.427,0.018,-0.0,0.0,0.0,0.0,0.0,-0.0,2.708,1.238,1.832,-0.91,-0.904,-0.917,0.333,0.351,0.324,-0.257,-0.229,-0.275,-0.044,0.018,-0.114,-0.017,0.008,-0.041,-0.014,0.018,-0.045,1.5,0.092,0.91,0.333,0.257,0.066,0.023,0.025,0.003,0.007,0.013,0.045,0.014,0.018,0.0,0.0,0.0,0.002,0.0,0.0,0.004,0.008,0.015,0.049,0.016,0.021,0.006,0.012,0.026,0.086,0.027,0.033,0.013,0.034,-0.017,0.23,0.034,0.067,8.288,1.109,0.662,0.043,0.005,0.006
1.003,0.08,0.42,0.04,-0.0,0.0,0.0,0.001,0.0,-0.0,2.72,1.239,1.82,-0.915,-0.911,-0.918,0.324,0.342,0.293,-0.25,-0.232,-0.29,0.082,0.293,-0.031,0.043,0.12,0.002,-0.039,-0.02,-0.056,1.489,0.17,0.915,0.324,0.25,0.125,0.055,0.04,0.002,0.012,0.013,0.073,0.027,0.009,0.0,0.0,0.0,0.009,0.001,0.0,0.002,0.015,0.016,0.095,0.035,0.011,0.003,0.015,0.02,0.087,0.042,0.013,-0.0,-0.001,-0.012,0.063,0.004,-0.016,8.372,1.051,0.627,0.157,0.031,0.016
1.002,0.175,0.416,0.093,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.705,1.354,1.942,-0.907,-0.893,-0.912,0.226,0.287,0.186,-0.358,-0.308,-0.39,0.097,0.24,-0.064,0.061,0.094,0.004,-0.064,0.042,-0.157,1.491,0.256,0.907,0.228,0.359,0.138,0.067,0.085,0.003,0.029,0.021,0.088,0.024,0.045,0.0,0.001,0.001,0.01,0.001,0.003,0.005,0.033,0.025,0.098,0.028,0.056,0.004,0.046,0.032,0.166,0.045,0.06,0.006,0.15,0.079,0.042,0.07,-0.031,8.223,0.521,1.287,0.191,0.046,0.073
1.0,0.039,0.421,0.014,-0.0,0.0,0.0,0.0,-0.0,0.0,2.698,1.342,1.945,-0.903,-0.896,-0.907,0.227,0.252,0.212,-0.366,-0.359,-0.377,-0.035,0.003,-0.127,0.009,0.023,-0.007,0.012,0.043,-0.027,1.497,0.07,0.903,0.228,0.366,0.05,0.015,0.025,0.003,0.009,0.004,0.026,0.01,0.019,0.0,0.0,0.0,0.001,0.0,0.0,0.003,0.012,0.005,0.036,0.011,0.022,0.005,0.01,0.004,0.035,0.02,0.025,0.004,0.005,-0.013,-0.173,0.023,-0.057,8.156,0.519,1.341,0.025,0.002,0.006
1.0,0.032,0.431,0.016,0.0,-0.0,-0.0,0.0,-0.0,-0.0,2.683,1.328,1.952,-0.896,-0.89,-0.9,0.241,0.245,0.237,-0.372,-0.366,-0.381,-0.01,-0.002,-0.02,0.019,0.032,0.009,-0.022,-0.014,-0.03,1.51,0.05,0.896,0.241,0.372,0.011,0.02,0.022,0.002,0.002,0.005,0.004,0.006,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.002,0.005,0.005,0.008,0.005,0.005,0.002,0.01,0.006,0.008,0.006,0.011,0.009,-0.017,0.022,0.033,0.004,8.032,0.581,1.386,0.001,0.004,0.005
1.0,0.031,0.43,0.016,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,2.681,1.332,1.957,-0.897,-0.895,-0.902,0.238,0.24,0.235,-0.376,-0.367,-0.379,-0.014,-0.003,-0.022,0.014,0.027,-0.002,-0.02,-0.009,-0.032,1.51,0.049,0.897,0.238,0.376,0.016,0.017,0.022,0.001,0.002,0.002,0.005,0.008,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.003,0.006,0.009,0.007,0.002,0.005,0.003,0.01,0.015,0.01,0.003,0.002,-0.004,0.006,-0.019,0.025,8.041,0.565,1.41,0.002,0.003,0.005
1.0,0.036,0.431,0.017,-0.0,0.0,0.0,0.0,0.0,0.0,2.68,1.33,1.956,-0.896,-0.885,-0.907,0.241,0.252,0.228,-0.375,-0.36,-0.39,-0.028,-0.005,-0.075,0.019,0.066,-0.011,-0.014,0.014,-0.034,1.512,0.067,0.896,0.241,0.375,0.036,0.03,0.019,0.006,0.006,0.007,0.019,0.018,0.009,0.0,0.0,0.0,0.0,0.001,0.0,0.007,0.007,0.009,0.022,0.024,0.012,0.008,0.008,0.011,0.034,0.021,0.01,0.017,0.028,-0.022,0.062,-0.103,-0.019,8.027,0.581,1.408,0.013,0.009,0.004
1.003,0.15,0.4,0.076,-0.0,-0.0,0.0,-0.0,0.001,-0.0,2.756,1.336,1.868,-0.925,-0.887,-0.956,0.235,0.25,0.223,-0.3,-0.22,-0.385,-0.063,-0.032,-0.095,-0.14,-0.049,-0.235,-0.055,-0.03,-0.076,1.46,0.258,0.926,0.235,0.305,0.066,0.149,0.057,0.019,0.009,0.052,0.016,0.04,0.014,0.0,0.0,0.003,0.0,0.003,0.0,0.022,0.01,0.057,0.018,0.051,0.015,0.036,0.018,0.102,0.025,0.05,0.023,0.056,0.029,-0.127,-0.005,0.274,0.034,8.569,0.552,0.933,0.043,0.223,0.032
1.004,0.044,0.328,0.017,0.0,0.0,0.0,0.0,0.001,0.0,2.864,1.344,1.735,-0.962,-0.952,-0.967,0.225,0.234,0.218,-0.175,-0.155,-0.22,-0.023,0.026,-0.06,-0.046,0.023,-0.155,-0.023,-0.003,-0.048,1.363,0.104,0.962,0.225,0.176,0.031,0.074,0.027,0.004,0.004,0.019,0.016,0.053,0.012,0.0,0.0,0.0,0.0,0.003,0.0,0.005,0.005,0.022,0.022,0.058,0.014,0.006,0.006,0.024,0.021,0.094,0.021,0.022,0.024,-0.094,-0.064,-0.171,0.002,9.259,0.508,0.311,0.01,0.055,0.007
1.003,0.151,0.354,0.013,0.0,-0.0,-0.0,-0.0,0.001,0.0,2.832,1.34,1.769,-0.953,-0.928,-0.966,0.23,0.244,0.222,-0.213,-0.158,-0.295,0.017,0.074,-0.019,0.153,0.282,0.026,0.003,0.024,-0.009,1.396,0.184,0.953,0.23,0.218,0.037,0.174,0.009,0.011,0.004,0.042,0.028,0.075,0.006,0.0,0.0,0.002,0.001,0.007,0.0,0.012,0.006,0.047,0.032,0.084,0.008,0.021,0.006,0.087,0.043,0.115,0.008,-0.001,-0.024,0.039,-0.205,-0.374,0.002,9.082,0.528,0.477,0.013,0.304,0.001
1.0,0.112,0.423,0.018,0.0,0.0,-0.0,0.0,-0.0,-0.0,2.702,1.334,1.936,-0.906,-0.897,-0.921,0.233,0.243,0.222,-0.353,-0.31,-0.379,0.007,0.045,-0.037,0.085,0.136,0.01,-0.014,0.008,-0.064,1.492,0.127,0.906,0.233,0.354,0.027,0.096,0.028,0.006,0.006,0.021,0.021,0.037,0.021,0.0,0.0,0.001,0.001,0.002,0.001,0.007,0.007,0.024,0.027,0.043,0.025,0.009,0.013,0.036,0.033,0.057,0.032,-0.021,0.018,0.083,-0.087,-0.007,0.139,8.213,0.542,1.254,0.007,0.091,0.008
1.0,0.022,0.429,0.012,0.0,-0.0,-0.0,0.0,-0.0,-0.0,2.684,1.334,1.954,-0.898,-0.894,-0.903,0.235,0.238,0.229,-0.374,-0.364,-0.382,-0.011,0.01,-0.021,0.007,0.019,-0.015,-0.012,0.002,-0.02,1.506,0.038,0.898,0.235,0.374,0.014,0.013,0.014,0.003,0.002,0.005,0.007,0.01,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.006,0.009,0.011,0.007,0.004,0.003,0.011,0.009,0.015,0.012,0.009,-0.007,-0.022,0.008,0.014,0.018,8.064,0.551,1.396,0.002,0.002,0.002
1.001,0.028,0.43,0.014,-0.0,-0.0,0.0,0.0,0.0,-0.0,2.682,1.333,1.957,-0.897,-0.895,-0.901,0.236,0.239,0.234,-0.376,-0.369,-0.379,-0.01,-0.005,-0.018,0.02,0.026,0.009,-0.016,-0.011,-0.025,1.509,0.046,0.897,0.236,0.376,0.011,0.021,0.016,0.001,0.001,0.002,0.003,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.003,0.004,0.005,0.004,0.002,0.002,0.003,0.003,0.008,0.002,-0.007,0.007,0.017,0.015,0.023,0.003,8.046,0.558,1.413,0.001,0.004,0.003
1.001,0.031,0.43,0.014,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.684,1.332,1.954,-0.897,-0.893,-0.901,0.236,0.238,0.228,-0.376,-0.37,-0.385,-0.018,-0.001,-0.028,0.007,0.036,-0.018,-0.021,-0.009,-0.029,1.509,0.051,0.897,0.236,0.376,0.019,0.015,0.022,0.002,0.002,0.005,0.004,0.011,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.005,0.007,0.014,0.006,0.004,0.002,0.007,0.005,0.013,0.006,0.005,-0.008,-0.02,0.027,0.078,-0.011,8.044,0.557,1.416,0.004,0.002,0.005
1.001,0.03,0.43,0.015,0.0,-0.0,-0.0,0.0,-0.0,0.0,2.681,1.334,1.958,-0.897,-0.892,-0.904,0.234,0.237,0.232,-0.376,-0.36,-0.382,-0.008,-0.003,-0.015,0.021,0.027,0.01,-0.017,-0.01,-0.024,1.508,0.046,0.897,0.235,0.376,0.009,0.022,0.017,0.003,0.001,0.005,0.002,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.006,0.003,0.005,0.005,0.004,0.002,0.007,0.003,0.006,0.008,-0.005,-0.006,0.006,-0.001,-0.018,-0.015,8.052,0.55,1.412,0.001,0.005,0.003
1.0,0.034,0.43,0.018,-0.0,-0.0,0.0,0.0,0.0,0.0,2.678,1.336,1.965,-0.894,-0.89,-0.899,0.233,0.237,0.23,-0.383,-0.378,-0.388,-0.015,-0.008,-0.023,0.019,0.037,0.007,-0.02,-0.013,-0.034,1.51,0.054,0.894,0.233,0.383,0.016,0.021,0.021,0.002,0.001,0.003,0.004,0.007,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.003,0.004,0.009,0.006,0.002,0.002,0.005,0.005,0.007,0.006,-0.003,-0.009,0.001,-0.001,0.048,0.01,7.994,0.542,1.466,0.003,0.004,0.004
1.001,0.129,0.428,0.06,0.0,0.0,-0.0,-0.0,0.0,0.0,2.68,1.344,1.962,-0.904,-0.887,-0.933,0.22,0.24,0.184,-0.366,-0.3,-0.403,0.015,0.089,-0.043,-0.088,0.067,-0.231,-0.05,-0.004,-0.097,1.49,0.204,0.905,0.22,0.367,0.047,0.134,0.059,0.014,0.015,0.029,0.039,0.092,0.029,0.0,0.0,0.001,0.002,0.01,0.001,0.016,0.017,0.033,0.045,0.101,0.032,0.026,0.027,0.05,0.08,0.168,0.05,-0.01,0.013,0.035,-0.252,0.416,0.071,8.184,0.485,1.35,0.022,0.18,0.035
1.001,0.048,0.352,0.022,-0.0,-0.0,0.0,0.0,0.0,0.0,2.818,1.4,1.84,-0.949,-0.943,-0.955,0.173,0.188,0.163,-0.267,-0.254,-0.283,-0.005,0.018,-0.023,-0.023,0.023,-0.092,-0.037,-0.001,-0.079,1.389,0.086,0.95,0.173,0.267,0.015,0.042,0.043,0.003,0.007,0.008,0.012,0.028,0.018,0.0,0.0,0.0,0.0,0.001,0.0,0.003,0.008,0.009,0.014,0.035,0.022,0.004,0.01,0.016,0.023,0.05,0.028,0.006,0.017,-0.024,-0.014,-0.068,-0.039,9.016,0.298,0.714,0.002,0.018,0.019
1.0,0.146,0.386,0.042,0.0,-0.0,0.0,0.001,0.001,-0.0,2.763,1.366,1.882,-0.931,-0.907,-0.955,0.197,0.23,0.159,-0.302,-0.256,-0.358,-0.062,0.006,-0.164,0.123,0.177,0.057,0.019,0.094,-0.033,1.43,0.216,0.931,0.198,0.304,0.08,0.129,0.041,0.013,0.019,0.026,0.04,0.033,0.028,0.0,0.0,0.001,0.003,0.001,0.001,0.015,0.022,0.031,0.05,0.038,0.036,0.023,0.03,0.044,0.064,0.061,0.028,-0.019,-0.053,0.043,-0.165,0.024,-0.085,8.675,0.392,0.925,0.064,0.167,0.017
1.0,0.057,0.42,0.026,0.0,-0.0,-0.0,0.0,-0.0,-0.0,2.692,1.351,1.957,-0.901,-0.898,-0.905,0.218,0.231,0.201,-0.375,-0.361,-0.381,-0.027,0.009,-0.062,0.036,0.086,-0.017,-0.018,0.021,-0.053,1.494,0.091,0.901,0.218,0.375,0.034,0.047,0.027,0.003,0.007,0.005,0.017,0.026,0.017,0.0,0.0,0.0,0.0,0.001,0.0,0.003,0.008,0.006,0.021,0.031,0.021,0.005,0.011,0.006,0.027,0.038,0.026,-0.011,-0.013,0.024,0.099,0.13,-0.034,8.125,0.475,1.408,0.012,0.022,0.007
1.0,0.042,0.436,0.016,-0.0,0.0,0.0,0.0,0.0,-0.0,2.682,1.326,1.958,-0.895,-0.883,-0.899,0.241,0.257,0.222,-0.377,-0.361,-0.394,-0.015,0.022,-0.091,0.021,0.056,-0.005,-0.002,0.058,-0.034,1.513,0.071,0.895,0.241,0.378,0.035,0.028,0.028,0.004,0.01,0.008,0.023,0.013,0.023,0.0,0.0,0.0,0.001,0.0,0.001,0.005,0.012,0.01,0.031,0.019,0.028,0.007,0.022,0.015,0.037,0.008,0.037,0.006,-0.067,-0.041,-0.004,-0.015,-0.038,8.003,0.581,1.425,0.012,0.008,0.008
1.001,0.092,0.44,0.025,-0.0,-0.0,0.0,0.0,-0.0,0.0,2.68,1.302,1.941,-0.896,-0.892,-0.902,0.258,0.281,0.232,-0.364,-0.339,-0.386,-0.083,-0.013,-0.145,-0.021,0.007,-0.062,-0.001,0.052,-0.035,1.518,0.129,0.896,0.259,0.364,0.094,0.03,0.028,0.003,0.017,0.015,0.041,0.017,0.023,0.0,0.0,0.0,0.002,0.0,0.001,0.003,0.018,0.016,0.045,0.021,0.028,0.004,0.034,0.025,0.072,0.026,0.028,-0.005,-0.056,-0.026,0.142,0.055,-0.144,8.035,0.668,1.324,0.089,0.009,0.008
1.002,0.131,0.423,0.038,-0.0,0.0,0.0,0.001,0.001,-0.0,2.722,1.257,1.842,-0.913,-0.901,-0.922,0.306,0.318,0.285,-0.278,-0.252,-0.333,-0.091,0.071,-0.201,-0.035,0.065,-0.134,-0.018,-0.001,-0.039,1.497,0.178,0.913,0.306,0.279,0.121,0.063,0.022,0.006,0.007,0.021,0.065,0.041,0.011,0.0,0.0,0.001,0.006,0.003,0.0,0.007,0.009,0.027,0.08,0.052,0.012,0.01,0.009,0.025,0.08,0.059,0.018,0.014,-0.029,-0.097,0.1,-0.045,0.011,8.329,0.938,0.78,0.146,0.04,0.005
1.0,0.261,0.429,0.105,0.0,-0.0,-0.0,0.001,0.001,-0.0,2.676,1.31,1.95,-0.895,-0.877,-0.915,0.249,0.303,0.177,-0.364,-0.257,-0.439,0.197,0.314,0.042,0.14,0.259,0.078,-0.056,0.005,-0.122,1.508,0.394,0.895,0.253,0.368,0.215,0.15,0.066,0.01,0.037,0.047,0.071,0.046,0.029,0.0,0.002,0.003,0.007,0.003,0.001,0.012,0.042,0.056,0.085,0.056,0.035,0.015,0.076,0.071,0.092,0.055,0.045,0.0,0.031,0.115,0.024,0.125,0.153,8.019,0.639,1.354,0.461,0.226,0.043
1.0,0.041,0.422,0.02,0.0,0.0,-0.0,-0.0,-0.0,0.0,2.641,1.373,2.023,-0.876,-0.863,-0.882,0.196,0.2,0.184,-0.439,-0.427,-0.458,-0.021,0.021,-0.038,0.014,0.105,-0.029,-0.019,0.0,-0.037,1.511,0.072,0.876,0.196,0.439,0.026,0.039,0.021,0.004,0.003,0.008,0.011,0.025,0.007,0.0,0.0,0.0,0.0,0.001,0.0,0.005,0.004,0.009,0.016,0.036,0.01,0.004,0.004,0.014,0.016,0.034,0.008,0.029,0.004,-0.05,0.02,0.16,-0.008,7.681,0.382,1.925,0.007,0.015,0.005
1.0,0.028,0.421,0.014,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,2.644,1.374,2.022,-0.878,-0.876,-0.882,0.196,0.198,0.194,-0.436,-0.431,-0.441,-0.014,-0.001,-0.022,0.01,0.021,-0.017,-0.018,-0.005,-0.025,1.509,0.045,0.878,0.196,0.436,0.015,0.014,0.018,0.002,0.001,0.002,0.004,0.008,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.003,0.005,0.011,0.005,0.002,0.001,0.002,0.004,0.013,0.005,0.004,-0.002,-0.004,-0.01,-0.049,-0.002,7.714,0.383,1.897,0.002,0.002,0.003
