ag_x,ag_y,ag_z,g_x,g_y,g_z
-0.898,0.284,-0.342,0.002,0.029,-0.039
-0.894,0.285,-0.345,0.015,0.009,-0.022
-0.898,0.281,-0.339,0.067,0.019,-0.025
-0.898,0.27,-0.35,-0.009,0.029,-0.054
-0.901,0.277,-0.345,-0.009,0.012,-0.035
-0.899,0.277,-0.343,-0.03,0.024,-0.026
-0.897,0.284,-0.344,-0.003,0.013,-0.02
-0.899,0.277,-0.343,-0.014,0.017,-0.023
-0.899,0.278,-0.342,-0.001,0.019,-0.028
-0.901,0.269,-0.345,-0.01,0.04,-0.026
-0.893,0.271,-0.353,-0.045,0.015,-0.032
-0.897,0.276,-0.347,-0.019,0.004,-0.044
-0.902,0.27,-0.346,-0.023,-0.012,-0.042
-0.903,0.271,-0.332,-0.017,-0.013,-0.018
-0.906,0.267,-0.337,-0.001,0.014,-0.036
-0.906,0.261,-0.34,0.003,0.017,-0.04
-0.904,0.267,-0.336,0.007,0.023,-0.015
-0.898,0.277,-0.339,0.053,0.035,-0.031
-0.898,0.237,-0.37,-0.139,0.041,-0.022
-0.9,0.276,-0.347,-0.223,0.038,0.035
-0.899,0.288,-0.336,-0.17,-0.011,0.003
-0.903,0.284,-0.326,-0.122,-0.039,-0.019
-0.907,0.29,-0.313,-0.143,-0.025,-0.016
-0.906,0.3,-0.304,-0.124,-0.012,0.001
-0.905,0.302,-0.313,-0.064,-0.015,-0.023
-0.907,0.298,-0.307,-0.054,-0.025,0.008
-0.906,0.309,-0.296,-0.054,-0.014,0.004
-0.903,0.317,-0.318,-0.025,0.036,-0.022
-0.917,0.309,-0.293,-0.037,0.001,-0.005
-0.903,0.305,-0.3,-0.043,-0.002,0.007
-0.905,0.313,-0.293,-0.068,-0.034,0.016
-0.908,0.324,-0.28,-0.053,-0.056,0.015
-0.908,0.331,-0.263,-0.004,-0.033,0.018
-0.909,0.342,-0.275,0.014,-0.015,0.007
-0.907,0.328,-0.275,-0.064,-0.007,-0.017
-0.904,0.327,-0.275,-0.11,-0.002,-0.045
-0.91,0.327,-0.261,-0.114,-0.038,-0.041
-0.915,0.329,-0.257,-0.075,-0.009,-0.022
-0.915,0.328,-0.248,-0.081,-0.041,-0.015
-0.917,0.324,-0.229,0.01,-0.026,0.017
-0.908,0.351,-0.245,0.018,0.008,-0.006
-0.911,0.342,-0.241,-0.033,-0.003,-0.032
-0.913,0.341,-0.236,-0.031,0.008,-0.033
-0.915,0.342,-0.237,0.015,0.01,-0.038
-0.918,0.333,-0.237,0.016,0.002,-0.041
-0.918,0.328,-0.232,0.002,0.024,-0.026
-0.911,0.333,-0.244,0.041,0.038,-0.02
-0.915,0.326,-0.25,0.086,0.041,-0.035
-0.915,0.324,-0.252,0.087,0.047,-0.048
-0.915,0.316,-0.261,0.107,0.058,-0.056
-0.917,0.293,-0.259,0.204,0.082,-0.035
-0.913,0.302,-0.29,0.293,0.12,-0.054
-0.909,0.287,-0.308,0.24,0.09,-0.094
-0.911,0.272,-0.323,0.186,0.094,-0.103
-0.912,0.239,-0.353,0.159,0.072,-0.092
-0.907,0.25,-0.344,0.169,0.078,-0.157
-0.91,0.217,-0.356,0.131,0.087,-0.094
-0.906,0.2,-0.371,0.138,0.061,-0.071
-0.906,0.192,-0.379,0.058,0.029,-0.025
-0.909,0.186,-0.379,-0.018,0.004,0.015
-0.905,0.205,-0.375,-0.028,0.033,0.042
-0.893,0.212,-0.39,-0.064,0.064,-0.061
-0.906,0.212,-0.377,-0.127,0.018,-0.027
-0.904,0.226,-0.364,-0.045,0.002,0.036
-0.902,0.212,-0.372,-0.031,-0.007,0.016
-0.907,0.219,-0.365,-0.01,0.022,-0.021
-0.905,0.222,-0.366,-0.02,-0.006,0.025
-0.903,0.23,-0.36,0.0,-0.001,0.043
-0.901,0.23,-0.366,0.003,0.009,0.02
-0.907,0.229,-0.364,-0.053,0.023,-0.001
-0.896,0.243,-0.368,-0.048,0.013,0.024
-0.9,0.252,-0.359,-0.023,0.021,0.002
-0.89,0.244,-0.381,-0.009,0.023,-0.024
-0.899,0.245,-0.367,-0.003,0.014,-0.028
-0.897,0.242,-0.369,-0.002,0.021,-0.014
-0.895,0.241,-0.374,-0.013,0.009,-0.023
-0.898,0.241,-0.371,-0.013,0.017,-0.03
-0.896,0.239,-0.373,-0.008,0.009,-0.019
-0.9,0.24,-0.366,-0.02,0.014,-0.019
-0.899,0.24,-0.366,-0.013,0.019,-0.026
-0.894,0.237,-0.378,-0.011,0.03,-0.02
-0.894,0.242,-0.378,-0.007,0.032,-0.015
-0.897,0.24,-0.376,-0.003,0.027,-0.009
-0.896,0.24,-0.375,-0.019,0.005,-0.02
-0.897,0.239,-0.373,-0.013,0.013,-0.032
-0.895,0.235,-0.376,-0.02,0.026,-0.025
-0.896,0.24,-0.377,-0.018,0.01,-0.028
-0.902,0.24,-0.367,-0.008,0.021,-0.018
-0.895,0.235,-0.379,-0.02,0.013,-0.023
-0.895,0.235,-0.378,-0.013,0.022,-0.023
-0.898,0.236,-0.378,-0.009,0.005,-0.014
-0.896,0.236,-0.376,-0.022,-0.002,-0.012
-0.897,0.238,-0.373,-0.02,0.0,-0.014
-0.897,0.239,-0.375,-0.016,0.001,-0.01
-0.894,0.244,-0.376,-0.005,0.005,-0.021
-0.905,0.239,-0.36,-0.007,0.023,-0.019
-0.893,0.235,-0.379,-0.008,0.017,-0.026
-0.901,0.228,-0.367,-0.044,0.011,-0.016
-0.907,0.237,-0.364,-0.075,0.066,-0.003
-0.888,0.246,-0.387,-0.043,0.058,0.014
-0.885,0.251,-0.39,-0.047,0.022,-0.013
-0.892,0.252,-0.38,-0.019,-0.011,-0.034
-0.887,0.249,-0.385,-0.054,-0.049,-0.044
-0.897,0.25,-0.372,-0.07,-0.096,-0.064
-0.908,0.246,-0.354,-0.05,-0.12,-0.075
-0.916,0.232,-0.339,-0.066,-0.201,-0.076
-0.922,0.235,-0.308,-0.095,-0.235,-0.046
-0.931,0.237,-0.278,-0.072,-0.184,-0.068
-0.943,0.223,-0.263,-0.032,-0.129,-0.059
-0.947,0.225,-0.244,-0.038,-0.131,-0.044
-0.947,0.227,-0.238,-0.077,-0.134,-0.043
-0.956,0.223,-0.22,-0.077,-0.126,-0.03
-0.955,0.227,-0.22,-0.06,-0.106,-0.024
-0.952,0.234,-0.209,-0.034,-0.084,-0.022
-0.959,0.232,-0.191,-0.034,-0.155,-0.037
-0.962,0.228,-0.162,-0.012,-0.105,-0.048
-0.964,0.224,-0.159,0.026,-0.004,-0.04
-0.967,0.218,-0.167,-0.023,0.015,-0.015
-0.965,0.219,-0.165,-0.037,-0.015,-0.003
-0.966,0.223,-0.162,-0.028,-0.012,-0.014
-0.966,0.222,-0.16,-0.018,-0.014,-0.013
-0.966,0.227,-0.155,-0.006,0.023,-0.012
-0.965,0.229,-0.161,-0.009,0.026,-0.009
-0.965,0.223,-0.158,-0.019,0.035,-0.003
-0.966,0.228,-0.158,-0.003,0.1,0.004
-0.962,0.231,-0.194,0.007,0.116,0.001
-0.957,0.232,-0.198,0.044,0.115,0.006
-0.955,0.234,-0.199,0.072,0.252,0.006
-0.949,0.244,-0.245,0.074,0.282,-0.004
-0.941,0.222,-0.26,0.011,0.203,0.0
-0.941,0.225,-0.265,0.005,0.224,0.001
-0.928,0.229,-0.295,-0.01,0.177,0.024
-0.921,0.234,-0.31,0.001,0.136,-0.004
-0.915,0.241,-0.319,0.01,0.136,0.002
-0.91,0.239,-0.338,0.03,0.108,0.002
-0.906,0.243,-0.343,0.045,0.1,-0.014
-0.907,0.235,-0.357,0.036,0.114,-0.031
-0.907,0.23,-0.359,0.018,0.086,-0.064
-0.897,0.224,-0.376,0.007,0.099,-0.051
-0.902,0.222,-0.378,-0.008,0.046,0.007
-0.9,0.223,-0.379,-0.037,0.01,0.007
-0.897,0.236,-0.374,-0.037,0.017,0.008
-0.894,0.235,-0.381,0.01,0.018,-0.004
-0.896,0.229,-0.38,-0.01,0.005,-0.018
-0.894,0.233,-0.382,-0.021,0.0,-0.004
-0.897,0.237,-0.373,-0.008,-0.015,0.002
-0.899,0.238,-0.368,-0.004,-0.01,-0.017
-0.903,0.235,-0.364,-0.008,0.018,-0.018
-0.896,0.236,-0.375,-0.018,0.013,-0.02
-0.9,0.233,-0.376,-0.014,0.019,-0.018
-0.901,0.234,-0.368,-0.014,0.01,-0.014
-0.9,0.238,-0.369,-0.019,0.013,-0.013
-0.898,0.239,-0.372,-0.008,0.021,-0.014
-0.901,0.236,-0.369,-0.009,0.024,-0.018
-0.897,0.234,-0.376,-0.009,0.026,-0.014
-0.895,0.237,-0.379,-0.005,0.022,-0.025
-0.897,0.234,-0.379,-0.009,0.023,-0.016
-0.895,0.235,-0.377,-0.018,0.009,-0.013
-0.896,0.236,-0.379,-0.016,0.016,-0.016
-0.898,0.236,-0.376,-0.01,0.014,-0.016
-0.896,0.237,-0.377,-0.012,0.017,-0.011
-0.897,0.238,-0.375,-0.007,0.026,-0.015
-0.896,0.238,-0.381,-0.001,0.036,-0.028
-0.895,0.228,-0.385,-0.016,0.013,-0.022
-0.893,0.234,-0.384,-0.024,-0.001,-0.009
-0.899,0.238,-0.375,-0.022,0.001,-0.011
-0.894,0.236,-0.378,-0.028,-0.018,-0.026
-0.898,0.237,-0.373,-0.018,-0.005,-0.019
-0.901,0.238,-0.37,-0.017,0.001,-0.023
-0.898,0.237,-0.37,-0.021,0.012,-0.021
-0.896,0.236,-0.373,-0.018,0.012,-0.023
-0.899,0.237,-0.373,-0.017,0.017,-0.029
-0.902,0.235,-0.37,-0.009,0.016,-0.024
-0.898,0.232,-0.376,-0.008,0.01,-0.012
-0.904,0.233,-0.36,-0.003,0.023,-0.013
-0.892,0.232,-0.378,-0.009,0.027,-0.013
-0.897,0.235,-0.38,-0.006,0.024,-0.01
-0.899,0.237,-0.372,-0.006,0.017,-0.013
-0.897,0.236,-0.377,-0.015,0.024,-0.019
-0.896,0.236,-0.38,-0.009,0.027,-0.02
-0.893,0.234,-0.382,-0.007,0.021,-0.022
-0.895,0.235,-0.382,-0.013,0.021,-0.021
-0.895,0.234,-0.381,-0.017,0.018,-0.024
-0.899,0.231,-0.378,-0.012,0.037,-0.013
-0.89,0.232,-0.386,-0.021,0.018,-0.019
-0.892,0.233,-0.388,-0.012,0.014,-0.015
-0.894,0.235,-0.385,-0.023,0.015,-0.015
-0.895,0.237,-0.38,-0.017,0.007,-0.019
-0.894,0.233,-0.38,-0.008,0.008,-0.034
-0.895,0.232,-0.383,-0.014,0.021,-0.023
-0.892,0.232,-0.383,-0.012,0.02,-0.019
-0.895,0.23,-0.385,-0.017,0.03,-0.017
-0.893,0.233,-0.388,-0.022,0.05,-0.01
-0.89,0.24,-0.39,-0.04,0.067,-0.004
-0.889,0.237,-0.397,0.013,0.009,-0.03
-0.887,0.218,-0.403,0.057,-0.06,-0.055
-0.897,0.232,-0.385,0.014,-0.045,-0.027
-0.899,0.233,-0.379,0.047,-0.169,-0.033
-0.91,0.211,-0.354,0.089,-0.231,-0.097
-0.919,0.184,-0.335,0.062,-0.193,-0.095
-0.928,0.204,-0.328,-0.043,-0.174,-0.062
-0.933,0.204,-0.3,-0.026,-0.133,-0.083
-0.943,0.188,-0.283,-0.003,-0.092,-0.079
-0.948,0.183,-0.277,0.014,-0.059,-0.059
-0.947,0.169,-0.271,-0.021,-0.046,-0.047
-0.948,0.171,-0.277,0.004,-0.029,-0.04
-0.948,0.179,-0.265,-0.013,-0.029,-0.05
-0.949,0.173,-0.266,0.003,-0.019,-0.03
-0.952,0.168,-0.26,0.018,-0.02,-0.018
-0.953,0.163,-0.254,-0.021,0.02,-0.035
-0.955,0.164,-0.26,-0.023,0.018,-0.015
-0.952,0.167,-0.257,-0.008,0.023,-0.001
-0.951,0.176,-0.262,-0.043,0.057,-0.004
-0.939,0.159,-0.256,-0.053,0.094,-0.004
-0.955,0.166,-0.286,-0.164,0.177,0.094
-0.945,0.193,-0.277,-0.11,0.117,0.074
-0.928,0.205,-0.302,-0.025,0.115,0.024
-0.928,0.209,-0.31,0.006,0.082,0.023
-0.926,0.201,-0.312,0.006,0.108,0.013
-0.918,0.211,-0.327,-0.061,0.16,0.009
-0.916,0.217,-0.335,-0.1,0.154,-0.006
-0.907,0.23,-0.358,-0.074,0.169,-0.033
-0.904,0.225,-0.361,-0.013,0.081,-0.041
-0.905,0.212,-0.368,0.009,0.086,-0.053
-0.905,0.201,-0.381,-0.012,0.058,0.021
-0.898,0.217,-0.38,-0.01,0.046,-0.007
-0.9,0.209,-0.379,-0.027,0.033,-0.02
-0.899,0.223,-0.375,-0.055,0.007,-0.009
-0.899,0.231,-0.38,-0.062,0.021,-0.012
-0.902,0.224,-0.375,-0.041,-0.017,-0.037
-0.904,0.219,-0.374,-0.033,0.028,-0.021
-0.898,0.218,-0.379,-0.03,0.015,0.002
-0.896,0.229,-0.376,-0.034,0.022,-0.005
-0.899,0.228,-0.379,0.015,0.021,0.001
-0.897,0.222,-0.385,-0.01,0.013,0.016
-0.896,0.233,-0.374,-0.091,-0.005,0.058
-0.899,0.254,-0.366,-0.031,-0.004,0.03
-0.899,0.257,-0.361,-0.008,0.021,-0.006
-0.897,0.257,-0.368,0.022,0.056,-0.026
-0.883,0.245,-0.394,0.016,0.05,-0.034
-0.89,0.243,-0.384,-0.01,0.016,-0.02
-0.89,0.24,-0.387,-0.018,0.017,-0.034
-0.893,0.232,-0.385,-0.025,0.001,-0.035
-0.898,0.237,-0.375,-0.013,0.001,-0.021
-0.894,0.234,-0.386,-0.039,0.007,-0.031
-0.896,0.243,-0.375,-0.106,-0.029,0.01
-0.894,0.263,-0.369,-0.137,-0.062,0.052
-0.898,0.268,-0.355,-0.119,-0.016,0.046
-0.892,0.276,-0.355,-0.073,-0.014,-0.005
-0.898,0.273,-0.347,-0.061,-0.029,-0.02
-0.902,0.272,-0.349,-0.11,-0.028,-0.009
-0.899,0.281,-0.339,-0.145,-0.044,0.001
-0.901,0.285,-0.333,-0.121,-0.063,-0.001
-0.905,0.299,-0.322,-0.201,-0.134,-0.01
-0.915,0.303,-0.279,-0.156,-0.084,-0.032
-0.922,0.303,-0.267,-0.12,-0.063,-0.039
-0.903,0.31,-0.285,-0.143,-0.016,-0.026
-0.914,0.31,-0.271,-0.12,-0.037,-0.011
-0.918,0.308,-0.254,-0.1,-0.033,-0.014
-0.914,0.313,-0.258,-0.043,0.0,-0.005
-0.918,0.318,-0.252,0.024,0.011,-0.012
-0.916,0.312,-0.258,0.071,0.065,-0.029
-0.915,0.303,-0.257,0.23,0.153,-0.044
-0.91,0.295,-0.29,0.314,0.259,-0.048
-0.89,0.288,-0.34,0.263,0.22,-0.084
-0.893,0.28,-0.37,0.167,0.103,-0.048
-0.906,0.264,-0.335,0.064,0.12,-0.084
-0.896,0.252,-0.375,0.217,0.158,-0.122
-0.9,0.234,-0.385,0.293,0.102,-0.078
-0.889,0.202,-0.415,0.218,0.1,-0.035
-0.877,0.198,-0.431,0.161,0.104,0.005
-0.878,0.177,-0.439,0.042,0.078,-0.023
-0.87,0.199,-0.447,-0.022,0.105,-0.023
-0.863,0.195,-0.458,-0.034,0.024,-0.019
-0.877,0.194,-0.445,0.021,-0.016,-0.018
-0.876,0.184,-0.445,-0.038,-0.029,-0.032
-0.881,0.198,-0.428,-0.037,-0.028,0.0
-0.882,0.2,-0.427,-0.013,0.001,-0.009
-0.88,0.194,-0.432,-0.023,0.015,-0.037
-0.88,0.195,-0.431,-0.027,0.017,-0.019
-0.878,0.198,-0.437,-0.019,0.019,-0.013
-0.877,0.198,-0.437,-0.016,0.027,-0.018
-0.879,0.195,-0.436,-0.018,0.008,-0.025
-0.878,0.196,-0.432,-0.018,0.002,-0.021
-0.879,0.195,-0.436,-0.011,0.009,-0.018
-0.877,0.198,-0.434,-0.015,0.005,-0.021
-0.882,0.196,-0.431,-0.013,0.018,-0.02
-0.88,0.195,-0.436,-0.013,0.02,-0.015
-0.876,0.196,-0.436,-0.013,0.019,-0.019
-0.879,0.194,-0.436,-0.016,0.01,-0.019
-0.876,0.197,-0.441,-0.001,0.021,-0.005
-0.877,0.194,-0.437,-0.022,-0.017,-0.014
-0.882,0.196,-0.426,-0.023,0.001,-0.018
-0.881,0.197,-0.432,-0.017,0.013,-0.019
-0.882,0.198,-0.428,-0.016,0.037,-0.014
-0.886,0.199,-0.425,0.008,0.043,-0.006
-0.873,0.2,-0.437,0.003,0.061,-0.005
-0.868,0.198,-0.445,-0.02,0.1,-0.039
-0.873,0.179,-0.464,-0.101,-0.062,-0.11
-0.875,0.193,-0.436,-0.178,-0.12,-0.037
-0.885,0.203,-0.418,-0.151,-0.154,-0.02
-0.887,0.209,-0.397,-0.101,-0.153,-0.025
-0.901,0.214,-0.397,-0.121,-0.289,-0.041
-0.928,0.209,-0.331,-0.131,-0.521,-0.084
-0.942,0.204,-0.265,-0.093,-0.509,-0.095
-0.946,0.194,-0.23,-0.08,-0.376,-0.073
-0.963,0.199,-0.198,-0.086,-0.296,-0.047
-0.962,0.196,-0.181,-0.123,-0.298,-0.034
-0.984,0.198,-0.141,-0.18,-0.334,-0.06
-0.981,0.198,-0.093,-0.153,-0.227,-0.036
-0.983,0.207,-0.079,-0.084,-0.161,-0.03
-0.983,0.199,-0.074,-0.044,-0.171,-0.046
-0.992,0.183,-0.043,-0.051,-0.235,-0.047
-0.992,0.184,-0.001,-0.077,-0.124,-0.036
-0.993,0.198,0.003,-0.07,-0.105,-0.014
-0.98,0.203,-0.002,-0.036,-0.075,-0.001
-0.982,0.206,0.01,-0.016,-0.003,0.001
-0.988,0.193,0.009,-0.033,-0.001,-0.009
-0.987,0.196,0.013,-0.033,-0.017,-0.005
-0.99,0.203,0.024,-0.017,-0.012,-0.022
-0.989,0.2,0.027,0.002,0.008,-0.028
-0.986,0.201,0.022,0.009,0.06,-0.037
-0.992,0.209,0.025,0.078,0.181,-0.059
-0.997,0.187,-0.009,0.147,0.322,0.039
-0.989,0.179,-0.054,0.075,0.379,0.059
-0.983,0.212,-0.095,0.072,0.322,0.019
-0.981,0.205,-0.126,0.057,0.353,0.022
-0.974,0.211,-0.181,0.133,0.428,-0.023
-0.958,0.209,-0.216,0.104,0.396,-0.013
-0.949,0.19,-0.253,0.082,0.27,-0.01
-0.944,0.195,-0.287,0.112,0.267,0.022
-0.933,0.183,-0.297,0.034,0.204,0.023
-0.934,0.197,-0.318,-0.005,0.25,0.057
-0.912,0.215,-0.344,0.035,0.287,0.012
-0.9,0.21,-0.395,0.035,0.247,-0.05
-0.89,0.211,-0.391,0.041,0.138,-0.027
-0.892,0.195,-0.406,0.035,0.097,-0.012
-0.89,0.193,-0.413,-0.06,0.037,-0.02
-0.887,0.21,-0.408,-0.038,0.025,-0.011
-0.883,0.206,-0.416,-0.022,0.017,0.006
-0.891,0.207,-0.4,-0.019,-0.03,-0.014
-0.898,0.203,-0.398,-0.058,-0.007,-0.037
-0.902,0.212,-0.382,-0.017,0.003,0.005
-0.891,0.212,-0.403,0.008,0.061,0.01
-0.888,0.212,-0.408,-0.011,0.033,-0.011
-0.888,0.214,-0.405,-0.01,0.011,0.005
-0.883,0.216,-0.411,-0.019,0.015,0.005
-0.885,0.219,-0.41,-0.014,0.008,-0.01
-0.888,0.217,-0.402,-0.015,0.006,-0.017
-0.888,0.216,-0.405,-0.023,0.017,-0.015
-0.884,0.22,-0.407,-0.023,0.019,-0.011
-0.89,0.22,-0.398,-0.014,0.016,-0.01
-0.886,0.223,-0.408,-0.013,0.04,-0.009
-0.882,0.222,-0.415,-0.009,0.026,-0.014
-0.886,0.221,-0.408,-0.013,-0.001,-0.017
-0.886,0.223,-0.405,-0.007,-0.003,-0.01
-0.887,0.223,-0.408,-0.006,0.015,-0.014
-0.884,0.224,-0.408,-0.008,0.02,-0.022
-0.884,0.22,-0.41,-0.012,0.019,-0.026
-0.887,0.219,-0.406,-0.003,0.015,-0.013
-0.88,0.22,-0.417,-0.013,0.02,-0.013
-0.886,0.224,-0.406,-0.014,0.019,-0.017
-0.888,0.22,-0.407,-0.003,0.014,-0.011
-0.883,0.219,-0.41,-0.01,0.023,-0.005
-0.882,0.223,-0.416,-0.012,0.024,-0.009
-0.883,0.223,-0.414,-0.013,0.02,-0.016
-0.881,0.226,-0.413,-0.014,0.019,-0.021
-0.885,0.225,-0.411,-0.006,0.028,-0.02
-0.877,0.221,-0.421,-0.014,0.023,-0.028
-0.882,0.219,-0.418,-0.013,0.02,-0.024
-0.884,0.22,-0.416,-0.017,0.015,-0.02
-0.883,0.22,-0.416,-0.014,0.011,-0.016
-0.881,0.219,-0.419,-0.011,0.021,-0.014
-0.876,0.219,-0.426,-0.013,0.006,-0.014
-0.882,0.221,-0.417,-0.034,0.011,-0.005
-0.884,0.223,-0.414,-0.015,0.011,-0.004
-0.879,0.226,-0.419,-0.014,0.03,0.0
-0.878,0.229,-0.418,-0.016,0.018,-0.008
-0.879,0.228,-0.417,-0.016,0.007,-0.006
-0.878,0.229,-0.421,-0.014,0.018,-0.015
-0.882,0.228,-0.412,0.028,0.015,0.0
-0.88,0.217,-0.425,-0.01,0.011,-0.014
-0.876,0.233,-0.417,-0.072,-0.019,0.017
-0.881,0.25,-0.405,-0.006,-0.009,0.018
-0.877,0.238,-0.413,0.005,0.012,-0.03
-0.885,0.233,-0.41,-0.001,0.022,-0.043
-0.877,0.235,-0.418,-0.014,0.026,-0.014
-0.881,0.23,-0.418,-0.011,0.011,-0.015
-0.879,0.238,-0.412,0.002,0.005,-0.008
-0.878,0.235,-0.416,-0.006,0.009,-0.02
-0.877,0.234,-0.416,-0.031,0.01,-0.033
-0.877,0.235,-0.412,-0.021,0.011,-0.035
-0.882,0.231,-0.416,-0.006,0.008,-0.034
-0.882,0.227,-0.411,-0.003,0.002,-0.01
-0.885,0.233,-0.408,-0.013,0.004,0.002
-0.886,0.237,-0.404,-0.026,0.037,-0.006
-0.876,0.236,-0.417,-0.016,0.045,-0.013
-0.879,0.237,-0.418,0.01,0.057,-0.027
-0.875,0.233,-0.421,0.023,0.042,-0.039
-0.872,0.226,-0.433,0.027,0.041,-0.049
-0.874,0.215,-0.435,0.014,0.038,-0.032
-0.873,0.217,-0.437,0.009,0.027,-0.012
-0.872,0.217,-0.437,-0.001,0.03,-0.015
-0.873,0.219,-0.437,-0.02,0.028,-0.017
-0.875,0.223,-0.432,-0.013,0.033,-0.007
-0.862,0.225,-0.448,-0.022,0.019,-0.012
-0.869,0.225,-0.441,-0.018,0.002,-0.018
-0.873,0.223,-0.433,-0.029,-0.007,-0.02
-0.871,0.222,-0.432,-0.026,-0.006,-0.017
-0.873,0.223,-0.431,-0.019,0.001,-0.01
-0.873,0.223,-0.431,-0.03,-0.002,-0.007
-0.874,0.229,-0.427,-0.024,-0.004,-0.009
-0.873,0.23,-0.428,-0.008,0.003,-0.007
-0.879,0.23,-0.427,-0.015,0.021,-0.007
-0.87,0.23,-0.431,-0.019,0.006,-0.013
-0.872,0.23,-0.428,-0.015,0.011,-0.011
-0.877,0.231,-0.424,-0.016,0.008,-0.009
-0.873,0.234,-0.427,-0.018,0.007,-0.004
-0.874,0.235,-0.425,-0.014,0.005,-0.008
-0.875,0.234,-0.423,-0.018,0.006,-0.012
-0.875,0.236,-0.423,-0.015,0.006,-0.011
-0.877,0.234,-0.417,-0.014,0.002,-0.011
-0.872,0.237,-0.429,-0.01,0.014,-0.006
-0.876,0.239,-0.42,-0.004,0.007,-0.006
-0.876,0.237,-0.419,-0.005,0.01,-0.01
-0.874,0.238,-0.423,-0.01,0.015,-0.011
-0.872,0.24,-0.423,-0.015,0.015,-0.009
-0.874,0.239,-0.422,-0.017,0.019,-0.01
-0.872,0.241,-0.422,-0.02,0.019,-0.007
-0.874,0.242,-0.419,-0.015,0.017,0.001
-0.869,0.244,-0.428,-0.017,0.031,0.007
-0.871,0.251,-0.427,-0.013,0.015,0.008
-0.87,0.252,-0.424,-0.006,0.012,0.002
-0.866,0.254,-0.424,-0.01,0.012,-0.019
-0.871,0.251,-0.424,-0.009,0.023,-0.031
-0.872,0.248,-0.426,-0.006,0.022,-0.027
-0.869,0.247,-0.427,-0.005,0.031,-0.023
-0.87,0.245,-0.428,-0.009,0.034,-0.03
-0.869,0.245,-0.434,-0.007,0.044,-0.026
-0.865,0.241,-0.437,-0.013,0.025,-0.029
-0.865,0.24,-0.438,-0.011,0.016,-0.024
-0.868,0.239,-0.437,-0.014,0.018,-0.018
-0.866,0.242,-0.437,-0.014,0.012,-0.01
-0.865,0.243,-0.437,-0.018,0.009,-0.009
-0.865,0.245,-0.436,-0.019,0.007,-0.01
-0.865,0.248,-0.435,-0.011,0.003,-0.008
-0.866,0.247,-0.433,-0.013,0.002,-0.014
-0.869,0.249,-0.428,-0.011,0.017,-0.017
-0.861,0.246,-0.437,-0.017,-0.001,-0.033
-0.867,0.244,-0.434,-0.015,0.001,-0.034
-0.872,0.241,-0.428,-0.018,-0.003,-0.03
-0.871,0.239,-0.427,-0.019,-0.01,-0.017
-0.873,0.242,-0.426,-0.01,-0.006,-0.016
-0.871,0.241,-0.429,-0.023,-0.028,-0.025
-0.871,0.238,-0.419,-0.022,-0.107,-0.025
-0.88,0.242,-0.406,-0.019,-0.071,-0.028
-0.884,0.244,-0.4,-0.033,-0.052,-0.022
-0.886,0.245,-0.397,-0.027,-0.008,-0.008
-0.886,0.246,-0.395,-0.026,0.005,-0.022
-0.891,0.243,-0.388,-0.015,0.025,-0.014
-0.885,0.245,-0.397,-0.015,0.028,-0.006
-0.882,0.251,-0.399,-0.01,0.038,-0.014
-0.88,0.248,-0.404,-0.003,0.018,-0.026
-0.881,0.244,-0.398,-0.022,0.003,-0.042
-0.887,0.242,-0.393,-0.011,0.019,-0.041
-0.881,0.238,-0.406,0.0,0.021,-0.021
-0.887,0.237,-0.4,-0.011,0.024,-0.019
-0.887,0.238,-0.4,-0.016,0.035,-0.016
-0.884,0.24,-0.403,-0.041,0.015,-0.008
-0.885,0.247,-0.401,-0.052,0.0,-0.01
-0.887,0.251,-0.393,-0.054,-0.001,-0.021
-0.888,0.25,-0.388,-0.026,0.052,-0.038
-0.69,0.194,-0.69,0.146,0.09,0.112
-0.69,0.164,-0.705,0.141,0.074,-0.095
-0.688,0.131,-0.711,-0.055,0.162,-0.122
-0.665,0.164,-0.73,-0.105,0.176,-0.058
-0.657,0.156,-0.734,-0.046,0.166,-0.02
-0.644,0.151,-0.744,-0.077,0.078,0.003
-0.651,0.169,-0.737,-0.082,0.094,-0.007
-0.649,0.177,-0.739,-0.025,0.036,0.004
-0.642,0.173,-0.738,-0.04,0.08,0.011
-0.64,0.181,-0.753,-0.018,0.043,0.0
-0.641,0.175,-0.743,-0.012,0.034,-0.003
-0.644,0.186,-0.757,-0.06,0.068,-0.023
-0.639,0.19,-0.735,-0.094,0.087,0.017
-0.627,0.198,-0.759,-0.099,0.102,-0.002
-0.61,0.203,-0.762,-0.025,0.056,0.034
-0.606,0.208,-0.766,-0.001,0.04,0.042
-0.606,0.217,-0.762,0.013,0.024,0.033
-0.613,0.219,-0.76,0.033,0.029,0.035
-0.603,0.21,-0.77,-0.019,0.035,0.013
-0.609,0.215,-0.761,-0.044,0.041,-0.016
-0.601,0.221,-0.77,-0.032,0.031,-0.001
-0.597,0.223,-0.772,-0.037,0.025,-0.005
-0.597,0.222,-0.772,-0.028,0.019,-0.013
-0.601,0.222,-0.769,-0.035,0.019,-0.026
-0.6,0.221,-0.767,-0.021,0.014,-0.023
-0.603,0.223,-0.765,-0.023,0.019,-0.02
-0.602,0.226,-0.772,-0.017,-0.002,-0.032
-0.607,0.221,-0.759,-0.017,-0.003,-0.034
-0.597,0.221,-0.767,-0.025,0.013,-0.026
