ag_x,ag_y,ag_z,g_x,g_y,g_z
-0.564,0.273,-0.78,-0.017,0.011,-0.019
-0.564,0.276,-0.777,-0.016,0.009,-0.012
-0.566,0.275,-0.782,-0.02,0.015,-0.019
-0.563,0.273,-0.782,-0.019,0.009,-0.017
-0.564,0.278,-0.778,-0.011,0.016,-0.014
-0.561,0.275,-0.78,-0.009,0.009,-0.018
-0.565,0.272,-0.78,-0.018,0.009,-0.017
-0.562,0.28,-0.777,-0.014,0.019,-0.022
-0.566,0.276,-0.776,-0.015,0.008,-0.013
-0.566,0.274,-0.778,-0.014,0.011,-0.018
-0.564,0.274,-0.777,-0.015,0.012,-0.018
-0.566,0.277,-0.78,-0.016,0.013,-0.022
-0.566,0.273,-0.777,-0.03,0.009,-0.019
-0.565,0.275,-0.777,-0.015,0.011,-0.017
-0.567,0.277,-0.775,-0.009,0.015,-0.019
-0.564,0.281,-0.777,-0.002,0.013,-0.029
-0.566,0.279,-0.774,-0.004,0.009,-0.033
-0.568,0.271,-0.779,-0.022,0.012,-0.025
-0.567,0.27,-0.78,-0.016,0.012,-0.027
-0.567,0.272,-0.776,0.005,0.01,-0.016
-0.566,0.272,-0.778,0.0,0.005,-0.015
-0.568,0.275,-0.775,-0.012,0.005,-0.023
-0.569,0.272,-0.774,-0.017,0.006,-0.021
-0.573,0.271,-0.775,-0.024,0.008,-0.022
-0.571,0.271,-0.772,-0.009,0.022,-0.017
-0.565,0.271,-0.78,-0.006,0.015,-0.015
-0.567,0.27,-0.78,-0.012,0.012,-0.018
-0.568,0.272,-0.775,-0.015,0.012,-0.018
-0.569,0.271,-0.777,-0.013,0.007,-0.019
-0.571,0.273,-0.773,-0.014,0.006,-0.022
-0.57,0.271,-0.775,-0.017,0.015,-0.021
-0.57,0.271,-0.775,-0.02,0.017,-0.018
-0.57,0.272,-0.776,-0.017,0.023,-0.022
-0.57,0.27,-0.779,-0.029,0.02,-0.021
-0.568,0.27,-0.779,-0.036,0.021,-0.019
-0.565,0.269,-0.78,-0.028,0.009,-0.014
-0.57,0.275,-0.773,-0.004,0.006,-0.008
-0.57,0.278,-0.772,0.007,0.008,-0.003
-0.57,0.278,-0.774,-0.001,0.008,-0.015
-0.568,0.274,-0.776,-0.015,0.015,-0.02
-0.568,0.273,-0.776,-0.02,0.015,-0.021
-0.57,0.27,-0.777,-0.016,0.013,-0.017
-0.57,0.271,-0.775,-0.013,0.011,-0.017
-0.57,0.273,-0.775,-0.015,0.012,-0.016
-0.57,0.274,-0.776,-0.017,0.024,-0.017
-0.568,0.273,-0.776,-0.015,0.013,-0.02
-0.57,0.271,-0.775,-0.017,0.011,-0.019
-0.571,0.273,-0.775,-0.014,0.016,-0.015
-0.568,0.273,-0.775,-0.014,0.013,-0.017
-0.568,0.272,-0.776,-0.016,0.013,-0.017
-0.566,0.272,-0.777,-0.01,0.019,-0.017
-0.568,0.272,-0.778,-0.009,0.018,-0.015
-0.568,0.272,-0.776,-0.014,0.017,-0.015
-0.569,0.271,-0.772,-0.011,0.026,-0.015
-0.565,0.27,-0.779,-0.013,0.022,-0.016
-0.567,0.271,-0.778,-0.015,0.019,-0.017
-0.564,0.274,-0.779,-0.01,0.023,-0.014
-0.563,0.272,-0.78,-0.015,0.018,-0.016
-0.565,0.271,-0.78,-0.01,0.014,-0.018
-0.563,0.271,-0.78,-0.013,0.014,-0.019
-0.563,0.272,-0.78,-0.014,0.015,-0.017
-0.563,0.273,-0.782,-0.015,0.021,-0.013
-0.561,0.271,-0.78,-0.014,0.013,-0.017
-0.564,0.27,-0.78,-0.015,0.011,-0.02
-0.564,0.273,-0.782,-0.017,0.015,-0.016
-0.563,0.274,-0.781,-0.016,0.013,-0.019
-0.563,0.271,-0.78,-0.019,0.011,-0.018
-0.565,0.271,-0.779,-0.016,0.015,-0.019
-0.564,0.272,-0.778,-0.011,0.015,-0.016
-0.56,0.271,-0.782,-0.01,0.016,-0.017
-0.565,0.273,-0.78,-0.013,0.013,-0.019
-0.563,0.275,-0.78,-0.014,0.013,-0.02
-0.565,0.273,-0.781,-0.017,0.01,-0.018
-0.562,0.272,-0.781,-0.017,0.011,-0.017
-0.562,0.272,-0.779,-0.016,0.014,-0.016
-0.563,0.273,-0.781,-0.017,0.014,-0.019
-0.564,0.275,-0.782,-0.017,0.021,-0.016
-0.561,0.272,-0.781,-0.014,0.013,-0.018
-0.562,0.272,-0.782,-0.012,0.012,-0.017
-0.563,0.273,-0.779,-0.016,0.015,-0.018
-0.563,0.273,-0.779,-0.018,0.014,-0.014
-0.56,0.273,-0.78,-0.016,0.014,-0.019
-0.564,0.273,-0.779,-0.015,0.012,-0.018
-0.563,0.272,-0.782,-0.015,0.013,-0.016
-0.561,0.274,-0.782,-0.013,0.013,-0.018
-0.563,0.276,-0.783,-0.013,0.024,-0.018
-0.56,0.274,-0.781,-0.011,0.014,-0.019
-0.565,0.272,-0.78,-0.014,0.011,-0.016
-0.562,0.274,-0.783,-0.016,0.013,-0.018
-0.562,0.274,-0.779,-0.014,0.009,-0.018
-0.563,0.272,-0.782,-0.017,0.012,-0.018
-0.563,0.273,-0.781,-0.013,0.013,-0.02
-0.563,0.274,-0.781,-0.013,0.014,-0.02
-0.562,0.272,-0.779,-0.014,0.016,-0.017
-0.563,0.271,-0.78,-0.015,0.013,-0.02
-0.565,0.274,-0.78,-0.014,0.021,-0.016
-0.559,0.273,-0.782,-0.013,0.011,-0.02
-0.562,0.275,-0.778,-0.013,0.012,-0.023
-0.562,0.272,-0.783,-0.014,0.009,-0.019
-0.563,0.271,-0.779,-0.01,0.01,-0.024
-0.564,0.27,-0.779,-0.017,0.012,-0.023
-0.564,0.27,-0.78,-0.015,0.009,-0.025
-0.565,0.27,-0.777,-0.007,0.008,-0.014
-0.567,0.268,-0.778,-0.022,0.011,-0.02
-0.563,0.27,-0.781,-0.019,0.012,-0.017
-0.566,0.269,-0.776,-0.015,0.014,-0.016
-0.431,0.163,-0.872,-0.191,-0.245,-0.074
-0.505,0.174,-0.824,-0.257,-0.286,-0.12
-0.545,0.204,-0.767,-0.199,-0.044,-0.07
-0.501,0.189,-0.848,0.001,0.115,0.061
-0.457,0.241,-0.867,0.059,0.108,0.042
-0.46,0.212,-0.854,-0.006,0.005,-0.022
-0.474,0.205,-0.838,-0.014,0.018,0.0
-0.488,0.208,-0.84,-0.026,0.01,0.015
-0.481,0.206,-0.851,-0.019,-0.006,-0.004
-0.475,0.209,-0.843,-0.002,-0.022,-0.032
-0.477,0.207,-0.839,-0.009,0.001,-0.002
-0.473,0.215,-0.848,-0.001,-0.019,-0.013
-0.486,0.212,-0.841,-0.011,-0.012,-0.033
-0.484,0.21,-0.834,-0.019,0.0,-0.039
-0.483,0.212,-0.839,-0.032,0.02,-0.037
-0.485,0.213,-0.842,-0.041,0.03,-0.034
-0.487,0.216,-0.834,-0.059,0.04,-0.049
-0.495,0.219,-0.831,-0.053,0.03,-0.052
-0.498,0.21,-0.829,-0.039,0.033,-0.038
-0.496,0.215,-0.829,-0.027,0.025,-0.021
-0.485,0.219,-0.837,-0.021,0.037,-0.021
-0.477,0.222,-0.835,-0.027,0.045,-0.035
-0.477,0.226,-0.838,-0.025,0.049,-0.034
-0.472,0.223,-0.842,-0.036,0.029,-0.027
-0.477,0.223,-0.841,-0.03,0.022,-0.019
-0.475,0.225,-0.839,-0.031,0.03,-0.022
-0.479,0.227,-0.837,-0.022,0.022,-0.022
-0.475,0.225,-0.84,-0.003,0.027,-0.017
-0.473,0.227,-0.842,-0.018,0.027,-0.021
-0.471,0.227,-0.841,-0.019,0.015,-0.024
-0.469,0.226,-0.843,-0.015,0.014,-0.017
-0.468,0.229,-0.844,-0.017,0.019,-0.019
-0.474,0.227,-0.836,-0.022,0.014,-0.025
-0.469,0.229,-0.845,-0.021,0.018,-0.021
-0.47,0.229,-0.845,-0.008,0.011,-0.032
-0.469,0.231,-0.84,-0.014,0.012,-0.034
-0.468,0.23,-0.843,-0.015,0.011,-0.027
-0.468,0.229,-0.843,-0.019,0.014,-0.019
-0.471,0.23,-0.843,-0.014,0.019,-0.025
-0.47,0.231,-0.839,-0.031,0.021,-0.04
-0.466,0.235,-0.842,-0.035,0.025,-0.035
-0.468,0.235,-0.842,-0.042,0.021,-0.026
-0.469,0.231,-0.842,-0.03,0.029,-0.021
-0.47,0.233,-0.841,-0.014,0.009,-0.015
-0.465,0.237,-0.842,-0.002,0.003,-0.01
-0.466,0.238,-0.842,-0.006,0.013,-0.015
-0.466,0.239,-0.841,-0.016,0.016,-0.017
-0.467,0.239,-0.842,-0.024,0.018,-0.024
-0.467,0.238,-0.842,-0.031,0.017,-0.025
-0.466,0.238,-0.842,-0.028,0.014,-0.022
-0.467,0.24,-0.84,-0.023,0.014,-0.021
-0.466,0.241,-0.844,-0.019,0.015,-0.021
-0.463,0.243,-0.842,-0.013,0.029,-0.016
-0.463,0.241,-0.842,-0.01,0.015,-0.017
-0.465,0.243,-0.843,-0.006,0.012,-0.021
-0.464,0.241,-0.841,-0.009,0.016,-0.017
-0.466,0.242,-0.84,-0.012,0.017,-0.017
-0.463,0.242,-0.841,-0.011,0.01,-0.013
-0.463,0.242,-0.842,-0.009,0.012,-0.013
-0.464,0.243,-0.842,-0.006,0.015,-0.018
-0.463,0.242,-0.843,-0.009,0.014,-0.019
-0.463,0.242,-0.843,-0.016,0.016,-0.018
-0.464,0.239,-0.838,-0.015,0.014,-0.019
-0.461,0.242,-0.845,-0.009,0.02,-0.021
-0.46,0.243,-0.844,-0.005,0.015,-0.017
-0.463,0.24,-0.84,-0.013,0.009,-0.021
-0.463,0.242,-0.844,-0.012,0.014,-0.019
-0.462,0.24,-0.844,-0.014,0.012,-0.019
-0.462,0.24,-0.842,-0.016,0.014,-0.019
-0.462,0.245,-0.843,-0.012,0.008,-0.023
-0.46,0.245,-0.845,-0.009,0.014,-0.018
-0.459,0.243,-0.844,-0.013,0.015,-0.017
-0.464,0.242,-0.839,-0.01,0.021,-0.015
-0.459,0.245,-0.842,-0.01,0.014,-0.018
-0.461,0.245,-0.843,-0.013,0.014,-0.017
-0.461,0.244,-0.841,-0.014,0.013,-0.015
-0.461,0.243,-0.844,-0.012,0.008,-0.017
-0.462,0.245,-0.844,-0.01,0.01,-0.018
-0.462,0.245,-0.843,-0.011,0.011,-0.018
-0.461,0.244,-0.842,-0.013,0.011,-0.018
-0.462,0.244,-0.842,-0.014,0.011,-0.021
-0.463,0.245,-0.841,-0.01,0.01,-0.018
-0.463,0.248,-0.84,-0.009,0.026,-0.013
-0.459,0.244,-0.847,-0.01,0.015,-0.019
-0.462,0.243,-0.842,-0.011,0.013,-0.019
-0.462,0.245,-0.841,-0.012,0.013,-0.019
-0.463,0.245,-0.842,-0.01,0.009,-0.018
-0.463,0.243,-0.841,-0.011,0.011,-0.02
-0.462,0.244,-0.842,-0.013,0.013,-0.02
-0.461,0.246,-0.841,-0.011,0.011,-0.018
-0.463,0.246,-0.842,-0.011,0.012,-0.018
-0.462,0.243,-0.842,-0.011,0.015,-0.02
-0.463,0.245,-0.842,-0.011,0.013,-0.019
-0.459,0.243,-0.846,-0.007,0.023,-0.019
-0.462,0.243,-0.841,-0.007,0.01,-0.016
-0.46,0.244,-0.842,-0.009,0.011,-0.021
-0.463,0.244,-0.843,-0.012,0.013,-0.022
-0.459,0.243,-0.844,-0.014,0.012,-0.017
-0.46,0.243,-0.842,-0.013,0.011,-0.021
-0.461,0.244,-0.842,-0.014,0.012,-0.022
-0.463,0.244,-0.842,-0.013,0.01,-0.02
-0.46,0.246,-0.842,-0.011,0.011,-0.016
-0.461,0.242,-0.844,-0.013,0.015,-0.015
-0.458,0.245,-0.847,-0.01,0.026,-0.02
-0.461,0.245,-0.842,-0.012,0.009,-0.02
-0.46,0.243,-0.844,-0.011,0.014,-0.018
-0.463,0.243,-0.842,-0.012,0.013,-0.022
-0.459,0.247,-0.841,-0.008,0.013,-0.019
-0.458,0.244,-0.845,-0.015,0.014,-0.023
-0.458,0.244,-0.843,-0.016,0.013,-0.022
-0.461,0.245,-0.842,-0.01,0.011,-0.02
-0.459,0.244,-0.844,-0.008,0.01,-0.015
-0.459,0.246,-0.843,-0.011,0.015,-0.017
-0.46,0.246,-0.845,-0.012,0.016,-0.018
-0.458,0.245,-0.846,-0.012,0.023,-0.022
-0.46,0.244,-0.843,-0.014,0.016,-0.017
-0.457,0.246,-0.844,-0.007,0.01,-0.017
-0.461,0.244,-0.845,-0.012,0.012,-0.022
-0.457,0.245,-0.845,-0.017,0.013,-0.02
-0.458,0.243,-0.844,-0.014,0.012,-0.021
-0.458,0.245,-0.845,-0.008,0.011,-0.02
-0.459,0.248,-0.843,-0.007,0.01,-0.02
-0.458,0.245,-0.845,-0.013,0.012,-0.02
-0.459,0.243,-0.844,-0.015,0.013,-0.02
-0.46,0.247,-0.846,-0.011,0.012,-0.019
-0.455,0.247,-0.848,-0.006,0.021,-0.015
-0.458,0.244,-0.842,-0.011,0.014,-0.02
-0.457,0.244,-0.845,-0.011,0.012,-0.018
-0.459,0.243,-0.845,-0.013,0.013,-0.022
-0.456,0.246,-0.844,-0.013,0.01,-0.02
-0.458,0.244,-0.842,-0.014,0.009,-0.019
-0.457,0.246,-0.844,-0.013,0.011,-0.02
-0.458,0.246,-0.845,-0.012,0.011,-0.019
-0.456,0.245,-0.844,-0.011,0.012,-0.018
-0.458,0.247,-0.845,-0.013,0.012,-0.019
-0.459,0.248,-0.84,-0.009,0.021,-0.014
-0.455,0.247,-0.845,-0.01,0.014,-0.018
-0.456,0.246,-0.844,-0.012,0.014,-0.019
-0.459,0.244,-0.844,-0.014,0.014,-0.018
-0.457,0.245,-0.845,-0.013,0.01,-0.018
-0.456,0.245,-0.845,-0.01,0.01,-0.018
-0.456,0.246,-0.845,-0.01,0.013,-0.018
-0.458,0.247,-0.845,-0.011,0.011,-0.02
-0.457,0.249,-0.844,-0.013,0.014,-0.02
-0.457,0.245,-0.844,-0.012,0.012,-0.019
-0.457,0.246,-0.846,-0.01,0.015,-0.018
-0.455,0.247,-0.849,-0.011,0.029,-0.015
-0.458,0.247,-0.843,-0.011,0.009,-0.02
-0.456,0.246,-0.845,-0.011,0.013,-0.019
-0.457,0.247,-0.845,-0.013,0.016,-0.018
-0.456,0.247,-0.844,-0.01,0.009,-0.018
-0.456,0.246,-0.846,-0.009,0.012,-0.017
-0.458,0.246,-0.845,-0.012,0.012,-0.02
-0.458,0.247,-0.843,-0.011,0.011,-0.019
-0.457,0.245,-0.845,-0.01,0.012,-0.019
-0.457,0.246,-0.845,-0.009,0.012,-0.018
-0.457,0.246,-0.845,-0.01,0.015,-0.018
-0.454,0.247,-0.848,-0.013,0.03,-0.017
-0.456,0.245,-0.843,-0.011,0.01,-0.019
-0.457,0.246,-0.844,-0.011,0.012,-0.022
-0.459,0.246,-0.846,-0.013,0.015,-0.019
-0.456,0.246,-0.845,-0.013,0.014,-0.019
-0.455,0.246,-0.845,-0.013,0.012,-0.019
-0.455,0.246,-0.846,-0.011,0.01,-0.019
-0.457,0.247,-0.845,-0.011,0.012,-0.019
-0.456,0.247,-0.846,-0.01,0.013,-0.018
-0.454,0.246,-0.846,-0.013,0.017,-0.018
-0.458,0.245,-0.841,-0.007,0.015,-0.017
-0.452,0.248,-0.847,-0.008,0.016,-0.017
-0.456,0.247,-0.846,-0.012,0.015,-0.02
-0.456,0.246,-0.844,-0.014,0.007,-0.021
-0.456,0.247,-0.845,-0.012,0.01,-0.02
-0.454,0.247,-0.847,-0.011,0.008,-0.019
-0.456,0.246,-0.845,-0.012,0.011,-0.019
-0.458,0.247,-0.844,-0.011,0.009,-0.019
-0.456,0.247,-0.845,-0.011,0.009,-0.018
-0.455,0.247,-0.844,-0.012,0.011,-0.018
-0.458,0.246,-0.846,-0.011,0.013,-0.019
-0.455,0.248,-0.848,-0.01,0.025,-0.019
-0.456,0.249,-0.843,-0.01,0.009,-0.019
-0.455,0.247,-0.846,-0.012,0.014,-0.018
-0.455,0.248,-0.848,-0.013,0.015,-0.021
-0.455,0.249,-0.844,-0.009,0.007,-0.018
-0.455,0.248,-0.847,-0.009,0.011,-0.018
-0.454,0.247,-0.847,-0.01,0.013,-0.018
-0.458,0.247,-0.845,-0.013,0.013,-0.021
-0.456,0.246,-0.843,-0.012,0.013,-0.02
-0.455,0.248,-0.845,-0.009,0.013,-0.02
-0.456,0.247,-0.841,-0.007,0.02,-0.018
-0.455,0.245,-0.845,-0.01,0.018,-0.021
-0.455,0.245,-0.845,-0.012,0.013,-0.02
-0.455,0.247,-0.842,-0.011,0.009,-0.018
-0.456,0.247,-0.845,-0.012,0.011,-0.018
-0.453,0.247,-0.845,-0.011,0.01,-0.018
-0.454,0.247,-0.846,-0.011,0.014,-0.018
-0.455,0.248,-0.846,-0.01,0.011,-0.019
-0.456,0.246,-0.844,-0.012,0.014,-0.019
-0.455,0.247,-0.843,-0.012,0.016,-0.018
-0.455,0.248,-0.846,-0.012,0.012,-0.018
-0.453,0.246,-0.85,-0.008,0.019,-0.019
-0.454,0.247,-0.845,-0.014,0.013,-0.019
-0.455,0.248,-0.844,-0.016,0.006,-0.017
-0.455,0.246,-0.848,-0.011,0.012,-0.021
-0.455,0.248,-0.845,-0.008,0.013,-0.019
-0.457,0.248,-0.846,-0.009,0.013,-0.019
-0.456,0.248,-0.846,-0.013,0.011,-0.021
-0.456,0.247,-0.846,-0.013,0.012,-0.02
-0.455,0.247,-0.844,-0.011,0.011,-0.019
-0.455,0.249,-0.846,-0.01,0.011,-0.018
-0.457,0.247,-0.84,-0.006,0.017,-0.017
-0.452,0.248,-0.847,-0.009,0.016,-0.019
-0.455,0.247,-0.845,-0.012,0.014,-0.021
-0.456,0.246,-0.845,-0.015,0.008,-0.019
-0.456,0.247,-0.846,-0.01,0.013,-0.018
-0.453,0.248,-0.846,-0.011,0.013,-0.02
-0.454,0.246,-0.844,-0.011,0.013,-0.018
-0.455,0.248,-0.846,-0.012,0.01,-0.019
-0.454,0.248,-0.846,-0.011,0.01,-0.018
-0.454,0.249,-0.845,-0.008,0.015,-0.017
-0.452,0.247,-0.847,-0.01,0.017,-0.019
-0.455,0.25,-0.843,-0.007,0.025,-0.015
-0.451,0.247,-0.847,-0.008,0.013,-0.018
-0.454,0.247,-0.845,-0.011,0.013,-0.02
-0.454,0.248,-0.843,-0.011,0.015,-0.019
-0.454,0.246,-0.846,-0.008,0.01,-0.017
-0.453,0.245,-0.846,-0.007,0.009,-0.018
-0.453,0.247,-0.846,-0.008,0.011,-0.019
-0.454,0.247,-0.845,-0.01,0.012,-0.021
-0.453,0.246,-0.845,-0.013,0.013,-0.02
-0.454,0.246,-0.847,-0.012,0.014,-0.019
-0.455,0.246,-0.847,-0.013,0.011,-0.019
-0.45,0.247,-0.853,-0.007,0.021,-0.019
-0.453,0.244,-0.844,-0.009,0.013,-0.018
-0.451,0.246,-0.846,-0.011,0.012,-0.022
-0.454,0.245,-0.848,-0.015,0.013,-0.02
-0.452,0.245,-0.847,-0.014,0.01,-0.017
-0.453,0.247,-0.845,-0.012,0.009,-0.017
-0.453,0.247,-0.847,-0.013,0.009,-0.019
-0.454,0.246,-0.848,-0.012,0.009,-0.018
-0.452,0.247,-0.847,-0.014,0.012,-0.019
-0.456,0.243,-0.843,-0.014,0.014,-0.022
-0.451,0.246,-0.848,-0.007,0.016,-0.019
-0.453,0.248,-0.847,-0.012,0.014,-0.02
-0.452,0.246,-0.845,-0.012,0.007,-0.021
-0.455,0.246,-0.845,-0.01,0.011,-0.018
-0.451,0.247,-0.848,-0.012,0.011,-0.019
-0.454,0.247,-0.845,-0.012,0.013,-0.021
-0.454,0.248,-0.848,-0.012,0.012,-0.02
-0.453,0.246,-0.847,-0.011,0.012,-0.019
-0.454,0.245,-0.846,-0.013,0.011,-0.02
-0.453,0.246,-0.847,-0.013,0.012,-0.019
-0.451,0.247,-0.85,-0.014,0.023,-0.018
-0.454,0.246,-0.842,-0.012,0.01,-0.021
-0.45,0.247,-0.848,-0.012,0.013,-0.019
-0.452,0.248,-0.85,-0.012,0.013,-0.02
-0.453,0.248,-0.846,-0.011,0.01,-0.018
-0.453,0.247,-0.846,-0.008,0.011,-0.018
-0.454,0.247,-0.846,-0.008,0.013,-0.019
-0.454,0.246,-0.847,-0.011,0.013,-0.019
-0.454,0.245,-0.848,-0.008,0.011,-0.017
-0.455,0.244,-0.847,0.005,0.012,-0.015
-0.454,0.246,-0.847,-0.006,0.011,-0.014
-0.449,0.244,-0.851,-0.002,0.018,-0.019
-0.451,0.245,-0.847,-0.002,0.013,-0.02
-0.451,0.243,-0.849,-0.01,0.012,-0.02
-0.455,0.241,-0.848,-0.013,0.015,-0.019
-0.451,0.243,-0.846,-0.01,0.011,-0.018
-0.452,0.244,-0.847,-0.012,0.011,-0.016
-0.452,0.244,-0.849,-0.015,0.015,-0.018
-0.45,0.243,-0.848,-0.013,0.017,-0.015
-0.452,0.243,-0.848,-0.013,0.016,-0.017
-0.454,0.242,-0.846,-0.009,0.015,-0.019
-0.449,0.243,-0.851,-0.011,0.016,-0.019
-0.452,0.245,-0.848,-0.012,0.012,-0.019
-0.452,0.244,-0.847,-0.014,0.006,-0.019
-0.454,0.244,-0.848,-0.013,0.01,-0.019
-0.45,0.244,-0.849,-0.013,0.01,-0.019
-0.452,0.245,-0.846,-0.015,0.009,-0.02
-0.454,0.246,-0.847,-0.015,0.009,-0.021
-0.452,0.245,-0.847,-0.015,0.011,-0.02
-0.453,0.245,-0.847,-0.014,0.012,-0.019
-0.453,0.247,-0.847,-0.011,0.013,-0.017
-0.45,0.248,-0.849,-0.013,0.025,-0.016
-0.451,0.247,-0.847,-0.012,0.008,-0.021
-0.452,0.247,-0.849,-0.011,0.012,-0.021
-0.453,0.247,-0.848,-0.014,0.011,-0.018
-0.451,0.247,-0.845,-0.011,0.008,-0.017
-0.451,0.247,-0.846,-0.011,0.012,-0.019
-0.451,0.246,-0.85,-0.011,0.014,-0.021
-0.454,0.245,-0.848,-0.013,0.012,-0.021
-0.453,0.244,-0.846,-0.015,0.014,-0.021
-0.454,0.245,-0.846,-0.011,0.013,-0.018
-0.453,0.246,-0.847,-0.01,0.013,-0.016
-0.451,0.247,-0.85,-0.008,0.022,-0.016
-0.452,0.247,-0.847,-0.009,0.012,-0.019
-0.449,0.246,-0.85,-0.009,0.01,-0.021
-0.452,0.245,-0.85,-0.009,0.01,-0.018
-0.453,0.247,-0.845,-0.011,0.011,-0.02
-0.452,0.246,-0.848,-0.012,0.013,-0.019
-0.452,0.245,-0.849,-0.012,0.013,-0.023
-0.452,0.246,-0.847,-0.011,0.013,-0.021
-0.45,0.246,-0.849,-0.01,0.017,-0.017
-0.453,0.245,-0.846,-0.012,0.015,-0.019
-0.451,0.246,-0.851,-0.005,0.02,-0.013
-0.449,0.25,-0.85,-0.007,0.014,-0.014
-0.448,0.244,-0.849,-0.017,0.01,-0.021
-0.453,0.243,-0.846,-0.018,0.013,-0.022
-0.451,0.244,-0.848,-0.012,0.008,-0.018
-0.451,0.246,-0.848,-0.011,0.01,-0.016
-0.452,0.246,-0.849,-0.013,0.01,-0.019
-0.451,0.246,-0.85,-0.012,0.012,-0.019
-0.449,0.246,-0.851,-0.012,0.025,-0.017
-0.451,0.247,-0.847,-0.01,0.008,-0.019
-0.451,0.247,-0.848,-0.009,0.009,-0.019
-0.452,0.246,-0.849,-0.012,0.01,-0.02
-0.455,0.249,-0.846,-0.013,0.005,-0.016
-0.448,0.245,-0.846,-0.015,0.011,-0.022
-0.453,0.247,-0.849,-0.015,0.01,-0.021
-0.452,0.246,-0.846,-0.015,0.01,-0.021
-0.458,0.244,-0.843,-0.002,0.008,-0.017
-0.448,0.246,-0.849,-0.002,0.013,-0.015
-0.453,0.245,-0.849,-0.005,0.008,-0.016
-0.452,0.245,-0.847,-0.013,0.007,-0.022
-0.455,0.244,-0.847,-0.012,0.014,-0.019
-0.453,0.244,-0.847,-0.017,0.014,-0.019
-0.454,0.246,-0.847,-0.013,0.012,-0.021
-0.456,0.246,-0.844,-0.007,0.007,-0.018
-0.451,0.243,-0.846,-0.004,0.009,-0.017
-0.452,0.247,-0.848,-0.003,0.024,-0.014
-0.454,0.243,-0.846,-0.003,0.008,-0.016
-0.451,0.244,-0.849,-0.002,0.014,-0.016
-0.455,0.235,-0.848,0.01,0.011,-0.015
-0.451,0.241,-0.852,0.019,0.004,-0.014
-0.455,0.241,-0.846,-0.002,0.002,-0.025
-0.452,0.238,-0.85,-0.007,0.005,-0.021
-0.456,0.235,-0.849,0.006,0.002,-0.013
-0.452,0.237,-0.853,0.008,0.018,-0.009
-0.455,0.236,-0.849,0.007,0.002,-0.024
-0.458,0.222,-0.849,0.019,-0.013,-0.012
-0.457,0.227,-0.851,0.034,-0.004,-0.008
-0.456,0.23,-0.849,0.022,0.001,-0.013
-0.461,0.223,-0.848,-0.004,-0.001,-0.007
-0.462,0.225,-0.85,-0.016,0.004,-0.02
-0.462,0.222,-0.845,-0.01,0.013,-0.02
-0.458,0.226,-0.852,-0.013,0.011,-0.02
-0.465,0.224,-0.847,-0.014,0.013,-0.017
-0.461,0.223,-0.847,-0.01,0.009,-0.016
-0.461,0.226,-0.85,-0.005,0.006,-0.019
-0.463,0.224,-0.848,-0.013,0.01,-0.021
-0.463,0.225,-0.847,-0.02,0.007,-0.023
-0.465,0.226,-0.845,-0.028,0.013,-0.036
-0.463,0.221,-0.851,-0.009,0.006,-0.019
-0.466,0.223,-0.844,0.002,0.014,-0.014
-0.458,0.227,-0.851,-0.005,0.01,-0.018
-0.466,0.228,-0.846,-0.01,0.01,-0.021
-0.468,0.223,-0.844,-0.017,0.01,-0.02
-0.463,0.224,-0.85,-0.008,0.009,-0.018
-0.465,0.225,-0.843,-0.024,0.023,-0.03
-0.463,0.221,-0.849,-0.021,0.019,-0.019
-0.463,0.23,-0.846,-0.017,0.017,-0.021
-0.464,0.223,-0.847,-0.012,0.018,-0.023
-0.46,0.223,-0.85,-0.004,0.013,-0.013
-0.463,0.229,-0.845,-0.01,0.03,-0.017
-0.459,0.228,-0.849,-0.017,0.013,-0.02
-0.461,0.225,-0.848,-0.012,-0.003,-0.02
-0.465,0.225,-0.847,-0.011,0.029,-0.011
-0.463,0.223,-0.851,0.034,-0.091,0.018
-0.484,0.238,-0.845,-0.001,-0.137,0.014
-0.477,0.238,-0.831,0.013,-0.043,-0.022
-0.478,0.219,-0.839,0.051,-0.038,-0.054
-0.491,0.209,-0.823,-0.008,-0.122,-0.032
-0.503,0.2,-0.818,-0.055,-0.073,-0.033
-0.49,0.23,-0.829,-0.067,0.054,-0.096
-0.514,0.231,-0.824,0.022,-0.051,-0.079
-0.529,0.219,-0.797,0.119,0.004,0.002
-0.506,0.198,-0.826,0.091,0.099,-0.005
-0.502,0.182,-0.824,-0.027,0.068,-0.022
-0.505,0.195,-0.832,-0.002,0.129,-0.05
-0.488,0.187,-0.836,0.102,0.206,-0.037
-0.467,0.2,-0.861,0.043,0.092,0.003
-0.458,0.185,-0.875,0.029,-0.023,-0.006
-0.469,0.179,-0.839,-0.026,-0.055,0.024
-0.468,0.181,-0.847,-0.03,-0.034,-0.028
-0.472,0.212,-0.855,-0.009,0.084,-0.022
-0.458,0.172,-0.844,-0.101,0.111,-0.039
-0.479,0.183,-0.852,-0.143,0.09,-0.06
-0.446,0.202,-0.872,-0.128,0.156,-0.004
-0.443,0.22,-0.885,-0.047,0.052,0.002
-0.425,0.219,-0.854,-0.005,0.04,-0.002
-0.421,0.239,-0.858,-0.015,0.105,-0.029
-0.426,0.227,-0.863,0.042,0.126,-0.027
-0.415,0.209,-0.881,-0.079,0.093,0.049
-0.414,0.227,-0.877,-0.034,0.063,0.072
