t (ms),a_x,a_y,a_z,g_x,g_y,g_z,ag_x,ag_y,ag_z,SVM_a,SVM_g,CM_a,CM_g,jerk_x,jerk_y,jerk_z,accl_x,accl_y,accl_z,th_x,th_y,th_z,ag_x_mean,ag_x_max,ag_x_min,ag_y_mean,ag_y_max,ag_y_min,ag_z_mean,ag_z_max,ag_z_min,g_x_mean,g_x_max,g_x_min,g_y_mean,g_y_max,g_y_min,g_z_mean,g_z_max,g_z_min,SMA_a,SMA_g,RMS_ag_x,RMS_ag_y,RMS_ag_z,RMS_g_x,RMS_g_y,RMS_g_z,MAD_ag_x,MAD_ag_y,MAD_ag_z,MAD_g_x,MAD_g_y,MAD_g_z,VAR_ag_x,VAR_ag_y,VAR_ag_z,VAR_g_x,VAR_g_y,VAR_g_z,STD_ag_x,STD_ag_y,STD_ag_z,STD_g_x,STD_g_y,STD_g_z,IQR_ag_x,IQR_ag_y,IQR_ag_z,IQR_g_x,IQR_g_y,IQR_g_z,FFT_ag_x,FFT_ag_y,FFT_ag_z,FFT_g_x,FFT_g_y,FFT_g_z,E_ag_x,E_ag_y,E_ag_z,E_g_x,E_g_y,E_g_z
15250,-8.832,2.588,-3.428,-0.091,0.008,0.02,-0.901,0.264,-0.35,1.002,0.094,0.437,0.024,-0.0,-0.0,0.0,0.0,-0.0,-0.001,2.689,1.304,1.928,-0.921,-0.901,-0.938,0.25,0.264,0.235,-0.305,-0.273,-0.35,-0.035,0.051,-0.1,-0.029,0.044,-0.072,-0.039,0.02,-0.08,1.477,0.14,0.921,0.25,0.306,0.066,0.044,0.049,0.01,0.007,0.023,0.051,0.027,0.024,0.0,0.0,0.001,0.003,0.001,0.001,0.011,0.009,0.025,0.055,0.034,0.029,0.016,0.009,0.041,0.107,0.043,0.036,-9.214,2.502,-3.053,-0.353,-0.285,-0.39,8.491,0.627,0.938,0.043,0.02,0.024
15353,-8.957,2.567,-3.249,-0.043,-0.03,-0.061,-0.913,0.262,-0.331,1.006,0.08,0.429,0.043,-0.0,-0.0,0.0,0.0,-0.0,-0.0,2.709,1.307,1.906,-0.921,-0.901,-0.938,0.25,0.264,0.235,-0.305,-0.273,-0.35,-0.035,0.051,-0.1,-0.029,0.044,-0.072,-0.039,0.02,-0.08,1.477,0.14,0.921,0.25,0.306,0.066,0.044,0.049,0.01,0.007,0.023,0.051,0.027,0.024,0.0,0.0,0.001,0.003,0.001,0.001,0.011,0.009,0.025,0.055,0.034,0.029,0.016,0.009,0.041,0.107,0.043,0.036,0.017,-0.001,-0.068,-0.001,0.153,0.023,8.491,0.627,0.938,0.043,0.02,0.024
15455,-8.969,2.421,-3.203,-0.08,-0.064,-0.08,-0.915,0.247,-0.327,1.003,0.13,0.42,0.074,0.0,-0.0,0.0,-0.0,-0.0,-0.0,2.721,1.322,1.903,-0.921,-0.901,-0.938,0.25,0.264,0.235,-0.305,-0.273,-0.35,-0.035,0.051,-0.1,-0.029,0.044,-0.072,-0.039,0.02,-0.08,1.477,0.14,0.921,0.25,0.306,0.066,0.044,0.049,0.01,0.007,0.023,0.051,0.027,0.024,0.0,0.0,0.001,0.003,0.001,0.001,0.011,0.009,0.025,0.055,0.034,0.029,0.016,0.009,0.041,0.107,0.043,0.036,0.022,0.033,-0.039,-0.089,0.073,0.135,8.491,0.627,0.938,0.043,0.02,0.024
15558,-8.947,2.428,-3.134,-0.098,-0.055,-0.063,-0.912,0.248,-0.32,0.998,0.129,0.417,0.07,-0.0,0.0,0.0,-0.0,-0.0,0.0,2.724,1.32,1.897,-0.921,-0.901,-0.938,0.25,0.264,0.235,-0.305,-0.273,-0.35,-0.035,0.051,-0.1,-0.029,0.044,-0.072,-0.039,0.02,-0.08,1.477,0.14,0.921,0.25,0.306,0.066,0.044,0.049,0.01,0.007,0.023,0.051,0.027,0.024,0.0,0.0,0.001,0.003,0.001,0.001,0.011,0.009,0.025,0.055,0.034,0.029,0.016,0.009,0.041,0.107,0.043,0.036,0.034,0.029,-0.061,-0.041,-0.015,0.078,8.491,0.627,0.938,0.043,0.02,0.024
15661,-9.005,2.476,-3.084,-0.1,-0.072,-0.06,-0.918,0.252,-0.314,1.002,0.137,0.417,0.076,-0.0,0.0,0.0,0.0,0.0,0.0,2.728,1.317,1.889,-0.921,-0.901,-0.938,0.25,0.264,0.235,-0.305,-0.273,-0.35,-0.035,0.051,-0.1,-0.029,0.044,-0.072,-0.039,0.02,-0.08,1.477,0.14,0.921,0.25,0.306,0.066,0.044,0.049,0.01,0.007,0.023,0.051,0.027,0.024,0.0,0.0,0.001,0.003,0.001,0.001,0.011,0.009,0.025,0.055,0.034,0.029,0.016,0.009,0.041,0.107,0.043,0.036,0.02,0.003,-0.032,-0.097,-0.008,0.038,8.491,0.627,0.938,0.043,0.02,0.024
15764,-9.069,2.466,-2.835,-0.054,-0.039,-0.029,-0.925,0.251,-0.289,1.001,0.073,0.406,0.039,-0.0,0.0,0.0,0.001,0.0,0.0,2.749,1.317,1.864,-0.921,-0.901,-0.938,0.25,0.264,0.235,-0.305,-0.273,-0.35,-0.035,0.051,-0.1,-0.029,0.044,-0.072,-0.039,0.02,-0.08,1.477,0.14,0.921,0.25,0.306,0.066,0.044,0.049,0.01,0.007,0.023,0.051,0.027,0.024,0.0,0.0,0.001,0.003,0.001,0.001,0.011,0.009,0.025,0.055,0.034,0.029,0.016,0.009,0.041,0.107,0.043,0.036,0.018,0.008,-0.047,-0.101,-0.041,0.042,8.491,0.627,0.938,0.043,0.02,0.024
15867,-9.081,2.523,-2.808,0.025,-0.033,-0.003,-0.926,0.257,-0.286,1.003,0.042,0.408,0.014,-0.0,-0.0,0.0,0.001,-0.0,-0.0,2.748,1.312,1.86,-0.921,-0.901,-0.938,0.25,0.264,0.235,-0.305,-0.273,-0.35,-0.035,0.051,-0.1,-0.029,0.044,-0.072,-0.039,0.02,-0.08,1.477,0.14,0.921,0.25,0.306,0.066,0.044,0.049,0.01,0.007,0.023,0.051,0.027,0.024,0.0,0.0,0.001,0.003,0.001,0.001,0.011,0.009,0.025,0.055,0.034,0.029,0.016,0.009,0.041,0.107,0.043,0.036,0.02,0.003,-0.032,-0.097,-0.008,0.038,8.491,0.627,0.938,0.043,0.02,0.024
15970,-9.117,2.454,-2.787,0.051,-0.042,-0.04,-0.93,0.25,-0.284,1.004,0.077,0.404,0.044,-0.0,-0.0,0.0,-0.0,0.0,-0.0,2.755,1.319,1.858,-0.921,-0.901,-0.938,0.25,0.264,0.235,-0.305,-0.273,-0.35,-0.035,0.051,-0.1,-0.029,0.044,-0.072,-0.039,0.02,-0.08,1.477,0.14,0.921,0.25,0.306,0.066,0.044,0.049,0.01,0.007,0.023,0.051,0.027,0.024,0.0,0.0,0.001,0.003,0.001,0.001,0.011,0.009,0.025,0.055,0.034,0.029,0.016,0.009,0.041,0.107,0.043,0.036,0.034,0.029,-0.061,-0.041,-0.015,0.078,8.491,0.627,0.938,0.043,0.02,0.024
16073,-9.201,2.301,-2.674,0.019,-0.002,-0.051,-0.938,0.235,-0.273,1.005,0.054,0.392,0.012,-0.0,-0.0,0.0,-0.0,0.0,0.0,2.775,1.335,1.846,-0.921,-0.901,-0.938,0.25,0.264,0.235,-0.305,-0.273,-0.35,-0.035,0.051,-0.1,-0.029,0.044,-0.072,-0.039,0.02,-0.08,1.477,0.14,0.921,0.25,0.306,0.066,0.044,0.049,0.01,0.007,0.023,0.051,0.027,0.024,0.0,0.0,0.001,0.003,0.001,0.001,0.011,0.009,0.025,0.055,0.034,0.029,0.016,0.009,0.041,0.107,0.043,0.036,0.022,0.033,-0.039,-0.089,0.073,0.135,8.491,0.627,0.938,0.043,0.02,0.024
16176,-9.179,2.313,-2.734,0.018,0.044,-0.023,-0.936,0.236,-0.279,1.005,0.053,0.395,0.026,0.0,0.0,-0.0,-0.0,0.0,0.0,2.769,1.334,1.852,-0.921,-0.901,-0.938,0.25,0.264,0.235,-0.305,-0.273,-0.35,-0.035,0.051,-0.1,-0.029,0.044,-0.072,-0.039,0.02,-0.08,1.477,0.14,0.921,0.25,0.306,0.066,0.044,0.049,0.01,0.007,0.023,0.051,0.027,0.024,0.0,0.0,0.001,0.003,0.001,0.001,0.011,0.009,0.025,0.055,0.034,0.029,0.016,0.009,0.041,0.107,0.043,0.036,0.017,-0.001,-0.068,-0.001,0.153,0.023,8.491,0.627,0.938,0.043,0.02,0.024
