t (ms),a_x,a_y,a_z,g_x,g_y,g_z
1029307,-8.835,1.044,-3.836,0.062,0.114,0.052
1029410,-8.914,0.804,-3.922,0.002,0.075,-0.031
1029514,-8.923,0.879,-3.728,-0.088,-0.083,0.002
1029618,-9.108,0.972,-3.543,-0.135,-0.025,-0.002
1029722,-8.969,1.128,-3.584,-0.122,-0.036,-0.029
1029825,-9.110,1.128,-3.412,-0.026,-0.034,-0.011
1029929,-9.091,1.111,-3.448,0.002,0.004,-0.015
1030033,-9.093,1.099,-3.450,-0.003,-0.000,-0.024
1030137,-9.076,1.166,-3.443,-0.004,0.010,-0.004
1030240,-9.081,1.137,-3.500,-0.033,-0.009,-0.009
1030344,-9.067,1.362,-3.424,-0.187,0.024,0.026
1030448,-9.110,1.463,-3.302,-0.039,0.090,-0.041
1030552,-8.976,1.307,-3.565,0.023,0.015,-0.067
1030656,-9.012,1.188,-3.594,0.017,0.022,-0.049
1030760,-9.007,1.123,-3.584,0.002,0.012,-0.038
1030864,-9.031,1.132,-3.524,-0.001,-0.002,-0.012
1030968,-9.033,1.211,-3.531,-0.012,0.006,-0.005
1031072,-9.041,1.243,-3.500,-0.015,0.009,-0.011
1031176,-9.009,1.271,-3.524,-0.008,0.014,-0.019
1031280,-9.019,1.286,-3.534,-0.003,0.006,-0.022
1031383,-9.050,1.209,-3.443,0.011,0.065,-0.009
1031487,-8.950,1.211,-3.606,0.069,0.180,-0.033
1031590,-8.878,1.106,-3.874,0.005,0.012,-0.025
1031694,-8.871,1.238,-3.757,-0.043,0.006,-0.013
1031797,-8.940,1.214,-3.728,-0.033,-0.007,-0.022
1031900,-9.026,1.300,-3.637,0.082,-0.110,-0.078
1032003,-9.002,1.070,-3.699,0.189,-0.283,-0.091
1032106,-9.148,0.939,-3.409,0.124,-0.440,-0.026
1032209,-9.340,0.850,-2.686,0.105,-0.568,0.009
1032313,-9.469,0.881,-1.891,0.033,-0.449,-0.036
1032416,-9.594,0.778,-1.657,0.030,-0.240,-0.005
1032519,-9.821,0.893,-1.695,0.046,-0.404,-0.037
1032622,-9.922,0.816,-0.788,0.123,-0.528,-0.143
1032725,-9.816,0.639,-0.409,0.092,-0.382,-0.099
1032828,-9.613,0.819,-0.321,0.090,-0.086,-0.052
1032931,-9.749,0.527,-0.062,-0.017,0.106,-0.046
1033034,-9.859,0.563,-0.055,-0.226,0.281,0.009
1033137,-9.835,0.639,-0.462,-0.256,0.523,0.066
1033240,-9.594,0.903,-1.484,-0.006,0.803,0.055
1033344,-9.440,0.565,-2.354,0.055,0.806,0.020
1033447,-9.151,0.867,-3.021,0.055,0.624,0.047
1033550,-9.007,1.063,-3.450,0.005,0.304,0.001
1033653,-8.799,0.725,-3.622,-0.022,0.276,0.053
1033756,-8.971,1.149,-3.608,-0.047,0.228,0.058
1033859,-8.839,0.912,-3.910,0.012,0.202,-0.042
1033962,-8.856,0.996,-4.187,0.025,0.215,-0.091
1034065,-8.612,0.910,-4.477,-0.026,0.160,-0.041
1034168,-8.514,1.089,-4.530,-0.001,0.030,-0.044
1034271,-8.519,1.044,-4.477,0.000,-0.041,-0.030
1034375,-8.624,0.838,-4.496,-0.057,-0.123,-0.066
1034478,-8.744,0.919,-4.202,-0.075,-0.289,-0.091
1034581,-8.923,0.910,-3.802,-0.040,-0.329,-0.111
1034684,-9.141,0.795,-3.541,0.010,-0.358,-0.087
1034787,-9.258,0.742,-3.134,0.003,-0.429,-0.045
1034890,-9.287,0.781,-2.665,-0.005,-0.526,-0.057
1034993,-9.637,0.596,-2.064,0.012,-0.603,-0.042
1035096,-9.706,0.702,-1.482,0.025,-0.515,-0.017
1035199,-9.792,0.704,-0.848,-0.004,-0.350,-0.087
1035302,-9.902,0.496,-0.656,-0.036,-0.294,-0.101
1035406,-10.020,0.469,-0.048,0.000,-0.346,-0.113
1035509,-9.816,0.572,0.062,0.001,-0.230,-0.054
1035612,-9.938,0.330,0.132,0.004,-0.121,-0.031
1035715,-9.634,0.400,0.098,0.035,0.100,0.019
1035818,-9.869,0.089,0.189,-0.215,0.149,-0.061
1035921,-9.898,0.294,-0.069,0.025,0.266,-0.015
1036024,-9.826,0.599,-0.192,0.019,0.399,0.018
1036127,-9.720,0.369,-1.070,0.123,0.662,-0.010
1036230,-9.785,0.074,-1.674,0.173,0.614,-0.013
1036333,-9.378,0.345,-2.162,0.075,0.715,0.066
1036437,-9.325,0.488,-3.093,-0.118,0.431,0.076
1036540,-9.206,0.666,-3.247,-0.095,0.397,0.042
1036643,-8.952,0.622,-3.464,-0.214,0.370,0.024
1036746,-8.854,0.821,-3.950,-0.080,0.289,-0.043
1036849,-9.012,0.881,-3.843,0.102,0.154,0.000
1036952,-8.787,0.697,-4.156,0.055,0.074,0.001
1037055,-8.832,0.733,-4.041,-0.023,0.060,0.007
1037158,-8.715,0.948,-4.214,-0.048,0.018,-0.005
1037261,-8.703,0.936,-4.228,-0.092,0.001,-0.012
1037365,-8.760,1.034,-4.166,0.001,0.023,-0.034
1037468,-8.799,0.860,-4.128,0.039,-0.001,-0.036
1037572,-8.799,0.907,-4.082,0.082,0.028,-0.044
1037675,-8.751,0.704,-4.322,-0.019,-0.139,-0.030
1037779,-8.945,0.898,-3.747,-0.040,-0.365,-0.023
1037882,-9.165,0.615,-3.385,-0.012,-0.383,-0.043
1037985,-9.091,0.680,-3.232,0.072,-0.264,-0.010
1038088,-9.419,0.716,-2.931,-0.071,-0.350,0.026
