t (ms),a_x,a_y,a_z,g_x,g_y,g_z
1120495,-6.725,1.417,-6.838,0.048,0.009,-0.015
1120598,-6.704,1.415,-6.902,-0.004,0.010,-0.018
1120701,-6.689,1.446,-6.891,0.008,-0.010,-0.028
1120804,-6.780,1.231,-6.804,0.004,-0.003,-0.029
1120907,-6.776,1.298,-6.814,-0.010,-0.003,-0.024
1121010,-6.800,1.274,-6.761,-0.003,-0.003,-0.011
1121113,-6.766,1.326,-6.780,-0.008,0.005,-0.009
1121216,-6.771,1.348,-6.780,-0.004,0.013,-0.012
1121319,-6.754,1.384,-6.795,-0.004,0.011,-0.019
1121422,-6.792,1.362,-6.800,-0.010,0.024,-0.018
1121525,-6.759,1.348,-6.771,-0.010,0.005,-0.024
1121628,-6.752,1.360,-6.778,-0.005,0.014,-0.025
1121731,-6.761,1.367,-6.800,-0.004,0.024,-0.021
1121834,-6.759,1.379,-6.790,-0.002,0.019,-0.023
1121937,-6.742,1.360,-6.802,0.003,0.019,-0.023
1122040,-6.744,1.336,-6.821,-0.004,0.019,-0.027
1122143,-6.747,1.336,-6.795,-0.006,0.018,-0.025
1122246,-6.730,1.350,-6.859,-0.007,0.024,-0.020
1122349,-6.821,1.377,-6.821,-0.059,-0.028,-0.042
1122452,-6.761,1.362,-6.689,-0.030,0.041,-0.012
1122555,-6.699,1.381,-6.847,-0.027,0.081,0.013
1122658,-6.661,1.386,-6.893,0.002,0.074,0.017
1122761,-6.598,1.520,-6.977,-0.001,-0.013,-0.026
1122864,-6.606,1.535,-7.010,0.021,-0.135,-0.080
1122967,-6.768,1.312,-6.821,-0.001,-0.251,-0.082
1123070,-7.156,1.420,-6.472,-0.011,-0.389,-0.011
1123173,-7.384,1.372,-6.294,0.014,-0.548,-0.113
1123276,-7.843,1.319,-5.495,0.007,-0.683,-0.103
1123379,-8.205,1.245,-4.970,-0.001,-0.542,-0.102
1123482,-8.454,1.113,-4.470,-0.015,-0.363,-0.076
1123585,-8.547,1.094,-4.288,-0.053,-0.207,-0.044
1123688,-8.619,1.101,-4.180,0.001,-0.054,-0.004
1123791,-8.612,1.099,-4.183,-0.011,0.094,0.019
1123894,-8.547,0.989,-4.068,-0.065,0.314,0.056
1123997,-8.301,1.413,-4.738,0.229,0.705,0.042
1124100,-7.975,1.508,-5.521,0.189,0.734,-0.053
1124203,-7.317,1.252,-6.124,0.019,0.536,0.048
1124306,-7.106,1.276,-6.670,-0.129,0.357,0.013
1124409,-6.941,1.092,-6.713,-0.067,0.177,-0.020
1124512,-6.852,1.700,-6.510,-0.048,0.151,-0.010
1124615,-6.874,1.504,-6.840,0.017,0.158,0.007
1124718,-6.761,1.465,-6.637,0.102,0.075,-0.041
1124822,-6.618,1.154,-7.010,-0.191,0.080,-0.026
