accl_x,ag_x_max,ag_x_mean,RMS_ag_x,ag_x_min,FFT_g_x,FFT_ag_y,FFT_g_z,E_ag_x,E_ag_z,th_x,SVM_a,FFT_ag_x,IQR_g_z,accl_z,th_z,FFT_g_y,accl_y,th_y,RMS_ag_y,ag_y_mean,ag_y_max,ag_y_min,CM_a,SMA_a,STD_g_y,VAR_g_y,ag_z_min,RMS_ag_z,g_x_max,ag_z_max,ag_z_mean,CM_g,MAD_g_y,VAR_g_x,VAR_ag_y,IQR_g_x,IQR_ag_x,IQR_g_y,g_z_max,MAD_g_z,VAR_ag_x,MAD_ag_y,g_y_max,g_z_mean,STD_ag_y,g_x_min,STD_g_z,STD_g_x,IQR_ag_y,VAR_g_z,g_x_mean,MAD_g_x,MAD_ag_x,E_ag_y,E_g_x,STD_ag_x,RMS_g_x,SVM_g,RMS_g_z,g_z_min,g_y_min,E_g_z,FFT_ag_z,RMS_g_y,SMA_g,IQR_ag_z,g_y_mean,STD_ag_z,MAD_ag_z,E_g_y,jerk_z,VAR_ag_z,jerk_x,jerk_y
0.0,-0.914,-0.917,0.917,-0.92,-0.0,0.001,0.018,8.405,0.906,2.726,1.002,0.001,0.003,-0.0,1.876,0.022,0.0,1.297,0.27,0.27,0.272,0.268,0.421,1.488,0.005,0.0,-0.307,0.301,-0.01,-0.292,-0.301,0.015,0.004,0.0,0.0,0.001,0.002,0.005,-0.009,0.002,0.0,0.001,0.03,-0.017,0.001,-0.014,0.003,0.001,0.001,0.0,-0.012,0.001,0.001,0.731,0.002,0.002,0.012,0.028,0.017,-0.021,0.011,0.003,0.0,0.019,0.048,0.003,0.018,0.004,0.003,0.004,-0.0,0.0,0.0,0.0
0.0,-0.914,-0.915,0.915,-0.917,-0.017,0.013,-0.005,8.38,0.941,2.722,1.002,-0.0,0.006,-0.0,1.882,-0.007,0.0,1.3,0.268,0.268,0.271,0.265,0.422,1.49,0.005,0.0,-0.311,0.307,0.007,-0.301,-0.307,0.015,0.004,0.0,0.0,0.006,0.001,0.005,-0.013,0.004,0.0,0.002,0.03,-0.019,0.002,-0.016,0.004,0.006,0.005,0.0,-0.01,0.005,0.001,0.719,0.001,0.001,0.012,0.028,0.019,-0.026,0.011,0.004,0.007,0.019,0.048,0.004,0.018,0.003,0.003,0.003,-0.0,0.0,0.0,0.0
0.0,-0.909,-0.913,0.913,-0.916,-0.001,-0.014,-0.04,8.33,0.977,2.717,1.002,-0.004,0.006,-0.0,1.888,0.034,0.0,1.3,0.27,0.27,0.283,0.266,0.425,1.495,0.016,0.0,-0.316,0.313,-0.012,-0.307,-0.312,0.017,0.013,0.0,0.0,0.005,0.002,0.017,-0.013,0.009,0.0,0.004,0.062,-0.022,0.005,-0.027,0.012,0.005,0.006,0.0,-0.018,0.004,0.001,0.73,0.003,0.002,0.018,0.03,0.024,-0.05,0.009,0.006,0.0,0.029,0.063,0.005,0.024,0.003,0.002,0.008,-0.0,0.0,0.0,-0.0
0.0,-0.913,-0.919,0.919,-0.927,-0.009,-0.001,0.015,8.437,0.988,2.734,1.002,-0.004,0.031,0.0,1.892,0.051,-0.0,1.324,0.247,0.247,0.262,0.236,0.413,1.48,0.023,0.001,-0.328,0.314,0.061,-0.302,-0.314,0.024,0.019,0.001,0.0,0.061,0.008,0.034,-0.014,0.016,0.0,0.008,0.038,-0.041,0.009,-0.037,0.018,0.035,0.015,0.0,0.001,0.031,0.004,0.61,0.013,0.005,0.035,0.056,0.045,-0.069,-0.039,0.02,-0.002,0.023,0.091,0.008,-0.004,0.007,0.006,0.005,-0.0,0.0,0.0,-0.0
0.0,-0.914,-0.921,0.921,-0.925,0.075,-0.03,-0.038,8.481,0.957,2.738,1.002,-0.007,0.019,0.0,1.885,-0.125,-0.0,1.326,0.245,0.245,0.263,0.237,0.41,1.476,0.043,0.002,-0.316,0.309,0.055,-0.303,-0.309,0.014,0.033,0.001,0.0,0.031,0.004,0.039,-0.003,0.015,0.0,0.006,0.039,-0.018,0.007,-0.047,0.018,0.028,0.009,0.0,-0.004,0.022,0.003,0.602,0.008,0.003,0.029,0.038,0.025,-0.051,-0.109,0.006,0.002,0.043,0.073,0.009,-0.002,0.005,0.004,0.019,-0.0,0.0,0.0,-0.0
-0.0,-0.933,-0.942,0.942,-0.955,-0.035,-0.102,-0.139,8.878,0.579,2.792,1.002,-0.006,0.093,0.001,1.806,-0.153,-0.0,1.325,0.241,0.241,0.258,0.214,0.38,1.422,0.027,0.001,-0.288,0.241,0.086,-0.192,-0.239,0.06,0.021,0.001,0.0,0.032,0.008,0.03,0.075,0.049,0.0,0.014,-0.065,-0.003,0.016,-0.007,0.054,0.026,0.028,0.003,0.044,0.02,0.005,0.582,0.026,0.006,0.051,0.137,0.054,-0.083,-0.161,0.029,-0.061,0.111,0.202,0.034,-0.107,0.029,0.024,0.122,0.0,0.001,-0.0,-0.0
0.001,-0.957,-0.965,0.965,-0.972,0.252,0.073,-0.193,9.314,0.278,2.859,1.003,0.02,0.068,-0.0,1.736,-0.271,0.001,1.346,0.219,0.219,0.237,0.197,0.333,1.35,0.059,0.003,-0.179,0.167,0.048,-0.147,-0.166,0.037,0.052,0.003,0.0,0.085,0.007,0.092,0.051,0.036,0.0,0.012,0.086,-0.035,0.013,-0.14,0.044,0.055,0.02,0.002,-0.037,0.045,0.004,0.481,0.044,0.005,0.066,0.09,0.056,-0.091,-0.093,0.032,-0.053,0.059,0.156,0.015,-0.001,0.01,0.008,0.035,0.0,0.0,-0.0,-0.0
-0.0,-0.958,-0.963,0.963,-0.97,-0.015,0.002,-0.027,9.272,0.316,2.858,1.003,-0.003,0.02,0.0,1.748,-0.01,0.0,1.35,0.221,0.221,0.228,0.214,0.334,1.362,0.007,0.0,-0.189,0.178,-0.002,-0.17,-0.178,0.018,0.006,0.0,0.0,0.015,0.006,0.007,0.001,0.011,0.0,0.005,0.046,-0.012,0.005,-0.063,0.012,0.016,0.009,0.0,-0.024,0.012,0.003,0.49,0.008,0.004,0.029,0.04,0.017,-0.035,0.02,0.003,-0.002,0.033,0.068,0.01,0.032,0.006,0.005,0.011,0.0,0.0,-0.0,-0.0
0.001,-0.887,-0.937,0.938,-0.959,0.208,0.052,-0.354,8.792,0.591,2.814,1.002,0.044,0.107,0.001,1.782,-0.671,0.002,1.324,0.263,0.26,0.327,0.202,0.366,1.434,0.133,0.018,-0.326,0.243,0.007,-0.186,-0.237,0.064,0.123,0.003,0.002,0.033,0.035,0.229,0.167,0.059,0.001,0.034,0.385,0.054,0.039,-0.169,0.069,0.053,0.054,0.005,-0.062,0.041,0.022,0.69,0.067,0.025,0.082,0.14,0.088,-0.026,0.03,0.077,-0.036,0.221,0.308,0.079,0.177,0.053,0.047,0.489,-0.0,0.003,0.0,-0.0
0.001,-0.893,-0.898,0.898,-0.902,0.199,0.0,0.048,8.055,1.108,2.682,1.002,0.016,0.018,-0.0,1.908,-0.007,-0.0,1.273,0.295,0.295,0.318,0.284,0.444,1.525,0.02,0.0,-0.349,0.333,0.066,-0.318,-0.333,0.027,0.015,0.002,0.0,0.059,0.005,0.021,-0.003,0.012,0.0,0.008,0.049,-0.034,0.01,-0.081,0.015,0.043,0.015,0.0,0.01,0.035,0.003,0.869,0.019,0.003,0.044,0.059,0.037,-0.053,-0.03,0.014,-0.028,0.026,0.092,0.011,0.017,0.009,0.008,0.007,-0.0,0.0,-0.0,-0.0
-0.0,-0.893,-0.898,0.898,-0.901,0.057,-0.008,-0.047,8.068,1.191,2.686,1.001,0.004,0.009,-0.0,1.922,-0.009,0.0,1.29,0.276,0.276,0.284,0.269,0.44,1.519,0.009,0.0,-0.353,0.345,0.067,-0.339,-0.345,0.02,0.007,0.001,0.0,0.013,0.002,0.009,-0.02,0.008,0.0,0.004,0.04,-0.031,0.005,-0.045,0.01,0.028,0.006,0.0,-0.007,0.017,0.002,0.762,0.008,0.002,0.029,0.047,0.033,-0.054,0.004,0.011,-0.008,0.021,0.071,0.003,0.019,0.004,0.003,0.005,-0.0,0.0,-0.0,-0.0
0.0,-0.898,-0.902,0.902,-0.906,-0.067,0.04,-0.02,8.134,1.163,2.692,1.002,-0.007,0.019,0.0,1.916,-0.157,-0.0,1.297,0.27,0.27,0.288,0.237,0.436,1.513,0.025,0.001,-0.37,0.341,0.053,-0.326,-0.341,0.02,0.022,0.008,0.0,0.137,0.005,0.044,0.035,0.016,0.0,0.009,0.041,-0.018,0.013,-0.223,0.022,0.088,0.01,0.0,-0.063,0.08,0.003,0.73,0.117,0.003,0.108,0.06,0.029,-0.042,-0.039,0.008,0.036,0.027,0.126,0.008,0.009,0.011,0.008,0.007,0.0,0.0,-0.0,-0.0
-0.0,-0.903,-0.907,0.907,-0.917,-0.198,-0.018,0.013,8.221,0.911,2.7,1.002,0.003,0.021,0.0,1.878,-0.112,0.0,1.26,0.307,0.307,0.324,0.29,0.436,1.515,0.023,0.001,-0.318,0.302,-0.025,-0.28,-0.302,0.024,0.016,0.001,0.0,0.022,0.002,0.02,0.016,0.012,0.0,0.008,0.036,-0.002,0.009,-0.143,0.014,0.036,0.012,0.0,-0.066,0.027,0.002,0.942,0.057,0.004,0.076,0.065,0.014,-0.023,-0.056,0.002,0.009,0.027,0.1,0.018,-0.015,0.011,0.009,0.007,0.0,0.0,-0.0,0.0
0.0,-0.904,-0.91,0.91,-0.917,0.23,0.034,0.067,8.288,0.662,2.708,1.002,0.013,0.033,-0.0,1.832,0.034,0.0,1.238,0.333,0.333,0.351,0.324,0.427,1.5,0.016,0.0,-0.275,0.257,0.018,-0.229,-0.257,0.018,0.014,0.002,0.0,0.086,0.006,0.027,0.018,0.018,0.0,0.007,0.008,-0.014,0.008,-0.114,0.021,0.049,0.012,0.0,-0.044,0.045,0.003,1.109,0.043,0.004,0.066,0.056,0.025,-0.045,-0.041,0.006,-0.017,0.023,0.092,0.026,-0.017,0.015,0.013,0.005,0.0,0.0,-0.0,0.0
0.001,-0.911,-0.915,0.915,-0.918,0.063,-0.001,-0.016,8.372,0.627,2.72,1.003,-0.0,0.013,-0.0,1.82,0.004,0.0,1.239,0.324,0.324,0.342,0.293,0.42,1.489,0.035,0.001,-0.29,0.25,0.293,-0.232,-0.25,0.04,0.027,0.009,0.0,0.087,0.003,0.042,-0.02,0.009,0.0,0.012,0.12,-0.039,0.015,-0.031,0.011,0.095,0.015,0.0,0.082,0.073,0.002,1.051,0.157,0.002,0.125,0.08,0.04,-0.056,0.002,0.016,-0.012,0.055,0.17,0.02,0.043,0.016,0.013,0.031,0.0,0.0,-0.0,0.0
-0.0,-0.893,-0.907,0.907,-0.912,0.042,0.15,-0.031,8.223,1.287,2.705,1.002,0.006,0.06,-0.0,1.942,0.07,-0.0,1.354,0.228,0.226,0.287,0.186,0.416,1.491,0.028,0.001,-0.39,0.359,0.24,-0.308,-0.358,0.093,0.024,0.01,0.001,0.166,0.004,0.045,0.042,0.045,0.0,0.029,0.094,-0.064,0.033,-0.064,0.056,0.098,0.046,0.003,0.097,0.088,0.003,0.521,0.191,0.005,0.138,0.175,0.085,-0.157,0.004,0.073,0.079,0.067,0.256,0.032,0.061,0.025,0.021,0.046,-0.0,0.001,0.0,-0.0
0.0,-0.896,-0.903,0.903,-0.907,-0.173,0.005,-0.057,8.156,1.341,2.698,1.0,0.004,0.025,0.0,1.945,0.023,-0.0,1.342,0.228,0.227,0.252,0.212,0.421,1.497,0.011,0.0,-0.377,0.366,0.003,-0.359,-0.366,0.014,0.01,0.001,0.0,0.035,0.005,0.02,0.043,0.019,0.0,0.009,0.023,0.012,0.012,-0.127,0.022,0.036,0.01,0.0,-0.035,0.026,0.003,0.519,0.025,0.003,0.05,0.039,0.025,-0.027,-0.007,0.006,-0.013,0.015,0.07,0.004,0.009,0.005,0.004,0.002,0.0,0.0,-0.0,0.0
0.0,-0.89,-0.896,0.896,-0.9,0.022,0.009,0.004,8.032,1.386,2.683,1.0,0.011,0.006,-0.0,1.952,0.033,-0.0,1.328,0.241,0.241,0.245,0.237,0.431,1.51,0.008,0.0,-0.381,0.372,-0.002,-0.366,-0.372,0.016,0.006,0.0,0.0,0.006,0.005,0.008,-0.014,0.004,0.0,0.002,0.032,-0.022,0.002,-0.02,0.005,0.005,0.002,0.0,-0.01,0.004,0.002,0.581,0.001,0.003,0.011,0.032,0.022,-0.03,0.009,0.005,-0.017,0.02,0.05,0.01,0.019,0.005,0.005,0.004,-0.0,0.0,0.0,-0.0
-0.0,-0.895,-0.897,0.897,-0.902,0.006,0.002,0.025,8.041,1.41,2.681,1.0,0.003,0.01,-0.0,1.957,-0.019,-0.0,1.332,0.238,0.238,0.24,0.235,0.43,1.51,0.009,0.0,-0.379,0.376,-0.003,-0.367,-0.376,0.016,0.008,0.0,0.0,0.01,0.002,0.015,-0.009,0.006,0.0,0.002,0.027,-0.02,0.002,-0.022,0.007,0.006,0.005,0.0,-0.014,0.005,0.001,0.565,0.002,0.002,0.016,0.031,0.022,-0.032,-0.002,0.005,-0.004,0.017,0.049,0.003,0.014,0.003,0.002,0.003,0.0,0.0,-0.0,-0.0
0.0,-0.885,-0.896,0.896,-0.907,0.062,0.028,-0.019,8.027,1.408,2.68,1.0,0.017,0.01,0.0,1.956,-0.103,0.0,1.33,0.241,0.241,0.252,0.228,0.431,1.512,0.024,0.001,-0.39,0.375,-0.005,-0.36,-0.375,0.017,0.018,0.0,0.0,0.034,0.008,0.021,0.014,0.009,0.0,0.006,0.066,-0.014,0.007,-0.075,0.012,0.022,0.008,0.0,-0.028,0.019,0.006,0.581,0.013,0.007,0.036,0.036,0.019,-0.034,-0.011,0.004,-0.022,0.03,0.067,0.011,0.019,0.009,0.007,0.009,0.0,0.0,-0.0,0.0
-0.0,-0.887,-0.925,0.926,-0.956,-0.005,0.029,0.034,8.569,0.933,2.756,1.003,0.056,0.023,-0.0,1.868,0.274,0.001,1.336,0.235,0.235,0.25,0.223,0.4,1.46,0.051,0.003,-0.385,0.305,-0.032,-0.22,-0.3,0.076,0.04,0.0,0.0,0.025,0.036,0.05,-0.03,0.014,0.0,0.009,-0.049,-0.055,0.01,-0.095,0.015,0.018,0.018,0.0,-0.063,0.016,0.019,0.552,0.043,0.022,0.066,0.15,0.057,-0.076,-0.235,0.032,-0.127,0.149,0.258,0.102,-0.14,0.057,0.052,0.223,0.0,0.003,-0.0,-0.0
0.0,-0.952,-0.962,0.962,-0.967,-0.064,0.024,0.002,9.259,0.311,2.864,1.004,0.022,0.021,0.0,1.735,-0.171,0.001,1.344,0.225,0.225,0.234,0.218,0.328,1.363,0.058,0.003,-0.22,0.176,0.026,-0.155,-0.175,0.017,0.053,0.0,0.0,0.021,0.006,0.094,-0.003,0.012,0.0,0.004,0.023,-0.023,0.005,-0.06,0.014,0.022,0.006,0.0,-0.023,0.016,0.004,0.508,0.01,0.005,0.031,0.044,0.027,-0.048,-0.155,0.007,-0.094,0.074,0.104,0.024,-0.046,0.022,0.019,0.055,0.0,0.0,0.0,0.0
-0.0,-0.928,-0.953,0.953,-0.966,-0.205,-0.024,0.002,9.082,0.477,2.832,1.003,-0.001,0.008,0.0,1.769,-0.374,0.001,1.34,0.23,0.23,0.244,0.222,0.354,1.396,0.084,0.007,-0.295,0.218,0.074,-0.158,-0.213,0.013,0.075,0.001,0.0,0.043,0.021,0.115,0.024,0.006,0.0,0.004,0.282,0.003,0.006,-0.019,0.008,0.032,0.006,0.0,0.017,0.028,0.011,0.528,0.013,0.012,0.037,0.151,0.009,-0.009,0.026,0.001,0.039,0.174,0.184,0.087,0.153,0.047,0.042,0.304,-0.0,0.002,0.0,-0.0
0.0,-0.897,-0.906,0.906,-0.921,-0.087,0.018,0.139,8.213,1.254,2.702,1.0,-0.021,0.032,-0.0,1.936,-0.007,-0.0,1.334,0.233,0.233,0.243,0.222,0.423,1.492,0.043,0.002,-0.379,0.354,0.045,-0.31,-0.353,0.018,0.037,0.001,0.0,0.033,0.009,0.057,0.008,0.021,0.0,0.006,0.136,-0.014,0.007,-0.037,0.025,0.027,0.013,0.001,0.007,0.021,0.006,0.542,0.007,0.007,0.027,0.112,0.028,-0.064,0.01,0.008,0.083,0.096,0.127,0.036,0.085,0.024,0.021,0.091,-0.0,0.001,0.0,0.0
0.0,-0.894,-0.898,0.898,-0.903,0.008,-0.007,0.018,8.064,1.396,2.684,1.0,0.009,0.012,-0.0,1.954,0.014,-0.0,1.334,0.235,0.235,0.238,0.229,0.429,1.506,0.011,0.0,-0.382,0.374,0.01,-0.364,-0.374,0.012,0.01,0.0,0.0,0.009,0.004,0.015,0.002,0.006,0.0,0.002,0.019,-0.012,0.003,-0.021,0.007,0.009,0.003,0.0,-0.011,0.007,0.003,0.551,0.002,0.003,0.014,0.022,0.014,-0.02,-0.015,0.002,-0.022,0.013,0.038,0.011,0.007,0.006,0.005,0.002,-0.0,0.0,0.0,-0.0
0.0,-0.895,-0.897,0.897,-0.901,0.015,0.007,0.003,8.046,1.413,2.682,1.001,-0.007,0.002,-0.0,1.957,0.023,0.0,1.333,0.236,0.236,0.239,0.234,0.43,1.509,0.005,0.0,-0.379,0.376,-0.005,-0.369,-0.376,0.014,0.005,0.0,0.0,0.003,0.002,0.008,-0.011,0.002,0.0,0.001,0.026,-0.016,0.002,-0.018,0.004,0.004,0.002,0.0,-0.01,0.003,0.001,0.558,0.001,0.002,0.011,0.028,0.016,-0.025,0.009,0.003,0.017,0.021,0.046,0.003,0.02,0.003,0.002,0.004,0.0,0.0,-0.0,-0.0
-0.0,-0.893,-0.897,0.897,-0.901,0.027,-0.008,-0.011,8.044,1.416,2.684,1.001,0.005,0.006,-0.0,1.954,0.078,-0.0,1.332,0.236,0.236,0.238,0.228,0.43,1.509,0.014,0.0,-0.385,0.376,-0.001,-0.37,-0.376,0.014,0.011,0.0,0.0,0.005,0.004,0.013,-0.009,0.005,0.0,0.002,0.036,-0.021,0.003,-0.028,0.006,0.007,0.002,0.0,-0.018,0.004,0.002,0.557,0.004,0.002,0.019,0.031,0.022,-0.029,-0.018,0.005,-0.02,0.015,0.051,0.007,0.007,0.005,0.005,0.002,-0.0,0.0,0.0,-0.0
0.0,-0.892,-0.897,0.897,-0.904,-0.001,-0.006,-0.015,8.052,1.412,2.681,1.001,-0.005,0.008,0.0,1.958,-0.018,-0.0,1.334,0.235,0.234,0.237,0.232,0.43,1.508,0.005,0.0,-0.382,0.376,-0.003,-0.36,-0.376,0.015,0.004,0.0,0.0,0.003,0.004,0.006,-0.01,0.004,0.0,0.001,0.027,-0.017,0.002,-0.015,0.005,0.003,0.002,0.0,-0.008,0.002,0.003,0.55,0.001,0.004,0.009,0.03,0.017,-0.024,0.01,0.003,0.006,0.022,0.046,0.007,0.021,0.006,0.005,0.005,-0.0,0.0,0.0,-0.0
0.0,-0.89,-0.894,0.894,-0.899,-0.001,-0.009,0.01,7.994,1.466,2.678,1.0,-0.003,0.006,0.0,1.965,0.048,0.0,1.336,0.233,0.233,0.237,0.23,0.43,1.51,0.009,0.0,-0.388,0.383,-0.008,-0.378,-0.383,0.018,0.007,0.0,0.0,0.005,0.002,0.007,-0.013,0.004,0.0,0.001,0.037,-0.02,0.002,-0.023,0.006,0.004,0.002,0.0,-0.015,0.004,0.002,0.542,0.003,0.002,0.016,0.034,0.021,-0.034,0.007,0.004,0.001,0.021,0.054,0.005,0.019,0.003,0.003,0.004,0.0,0.0,-0.0,-0.0
-0.0,-0.887,-0.904,0.905,-0.933,-0.252,0.013,0.071,8.184,1.35,2.68,1.001,-0.01,0.05,0.0,1.962,0.416,0.0,1.344,0.22,0.22,0.24,0.184,0.428,1.49,0.101,0.01,-0.403,0.367,0.089,-0.3,-0.366,0.06,0.092,0.002,0.0,0.08,0.026,0.168,-0.004,0.029,0.0,0.015,0.067,-0.05,0.017,-0.043,0.032,0.045,0.027,0.001,0.015,0.039,0.014,0.485,0.022,0.016,0.047,0.129,0.059,-0.097,-0.231,0.035,0.035,0.134,0.204,0.05,-0.088,0.033,0.029,0.18,-0.0,0.001,0.0,0.0
0.0,-0.943,-0.949,0.95,-0.955,-0.014,0.017,-0.039,9.016,0.714,2.818,1.001,0.006,0.028,0.0,1.84,-0.068,0.0,1.4,0.173,0.173,0.188,0.163,0.352,1.389,0.035,0.001,-0.283,0.267,0.018,-0.254,-0.267,0.022,0.028,0.0,0.0,0.023,0.004,0.05,-0.001,0.018,0.0,0.007,0.023,-0.037,0.008,-0.023,0.022,0.014,0.01,0.0,-0.005,0.012,0.003,0.298,0.002,0.003,0.015,0.048,0.043,-0.079,-0.092,0.019,-0.024,0.042,0.086,0.016,-0.023,0.009,0.008,0.018,0.0,0.0,-0.0,-0.0
0.001,-0.907,-0.931,0.931,-0.955,-0.165,-0.053,-0.085,8.675,0.925,2.763,1.0,-0.019,0.028,-0.0,1.882,0.024,0.001,1.366,0.198,0.197,0.23,0.159,0.386,1.43,0.038,0.001,-0.358,0.304,0.006,-0.256,-0.302,0.042,0.033,0.003,0.0,0.064,0.023,0.061,0.094,0.028,0.0,0.019,0.177,0.019,0.022,-0.164,0.036,0.05,0.03,0.001,-0.062,0.04,0.013,0.392,0.064,0.015,0.08,0.146,0.041,-0.033,0.057,0.017,0.043,0.129,0.216,0.044,0.123,0.031,0.026,0.167,0.0,0.001,0.0,-0.0
0.0,-0.898,-0.901,0.901,-0.905,0.099,-0.013,-0.034,8.125,1.408,2.692,1.0,-0.011,0.026,-0.0,1.957,0.13,-0.0,1.351,0.218,0.218,0.231,0.201,0.42,1.494,0.031,0.001,-0.381,0.375,0.009,-0.361,-0.375,0.026,0.026,0.0,0.0,0.027,0.005,0.038,0.021,0.017,0.0,0.007,0.086,-0.018,0.008,-0.062,0.021,0.021,0.011,0.0,-0.027,0.017,0.003,0.475,0.012,0.003,0.034,0.057,0.027,-0.053,-0.017,0.007,0.024,0.047,0.091,0.006,0.036,0.006,0.005,0.022,-0.0,0.0,0.0,-0.0
0.0,-0.883,-0.895,0.895,-0.899,-0.004,-0.067,-0.038,8.003,1.425,2.682,1.0,0.006,0.037,-0.0,1.958,-0.015,0.0,1.326,0.241,0.241,0.257,0.222,0.436,1.513,0.019,0.0,-0.394,0.378,0.022,-0.361,-0.377,0.016,0.013,0.001,0.0,0.037,0.007,0.008,0.058,0.023,0.0,0.01,0.056,-0.002,0.012,-0.091,0.028,0.031,0.022,0.001,-0.015,0.023,0.004,0.581,0.012,0.005,0.035,0.042,0.028,-0.034,-0.005,0.008,-0.041,0.028,0.071,0.015,0.021,0.01,0.008,0.008,0.0,0.0,-0.0,0.0
0.0,-0.892,-0.896,0.896,-0.902,0.142,-0.056,-0.144,8.035,1.324,2.68,1.001,-0.005,0.028,0.0,1.941,0.055,-0.0,1.302,0.259,0.258,0.281,0.232,0.44,1.518,0.021,0.0,-0.386,0.364,-0.013,-0.339,-0.364,0.025,0.017,0.002,0.0,0.072,0.004,0.026,0.052,0.023,0.0,0.017,0.007,-0.001,0.018,-0.145,0.028,0.045,0.034,0.001,-0.083,0.041,0.003,0.668,0.089,0.003,0.094,0.092,0.028,-0.035,-0.062,0.008,-0.026,0.03,0.129,0.025,-0.021,0.016,0.015,0.009,0.0,0.0,-0.0,-0.0
0.001,-0.901,-0.913,0.913,-0.922,0.1,-0.029,0.011,8.329,0.78,2.722,1.002,0.014,0.018,-0.0,1.842,-0.045,0.001,1.257,0.306,0.306,0.318,0.285,0.423,1.497,0.052,0.003,-0.333,0.279,0.071,-0.252,-0.278,0.038,0.041,0.006,0.0,0.08,0.01,0.059,-0.001,0.011,0.0,0.007,0.065,-0.018,0.009,-0.201,0.012,0.08,0.009,0.0,-0.091,0.065,0.006,0.938,0.146,0.007,0.121,0.131,0.022,-0.039,-0.134,0.005,-0.097,0.063,0.178,0.025,-0.035,0.027,0.021,0.04,0.0,0.001,-0.0,0.0
0.001,-0.877,-0.895,0.895,-0.915,0.024,0.031,0.153,8.019,1.354,2.676,1.0,0.0,0.045,-0.0,1.95,0.125,0.001,1.31,0.253,0.249,0.303,0.177,0.429,1.508,0.056,0.003,-0.439,0.368,0.314,-0.257,-0.364,0.105,0.046,0.007,0.002,0.092,0.015,0.055,0.005,0.029,0.0,0.037,0.259,-0.056,0.042,0.042,0.035,0.085,0.076,0.001,0.197,0.071,0.01,0.639,0.461,0.012,0.215,0.261,0.066,-0.122,0.078,0.043,0.115,0.15,0.394,0.071,0.14,0.056,0.047,0.226,-0.0,0.003,0.0,-0.0
-0.0,-0.863,-0.876,0.876,-0.882,0.02,0.004,-0.008,7.681,1.925,2.641,1.0,0.029,0.008,0.0,2.023,0.16,-0.0,1.373,0.196,0.196,0.2,0.184,0.422,1.511,0.036,0.001,-0.458,0.439,0.021,-0.427,-0.439,0.02,0.025,0.0,0.0,0.016,0.004,0.034,0.0,0.007,0.0,0.003,0.105,-0.019,0.004,-0.038,0.01,0.016,0.004,0.0,-0.021,0.011,0.004,0.382,0.007,0.005,0.026,0.041,0.021,-0.037,-0.029,0.005,-0.05,0.039,0.072,0.014,0.014,0.009,0.008,0.015,-0.0,0.0,0.0,0.0
-0.0,-0.876,-0.878,0.878,-0.882,-0.01,-0.002,-0.002,7.714,1.897,2.644,1.0,0.004,0.005,-0.0,2.022,-0.049,-0.0,1.374,0.196,0.196,0.198,0.194,0.421,1.509,0.011,0.0,-0.441,0.436,-0.001,-0.431,-0.436,0.014,0.008,0.0,0.0,0.004,0.002,0.013,-0.005,0.004,0.0,0.001,0.021,-0.018,0.001,-0.022,0.005,0.005,0.001,0.0,-0.014,0.004,0.002,0.383,0.002,0.002,0.015,0.028,0.018,-0.025,-0.017,0.003,-0.004,0.014,0.045,0.002,0.01,0.003,0.002,0.002,0.0,0.0,-0.0,-0.0
0.0,-0.868,-0.879,0.879,-0.887,-0.018,0.023,0.081,7.73,1.859,2.649,1.0,-0.034,0.019,-0.0,2.015,-0.224,0.0,1.372,0.197,0.197,0.209,0.179,0.422,1.507,0.088,0.008,-0.464,0.431,0.008,-0.397,-0.431,0.032,0.079,0.004,0.0,0.085,0.011,0.147,-0.005,0.02,0.0,0.005,0.1,-0.029,0.007,-0.178,0.029,0.064,0.004,0.001,-0.06,0.059,0.006,0.389,0.076,0.006,0.087,0.085,0.041,-0.11,-0.154,0.017,0.082,0.091,0.166,0.011,-0.023,0.017,0.012,0.082,0.0,0.0,-0.0,0.0
0.001,-0.901,-0.957,0.958,-0.984,0.093,0.033,-0.031,9.171,0.503,2.864,1.006,0.091,0.032,-0.0,1.761,-0.062,0.001,1.372,0.202,0.202,0.214,0.194,0.33,1.358,0.117,0.014,-0.397,0.224,-0.044,-0.074,-0.199,0.11,0.093,0.001,0.0,0.044,0.039,0.123,-0.03,0.019,0.001,0.005,-0.161,-0.055,0.006,-0.18,0.021,0.038,0.008,0.0,-0.11,0.032,0.022,0.408,0.134,0.027,0.116,0.32,0.059,-0.095,-0.521,0.034,-0.276,0.339,0.482,0.151,-0.318,0.103,0.085,1.15,0.001,0.011,-0.0,0.0
-0.0,-0.98,-0.988,0.988,-0.993,-0.038,-0.026,-0.1,9.76,0.004,2.942,1.008,-0.015,0.028,0.0,1.562,-0.273,0.001,1.372,0.197,0.197,0.206,0.183,0.131,1.2,0.081,0.007,-0.043,0.02,0.009,0.027,0.006,0.015,0.067,0.001,0.0,0.031,0.005,0.096,0.001,0.014,0.0,0.006,0.06,-0.02,0.007,-0.077,0.016,0.027,0.009,0.0,-0.032,0.021,0.003,0.387,0.018,0.004,0.042,0.054,0.025,-0.047,-0.235,0.006,-0.051,0.096,0.118,0.02,-0.05,0.019,0.014,0.091,0.0,0.0,-0.0,-0.0
