g_x_mean,accl_y,g_y_mean,jerk_z,accl_x,ag_z_min,ag_y_min,g_z_mean,SMA_g,IQR_g_z,VAR_g_x,accl_z,MAD_g_x,ag_x_mean,ag_x_max,VAR_g_y,RMS_g_z,ag_y_max,IQR_g_y,ag_y_mean,STD_ag_x,RMS_ag_z,g_z_min,STD_g_y,ag_z_max,RMS_ag_y,ag_z_mean,STD_g_x,ag_x_min,th_z,VAR_ag_z,VAR_ag_x,g_y_min,STD_g_z,g_x_max,RMS_ag_x,MAD_g_y,MAD_g_z,IQR_g_x,STD_ag_z,IQR_ag_z,SVM_g,MAD_ag_z,RMS_g_y,RMS_g_x,VAR_g_z,g_z_max,th_y,MAD_ag_x,g_y_max,th_x,FFT_ag_z,FFT_g_y,FFT_g_z,FFT_ag_x,E_ag_y,FFT_g_x,STD_ag_y,IQR_ag_x,CM_a,g_x_min,MAD_ag_y,SVM_a,IQR_ag_y,E_ag_x,E_ag_z,SMA_a,E_g_y,FFT_ag_y,jerk_y,VAR_ag_y,E_g_x,CM_g,jerk_x,E_g_z
-0.016,0.0,0.016,0.0,0.0,-0.411,0.225,-0.013,0.048,0.006,0.0,0.0,0.008,-0.888,-0.883,0.0,0.015,0.232,0.015,0.228,0.003,0.404,-0.023,0.012,-0.396,0.228,-0.404,0.009,-0.893,1.987,0.0,0.0,-0.01,0.007,0.0,0.888,0.011,0.005,0.012,0.005,0.007,0.034,0.004,0.021,0.019,0.0,0.0,1.342,0.002,0.028,2.66,0.001,-0.062,0.008,0.005,0.519,0.048,0.003,0.003,0.434,-0.027,0.002,1.003,0.004,7.889,1.636,1.521,0.004,0.003,-0.0,0.0,0.004,0.018,0.0,0.002
-0.015,0.0,0.013,0.0,0.0,-0.413,0.226,-0.016,0.045,0.007,0.0,0.0,0.003,-0.886,-0.882,0.0,0.017,0.231,0.01,0.229,0.003,0.407,-0.023,0.011,-0.403,0.229,-0.407,0.004,-0.891,1.989,0.0,0.0,-0.001,0.004,-0.008,0.886,0.008,0.004,0.006,0.003,0.006,0.027,0.003,0.017,0.016,0.0,-0.01,1.34,0.002,0.04,2.656,-0.003,-0.056,-0.014,0.002,0.524,-0.016,0.002,0.003,0.436,-0.022,0.001,1.002,0.002,7.857,1.66,1.523,0.003,0.007,-0.0,0.0,0.002,0.013,-0.0,0.003
-0.013,0.0,0.013,0.0,0.0,-0.409,0.231,-0.016,0.042,0.003,0.0,0.0,0.004,-0.886,-0.881,0.0,0.017,0.234,0.006,0.232,0.002,0.407,-0.022,0.006,-0.403,0.232,-0.407,0.005,-0.89,1.989,0.0,0.0,0.001,0.003,-0.002,0.886,0.004,0.003,0.006,0.002,0.002,0.026,0.001,0.014,0.014,0.0,-0.009,1.338,0.002,0.024,2.656,0.008,0.003,0.009,-0.009,0.537,0.004,0.001,0.002,0.437,-0.018,0.001,1.002,0.001,7.854,1.654,1.525,0.002,-0.004,0.0,0.0,0.002,0.014,-0.0,0.003
-0.013,-0.0,0.011,-0.0,-0.0,-0.41,0.227,-0.019,0.044,0.005,0.0,-0.0,0.006,-0.887,-0.883,0.0,0.019,0.232,0.003,0.229,0.002,0.406,-0.022,0.006,-0.399,0.229,-0.406,0.006,-0.89,1.989,0.0,0.0,-0.004,0.003,-0.005,0.887,0.004,0.003,0.012,0.003,0.002,0.028,0.002,0.013,0.014,0.0,-0.014,1.34,0.002,0.019,2.657,-0.01,-0.022,-0.001,0.002,0.526,-0.017,0.002,0.003,0.436,-0.02,0.001,1.002,0.003,7.859,1.652,1.522,0.002,-0.006,-0.0,0.0,0.002,0.015,-0.0,0.004
-0.014,-0.0,0.018,0.0,0.0,-0.413,0.224,-0.02,0.053,0.005,0.0,0.0,0.005,-0.887,-0.881,0.0,0.02,0.23,0.008,0.227,0.004,0.407,-0.026,0.009,-0.402,0.227,-0.407,0.006,-0.894,1.989,0.0,0.0,0.009,0.004,-0.003,0.887,0.007,0.003,0.005,0.004,0.005,0.03,0.003,0.02,0.016,0.0,-0.016,1.342,0.003,0.035,2.657,0.014,0.021,0.002,-0.012,0.517,0.002,0.001,0.004,0.434,-0.027,0.001,1.002,0.001,7.862,1.657,1.521,0.004,0.002,0.0,0.0,0.002,0.015,-0.0,0.004
-0.014,-0.0,0.015,-0.0,0.0,-0.419,0.226,-0.017,0.046,0.006,0.0,0.0,0.002,-0.883,-0.878,0.0,0.017,0.23,0.003,0.229,0.003,0.413,-0.023,0.003,-0.406,0.229,-0.413,0.002,-0.888,1.996,0.0,0.0,0.012,0.004,-0.011,0.883,0.002,0.003,0.002,0.003,0.004,0.026,0.003,0.015,0.014,0.0,-0.011,1.34,0.002,0.02,2.651,-0.009,0.004,0.015,0.003,0.524,-0.006,0.001,0.003,0.437,-0.018,0.001,1.002,0.001,7.804,1.707,1.526,0.002,-0.004,0.0,0.0,0.002,0.014,0.0,0.003
-0.012,-0.0,0.014,0.0,0.0,-0.422,0.225,-0.018,0.044,0.005,0.0,0.0,0.003,-0.883,-0.879,0.0,0.018,0.229,0.004,0.227,0.002,0.415,-0.023,0.008,-0.41,0.227,-0.415,0.003,-0.886,1.997,0.0,0.0,0.006,0.003,-0.006,0.883,0.005,0.003,0.004,0.003,0.004,0.026,0.002,0.016,0.013,0.0,-0.013,1.342,0.001,0.035,2.65,0.012,-0.026,0.015,-0.004,0.514,-0.011,0.001,0.002,0.436,-0.018,0.001,1.002,0.002,7.799,1.72,1.525,0.003,0.005,0.0,0.0,0.002,0.014,-0.0,0.003
-0.015,0.0,0.014,0.0,0.0,-0.42,0.226,-0.016,0.044,0.004,0.0,0.0,0.003,-0.882,-0.88,0.0,0.016,0.229,0.008,0.227,0.002,0.416,-0.022,0.007,-0.411,0.227,-0.416,0.003,-0.886,2.0,0.0,0.0,0.006,0.003,-0.01,0.882,0.006,0.002,0.003,0.002,0.001,0.022,0.001,0.015,0.015,0.0,-0.012,1.342,0.002,0.03,2.648,-0.004,0.039,-0.008,-0.002,0.516,-0.015,0.001,0.004,0.437,-0.023,0.001,1.002,0.002,7.786,1.732,1.526,0.002,-0.004,0.0,0.0,0.002,0.012,-0.0,0.003
-0.013,-0.0,0.013,0.0,0.0,-0.424,0.228,-0.015,0.042,0.004,0.0,0.0,0.004,-0.881,-0.874,0.0,0.016,0.23,0.011,0.229,0.003,0.418,-0.02,0.007,-0.413,0.229,-0.418,0.004,-0.884,2.0,0.0,0.0,0.003,0.004,-0.007,0.881,0.006,0.003,0.007,0.003,0.002,0.025,0.002,0.015,0.014,0.0,-0.008,1.34,0.002,0.029,2.647,-0.006,-0.021,0.018,0.003,0.524,0.015,0.001,0.003,0.438,-0.021,0.001,1.002,0.002,7.763,1.746,1.528,0.002,-0.004,0.0,0.0,0.002,0.013,-0.0,0.002
-0.017,0.0,0.009,0.0,-0.0,-0.419,0.225,-0.016,0.042,0.004,0.0,-0.0,0.005,-0.883,-0.88,0.0,0.016,0.231,0.005,0.229,0.002,0.415,-0.02,0.009,-0.412,0.229,-0.415,0.006,-0.885,1.997,0.0,0.0,-0.004,0.003,-0.01,0.883,0.006,0.003,0.008,0.002,0.002,0.027,0.002,0.012,0.019,0.0,-0.008,1.34,0.001,0.032,2.65,0.008,-0.042,0.011,-0.004,0.524,0.01,0.002,0.001,0.438,-0.028,0.001,1.002,0.002,7.799,1.719,1.527,0.002,0.008,0.0,0.0,0.003,0.014,-0.0,0.003
-0.014,0.0,0.008,0.0,0.0,-0.414,0.23,-0.016,0.038,0.004,0.0,-0.0,0.002,-0.884,-0.878,0.0,0.016,0.235,0.008,0.233,0.002,0.409,-0.022,0.005,-0.405,0.233,-0.409,0.002,-0.886,1.992,0.0,0.0,0.002,0.004,-0.011,0.884,0.004,0.003,0.002,0.002,0.001,0.024,0.001,0.009,0.015,0.0,-0.007,1.336,0.001,0.015,2.652,0.001,0.008,0.024,0.001,0.544,-0.002,0.001,0.001,0.439,-0.017,0.001,1.002,0.001,7.816,1.676,1.527,0.001,-0.0,0.0,0.0,0.002,0.013,-0.0,0.003
-0.022,-0.0,-0.019,0.0,0.0,-0.409,0.23,-0.017,0.057,0.011,0.0,0.0,0.008,-0.89,-0.881,0.0,0.018,0.241,0.008,0.237,0.006,0.393,-0.025,0.004,-0.38,0.237,-0.393,0.01,-0.901,1.972,0.0,0.0,-0.025,0.007,-0.003,0.89,0.004,0.006,0.014,0.011,0.021,0.035,0.01,0.019,0.024,0.0,-0.003,1.332,0.005,-0.013,2.667,-0.032,0.016,0.024,0.008,0.56,0.062,0.004,0.007,0.436,-0.036,0.003,1.001,0.006,7.925,1.546,1.52,0.004,-0.016,0.0,0.0,0.006,0.02,0.0,0.003
-0.023,0.0,0.01,0.0,-0.0,-0.397,0.217,-0.018,0.083,0.025,0.001,0.0,0.024,-0.899,-0.863,0.002,0.026,0.262,0.043,0.241,0.015,0.367,-0.048,0.048,-0.349,0.242,-0.367,0.028,-0.914,1.945,0.0,0.0,-0.056,0.018,0.025,0.899,0.036,0.015,0.044,0.014,0.016,0.056,0.011,0.049,0.036,0.0,0.011,1.326,0.012,0.116,2.689,-0.081,-0.066,0.071,0.051,0.584,0.061,0.013,0.018,0.43,-0.067,0.011,1.004,0.016,8.081,1.349,1.507,0.024,-0.071,-0.0,0.0,0.013,0.013,0.0,0.007
0.001,0.0,0.024,0.0,0.0,-0.399,0.221,-0.021,0.077,0.026,0.001,0.0,0.022,-0.898,-0.876,0.001,0.028,0.25,0.043,0.238,0.013,0.376,-0.055,0.029,-0.352,0.238,-0.376,0.026,-0.918,1.949,0.0,0.0,-0.034,0.018,0.042,0.898,0.023,0.015,0.039,0.014,0.022,0.046,0.012,0.038,0.026,0.0,0.005,1.33,0.012,0.067,2.686,-0.028,-0.007,0.0,-0.001,0.565,0.008,0.009,0.022,0.43,-0.05,0.007,1.002,0.011,8.066,1.414,1.511,0.014,-0.039,-0.0,0.0,0.007,0.022,0.0,0.008
-0.007,-0.0,0.027,0.0,0.0,-0.408,0.22,-0.025,0.074,0.028,0.001,0.0,0.02,-0.893,-0.879,0.0,0.031,0.24,0.026,0.229,0.007,0.393,-0.06,0.017,-0.382,0.229,-0.393,0.024,-0.9,1.97,0.0,0.0,-0.007,0.019,0.026,0.893,0.014,0.016,0.034,0.009,0.014,0.046,0.008,0.032,0.025,0.0,0.002,1.342,0.006,0.051,2.67,0.014,-0.058,0.036,-0.01,0.523,-0.072,0.007,0.01,0.43,-0.056,0.005,1.002,0.007,7.97,1.547,1.515,0.01,0.003,0.0,0.0,0.006,0.019,-0.0,0.01
-0.013,0.0,0.017,0.0,0.0,-0.421,0.212,-0.021,0.057,0.019,0.0,0.0,0.01,-0.887,-0.874,0.0,0.026,0.222,0.028,0.217,0.007,0.411,-0.051,0.021,-0.397,0.217,-0.411,0.01,-0.898,1.996,0.0,0.0,-0.019,0.014,-0.002,0.887,0.019,0.012,0.019,0.007,0.008,0.038,0.006,0.027,0.017,0.0,0.001,1.352,0.006,0.051,2.657,0.036,0.003,-0.072,-0.029,0.473,-0.043,0.003,0.011,0.429,-0.029,0.002,1.001,0.002,7.872,1.686,1.515,0.007,0.002,-0.0,0.0,0.003,0.014,-0.0,0.007
-0.019,0.0,0.013,0.0,0.0,-0.412,0.214,-0.015,0.051,0.009,0.0,0.0,0.008,-0.891,-0.883,0.0,0.016,0.223,0.023,0.218,0.004,0.403,-0.027,0.014,-0.395,0.218,-0.402,0.009,-0.896,1.984,0.0,0.0,-0.017,0.006,-0.007,0.891,0.012,0.005,0.014,0.005,0.007,0.029,0.004,0.019,0.021,0.0,-0.008,1.35,0.003,0.029,2.669,0.001,-0.088,-0.002,-0.003,0.477,0.019,0.003,0.005,0.427,-0.033,0.002,1.002,0.004,7.943,1.62,1.512,0.004,-0.012,-0.0,0.0,0.004,0.016,-0.0,0.003
-0.017,-0.0,0.016,0.0,0.0,-0.415,0.22,-0.015,0.049,0.01,0.0,0.0,0.007,-0.887,-0.881,0.0,0.016,0.227,0.019,0.223,0.006,0.408,-0.026,0.012,-0.392,0.223,-0.408,0.009,-0.901,1.994,0.0,0.0,-0.004,0.006,-0.002,0.887,0.011,0.005,0.012,0.007,0.007,0.034,0.006,0.02,0.019,0.0,-0.007,1.346,0.005,0.036,2.654,0.007,-0.057,-0.014,-0.009,0.499,-0.028,0.002,0.007,0.433,-0.031,0.002,1.001,0.003,7.872,1.664,1.518,0.004,-0.002,0.0,0.0,0.004,0.014,-0.0,0.003
-0.014,0.0,0.007,0.0,0.0,-0.411,0.223,-0.016,0.039,0.003,0.0,0.0,0.004,-0.888,-0.883,0.0,0.016,0.227,0.011,0.225,0.002,0.404,-0.019,0.01,-0.398,0.225,-0.404,0.005,-0.891,1.986,0.0,0.0,-0.01,0.002,-0.007,0.888,0.007,0.002,0.006,0.004,0.006,0.023,0.004,0.012,0.015,0.0,-0.011,1.344,0.002,0.022,2.662,-0.02,0.008,-0.005,0.01,0.507,-0.019,0.001,0.004,0.433,-0.027,0.001,1.002,0.003,7.891,1.633,1.518,0.001,-0.008,0.0,0.0,0.002,0.012,-0.0,0.002
-0.015,-0.0,0.017,0.0,-0.0,-0.419,0.211,-0.013,0.049,0.009,0.0,0.0,0.008,-0.887,-0.882,0.0,0.016,0.239,0.008,0.227,0.003,0.407,-0.023,0.02,-0.4,0.227,-0.407,0.011,-0.892,1.986,0.0,0.0,-0.001,0.01,0.007,0.887,0.012,0.008,0.007,0.005,0.005,0.027,0.004,0.026,0.019,0.0,0.011,1.342,0.002,0.073,2.66,0.003,-0.023,0.023,0.001,0.514,-0.043,0.007,0.002,0.434,-0.034,0.004,1.002,0.003,7.862,1.655,1.52,0.007,0.007,0.0,0.0,0.004,0.014,-0.0,0.003
-0.013,0.0,0.02,0.0,0.0,-0.417,0.225,-0.015,0.051,0.02,0.0,0.0,0.008,-0.885,-0.88,0.0,0.018,0.236,0.017,0.23,0.003,0.408,-0.025,0.013,-0.401,0.23,-0.408,0.01,-0.889,1.99,0.0,0.0,-0.002,0.01,0.01,0.885,0.011,0.01,0.014,0.005,0.003,0.034,0.004,0.024,0.017,0.0,0.001,1.34,0.002,0.045,2.656,-0.017,0.02,0.044,0.012,0.529,0.029,0.003,0.002,0.436,-0.026,0.003,1.002,0.006,7.834,1.665,1.523,0.006,-0.01,-0.0,0.0,0.003,0.012,-0.0,0.003
-0.016,-0.0,0.008,0.0,-0.0,-0.416,0.231,-0.014,0.039,0.006,0.0,-0.0,0.005,-0.884,-0.879,0.0,0.016,0.238,0.008,0.234,0.003,0.41,-0.023,0.008,-0.406,0.234,-0.41,0.005,-0.888,1.991,0.0,0.0,-0.002,0.006,-0.009,0.884,0.007,0.005,0.008,0.003,0.005,0.024,0.003,0.012,0.017,0.0,-0.001,1.334,0.003,0.029,2.652,-0.015,-0.006,0.037,0.009,0.549,-0.006,0.002,0.004,0.439,-0.024,0.002,1.002,0.002,7.809,1.683,1.528,0.001,-0.006,0.0,0.0,0.003,0.01,-0.0,0.002
-0.016,0.0,0.014,0.0,-0.0,-0.414,0.231,-0.02,0.05,0.005,0.0,-0.0,0.008,-0.884,-0.879,0.0,0.021,0.24,0.007,0.234,0.003,0.408,-0.031,0.007,-0.401,0.234,-0.408,0.011,-0.891,1.99,0.0,0.0,0.003,0.005,-0.002,0.884,0.006,0.004,0.009,0.004,0.003,0.032,0.003,0.016,0.019,0.0,-0.012,1.336,0.003,0.027,2.653,0.012,-0.017,0.008,-0.008,0.55,-0.049,0.003,0.005,0.439,-0.039,0.002,1.002,0.003,7.82,1.662,1.526,0.002,0.011,0.0,0.0,0.004,0.014,-0.0,0.004
-0.01,-0.0,0.008,0.0,0.0,-0.411,0.229,-0.022,0.042,0.011,0.0,0.0,0.01,-0.886,-0.882,0.0,0.024,0.237,0.006,0.232,0.003,0.406,-0.038,0.009,-0.392,0.232,-0.406,0.011,-0.892,1.989,0.0,0.0,-0.003,0.008,0.005,0.886,0.006,0.007,0.019,0.005,0.002,0.032,0.003,0.012,0.015,0.0,-0.011,1.337,0.002,0.031,2.657,0.017,0.003,0.007,-0.008,0.538,0.036,0.003,0.004,0.437,-0.028,0.002,1.002,0.004,7.854,1.646,1.524,0.002,0.009,0.0,0.0,0.002,0.01,-0.0,0.006
-0.017,0.0,0.016,-0.0,-0.0,-0.418,0.222,-0.016,0.052,0.007,0.0,0.0,0.007,-0.886,-0.879,0.0,0.017,0.23,0.009,0.227,0.003,0.409,-0.024,0.007,-0.404,0.227,-0.409,0.011,-0.89,1.99,0.0,0.0,0.003,0.005,0.013,0.886,0.006,0.004,0.008,0.005,0.006,0.032,0.004,0.018,0.02,0.0,-0.009,1.342,0.003,0.029,2.657,-0.014,-0.008,0.026,0.007,0.516,0.023,0.002,0.003,0.436,-0.026,0.002,1.002,0.003,7.847,1.675,1.522,0.003,-0.004,-0.0,0.0,0.004,0.016,0.0,0.003
-0.014,-0.0,0.012,0.0,0.0,-0.412,0.229,-0.016,0.042,0.003,0.0,-0.0,0.002,-0.885,-0.88,0.0,0.016,0.233,0.006,0.231,0.003,0.407,-0.02,0.006,-0.399,0.231,-0.407,0.003,-0.891,1.989,0.0,0.0,0.001,0.002,-0.011,0.885,0.005,0.002,0.006,0.004,0.006,0.026,0.003,0.013,0.015,0.0,-0.013,1.338,0.002,0.022,2.656,0.01,-0.016,0.006,-0.002,0.533,-0.007,0.001,0.001,0.436,-0.019,0.001,1.001,0.001,7.838,1.655,1.523,0.002,-0.002,0.0,0.0,0.002,0.014,0.0,0.003
-0.011,0.0,0.016,0.0,0.0,-0.416,0.228,-0.016,0.045,0.007,0.0,0.0,0.004,-0.886,-0.877,0.0,0.017,0.233,0.016,0.23,0.003,0.408,-0.03,0.011,-0.402,0.231,-0.408,0.006,-0.89,1.989,0.0,0.0,-0.007,0.006,-0.002,0.886,0.009,0.005,0.005,0.004,0.006,0.028,0.003,0.019,0.013,0.0,-0.006,1.338,0.002,0.03,2.656,-0.009,-0.043,0.004,0.009,0.531,-0.012,0.002,0.004,0.436,-0.025,0.002,1.002,0.003,7.843,1.662,1.524,0.004,0.004,0.0,0.0,0.002,0.013,-0.0,0.003
-0.012,-0.0,0.008,0.0,0.0,-0.422,0.219,-0.02,0.041,0.015,0.0,0.0,0.008,-0.886,-0.88,0.0,0.022,0.237,0.006,0.23,0.003,0.408,-0.031,0.007,-0.4,0.23,-0.408,0.009,-0.891,1.99,0.0,0.0,-0.006,0.009,-0.002,0.886,0.006,0.007,0.014,0.006,0.004,0.028,0.004,0.011,0.015,0.0,-0.007,1.338,0.003,0.021,2.654,0.003,-0.002,0.002,-0.007,0.531,0.033,0.005,0.005,0.436,-0.028,0.004,1.003,0.005,7.847,1.666,1.524,0.001,0.003,0.0,0.0,0.002,0.01,-0.0,0.005
-0.014,0.0,0.016,0.0,-0.0,-0.41,0.22,-0.018,0.048,0.01,0.0,-0.0,0.004,-0.887,-0.881,0.0,0.019,0.229,0.012,0.225,0.003,0.407,-0.028,0.008,-0.403,0.225,-0.407,0.004,-0.891,1.988,0.0,0.0,0.003,0.006,-0.008,0.887,0.007,0.005,0.005,0.002,0.004,0.03,0.002,0.017,0.015,0.0,-0.01,1.344,0.002,0.027,2.659,-0.002,0.024,-0.015,-0.006,0.506,0.026,0.002,0.002,0.434,-0.022,0.002,1.002,0.003,7.866,1.654,1.519,0.003,-0.009,-0.0,0.0,0.002,0.014,0.0,0.004
-0.035,-0.0,-0.029,0.0,0.001,-0.35,0.235,-0.039,0.14,0.036,0.003,-0.0,0.051,-0.921,-0.901,0.001,0.049,0.264,0.043,0.25,0.011,0.306,-0.08,0.034,-0.273,0.25,-0.305,0.055,-0.938,1.876,0.001,0.0,-0.072,0.029,0.051,0.921,0.027,0.024,0.107,0.025,0.041,0.078,0.023,0.044,0.066,0.001,0.02,1.318,0.01,0.044,2.738,-0.068,0.153,0.023,0.017,0.627,-0.001,0.009,0.016,0.412,-0.1,0.007,1.003,0.009,8.491,0.938,1.477,0.02,-0.001,-0.0,0.0,0.043,0.041,-0.0,0.024
-0.008,0.0,0.025,-0.0,-0.0,-0.308,0.236,-0.014,0.051,0.008,0.0,0.0,0.01,-0.925,-0.921,0.0,0.016,0.243,0.025,0.24,0.003,0.302,-0.023,0.017,-0.295,0.24,-0.302,0.013,-0.93,1.878,0.0,0.0,0.008,0.007,0.013,0.925,0.015,0.006,0.012,0.004,0.007,0.028,0.004,0.03,0.015,0.0,0.001,1.33,0.002,0.061,2.748,0.012,0.059,0.024,-0.001,0.575,-0.026,0.002,0.004,0.406,-0.035,0.002,1.003,0.003,8.564,0.913,1.467,0.009,0.002,0.0,0.0,0.002,0.01,0.0,0.003
-0.012,-0.0,0.014,0.0,-0.0,-0.313,0.238,-0.016,0.043,0.011,0.0,0.0,0.006,-0.924,-0.92,0.0,0.019,0.246,0.007,0.242,0.002,0.305,-0.034,0.006,-0.301,0.242,-0.305,0.007,-0.927,1.879,0.0,0.0,0.005,0.009,0.001,0.924,0.005,0.007,0.008,0.004,0.004,0.025,0.003,0.016,0.014,0.0,-0.006,1.328,0.002,0.025,2.744,0.005,-0.001,0.005,-0.007,0.585,-0.017,0.003,0.003,0.408,-0.023,0.002,1.002,0.004,8.53,0.932,1.471,0.002,-0.01,0.0,0.0,0.002,0.011,-0.0,0.003
-0.013,-0.0,0.009,0.0,0.0,-0.308,0.242,-0.013,0.036,0.006,0.0,0.0,0.004,-0.924,-0.92,0.0,0.015,0.25,0.008,0.246,0.002,0.303,-0.028,0.007,-0.299,0.246,-0.303,0.005,-0.927,1.878,0.0,0.0,-0.002,0.007,-0.006,0.924,0.006,0.005,0.006,0.003,0.004,0.025,0.002,0.011,0.014,0.0,-0.001,1.322,0.002,0.023,2.742,-0.004,-0.032,0.004,-0.006,0.605,-0.013,0.002,0.002,0.41,-0.022,0.002,1.003,0.002,8.538,0.92,1.473,0.001,-0.012,0.0,0.0,0.002,0.011,-0.0,0.002
-0.024,0.0,-0.026,0.0,0.0,-0.306,0.243,-0.024,0.076,0.005,0.0,-0.0,0.006,-0.928,-0.92,0.001,0.025,0.248,0.033,0.245,0.005,0.29,-0.038,0.024,-0.269,0.245,-0.29,0.007,-0.936,1.866,0.0,0.0,-0.074,0.007,-0.014,0.928,0.02,0.005,0.012,0.012,0.019,0.04,0.01,0.035,0.025,0.0,-0.013,1.324,0.004,0.008,2.754,0.008,0.018,-0.01,-0.006,0.601,0.008,0.002,0.005,0.404,-0.033,0.001,1.003,0.002,8.618,0.844,1.464,0.012,-0.001,-0.0,0.0,0.006,0.022,-0.0,0.006
-0.02,0.0,-0.016,0.0,0.0,-0.261,0.239,-0.024,0.073,0.014,0.0,0.0,0.004,-0.941,-0.936,0.001,0.027,0.248,0.045,0.242,0.003,0.252,-0.042,0.028,-0.233,0.243,-0.252,0.005,-0.946,1.828,0.0,0.0,-0.046,0.012,-0.008,0.941,0.024,0.01,0.006,0.009,0.009,0.05,0.007,0.032,0.021,0.0,-0.002,1.328,0.003,0.035,2.783,0.021,-0.007,0.038,-0.0,0.588,-0.003,0.003,0.005,0.388,-0.025,0.002,1.004,0.003,8.853,0.634,1.435,0.01,-0.004,-0.0,0.0,0.004,0.027,-0.0,0.007
-0.012,0.0,-0.009,-0.0,0.0,-0.238,0.228,-0.024,0.054,0.008,0.0,-0.0,0.007,-0.951,-0.942,0.0,0.025,0.242,0.022,0.235,0.005,0.22,-0.037,0.017,-0.207,0.235,-0.22,0.009,-0.956,1.788,0.0,0.0,-0.033,0.007,0.013,0.951,0.014,0.006,0.008,0.011,0.02,0.035,0.011,0.019,0.015,0.0,-0.014,1.335,0.004,0.027,2.818,-0.032,0.062,-0.038,0.015,0.551,0.022,0.004,0.007,0.364,-0.021,0.003,1.004,0.003,9.039,0.484,1.405,0.004,0.01,-0.0,0.0,0.002,0.018,0.0,0.006
-0.014,-0.0,0.018,-0.0,-0.0,-0.22,0.228,-0.014,0.046,0.007,0.0,0.0,0.003,-0.952,-0.949,0.0,0.015,0.238,0.005,0.235,0.002,0.215,-0.023,0.004,-0.208,0.235,-0.215,0.004,-0.955,1.787,0.0,0.0,0.01,0.005,-0.009,0.952,0.003,0.004,0.006,0.003,0.003,0.028,0.002,0.018,0.015,0.0,-0.009,1.334,0.002,0.024,2.818,0.003,0.015,0.004,-0.002,0.552,-0.014,0.003,0.002,0.364,-0.02,0.002,1.004,0.004,9.061,0.462,1.402,0.003,-0.015,0.0,0.0,0.002,0.015,0.0,0.002
-0.011,0.0,0.022,-0.0,-0.0,-0.23,0.234,-0.014,0.047,0.014,0.0,0.0,0.003,-0.949,-0.947,0.0,0.016,0.241,0.004,0.238,0.001,0.223,-0.024,0.006,-0.218,0.238,-0.223,0.003,-0.952,1.794,0.0,0.0,0.014,0.008,-0.004,0.949,0.005,0.007,0.004,0.004,0.005,0.031,0.003,0.023,0.012,0.0,-0.002,1.33,0.001,0.035,2.81,0.0,0.019,0.043,0.001,0.568,0.013,0.002,0.001,0.369,-0.016,0.002,1.004,0.003,9.01,0.496,1.41,0.005,0.002,0.0,0.0,0.001,0.015,0.0,0.002
-0.011,0.0,0.033,0.0,-0.0,-0.248,0.24,-0.008,0.053,0.006,0.0,-0.0,0.003,-0.944,-0.939,0.0,0.01,0.254,0.01,0.246,0.004,0.236,-0.019,0.012,-0.227,0.246,-0.236,0.004,-0.949,1.804,0.0,0.0,0.015,0.006,-0.003,0.944,0.009,0.005,0.005,0.008,0.015,0.037,0.008,0.035,0.012,0.0,0.003,1.324,0.003,0.059,2.798,0.008,-0.057,-0.023,-0.005,0.605,-0.008,0.005,0.007,0.378,-0.015,0.004,1.003,0.009,8.911,0.558,1.426,0.012,-0.006,0.0,0.0,0.001,0.014,-0.0,0.001
-0.015,0.0,0.014,-0.0,-0.0,-0.262,0.24,-0.025,0.055,0.006,0.0,-0.0,0.005,-0.94,-0.935,0.0,0.025,0.25,0.017,0.246,0.003,0.253,-0.035,0.018,-0.244,0.246,-0.253,0.006,-0.945,1.826,0.0,0.0,-0.003,0.006,-0.007,0.94,0.014,0.005,0.009,0.006,0.005,0.035,0.005,0.023,0.016,0.0,-0.016,1.323,0.003,0.052,2.784,-0.003,0.091,0.011,0.001,0.603,0.016,0.003,0.005,0.388,-0.027,0.003,1.004,0.005,8.829,0.639,1.438,0.005,-0.009,-0.0,0.0,0.003,0.014,0.0,0.006
-0.012,0.0,0.02,-0.0,-0.0,-0.267,0.239,-0.017,0.05,0.02,0.0,0.0,0.005,-0.939,-0.932,0.0,0.021,0.253,0.028,0.244,0.004,0.257,-0.039,0.019,-0.244,0.245,-0.256,0.006,-0.946,1.83,0.0,0.0,-0.003,0.012,0.0,0.939,0.017,0.01,0.007,0.008,0.013,0.036,0.007,0.028,0.013,0.0,0.0,1.325,0.003,0.06,2.78,0.047,0.002,-0.013,-0.02,0.598,-0.023,0.004,0.003,0.389,-0.021,0.003,1.003,0.003,8.81,0.658,1.44,0.008,-0.007,0.0,0.0,0.002,0.012,0.0,0.005
-0.016,0.0,0.013,-0.0,-0.0,-0.26,0.236,-0.017,0.052,0.012,0.0,0.0,0.009,-0.94,-0.937,0.0,0.023,0.248,0.012,0.242,0.002,0.255,-0.042,0.012,-0.249,0.242,-0.255,0.011,-0.946,1.828,0.0,0.0,-0.012,0.015,-0.001,0.94,0.009,0.012,0.008,0.004,0.005,0.028,0.003,0.018,0.019,0.0,0.015,1.327,0.002,0.034,2.784,-0.001,-0.01,-0.052,-0.006,0.587,-0.051,0.003,0.003,0.387,-0.035,0.003,1.004,0.004,8.84,0.651,1.438,0.003,-0.015,-0.0,0.0,0.004,0.016,-0.0,0.005
