t (ms),a_x,a_y,a_z,g_x,g_y,g_z
833062,-4.511,1.712,-8.341,-0.001,0.009,-0.023
833165,-4.530,1.712,-8.317,-0.001,0.005,-0.025
833268,-4.513,1.674,-8.375,0.002,0.013,-0.025
833371,-4.515,1.683,-8.313,0.001,0.008,-0.022
833474,-4.513,1.686,-8.317,0.001,0.014,-0.023
833577,-4.539,1.674,-8.339,0.001,0.020,-0.022
833680,-4.501,1.686,-8.346,-0.003,0.020,-0.022
833783,-4.494,1.683,-8.346,-0.006,0.016,-0.024
833887,-4.499,1.688,-8.344,-0.003,0.013,-0.025
833990,-4.532,1.676,-8.317,-0.004,0.011,-0.024
834093,-4.494,1.681,-8.375,-0.007,0.020,-0.023
834196,-4.506,1.690,-8.339,-0.005,0.010,-0.026
834299,-4.482,1.683,-8.334,-0.005,0.011,-0.027
834403,-4.511,1.676,-8.341,-0.006,0.015,-0.026
834506,-4.492,1.688,-8.315,-0.006,0.011,-0.027
834609,-4.489,1.686,-8.344,-0.005,0.011,-0.025
834712,-4.515,1.693,-8.332,-0.003,0.011,-0.024
834816,-4.489,1.705,-8.344,-0.003,0.011,-0.024
834919,-4.501,1.688,-8.317,-0.001,0.017,-0.024
835023,-4.465,1.700,-8.358,-0.003,0.016,-0.024
835126,-4.489,1.695,-8.334,0.001,0.010,-0.025
835229,-4.508,1.686,-8.341,-0.004,0.015,-0.025
835332,-4.501,1.693,-8.334,-0.002,0.011,-0.023
835435,-4.484,1.683,-8.332,-0.002,0.010,-0.024
835539,-4.496,1.688,-8.358,-0.003,0.008,-0.025
835642,-4.499,1.676,-8.344,-0.002,0.007,-0.025
835745,-4.506,1.681,-8.349,-0.003,0.008,-0.023
835848,-4.520,1.671,-8.305,0.002,0.016,-0.023
835951,-4.494,1.657,-8.351,0.001,0.007,-0.024
836055,-4.501,1.681,-8.349,0.001,0.008,-0.022
836158,-4.527,1.683,-8.329,-0.001,0.014,-0.022
836261,-4.515,1.681,-8.327,-0.002,0.011,-0.024
836365,-4.511,1.671,-8.317,0.002,0.012,-0.024
836468,-4.506,1.654,-8.339,-0.007,0.015,-0.024
836572,-4.499,1.662,-8.332,-0.004,0.014,-0.025
836675,-4.527,1.681,-8.334,-0.006,0.026,-0.022
836778,-4.477,1.662,-8.361,-0.006,0.012,-0.023
836882,-4.475,1.690,-8.351,-0.003,0.013,-0.025
836986,-4.530,1.676,-8.346,-0.007,0.019,-0.025
837090,-4.487,1.678,-8.353,-0.006,0.013,-0.025
837194,-4.480,1.674,-8.361,-0.005,0.016,-0.022
837298,-4.487,1.688,-8.358,-0.003,0.018,-0.024
837402,-4.477,1.686,-8.356,-0.003,0.011,-0.025
837505,-4.492,1.681,-8.358,-0.007,0.018,-0.022
837609,-4.463,1.690,-8.377,-0.003,0.011,-0.023
837712,-4.468,1.676,-8.344,-0.001,0.010,-0.024
837816,-4.494,1.676,-8.341,-0.003,0.015,-0.024
837919,-4.487,1.681,-8.361,-0.004,0.012,-0.022
838023,-4.465,1.678,-8.363,-0.003,0.013,-0.025
838126,-4.487,1.676,-8.356,-0.003,0.011,-0.025
838230,-4.492,1.676,-8.346,-0.005,0.012,-0.023
838333,-4.492,1.678,-8.373,-0.007,0.012,-0.024
838437,-4.468,1.693,-8.380,-0.004,0.018,-0.023
838540,-4.468,1.686,-8.353,-0.002,0.005,-0.024
838644,-4.470,1.678,-8.351,0.000,0.007,-0.024
838748,-4.506,1.669,-8.341,-0.002,0.017,-0.023
838852,-4.482,1.686,-8.339,-0.003,0.011,-0.023
838956,-4.456,1.662,-8.363,-0.005,0.010,-0.023
839060,-4.492,1.671,-8.351,-0.004,0.008,-0.025
839164,-4.499,1.671,-8.344,-0.003,0.010,-0.025
839268,-4.492,1.659,-8.351,-0.005,0.015,-0.024
839371,-4.499,1.671,-8.339,-0.006,0.015,-0.022
839475,-4.482,1.674,-8.394,-0.007,0.021,-0.023
839578,-4.463,1.681,-8.363,-0.006,0.012,-0.024
839682,-4.470,1.678,-8.337,-0.006,0.014,-0.026
839786,-4.484,1.676,-8.365,-0.003,0.015,-0.025
839890,-4.472,1.678,-8.351,-0.004,0.013,-0.025
839994,-4.458,1.678,-8.358,-0.004,0.013,-0.025
840098,-4.480,1.669,-8.365,-0.002,0.012,-0.024
840202,-4.472,1.683,-8.344,-0.003,0.013,-0.023
840305,-4.460,1.688,-8.365,-0.003,0.011,-0.023
840408,-4.484,1.681,-8.344,-0.007,0.011,-0.026
840511,-4.444,1.676,-8.356,-0.006,0.011,-0.025
840615,-4.472,1.686,-8.363,-0.003,0.010,-0.023
