a_x,a_y,a_z,g_x,g_y,g_z
-6.924,2.1,-6.603,-0.007,0.019,-0.02
-6.946,2.112,-6.589,-0.017,0.01,-0.019
-6.946,2.09,-6.579,-0.019,0.014,-0.008
-6.936,2.143,-6.598,-0.011,0.01,-0.018
-6.931,2.095,-6.594,-0.015,0.025,-0.01
-6.924,2.121,-6.594,-0.016,0.012,-0.02
-6.929,2.121,-6.596,-0.007,0.019,-0.018
-6.948,2.105,-6.618,-0.007,0.029,-0.026
-6.936,2.066,-6.598,-0.024,0.01,-0.018
-6.902,2.078,-6.608,-0.013,0.01,-0.018
-6.941,2.069,-6.63,-0.019,0.016,-0.012
-6.912,2.14,-6.584,-0.011,0.003,-0.012
-6.907,2.112,-6.615,-0.007,0.013,-0.006
-6.943,2.102,-6.577,-0.023,0.018,-0.02
-6.907,2.145,-6.634,-0.017,0.014,-0.022
-6.881,2.102,-6.649,-0.009,0.014,-0.015
-6.914,2.116,-6.651,-0.019,0.022,-0.021
-6.914,2.1,-6.584,-0.007,0.001,-0.021
-6.917,2.105,-6.625,-0.013,0.003,-0.022
-6.965,2.081,-6.572,-0.025,0.016,-0.012
-6.914,2.116,-6.603,-0.007,0.015,-0.009
-6.905,2.119,-6.615,-0.01,0.018,-0.016
-6.893,2.133,-6.637,-0.017,0.018,-0.021
-6.914,2.119,-6.603,-0.012,0.013,-0.016
-6.931,2.102,-6.61,-0.013,0.005,-0.021
-6.914,2.093,-6.63,-0.012,0.033,-0.019
-6.91,2.095,-6.598,-0.013,0.003,-0.019
-6.926,2.081,-6.613,-0.015,0.003,-0.019
-6.938,2.109,-6.601,-0.015,0.011,-0.014
-6.943,2.088,-6.594,-0.015,0.015,-0.018
-6.914,2.143,-6.625,-0.013,0.007,-0.026
-6.934,2.085,-6.598,-0.015,-0.002,-0.026
-6.977,2.057,-6.57,-0.026,-0.004,-0.013
-6.965,2.045,-6.531,-0.019,0.002,-0.012
-6.914,2.095,-6.637,-0.014,0.023,-0.018
-6.977,2.069,-6.524,-0.018,0.014,-0.013
-6.943,2.121,-6.584,-0.023,0.01,-0.002
-6.926,2.145,-6.577,-0.013,0.013,-0.009
-6.96,2.131,-6.563,-0.009,0.019,-0.008
-6.943,2.14,-6.582,-0.015,0.013,-0.018
-6.95,2.131,-6.555,-0.018,0.02,-0.015
-6.926,2.174,-6.598,-0.011,0.019,-0.014
-6.962,2.152,-6.524,0.001,0.027,-0.015
-6.912,2.114,-6.627,-0.022,0.013,-0.015
-6.891,2.131,-6.627,-0.017,0.009,-0.018
-6.95,2.169,-6.632,-0.029,-0.027,-0.013
-6.972,2.145,-6.486,-0.032,-0.056,-0.01
-6.998,2.167,-6.472,-0.061,-0.042,0.01
-7.022,2.277,-6.385,-0.037,-0.017,-0.008
-7.072,2.253,-6.395,-0.027,0.003,-0.003
-7.101,2.265,-6.404,-0.039,0.028,-0.006
-7.037,2.308,-6.361,-0.038,0.021,0.001
-7.022,2.365,-6.416,-0.008,0.01,-0.018
-7.053,2.284,-6.393,-0.017,0.022,-0.014
-7.02,2.363,-6.426,-0.025,0.015,-0.021
-7.029,2.334,-6.443,-0.016,0.007,-0.027
-7.051,2.301,-6.421,-0.024,0.003,-0.034
-7.075,2.303,-6.428,-0.034,0.019,-0.034
-7.046,2.284,-6.364,-0.046,0.013,-0.024
-7.051,2.339,-6.361,-0.038,0.005,-0.031
-7.053,2.339,-6.333,-0.02,0.029,-0.02
-7.022,2.361,-6.383,-0.012,0.028,-0.027
-7.039,2.274,-6.421,-0.013,0.023,-0.03
-7.013,2.32,-6.407,-0.016,0.022,-0.024
-6.977,2.332,-6.436,-0.008,0.01,-0.022
-7.008,2.318,-6.464,-0.006,0.02,-0.009
-7.051,2.327,-6.46,-0.008,0.006,0.0
-7.003,2.308,-6.424,-0.001,-0.011,0.01
-7.077,2.344,-6.404,0.003,0.001,-0.002
-7.065,2.339,-6.397,-0.004,0.024,-0.018
-7.056,2.346,-6.395,-0.005,0.031,-0.023
-6.989,2.286,-6.493,-0.003,0.008,-0.018
-6.991,2.272,-6.541,-0.003,-0.001,-0.015
-7.065,2.284,-6.402,-0.001,-0.003,-0.012
-7.051,2.289,-6.412,-0.017,-0.004,-0.023
-7.049,2.263,-6.421,-0.016,-0.004,-0.01
-7.099,2.301,-6.378,-0.025,-0.013,-0.013
-7.068,2.33,-6.359,-0.036,0.02,-0.02
-7.089,2.318,-6.393,-0.031,0.009,-0.019
-7.08,2.327,-6.34,-0.051,0.0,-0.026
-7.061,2.31,-6.388,-0.041,0.022,-0.014
-7.053,2.382,-6.359,-0.019,0.005,-0.002
-7.084,2.387,-6.323,-0.021,0.011,-0.017
-7.058,2.425,-6.378,-0.016,0.017,-0.023
-7.087,2.332,-6.361,-0.008,0.027,-0.001
-7.056,2.385,-6.366,-0.013,0.007,-0.01
-7.072,2.37,-6.345,-0.005,0.003,-0.011
-7.111,2.368,-6.335,-0.011,0.014,-0.014
-7.07,2.375,-6.311,-0.011,0.005,-0.014
-7.065,2.387,-6.364,-0.013,0.017,-0.011
-7.063,2.399,-6.359,-0.011,0.009,-0.017
-7.063,2.406,-6.333,-0.015,0.015,-0.016
-7.058,2.406,-6.381,-0.008,0.014,-0.016
-7.077,2.363,-6.354,-0.021,0.017,-0.011
-7.075,2.377,-6.323,-0.008,0.012,-0.017
-7.087,2.394,-6.347,-0.014,0.035,-0.005
-7.027,2.361,-6.364,-0.019,0.01,-0.02
-7.034,2.38,-6.402,-0.016,0.017,-0.009
-7.077,2.401,-6.342,-0.015,0.013,-0.014
-7.077,2.423,-6.34,-0.015,0.015,-0.01
-7.039,2.406,-6.395,-0.008,0.015,-0.019
-7.058,2.401,-6.366,-0.021,0.016,-0.014
-7.063,2.409,-6.364,-0.01,0.016,-0.019
-7.046,2.387,-6.359,-0.012,0.021,-0.012
-7.065,2.416,-6.33,-0.009,0.018,-0.02
-7.075,2.382,-6.345,-0.003,0.058,-0.001
-7.013,2.385,-6.419,-0.013,0.03,-0.015
-6.946,2.389,-6.474,-0.007,0.041,-0.006
-6.989,2.382,-6.474,-0.015,0.043,-0.006
-6.938,2.425,-6.467,-0.013,0.024,-0.013
-6.95,2.456,-6.488,-0.005,0.043,-0.011
-6.953,2.413,-6.488,-0.011,0.045,-0.02
-6.864,2.428,-6.586,-0.018,0.026,-0.022
-6.907,2.392,-6.51,-0.003,0.033,-0.017
-6.843,2.411,-6.622,-0.014,0.014,-0.023
-6.879,2.349,-6.558,-0.022,0.016,-0.02
-6.898,2.44,-6.539,-0.009,0.006,-0.02
-6.893,2.375,-6.531,-0.011,0.005,-0.022
-6.9,2.404,-6.543,-0.016,0.005,-0.019
-6.922,2.37,-6.517,-0.008,0.007,-0.018
-6.941,2.37,-6.522,-0.006,0.003,-0.023
-6.97,2.346,-6.5,-0.017,0.03,-0.017
-6.907,2.365,-6.498,-0.019,0.018,-0.009
-6.893,2.368,-6.541,-0.013,0.019,-0.017
-6.907,2.356,-6.555,-0.009,0.015,-0.014
-6.91,2.397,-6.519,-0.024,0.02,-0.012
-6.888,2.413,-6.555,-0.004,0.018,-0.015
-6.881,2.382,-6.534,-0.006,0.026,-0.014
-6.893,2.358,-6.555,-0.011,0.022,-0.027
-6.867,2.358,-6.582,-0.005,0.023,-0.017
-6.859,2.349,-6.615,-0.017,0.037,-0.022
-6.847,2.339,-6.606,-0.015,0.008,-0.022
-6.859,2.354,-6.555,-0.007,0.009,-0.015
-6.905,2.31,-6.572,-0.014,0.018,-0.015
-6.881,2.37,-6.543,-0.013,0.016,-0.011
-6.843,2.344,-6.603,-0.014,0.032,-0.012
-6.838,2.356,-6.596,-0.013,0.026,-0.019
-6.807,2.349,-6.634,-0.014,0.02,-0.01
-6.835,2.368,-6.625,-0.015,0.012,-0.017
-6.859,2.349,-6.579,-0.007,0.015,-0.016
-6.862,2.365,-6.618,-0.009,0.038,-0.018
-6.821,2.33,-6.603,-0.021,0.022,-0.016
-6.778,2.368,-6.673,-0.009,0.023,-0.017
-6.8,2.315,-6.673,-0.011,0.021,-0.014
-6.802,2.387,-6.658,-0.017,0.009,-0.018
-6.778,2.356,-6.625,0.001,0.011,-0.015
-6.843,2.33,-6.642,-0.021,0.009,-0.025
-6.816,2.375,-6.625,-0.018,0.018,-0.019
-6.785,2.318,-6.644,-0.007,0.019,-0.018
-6.795,2.337,-6.675,-0.016,0.012,-0.022
-6.766,2.31,-6.689,-0.004,0.023,-0.018
-6.84,2.31,-6.63,-0.025,0.011,-0.017
-6.783,2.339,-6.685,-0.013,0.011,-0.017
-6.785,2.327,-6.673,-0.014,0.014,-0.009
-6.783,2.37,-6.663,-0.009,0.009,-0.015
-6.795,2.332,-6.663,-0.006,0.016,-0.015
-6.802,2.325,-6.642,-0.015,0.015,-0.021
-6.792,2.349,-6.67,-0.011,0.018,-0.019
-6.759,2.313,-6.692,-0.008,0.011,-0.02
-6.795,2.339,-6.67,-0.01,0.022,-0.015
-6.773,2.289,-6.689,-0.005,0.003,-0.017
-6.792,2.306,-6.709,-0.016,0.017,-0.015
-6.819,2.306,-6.642,-0.018,0.019,-0.016
-6.756,2.342,-6.675,-0.017,0.019,-0.012
-6.768,2.332,-6.682,-0.006,0.018,-0.016
-6.768,2.325,-6.706,-0.011,0.018,-0.017
-6.776,2.31,-6.699,-0.015,0.015,-0.02
-6.792,2.31,-6.675,-0.014,0.015,-0.018
-6.788,2.33,-6.697,-0.011,0.029,-0.015
-6.74,2.322,-6.704,-0.01,0.013,-0.016
-6.737,2.282,-6.747,-0.011,0.017,-0.019
-6.79,2.337,-6.673,-0.027,0.012,-0.015
-6.756,2.315,-6.697,-0.012,0.002,-0.017
-6.773,2.33,-6.67,-0.016,0.009,-0.014
-6.785,2.342,-6.646,-0.015,0.014,-0.02
-6.78,2.301,-6.67,-0.001,0.016,-0.017
-6.78,2.303,-6.709,-0.025,0.013,-0.018
-6.776,2.315,-6.665,-0.017,0.028,-0.017
-6.732,2.294,-6.713,-0.012,0.006,-0.013
-6.776,2.306,-6.709,-0.007,0.017,-0.018
-6.785,2.301,-6.701,-0.019,0.012,-0.016
-6.747,2.337,-6.694,-0.023,0.013,-0.015
-6.749,2.318,-6.709,-0.011,0.015,-0.016
-6.761,2.327,-6.699,-0.018,0.015,-0.017
-6.768,2.342,-6.689,-0.005,0.008,-0.018
-6.773,2.327,-6.697,-0.011,0.017,-0.018
-6.79,2.303,-6.653,-0.016,0.023,-0.018
-6.742,2.315,-6.723,-0.018,0.009,-0.017
-6.747,2.294,-6.699,-0.014,0.015,-0.014
-6.78,2.33,-6.685,-0.007,0.015,-0.011
-6.766,2.308,-6.697,-0.019,0.012,-0.014
-6.752,2.334,-6.694,-0.021,0.02,-0.02
-6.699,2.425,-6.788,0.007,0.05,-0.029
-6.632,2.38,-6.771,-0.001,0.077,-0.034
-6.732,2.289,-6.725,-0.02,0.014,-0.044
-6.706,2.188,-6.828,0.026,-0.018,-0.027
-6.862,2.049,-6.677,-0.015,0.036,-0.054
-6.591,2.224,-6.9,0.006,-0.024,-0.017
-6.713,2.193,-6.773,-0.052,0.02,-0.059
-6.768,2.195,-6.735,-0.072,0.035,-0.04
-6.752,2.219,-6.752,-0.032,-0.002,-0.028
-6.737,2.198,-6.73,-0.001,0.012,-0.011
-6.785,2.16,-6.716,-0.007,0.013,-0.008
-6.773,2.164,-6.742,-0.017,0.011,0.001
-6.831,2.198,-6.68,0.012,0.01,0.021
-6.752,2.205,-6.737,-0.031,0.058,0.013
-6.685,2.346,-6.73,-0.05,0.08,0.034
-6.558,2.334,-6.893,-0.05,0.086,0.019
-6.507,2.428,-6.943,-0.025,0.063,0.031
-6.503,2.468,-6.883,-0.006,0.034,0.013
-6.46,2.476,-6.943,-0.008,0.039,0.0
-6.46,2.464,-6.941,-0.02,0.021,-0.006
-6.472,2.456,-6.914,-0.019,0.013,-0.015
-6.51,2.468,-6.879,-0.017,0.025,-0.024
-6.462,2.497,-6.96,-0.021,0.017,-0.033
-6.498,2.459,-6.914,-0.009,0.021,-0.032
-6.469,2.409,-6.972,-0.006,0.004,-0.042
-6.479,2.327,-6.912,0.0,0.01,-0.043
-6.536,2.361,-6.953,-0.011,0.016,-0.025
-6.541,2.375,-6.869,-0.007,0.011,-0.016
-6.51,2.389,-6.941,0.009,0.036,-0.022
-6.488,2.325,-6.97,0.011,0.031,-0.034
-6.464,2.33,-6.965,0.004,0.029,-0.032
-6.371,2.358,-7.101,0.019,0.014,-0.11
-6.507,2.212,-6.984,0.068,-0.023,-0.048
-6.498,2.14,-7.022,0.049,-0.04,-0.076
-6.606,2.162,-6.905,0.167,-0.12,-0.122
-6.802,1.654,-6.812,0.119,-0.068,-0.099
-6.819,1.53,-6.819,0.006,0.021,-0.059
-6.749,1.535,-6.962,-0.038,0.007,-0.015
-6.764,1.573,-6.867,-0.06,-0.001,0.018
-6.804,1.681,-6.85,-0.04,0.003,0.031
-6.828,1.81,-6.776,0.008,0.011,0.018
-6.783,1.75,-6.804,0.047,0.044,-0.002
-6.689,1.798,-6.879,0.056,0.064,0.003
-6.701,1.82,-6.958,0.151,0.066,0.013
-6.658,1.542,-6.996,0.134,0.054,0.001
-6.649,1.381,-7.072,0.068,0.081,-0.011
-6.414,1.233,-7.398,0.019,0.08,-0.023
-6.407,1.396,-7.254,-0.007,0.029,-0.013
-6.476,1.401,-7.216,-0.027,-0.021,0.003
-6.625,1.535,-6.972,-0.019,-0.011,-0.031
-6.584,1.492,-7.108,-0.035,0.038,-0.069
-6.577,1.391,-7.168,-0.058,0.018,-0.041
-6.491,1.389,-7.151,0.025,0.0,-0.022
-6.572,1.31,-7.154,0.059,-0.003,-0.032
-6.627,1.252,-7.13,0.009,-0.004,-0.018
-6.596,1.343,-7.075,-0.028,0.026,-0.041
-6.553,1.319,-7.125,-0.031,0.022,-0.035
-6.529,1.358,-7.161,-0.021,0.017,-0.034
-6.567,1.295,-7.135,0.003,0.003,-0.039
-6.646,1.24,-7.135,0.023,0.017,-0.011
-6.62,1.123,-7.075,-0.03,0.012,-0.033
-6.627,1.147,-7.118,0.014,0.027,0.007
-6.622,1.243,-7.113,-0.011,0.031,-0.01
-6.462,1.267,-7.257,-0.029,0.042,-0.001
-6.498,1.252,-7.214,-0.023,0.019,-0.002
-6.57,1.271,-7.14,-0.007,0.003,-0.004
-6.529,1.314,-7.149,-0.033,0.011,-0.015
-6.546,1.331,-7.18,-0.015,0.01,-0.008
-6.541,1.343,-7.14,-0.013,0.013,-0.024
-6.534,1.317,-7.178,-0.02,0.019,-0.033
-6.539,1.314,-7.19,-0.022,0.023,-0.029
-6.548,1.252,-7.161,-0.015,0.007,-0.034
-6.546,1.228,-7.185,-0.01,0.01,-0.032
-6.572,1.219,-7.171,-0.019,0.015,-0.023
-6.543,1.231,-7.144,-0.014,0.008,-0.005
-6.555,1.269,-7.168,-0.014,0.01,-0.017
-6.586,1.264,-7.125,-0.014,0.013,-0.011
-6.548,1.264,-7.175,-0.014,0.01,-0.009
-6.548,1.269,-7.151,-0.013,0.012,-0.011
-6.543,1.274,-7.18,-0.016,0.011,-0.012
-6.558,1.293,-7.175,-0.019,0.026,-0.008
-6.548,1.283,-7.13,-0.02,0.011,-0.014
-6.543,1.295,-7.171,-0.013,0.015,-0.017
-6.558,1.302,-7.156,-0.017,0.018,-0.017
-6.51,1.307,-7.171,-0.014,0.015,-0.018
-6.539,1.267,-7.156,-0.011,0.007,-0.018
-6.56,1.271,-7.166,-0.012,0.01,-0.022
-6.555,1.264,-7.142,-0.014,0.011,-0.016
-6.555,1.271,-7.154,-0.011,0.01,-0.015
-6.551,1.286,-7.151,-0.015,0.016,-0.011
-6.56,1.276,-7.12,-0.011,0.015,-0.012
-6.505,1.293,-7.183,-0.015,0.018,-0.012
-6.546,1.312,-7.163,-0.013,0.015,-0.013
-6.512,1.312,-7.19,0.003,0.002,-0.014
-6.551,1.271,-7.175,-0.014,0.01,-0.023
-6.56,1.288,-7.173,-0.011,0.01,-0.022
-6.555,1.264,-7.14,-0.021,0.019,-0.022
-6.555,1.259,-7.151,-0.018,0.018,-0.013
-6.539,1.286,-7.178,-0.015,0.014,-0.011
-6.531,1.286,-7.156,-0.016,0.015,-0.014
-6.527,1.317,-7.192,-0.017,0.015,-0.016
-6.548,1.302,-7.149,-0.014,0.016,-0.017
-6.51,1.288,-7.216,-0.014,0.011,-0.02
-6.543,1.264,-7.185,-0.009,0.006,-0.019
-6.527,1.293,-7.171,-0.009,0.009,-0.007
-6.572,1.341,-7.214,-0.029,0.014,-0.027
-6.507,1.338,-7.118,-0.022,0.009,-0.043
-6.527,1.24,-7.187,-0.019,0.026,-0.027
-6.536,1.264,-7.161,-0.011,0.018,-0.021
-6.574,1.283,-7.154,-0.021,0.026,-0.031
-6.534,1.29,-7.178,-0.035,0.031,-0.034
-6.517,1.279,-7.209,-0.026,0.034,-0.026
-6.46,1.262,-7.235,-0.016,0.002,-0.029
-6.503,1.235,-7.192,0.001,0.003,-0.013
-6.527,1.271,-7.178,-0.003,0.001,-0.011
-6.555,1.267,-7.168,-0.008,0.008,-0.01
-6.529,1.298,-7.173,-0.014,0.019,-0.014
-6.522,1.269,-7.187,-0.017,0.021,-0.018
-6.517,1.267,-7.192,-0.018,0.02,-0.016
-6.519,1.271,-7.19,-0.014,0.016,-0.017
-6.519,1.274,-7.197,-0.014,0.017,-0.021
-6.534,1.259,-7.187,-0.015,0.026,-0.01
-6.479,1.255,-7.233,-0.015,0.014,-0.014
-6.498,1.262,-7.204,-0.013,0.022,-0.01
-6.51,1.302,-7.202,-0.015,0.02,-0.007
-6.464,1.317,-7.228,-0.007,0.01,-0.009
-6.488,1.29,-7.202,-0.006,0.007,-0.015
-6.491,1.262,-7.211,-0.013,0.01,-0.014
-6.515,1.271,-7.183,-0.013,0.011,-0.016
-6.5,1.29,-7.197,-0.014,0.012,-0.018
-6.51,1.271,-7.199,-0.016,0.011,-0.022
-6.493,1.283,-7.242,-0.018,0.026,-0.019
-6.483,1.255,-7.202,-0.004,-0.003,-0.019
-6.503,1.219,-7.195,0.004,-0.004,-0.017
-6.539,1.245,-7.183,-0.004,0.005,-0.012
-6.512,1.281,-7.173,-0.012,0.011,-0.008
-6.517,1.269,-7.192,-0.014,0.013,-0.011
-6.548,1.259,-7.168,-0.019,0.016,-0.021
-6.5,1.231,-7.262,-0.022,0.005,-0.023
-6.548,1.231,-7.154,-0.023,0.008,0.005
-6.527,1.3,-7.159,-0.022,0.002,-0.012
-6.572,1.274,-7.156,-0.016,0.021,-0.03
-6.558,1.281,-7.161,-0.021,0.023,-0.007
-6.498,1.286,-7.185,-0.016,0.02,-0.019
-6.507,1.29,-7.187,-0.012,0.014,-0.015
-6.519,1.29,-7.195,-0.01,0.014,-0.019
-6.522,1.286,-7.202,-0.01,0.012,-0.019
-6.555,1.257,-7.135,-0.01,0.015,-0.017
-6.522,1.267,-7.163,-0.011,0.011,-0.015
-6.531,1.29,-7.18,-0.013,0.019,-0.015
-6.527,1.298,-7.175,-0.014,0.019,-0.015
-6.503,1.293,-7.197,-0.013,0.019,-0.018
-6.507,1.276,-7.185,-0.01,0.013,-0.021
-6.507,1.235,-7.254,-0.013,0.015,-0.021
-6.517,1.262,-7.19,-0.013,0.012,-0.023
-5.964,1.784,-7.556,0.01,0.007,-0.025
-6.041,1.729,-7.513,0.004,0.013,-0.044
-6.055,1.7,-7.484,-0.009,0.014,-0.035
-6.045,1.712,-7.501,-0.015,0.021,-0.011
-5.983,1.743,-7.532,-0.019,0.021,-0.016
-5.99,1.733,-7.549,-0.013,0.013,-0.012
-5.993,1.76,-7.537,-0.011,0.022,-0.007
-5.974,1.757,-7.532,-0.012,0.007,-0.012
-5.974,1.762,-7.535,-0.013,0.01,-0.011
-6.007,1.767,-7.525,-0.014,0.015,-0.018
-5.978,1.762,-7.527,-0.015,0.014,-0.014
-5.962,1.753,-7.537,-0.014,0.013,-0.015
-5.976,1.76,-7.523,-0.011,0.011,-0.014
-5.988,1.772,-7.525,-0.009,0.01,-0.013
-5.981,1.776,-7.527,-0.013,0.013,-0.017
-6.002,1.762,-7.523,-0.014,0.018,-0.017
-5.962,1.748,-7.532,-0.015,0.007,-0.018
-6.017,1.743,-7.549,-0.015,0.001,-0.014
-6.014,1.781,-7.499,-0.024,-0.008,-0.007
-5.971,1.781,-7.518,-0.023,-0.011,-0.011
-6.055,1.793,-7.479,-0.011,-0.034,-0.017
-6.098,1.726,-7.47,-0.022,-0.059,-0.008
-6.122,1.827,-7.42,-0.035,-0.073,-0.01
-6.199,1.817,-7.305,-0.015,-0.148,-0.026
-6.388,1.805,-7.137,-0.003,-0.143,-0.007
-6.517,1.822,-7.089,-0.01,-0.088,0.005
-6.498,1.776,-7.099,0.01,-0.088,0.011
-6.536,1.884,-7.044,0.005,-0.072,-0.005
-6.639,1.839,-6.943,0.005,-0.042,0.002
-6.67,1.82,-6.919,0.002,-0.019,0.015
-6.634,1.784,-6.934,0.005,-0.014,0.015
-6.63,1.798,-6.955,0.011,0.005,0.029
-6.625,1.839,-6.938,-0.001,0.025,0.047
-6.644,1.973,-6.879,0.001,0.014,0.036
-6.697,1.987,-6.871,-0.001,0.016,0.021
-6.563,2.04,-6.953,-0.023,0.038,0.001
-6.536,2.011,-6.991,-0.026,0.048,-0.01
-6.546,1.999,-6.955,-0.038,0.07,-0.012
-6.488,1.999,-6.998,-0.021,0.069,-0.017
-6.515,2.049,-7.053,-0.007,0.087,-0.022
-6.388,1.985,-7.123,0.0,0.07,-0.032
-6.34,1.935,-7.207,-0.015,0.035,-0.019
-6.347,1.918,-7.202,-0.022,0.014,-0.023
-6.393,1.923,-7.151,0.005,-0.004,-0.013
-6.39,2.018,-7.118,-0.006,0.014,-0.005
-6.337,2.009,-7.144,-0.015,0.009,-0.022
-6.402,1.954,-7.137,-0.01,0.009,-0.02
-6.44,1.935,-7.116,-0.012,0.015,-0.016
-6.404,1.923,-7.137,-0.013,0.016,-0.014
-6.383,1.946,-7.163,-0.01,0.015,-0.012
-6.383,1.975,-7.132,-0.01,0.013,-0.011
-6.385,1.961,-7.151,-0.011,0.011,-0.015
-6.431,1.97,-7.12,0.007,-0.078,-0.027
-6.462,1.867,-7.113,-0.031,-0.054,-0.027
-6.536,2.011,-6.943,-0.018,-0.017,-0.001
-6.481,1.822,-7.08,0.001,-0.047,0.054
-6.56,2.009,-6.972,0.017,0.009,0.021
-6.536,1.939,-7.053,-0.056,0.058,-0.014
-6.46,2.025,-7.051,-0.114,0.07,-0.007
-6.4,2.212,-7.061,-0.118,0.079,-0.021
-6.414,2.33,-6.929,-0.026,0.062,-0.02
-6.352,2.239,-7.092,0.113,0.079,-0.051
-6.325,1.944,-7.24,0.081,0.049,-0.03
-6.306,1.968,-7.204,0.022,0.043,0.002
-6.261,1.978,-7.252,0.017,0.042,-0.013
-6.211,1.935,-7.345,-0.007,0.056,-0.012
-6.182,2.009,-7.305,-0.015,0.043,-0.031
-6.206,1.903,-7.312,-0.013,0.016,-0.019
-6.225,1.894,-7.314,-0.006,0.012,-0.004
-6.189,1.913,-7.324,-0.033,0.005,0.003
-6.201,2.028,-7.262,-0.001,0.003,0.011
-6.213,1.997,-7.302,-0.006,0.009,-0.005
-6.208,2.016,-7.281,-0.035,0.007,-0.006
-6.223,2.1,-7.233,-0.004,0.012,-0.012
-6.225,2.002,-7.298,0.002,0.01,-0.015
-6.165,2.073,-7.235,-0.066,0.038,-0.046
-6.311,1.966,-7.389,-0.333,0.03,-0.043
-6.117,2.559,-7.015,-0.238,0.013,-0.02
-6.191,2.392,-7.247,-0.135,0.015,-0.056
-6.021,2.38,-7.377,-0.165,-0.008,-0.028
-6.424,2.744,-6.888,-0.282,-0.038,0.064
-6.306,3.1,-6.73,-0.264,-0.044,0.037
-6.184,3.115,-6.756,-0.196,-0.019,-0.01
-6.333,3.275,-6.766,-0.109,-0.028,-0.025
-6.39,3.297,-6.706,-0.005,-0.033,-0.029
-6.371,3.28,-6.598,0.021,0.002,-0.021
-6.316,3.213,-6.747,0.024,0.017,-0.024
-6.388,3.203,-6.752,-0.008,0.001,-0.014
-6.397,3.17,-6.704,-0.054,-0.036,-0.016
-6.491,3.328,-6.56,-0.071,-0.02,0.002
-6.448,3.275,-6.622,-0.034,-0.006,-0.011
-6.46,3.412,-6.642,-0.044,0.027,-0.013
-6.507,3.227,-6.46,-0.08,-0.046,-0.007
-6.431,3.376,-6.476,0.05,-0.053,0.004
-6.565,3.378,-6.522,0.052,0.007,-0.018
-6.541,3.345,-6.472,-0.078,-0.041,0.002
-6.594,3.443,-6.347,-0.07,-0.027,-0.01
-6.63,3.369,-6.323,0.023,-0.018,-0.009
-6.646,3.383,-6.328,0.073,-0.017,-0.027
-6.62,3.318,-6.426,0.027,-0.02,-0.014
-6.646,3.381,-6.321,0.012,-0.002,-0.006
-6.656,3.333,-6.311,0.06,0.034,-0.019
-6.608,3.237,-6.498,0.036,0.037,-0.026
-6.589,3.206,-6.527,-0.014,0.016,-0.022
-6.615,3.199,-6.493,-0.052,0.01,-0.025
-6.553,3.213,-6.412,-0.01,0.024,-0.018
-6.613,3.247,-6.445,-0.042,-0.033,0.006
-6.658,3.309,-6.4,-0.045,-0.051,0.002
-6.692,3.251,-6.294,-0.023,-0.05,0.009
-6.67,3.247,-6.393,0.025,0.001,0.0
-6.692,3.4,-6.347,0.037,0.032,-0.029
-6.704,3.17,-6.479,-0.007,-0.009,-0.018
-6.701,3.304,-6.383,-0.06,-0.074,0.007
-6.78,3.309,-6.165,-0.087,-0.104,0.015
-6.831,3.5,-5.966,-0.008,-0.07,0.006
-6.979,3.357,-5.933,0.015,-0.026,-0.003
-6.96,3.297,-6.136,-0.039,-0.023,-0.014
-6.871,3.383,-6.067,-0.048,-0.024,0.007
-6.905,3.373,-6.057,-0.047,-0.025,0.009
-7.041,3.409,-5.952,-0.034,-0.024,0.028
-7.01,3.457,-5.902,0.002,-0.026,0.007
-6.946,3.565,-5.976,-0.042,0.017,-0.006
-6.993,3.508,-5.952,-0.086,-0.019,0.026
-6.972,3.697,-5.818,-0.046,-0.05,0.003
-6.993,3.632,-5.71,0.011,-0.044,0.003
-7.027,3.615,-5.732,0.052,-0.011,0.0
-6.977,3.742,-5.866,-0.038,0.022,-0.031
-7.003,3.634,-5.827,-0.072,-0.012,-0.007
-7.077,3.606,-5.751,-0.045,0.011,-0.027
-7.058,3.677,-5.708,0.01,0.012,-0.007
-7.051,3.632,-5.77,0.034,0.019,-0.018
-7.001,3.706,-5.796,0.013,0.043,-0.027
-6.998,3.644,-5.811,-0.003,0.019,-0.02
-7.027,3.541,-5.792,0.022,0.043,-0.024
-6.979,3.512,-5.861,0.092,0.076,-0.043
-7.032,3.285,-5.976,0.369,0.097,-0.037
-6.886,3.175,-6.177,0.458,0.048,-0.07
-6.871,2.823,-6.385,0.374,0.071,-0.104
-6.893,2.528,-6.512,0.308,0.068,-0.133
-6.831,2.26,-6.646,0.324,0.041,-0.123
-7.044,1.59,-6.833,0.137,-0.011,-0.069
-6.871,1.69,-6.989,-0.3,0.062,-0.035
-6.869,2.064,-6.539,-0.323,0.011,0.029
-6.941,2.471,-6.314,-0.103,0.003,0.013
-6.943,2.411,-6.404,0.123,-0.003,-0.054
-7.044,2.21,-6.388,0.204,0.028,-0.06
-7.037,2.133,-6.388,0.152,0.12,-0.052
-6.893,1.702,-6.864,-0.045,0.157,-0.042
-6.404,1.863,-7.099,-0.134,0.104,0.001
-6.395,2.011,-7.113,-0.067,0.002,-0.002
-6.56,2.04,-7.022,-0.036,-0.071,-0.035
-6.665,2.069,-6.764,-0.037,-0.088,-0.063
-6.847,2.097,-6.665,-0.001,-0.096,-0.072
-7.08,1.944,-6.404,-0.049,-0.063,-0.048
