t (ms),a_x,a_y,a_z,g_x,g_y,g_z
371619,-9.184,0.749,-3.045,0.016,0.015,-0.021
371723,-9.230,0.781,-3.065,0.006,0.030,-0.013
371827,-9.146,0.771,-3.146,-0.006,0.029,-0.023
371931,-9.155,0.771,-3.122,-0.003,0.014,-0.025
372035,-9.163,0.781,-3.108,0.001,0.014,-0.024
372138,-9.194,0.792,-3.124,0.002,0.009,-0.022
372242,-9.182,0.778,-3.112,-0.001,0.020,-0.028
372345,-9.151,0.759,-3.141,-0.001,0.010,-0.025
372448,-9.199,0.771,-3.136,0.002,0.029,-0.020
372551,-9.158,0.757,-3.144,-0.003,0.013,-0.021
372654,-9.179,0.778,-3.139,0.004,0.011,-0.020
372757,-9.177,0.759,-3.105,0.001,0.017,-0.019
372860,-9.155,0.797,-3.160,0.001,0.014,-0.021
372963,-9.160,0.778,-3.146,0.002,0.017,-0.019
373066,-9.151,0.769,-3.144,0.008,0.015,-0.021
373169,-9.179,0.771,-3.112,0.003,0.021,-0.022
373272,-9.112,0.800,-3.225,0.004,0.020,-0.026
373375,-9.136,0.773,-3.175,-0.003,0.013,-0.030
373478,-9.177,0.764,-3.144,-0.002,0.008,-0.026
373581,-9.146,0.778,-3.172,-0.005,0.008,-0.025
373684,-9.151,0.757,-3.175,0.001,0.013,-0.023
373787,-9.122,0.781,-3.227,0.002,0.019,-0.019
373890,-9.136,0.773,-3.160,0.003,0.018,-0.023
373993,-9.127,0.785,-3.223,0.002,0.018,-0.026
374096,-9.153,0.778,-3.179,0.001,0.012,-0.022
374199,-9.151,0.773,-3.194,0.001,0.015,-0.023
374302,-9.124,0.783,-3.196,-0.001,0.015,-0.022
374405,-9.148,0.769,-3.175,-0.002,0.013,-0.023
374508,-9.120,0.797,-3.232,-0.002,0.014,-0.026
374611,-9.141,0.771,-3.208,-0.007,0.015,-0.018
374714,-9.155,0.807,-3.223,-0.003,0.016,-0.025
374817,-9.112,0.747,-3.215,0.002,0.015,-0.024
374920,-9.115,0.795,-3.189,-0.003,0.013,-0.022
375023,-9.131,0.769,-3.213,-0.005,0.017,-0.025
375126,-9.105,0.790,-3.251,-0.000,0.012,-0.022
375229,-9.120,0.792,-3.239,0.003,0.014,-0.024
375332,-9.127,0.790,-3.237,-0.002,0.017,-0.022
375435,-9.122,0.816,-3.242,0.006,0.022,-0.022
375538,-9.124,0.778,-3.239,0.008,0.023,-0.033
375641,-9.069,0.790,-3.352,0.007,0.021,-0.032
375744,-9.105,0.759,-3.256,0.003,0.003,-0.030
375847,-9.122,0.769,-3.256,-0.007,0.004,-0.018
375950,-9.146,0.754,-3.208,-0.006,0.007,-0.021
376053,-9.122,0.769,-3.254,-0.007,0.011,-0.023
376156,-9.124,0.781,-3.261,-0.003,0.013,-0.019
376259,-9.127,0.766,-3.254,-0.000,0.014,-0.019
376362,-9.105,0.795,-3.254,-0.007,0.015,-0.019
376465,-9.148,0.807,-3.227,-0.010,0.017,-0.017
376568,-9.064,0.843,-3.316,-0.005,0.004,-0.023
376671,-9.110,0.776,-3.263,0.003,0.008,-0.024
376774,-9.134,0.804,-3.230,-0.001,0.016,-0.019
376877,-9.124,0.804,-3.247,-0.006,0.017,-0.025
376980,-9.103,0.797,-3.263,-0.003,0.021,-0.024
377083,-9.117,0.797,-3.266,-0.002,0.023,-0.015
377186,-9.096,0.828,-3.287,0.005,0.022,-0.019
377289,-9.093,0.814,-3.309,0.001,0.018,-0.021
377392,-9.088,0.826,-3.318,0.001,0.022,-0.019
377495,-9.069,0.819,-3.328,-0.000,0.013,-0.021
377598,-9.103,0.824,-3.285,0.002,0.014,-0.022
377701,-9.086,0.831,-3.311,-0.004,0.013,-0.026
377804,-9.105,0.824,-3.287,-0.008,0.015,-0.027
377907,-9.064,0.826,-3.338,-0.006,0.019,-0.026
378010,-9.098,0.807,-3.323,-0.001,0.011,-0.028
378113,-9.096,0.812,-3.340,0.006,0.015,-0.022
378216,-9.110,0.824,-3.314,0.001,0.015,-0.020
378319,-9.033,0.845,-3.369,-0.001,0.022,-0.022
378422,-9.057,0.826,-3.352,0.000,0.013,-0.026
378525,-9.112,0.838,-3.318,0.006,0.020,-0.022
378628,-9.079,0.783,-3.364,0.006,0.019,-0.026
378731,-9.055,0.807,-3.373,0.001,0.018,-0.022
378834,-9.055,0.814,-3.388,-0.002,0.018,-0.023
378937,-9.057,0.824,-3.373,0.001,0.014,-0.023
379040,-9.052,0.800,-3.354,0.003,0.014,-0.023
379144,-9.033,0.833,-3.424,0.001,0.015,-0.022
379247,-9.062,0.826,-3.373,0.001,0.009,-0.024
379350,-9.076,0.824,-3.376,0.000,0.010,-0.023
379453,-9.067,0.812,-3.369,-0.001,0.008,-0.023
379556,-9.052,0.826,-3.393,-0.001,0.011,-0.021
379659,-9.069,0.816,-3.378,-0.001,0.009,-0.023
379762,-9.060,0.850,-3.390,-0.000,0.008,-0.026
379865,-9.093,0.833,-3.335,0.001,0.018,-0.029
379968,-9.041,0.807,-3.407,-0.006,0.013,-0.029
380071,-9.064,0.788,-3.361,0.001,0.010,-0.027
380174,-9.064,0.802,-3.381,-0.003,0.013,-0.021
380277,-9.055,0.828,-3.381,-0.002,0.014,-0.020
380380,-9.048,0.809,-3.388,-0.003,0.014,-0.020
380483,-9.086,0.828,-3.369,-0.005,0.013,-0.021
