t (ms),a_x,a_y,a_z,g_x,g_y,g_z
192274,-8.983,2.679,-2.94,-0.013,0.013,-0.024
192377,-8.997,2.67,-2.947,-0.012,0.025,-0.024
192480,-8.99,2.662,-2.904,-0.014,0.007,-0.025
192583,-9.012,2.658,-2.916,-0.014,0.005,-0.028
192686,-8.985,2.653,-2.931,-0.014,0.014,-0.026
192789,-9,2.653,-2.916,-0.008,0.01,-0.022
192892,-9.029,2.614,-2.904,-0.014,0.011,-0.021
192995,-9.009,2.614,-2.926,-0.019,0.015,-0.02
193098,-9.009,2.617,-2.919,-0.014,0.015,-0.017
193201,-9.002,2.636,-2.907,-0.017,0.015,-0.01
193303,-9.024,2.646,-2.868,-0.01,0.03,-0.009
193405,-8.961,2.665,-3.007,-0.014,0.023,-0.014
193508,-8.983,2.662,-2.974,-0.011,0.021,-0.016
193611,-8.985,2.67,-2.931,-0.013,0.012,-0.019
193713,-8.988,2.653,-2.942,-0.013,0.011,-0.019
193816,-9.002,2.658,-2.938,-0.012,0.017,-0.021
193919,-9,2.631,-2.952,-0.012,0.02,-0.019
194022,-8.978,2.648,-2.976,-0.012,0.017,-0.017
194125,-8.983,2.641,-2.974,-0.013,0.016,-0.017
194228,-8.995,2.643,-2.966,-0.014,0.016,-0.018
194331,-8.995,2.643,-2.954,-0.013,0.013,-0.022
194433,-8.985,2.653,-2.998,-0.008,0.03,-0.021
194536,-8.971,2.648,-2.988,-0.008,0.019,-0.021
194638,-8.961,2.653,-2.957,-0.006,0.017,-0.026
194741,-8.99,2.6,-3.002,0.007,0.023,-0.022
194843,-8.983,2.598,-3.021,-0.011,0.018,-0.017
194946,-8.973,2.598,-3.045,-0.012,0.019,-0.013
195048,-8.969,2.617,-3.033,-0.016,0.017,-0.015
195151,-8.966,2.629,-3.048,-0.015,0.011,-0.016
195254,-8.971,2.636,-3.033,-0.015,0.011,-0.015
195356,-8.985,2.612,-3.01,-0.012,0.021,-0.02
195459,-8.966,2.619,-3.086,-0.015,0.035,-0.018
195562,-8.95,2.607,-3.045,-0.014,0.014,-0.013
195664,-8.942,2.605,-3.098,-0.014,0.009,-0.014
195767,-8.966,2.626,-3.067,-0.015,0.015,-0.014
195869,-8.947,2.667,-3.043,-0.016,0.009,-0.014
195972,-8.957,2.67,-3.038,-0.017,0.014,-0.019
196075,-8.933,2.772,-3.091,-0.027,0.062,-0.017
196178,-8.914,2.71,-3.086,-0.02,0.031,-0.037
196281,-8.957,2.61,-3.072,-0.026,0.031,-0.05
196384,-8.973,2.526,-3.108,-0.011,0.017,-0.056
196487,-8.95,2.495,-3.215,0.054,-0.012,-0.043
196590,-9.021,2.373,-3.089,0.061,-0.039,-0.069
196693,-8.966,2.483,-3.158,-0.033,0.038,-0.014
196796,-8.95,2.569,-3.11,-0.004,-0.008,-0.038
196899,-9.029,2.425,-3.05,0.034,-0.025,-0.062
197002,-8.985,2.365,-3.089,0.013,-0.03,-0.053
197105,-9.057,2.313,-3.021,-0.033,0.003,-0.034
197208,-9.045,2.32,-3.01,-0.03,0.005,-0.021
197311,-9.086,2.33,-2.959,-0.037,0.014,-0.021
197414,-9.048,2.375,-3.012,-0.01,0.028,-0.011
197517,-9.005,2.327,-3.079,0.007,0.011,-0.006
197620,-9.052,2.337,-3.031,-0.041,0.027,-0.003
197723,-9.043,2.452,-2.986,-0.026,0.006,-0.005
197826,-9.019,2.401,-3.043,0.01,0.005,-0.011
197929,-9.076,2.365,-2.969,-0.047,0.039,-0.01
198032,-8.961,2.576,-3.093,-0.007,0.035,-0.007
198135,-8.99,2.468,-3.096,0.019,-0.017,-0.03
198238,-9.05,2.399,-3.045,0.001,-0.047,-0.051
198341,-9.064,2.351,-2.983,0.055,-0.109,-0.05
198444,-9.148,2.114,-2.749,0.086,-0.161,-0.054
198547,-9.196,2.097,-2.82,0.018,-0.139,0.03
