t (ms),a_x,a_y,a_z,g_x,g_y,g_z
400285,-4.231,1.599,-8.552,-0.191,-0.245,-0.074
400388,-4.949,1.705,-8.085,-0.257,-0.286,-0.12
400491,-5.344,2.002,-7.518,-0.199,-0.044,-0.07
400594,-4.911,1.858,-8.317,0.001,0.115,0.061
400697,-4.48,2.363,-8.507,0.059,0.108,0.042
400799,-4.508,2.078,-8.375,-0.006,0.005,-0.022
400902,-4.652,2.006,-8.222,-0.014,0.018,0
401005,-4.781,2.037,-8.241,-0.026,0.01,0.015
401108,-4.721,2.023,-8.341,-0.019,-0.006,-0.004
401211,-4.662,2.054,-8.265,-0.002,-0.022,-0.032
401314,-4.681,2.033,-8.226,-0.009,0.001,-0.002
401416,-4.638,2.105,-8.313,-0.001,-0.019,-0.013
401519,-4.764,2.081,-8.25,-0.011,-0.012,-0.033
401622,-4.748,2.059,-8.174,-0.019,0,-0.039
401725,-4.738,2.083,-8.229,-0.032,0.02,-0.037
401828,-4.755,2.088,-8.253,-0.041,0.03,-0.034
401931,-4.779,2.114,-8.183,-0.059,0.04,-0.049
402034,-4.855,2.145,-8.15,-0.053,0.03,-0.052
402136,-4.887,2.064,-8.131,-0.039,0.033,-0.038
402239,-4.86,2.107,-8.133,-0.027,0.025,-0.021
402342,-4.752,2.152,-8.205,-0.021,0.037,-0.021
402444,-4.681,2.179,-8.193,-0.027,0.045,-0.035
402546,-4.681,2.212,-8.222,-0.025,0.049,-0.034
402649,-4.626,2.188,-8.26,-0.036,0.029,-0.027
402752,-4.673,2.184,-8.246,-0.03,0.022,-0.019
402855,-4.657,2.205,-8.229,-0.031,0.03,-0.022
402958,-4.695,2.231,-8.212,-0.022,0.022,-0.022
403060,-4.657,2.203,-8.238,-0.003,0.027,-0.017
403163,-4.642,2.229,-8.258,-0.018,0.027,-0.021
403266,-4.623,2.227,-8.246,-0.019,0.015,-0.024
403369,-4.602,2.215,-8.267,-0.015,0.014,-0.017
403472,-4.594,2.248,-8.274,-0.017,0.019,-0.019
403575,-4.65,2.229,-8.195,-0.022,0.014,-0.025
403678,-4.599,2.248,-8.282,-0.021,0.018,-0.021
403781,-4.611,2.241,-8.282,-0.008,0.011,-0.032
403884,-4.602,2.27,-8.234,-0.014,0.012,-0.034
403986,-4.592,2.258,-8.265,-0.015,0.011,-0.027
404089,-4.594,2.241,-8.27,-0.019,0.014,-0.019
404192,-4.623,2.251,-8.27,-0.014,0.019,-0.025
404295,-4.606,2.27,-8.229,-0.031,0.021,-0.04
404397,-4.573,2.301,-8.255,-0.035,0.025,-0.035
404500,-4.585,2.303,-8.26,-0.042,0.021,-0.026
404603,-4.597,2.27,-8.26,-0.03,0.029,-0.021
404706,-4.606,2.282,-8.248,-0.014,0.009,-0.015
404809,-4.559,2.32,-8.26,-0.002,0.003,-0.01
404912,-4.566,2.332,-8.253,-0.006,0.013,-0.015
405015,-4.571,2.342,-8.248,-0.016,0.016,-0.017
405118,-4.578,2.342,-8.255,-0.024,0.018,-0.024
405221,-4.58,2.337,-8.26,-0.031,0.017,-0.025
405324,-4.573,2.337,-8.255,-0.028,0.014,-0.022
405427,-4.583,2.354,-8.236,-0.023,0.014,-0.021
405530,-4.571,2.365,-8.274,-0.019,0.015,-0.021
405633,-4.542,2.387,-8.262,-0.013,0.029,-0.016
405736,-4.537,2.361,-8.255,-0.01,0.015,-0.017
405839,-4.559,2.385,-8.265,-0.006,0.012,-0.021
405942,-4.551,2.365,-8.25,-0.009,0.016,-0.017
406045,-4.566,2.375,-8.236,-0.012,0.017,-0.017
406148,-4.542,2.37,-8.243,-0.011,0.01,-0.013
406250,-4.537,2.375,-8.253,-0.009,0.012,-0.013
406353,-4.549,2.387,-8.262,-0.006,0.015,-0.018
406456,-4.539,2.377,-8.267,-0.009,0.014,-0.019
406559,-4.544,2.37,-8.265,-0.016,0.016,-0.018
406662,-4.554,2.344,-8.222,-0.015,0.014,-0.019
406765,-4.523,2.375,-8.289,-0.009,0.02,-0.021
406868,-4.513,2.387,-8.274,-0.005,0.015,-0.017
406971,-4.542,2.349,-8.238,-0.013,0.009,-0.021
407074,-4.542,2.375,-8.277,-0.012,0.014,-0.019
407177,-4.527,2.349,-8.272,-0.014,0.012,-0.019
407280,-4.535,2.349,-8.262,-0.016,0.014,-0.019
407383,-4.53,2.404,-8.265,-0.012,0.008,-0.023
407486,-4.515,2.404,-8.289,-0.009,0.014,-0.018
407589,-4.506,2.387,-8.277,-0.013,0.015,-0.017
407692,-4.547,2.37,-8.224,-0.01,0.021,-0.015
407795,-4.501,2.401,-8.26,-0.01,0.014,-0.018
407898,-4.518,2.404,-8.265,-0.013,0.014,-0.017
408001,-4.523,2.397,-8.243,-0.014,0.013,-0.015
408103,-4.52,2.387,-8.274,-0.012,0.008,-0.017
408206,-4.527,2.399,-8.272,-0.01,0.01,-0.018
408308,-4.527,2.399,-8.265,-0.011,0.011,-0.018
408411,-4.523,2.392,-8.255,-0.013,0.011,-0.018
408513,-4.535,2.397,-8.253,-0.014,0.011,-0.021
408616,-4.537,2.404,-8.246,-0.01,0.01,-0.018
408719,-4.544,2.435,-8.241,-0.009,0.026,-0.013
408822,-4.499,2.397,-8.305,-0.01,0.015,-0.019
408925,-4.53,2.385,-8.262,-0.011,0.013,-0.019
409028,-4.532,2.406,-8.25,-0.012,0.013,-0.019
409130,-4.537,2.401,-8.262,-0.01,0.009,-0.018
409233,-4.539,2.382,-8.246,-0.011,0.011,-0.02
409335,-4.527,2.392,-8.26,-0.013,0.013,-0.02
409437,-4.525,2.409,-8.248,-0.011,0.011,-0.018
409540,-4.539,2.416,-8.258,-0.011,0.012,-0.018
409643,-4.535,2.385,-8.253,-0.011,0.015,-0.02
409745,-4.544,2.399,-8.26,-0.011,0.013,-0.019
409848,-4.503,2.385,-8.296,-0.007,0.023,-0.019
409950,-4.532,2.387,-8.248,-0.007,0.01,-0.016
410053,-4.508,2.397,-8.26,-0.009,0.011,-0.021
410156,-4.544,2.392,-8.267,-0.012,0.013,-0.022
410259,-4.501,2.385,-8.279,-0.014,0.012,-0.017
410362,-4.513,2.382,-8.262,-0.013,0.011,-0.021
410465,-4.52,2.397,-8.262,-0.014,0.012,-0.022
410567,-4.539,2.389,-8.255,-0.013,0.01,-0.02
410670,-4.515,2.409,-8.26,-0.011,0.011,-0.016
410772,-4.523,2.375,-8.274,-0.013,0.015,-0.015
410875,-4.496,2.401,-8.305,-0.01,0.026,-0.02
410977,-4.525,2.399,-8.258,-0.012,0.009,-0.02
411080,-4.511,2.385,-8.279,-0.011,0.014,-0.018
411182,-4.542,2.38,-8.26,-0.012,0.013,-0.022
411285,-4.501,2.423,-8.243,-0.008,0.013,-0.019
411388,-4.492,2.397,-8.291,-0.015,0.014,-0.023
411491,-4.494,2.392,-8.27,-0.016,0.013,-0.022
411593,-4.518,2.401,-8.26,-0.01,0.011,-0.02
411696,-4.499,2.394,-8.274,-0.008,0.01,-0.015
411798,-4.499,2.411,-8.267,-0.011,0.015,-0.017
411901,-4.508,2.409,-8.284,-0.012,0.016,-0.018
412003,-4.489,2.399,-8.294,-0.012,0.023,-0.022
412106,-4.515,2.392,-8.267,-0.014,0.016,-0.017
412209,-4.477,2.416,-8.277,-0.007,0.01,-0.017
412312,-4.518,2.394,-8.284,-0.012,0.012,-0.022
412415,-4.48,2.404,-8.282,-0.017,0.013,-0.02
412518,-4.496,2.385,-8.274,-0.014,0.012,-0.021
412620,-4.496,2.401,-8.286,-0.008,0.011,-0.02
412723,-4.503,2.43,-8.267,-0.007,0.01,-0.02
412825,-4.496,2.404,-8.284,-0.013,0.012,-0.02
412928,-4.503,2.38,-8.274,-0.015,0.013,-0.02
413030,-4.508,2.418,-8.294,-0.011,0.012,-0.019
413133,-4.465,2.421,-8.315,-0.006,0.021,-0.015
413236,-4.496,2.389,-8.26,-0.011,0.014,-0.02
413339,-4.484,2.389,-8.291,-0.011,0.012,-0.018
413442,-4.503,2.385,-8.286,-0.013,0.013,-0.022
413545,-4.468,2.409,-8.274,-0.013,0.01,-0.02
413648,-4.496,2.397,-8.26,-0.014,0.009,-0.019
413751,-4.482,2.409,-8.277,-0.013,0.011,-0.02
413854,-4.489,2.409,-8.282,-0.012,0.011,-0.019
413957,-4.472,2.401,-8.279,-0.011,0.012,-0.018
414060,-4.489,2.418,-8.282,-0.013,0.012,-0.019
414163,-4.503,2.43,-8.234,-0.009,0.021,-0.014
414266,-4.463,2.418,-8.284,-0.01,0.014,-0.018
414369,-4.475,2.416,-8.272,-0.012,0.014,-0.019
414471,-4.501,2.397,-8.272,-0.014,0.014,-0.018
414574,-4.484,2.406,-8.282,-0.013,0.01,-0.018
414677,-4.472,2.401,-8.284,-0.01,0.01,-0.018
414780,-4.475,2.413,-8.284,-0.01,0.013,-0.018
414883,-4.489,2.421,-8.284,-0.011,0.011,-0.02
414986,-4.484,2.437,-8.274,-0.013,0.014,-0.02
415089,-4.48,2.404,-8.279,-0.012,0.012,-0.019
415192,-4.482,2.413,-8.294,-0.01,0.015,-0.018
415294,-4.46,2.423,-8.322,-0.011,0.029,-0.015
415397,-4.489,2.421,-8.267,-0.011,0.009,-0.02
415499,-4.472,2.416,-8.282,-0.011,0.013,-0.019
415602,-4.484,2.423,-8.286,-0.013,0.016,-0.018
415704,-4.472,2.425,-8.279,-0.01,0.009,-0.018
415807,-4.472,2.413,-8.296,-0.009,0.012,-0.017
415910,-4.496,2.416,-8.282,-0.012,0.012,-0.02
416013,-4.496,2.423,-8.27,-0.011,0.011,-0.019
416115,-4.477,2.406,-8.291,-0.01,0.012,-0.019
416218,-4.484,2.416,-8.284,-0.009,0.012,-0.018
