t (ms),a_x,a_y,a_z,g_x,g_y,g_z
113308,-5.964,1.784,-7.556,0.01,0.007,-0.025
113411,-6.041,1.729,-7.513,0.004,0.013,-0.044
113513,-6.055,1.7,-7.484,-0.009,0.014,-0.035
113616,-6.045,1.712,-7.501,-0.015,0.021,-0.011
113718,-5.983,1.743,-7.532,-0.019,0.021,-0.016
113821,-5.99,1.733,-7.549,-0.013,0.013,-0.012
113923,-5.993,1.76,-7.537,-0.011,0.022,-0.007
114026,-5.974,1.757,-7.532,-0.012,0.007,-0.012
114129,-5.974,1.762,-7.535,-0.013,0.01,-0.011
114232,-6.007,1.767,-7.525,-0.014,0.015,-0.018
114334,-5.978,1.762,-7.527,-0.015,0.014,-0.014
114437,-5.962,1.753,-7.537,-0.014,0.013,-0.015
114539,-5.976,1.76,-7.523,-0.011,0.011,-0.014
114642,-5.988,1.772,-7.525,-0.009,0.01,-0.013
114744,-5.981,1.776,-7.527,-0.013,0.013,-0.017
114847,-6.002,1.762,-7.523,-0.014,0.018,-0.017
114950,-5.962,1.748,-7.532,-0.015,0.007,-0.018
115053,-6.017,1.743,-7.549,-0.015,0.001,-0.014
115156,-6.014,1.781,-7.499,-0.024,-0.008,-0.007
115259,-5.971,1.781,-7.518,-0.023,-0.011,-0.011
115362,-6.055,1.793,-7.479,-0.011,-0.034,-0.017
115465,-6.098,1.726,-7.47,-0.022,-0.059,-0.008
115568,-6.122,1.827,-7.42,-0.035,-0.073,-0.01
115671,-6.199,1.817,-7.305,-0.015,-0.148,-0.026
115773,-6.388,1.805,-7.137,-0.003,-0.143,-0.007
115876,-6.517,1.822,-7.089,-0.01,-0.088,0.005
115978,-6.498,1.776,-7.099,0.01,-0.088,0.011
116081,-6.536,1.884,-7.044,0.005,-0.072,-0.005
116184,-6.639,1.839,-6.943,0.005,-0.042,0.002
116287,-6.67,1.82,-6.919,0.002,-0.019,0.015
116390,-6.634,1.784,-6.934,0.005,-0.014,0.015
116493,-6.63,1.798,-6.955,0.011,0.005,0.029
116596,-6.625,1.839,-6.938,-0.001,0.025,0.047
116699,-6.644,1.973,-6.879,0.001,0.014,0.036
116802,-6.697,1.987,-6.871,-0.001,0.016,0.021
116905,-6.563,2.04,-6.953,-0.023,0.038,0.001
117007,-6.536,2.011,-6.991,-0.026,0.048,-0.01
117110,-6.546,1.999,-6.955,-0.038,0.07,-0.012
117213,-6.488,1.999,-6.998,-0.021,0.069,-0.017
117316,-6.515,2.049,-7.053,-0.007,0.087,-0.022
117419,-6.388,1.985,-7.123,0,0.07,-0.032
117522,-6.34,1.935,-7.207,-0.015,0.035,-0.019
117625,-6.347,1.918,-7.202,-0.022,0.014,-0.023
117728,-6.393,1.923,-7.151,0.005,-0.004,-0.013
117831,-6.39,2.018,-7.118,-0.006,0.014,-0.005
117934,-6.337,2.009,-7.144,-0.015,0.009,-0.022
118037,-6.402,1.954,-7.137,-0.01,0.009,-0.02
118140,-6.44,1.935,-7.116,-0.012,0.015,-0.016
118243,-6.404,1.923,-7.137,-0.013,0.016,-0.014
118346,-6.383,1.946,-7.163,-0.01,0.015,-0.012
