t (ms),a_x,a_y,a_z,g_x,g_y,g_z
111970,-9.143,1.599,-2.945,-0.033,0.010,-0.023
112073,-9.139,1.551,-2.976,0.044,-0.009,-0.008
112176,-9.167,1.463,-2.878,0.010,-0.046,-0.022
112279,-9.148,1.530,-2.883,-0.032,-0.016,-0.022
112382,-9.167,1.549,-2.859,-0.006,-0.006,-0.014
112485,-9.179,1.559,-2.835,-0.003,0.005,-0.014
112589,-9.167,1.551,-2.842,-0.005,0.017,-0.016
112692,-9.115,1.571,-2.926,-0.007,0.012,-0.020
112796,-9.158,1.559,-2.856,-0.009,0.006,-0.026
112900,-9.191,1.566,-2.808,-0.001,0.001,-0.024
113003,-9.172,1.542,-2.859,-0.002,0.009,-0.019
113107,-9.182,1.549,-2.823,-0.001,0.019,-0.017
113211,-9.148,1.559,-2.868,0.001,0.018,-0.019
113315,-9.167,1.561,-2.854,0.001,0.013,-0.019
113418,-9.172,1.580,-2.837,-0.002,0.006,-0.015
113522,-9.191,1.530,-2.842,-0.009,-0.020,-0.028
113625,-9.160,1.597,-2.787,0.010,0.013,-0.011
113729,-9.177,1.537,-2.830,0.009,0.017,-0.032
113832,-9.201,1.578,-2.804,0.012,0.009,-0.024
113936,-9.206,1.516,-2.801,0.027,0.020,-0.030
114039,-9.206,1.585,-2.792,0.052,0.088,-0.037
114143,-9.076,1.465,-3.077,0.066,0.094,0.023
114246,-8.990,1.664,-3.117,0.056,0.018,0.063
114350,-9.213,1.530,-2.957,0.096,-0.149,-0.003
114453,-9.050,1.484,-2.993,0.191,-0.251,-0.075
114557,-9.210,1.302,-2.562,0.170,-0.472,-0.121
114660,-9.476,1.144,-1.817,-0.098,-0.558,-0.030
114764,-9.720,1.185,-1.202,-0.167,-0.534,-0.010
114867,-9.687,1.274,-0.718,-0.079,-0.435,-0.041
114971,-9.797,1.355,-0.378,-0.091,-0.363,-0.064
115074,-9.677,1.429,-0.199,0.002,-0.241,-0.095
115178,-9.809,0.989,0.192,0.087,-0.031,-0.065
115281,-9.888,1.025,0.115,0.182,0.134,-0.052
115385,-9.826,1.001,-0.062,0.265,0.321,-0.107
115488,-9.847,0.781,-0.771,0.302,0.519,-0.038
