t (ms),a_x,a_y,a_z,g_x,g_y,g_z
273104,-5.124,1.946,-7.872,-0.003,0.008,-0.022
273207,-5.109,1.935,-7.860,-0.005,0.010,-0.023
273310,-5.136,1.913,-7.865,-0.002,0.006,-0.020
273413,-5.102,1.930,-7.889,-0.012,0.017,-0.021
273516,-5.104,1.961,-7.851,-0.005,0.015,-0.021
273619,-5.109,1.944,-7.858,-0.003,0.015,-0.023
273722,-5.095,1.935,-7.870,-0.002,0.016,-0.024
273825,-5.109,1.937,-7.870,-0.002,0.017,-0.019
273928,-5.100,1.935,-7.867,-0.006,0.017,-0.021
274031,-5.092,1.961,-7.877,-0.004,0.012,-0.021
274135,-5.097,1.946,-7.843,-0.003,0.015,-0.020
274238,-5.078,1.958,-7.915,-0.006,0.014,-0.020
274342,-5.076,1.973,-7.887,-0.006,0.017,-0.020
274445,-5.107,1.968,-7.863,0.004,0.005,-0.023
274549,-5.109,1.954,-7.846,-0.003,0.014,-0.025
274652,-5.088,1.946,-7.908,-0.002,0.011,-0.024
274756,-5.104,1.930,-7.877,0.004,0.005,-0.021
274859,-5.097,1.939,-7.867,-0.001,0.012,-0.021
274963,-5.100,1.932,-7.865,-0.003,0.014,-0.020
275066,-5.090,1.951,-7.875,-0.003,0.012,-0.018
275169,-5.083,1.956,-7.889,0.001,0.009,-0.020
275272,-5.076,1.966,-7.877,0.002,0.010,-0.021
275376,-5.102,1.935,-7.865,-0.011,0.018,-0.017
275479,-5.069,1.963,-7.896,0.000,0.008,-0.020
275583,-5.095,1.927,-7.860,0.001,0.011,-0.022
275686,-5.104,1.954,-7.867,-0.002,0.013,-0.021
275790,-5.090,1.958,-7.882,0.001,0.007,-0.020
275893,-5.104,1.958,-7.875,0.006,0.009,-0.024
275997,-5.083,1.891,-7.865,0.068,0.029,-0.042
276100,-5.126,1.851,-7.920,-0.001,0.018,-0.043
276203,-5.049,1.769,-7.951,0.001,-0.024,-0.028
276306,-5.167,1.851,-7.920,0.071,-0.021,0.008
276410,-5.260,1.772,-7.848,0.117,-0.026,-0.028
276513,-5.143,1.686,-7.834,0.120,-0.019,-0.074
276617,-5.119,1.693,-7.913,0.097,-0.013,-0.049
276720,-5.279,1.489,-7.853,0.056,-0.023,-0.043
276824,-5.277,1.329,-7.867,0.021,-0.017,-0.056
276927,-5.339,1.355,-7.846,0.014,0.005,-0.053
277031,-5.219,1.288,-7.891,-0.086,0.084,-0.004
277134,-5.210,1.463,-7.915,-0.092,0.039,0.012
277237,-5.222,1.427,-7.877,-0.057,0.024,0.024
277340,-5.250,1.618,-7.891,-0.075,0.017,0.011
277444,-5.255,1.729,-7.796,-0.064,0.030,0.003
277547,-5.080,1.784,-7.975,-0.034,0.011,-0.007
277651,-5.279,1.652,-7.779,-0.110,0.043,0.094
277754,-5.009,2.334,-8.054,0.031,-0.006,-0.005
277858,-5.085,1.839,-7.736,0.031,0.031,-0.034
277961,-5.181,1.927,-7.906,-0.020,0.038,-0.013
278064,-5.145,1.860,-7.819,-0.048,0.032,-0.021
278167,-5.076,1.896,-7.889,-0.113,0.061,-0.020
278270,-4.985,2.052,-7.973,-0.048,0.035,-0.014
278373,-5.023,2.085,-7.896,-0.014,0.017,-0.011
278477,-5.011,2.105,-7.937,-0.018,0.021,-0.021
278580,-4.980,2.081,-7.915,-0.004,0.008,-0.032
278683,-5.028,2.083,-7.863,-0.003,0.004,-0.025
278787,-5.013,2.061,-7.896,-0.012,0.015,-0.027
278891,-4.994,2.071,-7.903,-0.015,0.019,-0.024
278994,-5.023,2.052,-7.894,-0.010,0.015,-0.023
279097,-4.970,2.124,-7.934,-0.007,0.021,-0.019
279201,-4.999,2.069,-7.889,0.010,0.003,-0.017
279305,-5.037,2.090,-7.887,-0.003,0.010,-0.025
279409,-5.023,2.081,-7.903,-0.006,0.013,-0.028
279513,-5.011,2.064,-7.870,-0.012,0.022,-0.019
279617,-4.970,2.088,-7.954,-0.006,0.015,-0.016
279721,-5.011,2.109,-7.879,0.007,0.006,-0.019
279825,-5.023,2.097,-7.887,-0.004,0.017,-0.024
279928,-4.985,2.085,-7.894,-0.007,0.020,-0.024
280032,-4.982,2.100,-7.915,-0.004,0.012,-0.020
280135,-4.987,2.119,-7.894,-0.009,0.016,-0.019
280239,-4.992,2.131,-7.906,-0.001,0.005,-0.022
280343,-4.997,2.112,-7.891,0.001,0.009,-0.023
280447,-5.001,2.112,-7.920,-0.006,0.014,-0.024
280551,-4.987,2.102,-7.903,0.000,0.009,-0.022
280655,-5.001,2.102,-7.889,-0.001,0.006,-0.023
280759,-5.009,2.105,-7.887,-0.002,0.009,-0.024
280863,-5.006,2.095,-7.891,-0.002,0.010,-0.021
280966,-5.011,2.097,-7.898,-0.003,0.011,-0.018
281070,-4.990,2.100,-7.913,-0.005,0.013,-0.019
281174,-5.018,2.095,-7.887,-0.003,0.015,-0.017
281278,-4.970,2.143,-7.920,0.001,0.008,-0.019
281382,-5.016,2.107,-7.894,0.009,-0.003,-0.024
281486,-5.054,2.100,-7.877,-0.001,0.009,-0.030
281590,-5.025,2.054,-7.906,-0.003,0.011,-0.026
281694,-5.042,2.069,-7.879,0.001,0.007,-0.023
281798,-5.040,2.066,-7.882,-0.002,0.007,-0.023
281902,-5.030,2.076,-7.875,-0.003,0.010,-0.020
282006,-5.040,2.090,-7.860,-0.005,0.011,-0.019
282110,-5.037,2.093,-7.875,-0.002,0.013,-0.022
