t (ms),a_x,a_y,a_z,g_x,g_y,g_z
48818,-9.251,1.793,-2.476,-0.005,0.017,-0.016
48922,-9.256,1.793,-2.447,-0.002,0.006,-0.019
49026,-9.254,1.786,-2.437,0.002,0.010,-0.019
49130,-9.242,1.803,-2.464,0.005,0.010,-0.016
49234,-9.254,1.803,-2.437,0.003,0.009,-0.017
49338,-9.258,1.812,-2.444,0.002,0.012,-0.020
49442,-9.251,1.817,-2.437,0.001,0.012,-0.020
49546,-9.254,1.820,-2.444,0.000,0.014,-0.021
49650,-9.278,1.793,-2.423,0.005,0.016,-0.021
49753,-9.227,1.791,-2.495,0.001,0.008,-0.021
49857,-9.270,1.791,-2.428,-0.001,0.009,-0.017
49961,-9.261,1.798,-2.421,0.003,0.013,-0.010
50065,-9.266,1.836,-2.437,0.004,0.010,-0.012
50168,-9.254,1.824,-2.456,0.004,0.011,-0.017
50272,-9.258,1.834,-2.452,0.002,0.012,-0.018
50376,-9.258,1.834,-2.454,0.002,0.012,-0.020
50480,-9.256,1.822,-2.452,0.001,0.012,-0.019
50584,-9.266,1.824,-2.416,0.004,0.016,-0.019
50688,-9.218,1.805,-2.473,0.000,0.007,-0.021
50792,-9.266,1.822,-2.430,-0.001,0.007,-0.019
50895,-9.268,1.841,-2.421,-0.001,0.013,-0.016
50998,-9.251,1.836,-2.425,0.001,0.010,-0.016
51101,-9.266,1.836,-2.442,0.001,0.013,-0.019
51205,-9.246,1.834,-2.442,0.000,0.014,-0.021
51308,-9.244,1.824,-2.437,0.001,0.012,-0.019
51411,-9.249,1.841,-2.444,0.001,0.014,-0.018
51515,-9.254,1.805,-2.433,0.003,0.012,-0.020
51618,-9.227,1.832,-2.476,0.003,0.013,-0.018
51722,-9.254,1.815,-2.425,-0.002,0.010,-0.017
51825,-9.258,1.829,-2.428,0.007,0.010,-0.015
51929,-9.244,1.858,-2.447,0.005,0.014,-0.022
52032,-9.254,1.851,-2.449,0.006,0.016,-0.025
52136,-9.234,1.822,-2.454,0.000,0.020,-0.028
52239,-9.246,1.774,-2.456,0.014,0.018,-0.024
52343,-9.254,1.788,-2.464,-0.004,0.016,-0.023
52446,-9.244,1.776,-2.485,-0.002,0.020,-0.016
52550,-9.218,1.786,-2.504,0.003,0.011,-0.017
52653,-9.244,1.810,-2.485,0.009,0.017,-0.017
52757,-9.244,1.829,-2.495,0.004,0.021,-0.015
52860,-9.239,1.832,-2.514,0.004,0.015,-0.013
52964,-9.220,1.810,-2.495,0.001,0.014,-0.023
53067,-9.222,1.836,-2.535,-0.003,0.011,-0.022
53171,-9.218,1.815,-2.523,-0.001,0.012,-0.019
53274,-9.251,1.798,-2.497,0.005,0.013,-0.016
53378,-9.199,1.822,-2.540,-0.004,0.012,-0.017
53481,-9.239,1.846,-2.504,0.003,0.013,-0.019
