t (ms),a_x,a_y,a_z,g_x,g_y,g_z
167397,-7.432,0.785,-5.986,0.005,0.010,-0.016
167501,-7.436,0.783,-5.993,0.002,0.014,-0.019
167605,-7.432,0.764,-5.983,0.006,0.016,-0.022
167708,-7.446,0.766,-6.012,-0.005,0.014,-0.019
167812,-7.422,0.769,-6.024,-0.002,0.014,-0.022
167916,-7.412,0.785,-6.029,-0.011,0.019,-0.021
168020,-7.441,0.781,-5.997,0.000,0.014,-0.025
168124,-7.427,0.759,-6.012,-0.001,0.019,-0.022
168228,-7.415,0.766,-6.041,-0.001,0.020,-0.019
168332,-7.408,0.761,-6.024,0.006,0.013,-0.017
168436,-7.408,0.785,-6.031,0.004,0.031,-0.017
168540,-7.374,0.795,-6.086,-0.002,0.024,-0.022
168644,-7.360,0.790,-6.105,-0.005,0.012,-0.024
168747,-7.393,0.769,-6.043,-0.007,0.005,-0.027
168851,-7.405,0.771,-6.057,-0.008,0.010,-0.026
168954,-7.386,0.809,-6.112,0.001,-0.014,-0.037
169058,-7.410,0.666,-5.959,-0.004,-0.064,-0.021
169161,-7.537,0.570,-5.772,0.042,0.039,0.007
169265,-7.489,0.778,-6.000,-0.048,0.087,0.040
169368,-7.302,0.860,-6.017,-0.121,0.123,0.063
169472,-7.343,1.214,-6.069,-0.042,0.151,0.011
169575,-6.948,1.058,-6.524,0.050,0.083,-0.031
169679,-7.029,0.989,-6.536,0.103,-0.192,0.061
169782,-7.575,0.922,-6.002,0.126,-0.358,0.055
169886,-7.561,1.044,-5.928,0.133,-0.638,-0.018
169989,-8.188,0.618,-4.769,0.065,-0.841,-0.081
170092,-8.502,0.654,-4.511,-0.138,-0.493,-0.038
170195,-8.717,1.233,-3.790,-0.021,-0.237,-0.053
170299,-8.705,0.886,-3.941,0.192,0.208,-0.033
170402,-8.648,0.685,-4.247,0.231,0.530,-0.030
170506,-8.241,0.211,-4.946,0.334,0.529,-0.106
170609,-7.958,0.077,-5.399,0.009,0.565,0.027
