ag_x,ag_y,ag_z,g_x,g_y,g_z
-0.116,0.126,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.024
-0.116,0.125,-0.967,-0.012,0.014,-0.023
-0.114,0.124,-0.967,-0.012,0.013,-0.024
-0.115,0.126,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.968,-0.012,0.013,-0.024
-0.114,0.125,-0.968,-0.013,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.126,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.114,0.126,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.126,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.013,0.013,-0.023
-0.114,0.124,-0.968,-0.012,0.013,-0.023
-0.114,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.024
-0.115,0.126,-0.968,-0.012,0.013,-0.023
-0.115,0.126,-0.966,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.113,0.125,-0.965,-0.012,0.013,-0.023
-0.114,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.126,-0.966,-0.012,0.013,-0.024
-0.114,0.126,-0.966,-0.012,0.013,-0.024
-0.115,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.126,-0.968,-0.012,0.013,-0.024
-0.115,0.126,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.024
-0.114,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.126,-0.967,-0.012,0.013,-0.023
-0.116,0.126,-0.966,-0.012,0.013,-0.023
-0.115,0.126,-0.966,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.125,-0.965,-0.012,0.013,-0.023
-0.114,0.126,-0.966,-0.013,0.013,-0.023
-0.115,0.126,-0.965,-0.012,0.013,-0.023
-0.115,0.126,-0.968,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.011,0.013,-0.023
-0.114,0.125,-0.967,-0.012,0.013,-0.024
-0.115,0.126,-0.967,-0.012,0.013,-0.024
-0.115,0.126,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.966,-0.012,0.013,-0.024
-0.115,0.126,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.125,-0.965,-0.012,0.013,-0.024
-0.116,0.125,-0.966,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.126,-0.967,-0.012,0.013,-0.023
-0.114,0.126,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.011,0.013,-0.022
-0.122,-0.018,-0.954,2.442,-0.159,-0.256
-0.136,-0.188,-0.956,0.619,-0.031,-0.087
-0.135,-0.193,-0.951,0.022,0.011,-0.028
-0.134,-0.193,-0.951,-0.01,0.013,-0.024
-0.134,-0.194,-0.952,-0.012,0.013,-0.023
-0.134,-0.194,-0.952,-0.012,0.013,-0.023
-0.134,-0.194,-0.951,-0.012,0.013,-0.024
-0.135,-0.193,-0.95,-0.013,0.013,-0.024
-0.134,-0.193,-0.952,-0.012,0.013,-0.024
-0.134,-0.193,-0.951,-0.012,0.013,-0.023
-0.135,-0.193,-0.95,-0.012,0.013,-0.024
-0.135,-0.193,-0.952,-0.012,0.013,-0.023
-0.135,-0.193,-0.95,-0.012,0.013,-0.024
-0.134,-0.193,-0.951,-0.012,0.013,-0.023
-0.134,-0.193,-0.951,-0.012,0.013,-0.023
-0.135,-0.192,-0.95,-0.012,0.013,-0.023
-0.134,-0.193,-0.951,-0.012,0.013,-0.023
-0.135,-0.194,-0.951,-0.012,0.013,-0.023
-0.135,-0.192,-0.949,-0.011,0.013,-0.023
-0.131,-0.144,-0.954,-2.449,0.184,0.213
-0.114,0.14,-0.961,-0.834,0.07,0.056
-0.115,0.125,-0.966,-0.049,0.016,-0.019
-0.115,0.125,-0.966,-0.014,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.114,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.113,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.965,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.114,0.124,-0.964,-0.012,0.013,-0.023
-0.116,0.124,-0.969,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.024
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.965,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.116,0.125,-0.966,-0.012,0.013,-0.023
-0.114,0.124,-0.968,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.024
-0.116,0.125,-0.967,-0.012,0.013,-0.024
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.114,0.125,-0.966,-0.012,0.013,-0.023
-0.114,0.124,-0.968,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.113,0.123,-0.965,-0.013,0.013,-0.023
-0.113,0.125,-0.966,-0.012,0.013,-0.024
-0.115,0.124,-0.966,-0.012,0.013,-0.024
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.126,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.023
-0.114,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.968,-0.012,0.013,-0.024
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.114,0.126,-0.967,-0.012,0.014,-0.023
-0.114,0.125,-0.965,-0.011,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.013,0.013,-0.023
-0.114,0.124,-0.967,-0.012,0.013,-0.024
-0.114,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.125,-0.967,-0.013,0.013,-0.023
-0.114,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.126,-0.968,-0.012,0.013,-0.024
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.964,-0.012,0.013,-0.023
-0.116,0.126,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.024
-0.115,0.124,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.114,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.024
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.126,-0.968,-0.012,0.013,-0.023
-0.114,0.124,-0.968,-0.012,0.013,-0.024
-0.114,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.024
-0.115,0.126,-0.966,-0.011,0.013,-0.024
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.126,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.113,0.124,-0.966,-0.012,0.013,-0.023
-0.116,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.116,0.126,-0.966,-0.011,0.013,-0.024
-0.114,0.125,-0.968,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.113,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.124,-0.966,-0.012,0.013,-0.023
-0.116,0.124,-0.965,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.126,-0.965,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.114,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.969,-0.012,0.013,-0.023
-0.114,0.124,-0.968,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.114,0.124,-0.965,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.968,-0.012,0.013,-0.024
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.114,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.114,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.124,-0.968,-0.012,0.013,-0.023
-0.114,0.124,-0.967,-0.011,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.965,-0.012,0.013,-0.023
-0.115,0.126,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.968,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.968,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.014,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.124,-0.966,-0.012,0.013,-0.023
-0.114,0.126,-0.967,-0.012,0.013,-0.023
-0.116,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.126,-0.966,-0.012,0.013,-0.024
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.969,-0.012,0.013,-0.023
-0.115,0.124,-0.965,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.011,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.024
-0.115,0.126,-0.968,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.126,-0.967,-0.012,0.013,-0.023
-0.115,0.126,-0.964,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.113,0.124,-0.966,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.126,-0.966,-0.012,0.013,-0.023
-0.116,0.125,-0.967,-0.012,0.013,-0.023
-0.116,0.125,-0.966,-0.012,0.013,-0.024
-0.115,0.125,-0.965,-0.012,0.014,-0.024
-0.115,0.124,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.011,0.013,-0.024
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.014,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.124,-0.965,-0.012,0.013,-0.023
-0.114,0.124,-0.966,-0.012,0.013,-0.024
-0.115,0.125,-0.966,-0.012,0.013,-0.024
-0.116,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.125,-0.967,-0.012,0.014,-0.023
-0.115,0.124,-0.967,-0.013,0.013,-0.024
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.011,0.013,-0.024
-0.114,0.126,-0.966,-0.012,0.013,-0.023
-0.115,0.126,-0.966,-0.012,0.014,-0.023
-0.115,0.124,-0.965,-0.012,0.013,-0.023
-0.114,0.124,-0.967,-0.012,0.013,-0.024
-0.116,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.968,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.024
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.114,0.126,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.024
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.968,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.123,-0.966,-0.012,0.013,-0.024
-0.115,0.125,-0.965,-0.012,0.013,-0.024
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.114,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.124,-0.965,-0.012,0.013,-0.023
-0.115,0.126,-0.965,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.024
-0.114,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.123,-0.968,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.123,-0.967,-0.012,0.013,-0.023
-0.115,0.123,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.014,-0.023
-0.115,0.123,-0.967,-0.012,0.014,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.024
-0.115,0.125,-0.966,-0.012,0.013,-0.024
-0.114,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.114,0.124,-0.966,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.014,-0.023
-0.115,0.123,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.968,-0.012,0.013,-0.023
-0.114,0.124,-0.968,-0.012,0.013,-0.024
-0.115,0.124,-0.967,-0.012,0.013,-0.024
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.116,0.124,-0.966,-0.012,0.013,-0.023
-0.114,0.125,-0.968,-0.011,0.013,-0.024
-0.114,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.024
-0.116,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.024
-0.115,0.126,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.024
-0.114,0.124,-0.966,-0.012,0.013,-0.023
-0.116,0.124,-0.968,-0.013,0.013,-0.023
-0.115,0.126,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.125,-0.966,-0.012,0.013,-0.023
-0.113,0.125,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.114,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.014,-0.023
-0.116,0.125,-0.967,-0.011,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.965,-0.012,0.013,-0.024
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.114,0.125,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.965,-0.012,0.013,-0.024
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.968,-0.012,0.013,-0.024
-0.115,0.125,-0.964,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.123,-0.966,-0.012,0.013,-0.024
-0.114,0.124,-0.968,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.011,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.116,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.968,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.123,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.116,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.024
-0.115,0.124,-0.967,-0.012,0.013,-0.024
-0.115,0.124,-0.964,-0.012,0.013,-0.023
-0.114,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.116,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.968,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.116,0.125,-0.966,-0.012,0.013,-0.023
-0.114,0.125,-0.967,-0.012,0.013,-0.024
-0.114,0.124,-0.967,-0.012,0.013,-0.023
-0.114,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.123,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.968,-0.012,0.013,-0.023
-0.114,0.124,-0.968,-0.012,0.013,-0.024
-0.115,0.125,-0.968,-0.012,0.013,-0.023
-0.116,0.125,-0.966,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.024
-0.115,0.124,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.965,-0.013,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.126,-0.966,-0.012,0.013,-0.024
-0.114,0.125,-0.967,-0.011,0.013,-0.024
-0.115,0.124,-0.967,-0.013,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.024
-0.114,0.124,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.116,0.125,-0.966,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.968,-0.012,0.013,-0.024
-0.116,0.126,-0.966,-0.012,0.013,-0.023
-0.115,0.126,-0.967,-0.012,0.013,-0.023
-0.116,0.126,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.023
-0.116,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.024
-0.116,0.124,-0.966,-0.012,0.013,-0.024
-0.114,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.011,0.013,-0.023
-0.114,0.125,-0.966,-0.012,0.013,-0.024
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.114,0.125,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.126,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.024
-0.115,0.123,-0.967,-0.011,0.013,-0.024
-0.114,0.125,-0.966,-0.012,0.013,-0.024
-0.114,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.968,-0.012,0.013,-0.024
-0.115,0.124,-0.966,-0.012,0.013,-0.024
-0.115,0.124,-0.966,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.116,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.114,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.126,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.024
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.114,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.024
-0.116,0.124,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.123,-0.967,-0.012,0.013,-0.024
-0.114,0.124,-0.967,-0.012,0.013,-0.024
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.114,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.969,-0.012,0.013,-0.023
-0.114,0.124,-0.967,-0.012,0.012,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.024
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.014,-0.023
-0.115,0.125,-0.966,-0.011,0.013,-0.024
-0.115,0.125,-0.966,-0.012,0.013,-0.024
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.024
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.116,0.124,-0.967,-0.012,0.013,-0.024
-0.115,0.124,-0.967,-0.012,0.013,-0.024
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.024
-0.117,0.125,-0.968,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.968,-0.012,0.013,-0.023
-0.114,0.125,-0.967,-0.011,0.013,-0.023
-0.114,0.124,-0.965,-0.011,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.024
-0.114,0.125,-0.966,-0.012,0.013,-0.024
-0.115,0.124,-0.966,-0.012,0.013,-0.024
-0.115,0.126,-0.968,-0.012,0.013,-0.023
-0.116,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.123,-0.968,-0.012,0.013,-0.024
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.114,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.965,-0.012,0.013,-0.023
-0.115,0.126,-0.967,-0.012,0.013,-0.024
-0.115,0.124,-0.965,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.114,0.125,-0.968,-0.012,0.013,-0.024
-0.116,0.125,-0.965,-0.012,0.013,-0.024
-0.114,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.126,-0.966,-0.012,0.013,-0.023
-0.114,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.024
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.116,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.011,0.013,-0.023
-0.115,0.124,-0.968,-0.012,0.013,-0.023
-0.116,0.124,-0.967,-0.012,0.013,-0.024
-0.115,0.126,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.965,-0.012,0.013,-0.023
-0.115,0.126,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.968,-0.011,0.013,-0.023
-0.114,0.125,-0.966,-0.013,0.013,-0.023
-0.114,0.125,-0.966,-0.011,0.013,-0.024
-0.115,0.125,-0.968,-0.011,0.013,-0.023
-0.114,0.125,-0.968,-0.012,0.013,-0.023
-0.115,0.125,-0.964,-0.012,0.013,-0.023
-0.114,0.126,-0.967,-0.012,0.013,-0.024
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.124,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.023
-0.115,0.125,-0.966,-0.012,0.013,-0.024
-0.115,0.126,-0.967,-0.012,0.013,-0.023
-0.115,0.124,-0.967,-0.012,0.013,-0.023
-0.115,0.125,-0.967,-0.012,0.013,-0.023
