t (ms),a_x,a_y,a_z,g_x,g_y,g_z
1291989,-4.484,1.666,-8.583,0.013,0.220,0.092
1292092,-4.310,1.482,-8.586,0.071,0.120,-0.002
1292195,-4.089,1.446,-8.705,0.026,0.106,-0.015
1292299,-4.101,1.324,-8.701,-0.047,0.014,-0.082
1292402,-4.319,1.451,-8.511,0.051,-0.103,-0.086
1292505,-4.374,1.164,-8.442,0.036,-0.134,-0.065
1292608,-4.480,1.144,-8.401,0.070,0.066,0.018
1292711,-4.353,1.238,-8.365,-0.109,-0.033,-0.050
1292814,-4.104,1.422,-8.672,-0.049,0.132,-0.026
1292917,-4.092,1.362,-8.796,-0.019,0.026,-0.017
1293020,-4.228,1.393,-8.538,-0.092,0.067,-0.008
1293123,-4.008,1.628,-8.586,-0.058,0.184,-0.011
1293226,-3.965,1.607,-8.624,-0.038,0.046,-0.061
1293329,-4.039,1.604,-8.839,0.102,-0.097,-0.137
1293432,-4.221,1.408,-8.734,0.023,-0.314,-0.092
1293535,-4.748,1.276,-8.485,-0.049,-0.606,-0.063
1293638,-5.406,1.350,-7.798,-0.071,-0.704,-0.068
1293741,-5.957,1.233,-7.432,-0.044,-0.656,-0.098
1293844,-6.400,1.451,-6.582,-0.002,-0.394,-0.076
1293947,-6.349,1.477,-6.510,-0.039,0.223,0.036
1294050,-6.151,1.501,-7.070,0.066,0.680,0.112
1294153,-5.303,1.523,-7.836,0.156,0.911,0.105
1294256,-4.578,1.635,-8.780,0.130,0.584,0.094
1294359,-4.178,1.396,-8.847,0.069,0.198,-0.004
1294462,-4.278,1.089,-8.763,-0.067,0.038,-0.069
1294565,-4.413,1.465,-8.444,-0.052,-0.017,-0.036
1294668,-4.470,1.580,-8.440,-0.074,-0.058,0.009
1294771,-4.487,1.647,-8.377,-0.011,-0.032,-0.039
1294874,-4.295,1.671,-8.358,-0.110,0.010,-0.058
1294977,-4.432,1.532,-8.557,-0.100,0.116,-0.006
1295080,-4.561,1.702,-8.238,-0.005,-0.095,-0.018
1295183,-4.427,1.743,-8.286,-0.016,0.084,0.005
1295286,-4.343,1.767,-8.612,0.027,0.024,-0.022
1295389,-4.465,1.556,-8.399,-0.027,0.095,-0.003
1295492,-4.214,1.762,-8.466,-0.010,0.136,-0.014
1295595,-4.082,1.709,-8.732,0.051,0.037,-0.099
1295698,-4.209,1.669,-8.736,0.001,-0.178,-0.063
1295801,-4.403,1.760,-8.550,-0.110,-0.290,-0.127
1295904,-4.985,1.654,-8.236,0.013,-0.534,-0.118
1296007,-5.107,1.765,-8.030,0.020,-0.548,-0.095
1296110,-6.177,1.360,-7.132,0.033,-0.662,-0.028
1296213,-6.395,1.195,-6.357,0.117,-0.244,-0.036
1296316,-6.393,1.341,-6.850,-0.022,0.234,0.002
1296419,-6.076,1.542,-7.161,0.046,0.622,0.008
1296522,-5.461,1.408,-7.932,0.088,0.633,0.046
1296625,-4.858,1.434,-8.356,0.009,0.669,0.128
1296728,-4.250,1.417,-8.796,0.061,0.269,0.016
1296831,-4.324,1.420,-8.569,0.070,0.063,-0.035
1296934,-4.355,1.235,-8.492,-0.041,0.016,0.002
1297037,-4.401,1.322,-8.521,-0.080,-0.039,-0.003
1297140,-4.530,1.432,-8.509,-0.027,-0.110,-0.023
1297243,-4.470,1.583,-8.274,0.035,-0.013,-0.048
1297346,-4.424,1.185,-8.571,0.015,0.171,0.056
1297450,-4.446,1.276,-8.435,-0.004,-0.049,-0.048
1297553,-4.456,1.401,-8.461,-0.003,0.026,-0.011
1297656,-4.439,1.384,-8.440,-0.002,0.037,-0.033
1297759,-4.561,1.223,-8.365,0.067,0.126,-0.017
1297862,-3.934,1.358,-8.861,-0.127,0.210,0.004
1297965,-4.142,1.453,-8.744,-0.078,-0.044,-0.132
1298068,-4.329,1.408,-8.782,-0.046,-0.266,-0.176
1298171,-4.669,1.437,-8.471,-0.076,-0.398,-0.153
1298274,-5.061,1.324,-8.090,-0.102,-0.534,-0.062
1298377,-5.076,1.846,-7.740,-0.123,-0.667,-0.130
1298480,-6.610,1.250,-7.041,0.079,-0.513,-0.067
1298583,-6.563,1.240,-6.117,0.116,0.149,0.034
1298686,-6.177,1.190,-7.341,-0.007,0.575,0.050
1298789,-5.231,1.508,-7.958,0.010,0.771,0.079
1298892,-4.549,1.494,-8.724,0.086,0.597,0.078
1298995,-4.085,1.484,-8.756,0.111,0.348,0.018
1299098,-4.300,1.286,-8.562,0.005,0.096,-0.036
1299201,-4.377,1.427,-8.540,-0.026,0.099,0.015
1299304,-4.274,1.537,-8.600,0.005,-0.098,-0.033
1299407,-4.243,1.326,-8.533,-0.044,-0.081,-0.077
1299510,-4.542,1.556,-8.361,-0.005,-0.097,-0.026
1299613,-4.520,1.223,-8.408,-0.131,0.095,-0.012
1299716,-4.434,1.496,-8.507,0.002,-0.023,-0.043
1299819,-4.312,1.417,-8.387,0.034,0.075,-0.035
1299923,-4.329,1.429,-8.629,0.023,0.051,-0.014
1300026,-4.319,1.211,-8.509,-0.039,-0.035,-0.051
1300129,-4.221,1.252,-8.583,-0.038,0.178,0.024
1300232,-4.204,1.621,-8.617,-0.072,0.103,-0.077
1300335,-4.178,1.360,-8.650,-0.032,-0.119,-0.083
1300438,-4.372,1.674,-8.655,0.026,-0.233,-0.050
1300541,-4.961,1.147,-8.179,-0.084,-0.652,-0.175
1300644,-5.133,1.587,-7.985,-0.201,-0.643,-0.076
1300748,-5.729,1.712,-7.286,0.025,-0.519,-0.184
1300851,-6.539,1.197,-6.596,0.082,-0.258,-0.021
1300955,-6.290,1.183,-6.843,0.018,0.289,0.025
1301059,-5.686,1.334,-7.736,0.044,0.520,0.083
1301163,-5.255,1.429,-8.241,0.055,0.608,0.056
1301267,-4.824,1.331,-8.368,0.023,0.413,0.049
1301371,-4.561,1.384,-8.473,0.132,0.252,0.042
1301475,-4.314,1.504,-8.629,0.104,0.164,0.016
1301579,-4.480,1.468,-8.404,0.089,0.093,0.043
1301683,-4.178,1.109,-8.751,-0.034,0.079,0.024
1301787,-4.305,1.322,-8.471,-0.098,0.003,-0.022
1301891,-4.254,1.542,-8.607,-0.017,-0.059,-0.040
1301995,-4.386,1.264,-8.447,0.012,-0.117,-0.051
1302099,-4.266,1.556,-8.720,-0.042,0.071,0.035
1302202,-4.307,1.499,-8.353,-0.025,-0.012,-0.001
1302306,-4.357,1.516,-8.444,-0.106,0.064,0.008
1302409,-4.278,1.693,-8.540,0.090,-0.032,-0.003
1302513,-4.389,1.494,-8.543,0.039,-0.064,-0.102
1302616,-4.530,1.384,-8.344,-0.054,-0.070,-0.097
1302720,-4.623,1.480,-8.423,-0.018,-0.076,-0.043
1302824,-4.750,1.279,-8.337,0.048,-0.228,0.010
1302928,-4.966,1.312,-7.975,0.025,-0.162,-0.048
1303032,-5.073,1.331,-8.059,-0.009,-0.074,-0.046
1303136,-4.992,1.429,-8.217,0.108,-0.046,0.007
1303240,-5.140,1.209,-8.169,0.091,-0.075,-0.001
1303344,-5.210,1.216,-7.891,-0.003,-0.029,-0.035
1303447,-5.258,1.154,-8.066,-0.071,0.040,-0.034
1303551,-5.195,1.199,-8.047,-0.018,0.014,-0.019
1303655,-5.210,1.293,-8.016,-0.001,0.037,-0.004
1303759,-5.167,1.259,-8.100,-0.011,0.024,-0.009
1303863,-5.167,1.283,-8.042,-0.001,0.025,-0.017
1303967,-5.045,1.334,-8.183,-0.002,0.015,-0.006
1304071,-5.076,1.355,-8.066,-0.014,0.024,-0.024
1304174,-5.114,1.317,-8.076,-0.014,0.013,-0.018
1304278,-5.157,1.298,-8.090,0.007,-0.002,-0.011
1304381,-5.157,1.300,-8.076,-0.003,0.000,-0.023
1304485,-5.152,1.319,-8.040,-0.009,0.009,-0.022
1304588,-5.152,1.334,-8.085,-0.013,0.033,-0.018
1304691,-5.102,1.334,-8.061,-0.008,0.018,-0.020
1304795,-5.102,1.305,-8.071,-0.003,0.020,-0.019
1304898,-5.112,1.334,-8.116,0.001,0.021,-0.020
1305002,-5.092,1.324,-8.116,0.000,0.008,-0.024
1305105,-5.097,1.314,-8.080,-0.006,0.014,-0.022
1305208,-5.116,1.319,-8.066,-0.001,0.021,-0.018
1305311,-5.100,1.343,-8.116,-0.001,0.011,-0.024
1305415,-5.114,1.326,-8.071,-0.000,0.017,-0.024
1305518,-5.064,1.307,-8.138,-0.011,0.025,-0.020
1305621,-5.088,1.317,-8.066,0.002,0.011,-0.025
1305724,-5.121,1.314,-8.078,0.004,0.014,-0.027
1305827,-5.100,1.324,-8.095,0.001,0.016,-0.027
1305930,-5.095,1.329,-8.088,-0.004,0.029,-0.015
1306034,-5.018,1.326,-8.181,0.001,0.009,-0.022
1306137,-5.033,1.310,-8.126,-0.003,0.009,-0.029
1306240,-5.080,1.305,-8.138,-0.010,0.009,-0.026
1306343,-5.092,1.295,-8.107,-0.007,0.002,-0.023
1306446,-5.104,1.298,-8.076,-0.005,0.005,-0.029
1306549,-5.102,1.302,-8.112,-0.009,0.007,-0.030
1306652,-5.109,1.322,-8.092,-0.006,0.021,-0.028
1306755,-5.107,1.307,-8.092,-0.005,-0.001,-0.034
1306858,-5.088,1.271,-8.092,-0.010,0.005,-0.029
1306961,-5.124,1.276,-8.102,-0.011,0.006,-0.026
1307065,-5.143,1.312,-8.059,-0.007,-0.003,-0.026
1307168,-5.152,1.293,-8.025,-0.004,0.011,-0.027
1307271,-5.169,1.271,-8.047,-0.003,0.016,-0.025
1307374,-5.102,1.310,-8.102,-0.007,0.024,-0.022
1307477,-5.119,1.324,-8.061,-0.034,0.019,-0.022
1307580,-5.138,1.372,-8.080,-0.027,0.016,-0.022
1307683,-5.107,1.369,-8.085,-0.009,0.018,-0.023
1307786,-5.083,1.331,-8.085,0.006,0.021,-0.020
1307889,-5.100,1.334,-8.112,-0.005,0.016,-0.022
1307992,-5.150,1.360,-8.040,-0.008,0.020,-0.021
1308096,-5.071,1.358,-8.143,0.000,0.011,-0.024
1308199,-5.073,1.326,-8.116,-0.001,0.005,-0.024
1308302,-5.121,1.358,-8.078,-0.010,0.018,-0.022
1308405,-5.104,1.362,-8.083,-0.007,0.006,-0.023
1308508,-5.107,1.343,-8.066,-0.008,0.015,-0.021
1308611,-5.107,1.367,-8.097,-0.005,0.013,-0.025
1308714,-5.104,1.360,-8.059,-0.009,0.021,-0.019
1308817,-5.078,1.338,-8.119,-0.000,0.017,-0.017
1308920,-5.119,1.362,-8.052,-0.005,-0.001,-0.019
1309023,-5.119,1.422,-8.107,-0.015,0.029,-0.016
1309126,-5.042,1.403,-8.124,-0.024,0.004,-0.022
1309229,-5.085,1.422,-8.085,-0.023,0.006,-0.035
1309332,-5.171,1.374,-8.066,-0.033,-0.003,-0.036
1309435,-5.167,1.312,-7.920,-0.196,0.041,0.004
1309538,-5.083,1.776,-8.061,-0.131,0.071,-0.022
1309641,-4.913,1.750,-8.159,-0.017,0.030,0.006
1309744,-4.930,1.805,-8.135,0.024,0.005,0.019
1309847,-4.982,1.721,-8.085,0.043,0.014,-0.011
1309950,-5.042,1.650,-8.121,0.053,0.009,-0.017
1310053,-4.987,1.599,-8.100,0.032,0.014,-0.003
1310156,-5.011,1.640,-8.176,0.069,-0.000,-0.052
1310259,-5.133,1.389,-7.987,0.067,0.003,-0.039
1310362,-5.109,1.448,-8.056,0.007,0.024,-0.052
1310465,-5.021,1.463,-8.076,-0.064,0.046,-0.038
1310568,-4.932,1.561,-8.188,-0.056,0.024,0.029
1310671,-4.973,1.571,-8.085,-0.094,0.034,-0.019
1310774,-4.949,1.662,-8.152,-0.102,0.032,-0.047
1310877,-4.903,1.741,-8.126,-0.033,0.008,-0.011
1310980,-4.992,1.803,-8.095,-0.019,0.031,-0.024
1311083,-4.894,1.784,-8.162,-0.010,0.006,-0.019
1311186,-4.949,1.834,-8.121,0.012,-0.003,-0.010
1311289,-5.001,1.748,-8.037,-0.017,0.009,-0.024
1311393,-4.999,1.786,-8.104,-0.015,0.007,-0.025
1311496,-4.975,1.781,-8.076,0.000,0.014,-0.022
1311600,-4.951,1.786,-8.100,-0.006,0.013,-0.017
1311703,-4.954,1.834,-8.128,-0.024,0.020,-0.017
1311807,-4.934,1.817,-8.095,-0.026,0.011,-0.026
1311910,-4.932,1.834,-8.107,0.008,0.006,-0.022
1312014,-4.990,1.798,-8.080,-0.010,0.013,-0.023
1312118,-4.978,1.853,-8.068,-0.000,0.013,-0.018
1312222,-4.956,1.841,-8.056,-0.012,0.014,-0.024
1312326,-4.949,1.858,-8.080,-0.001,0.019,-0.027
1312430,-4.961,1.805,-8.071,0.005,0.017,-0.022
1312534,-4.934,1.824,-8.121,0.001,0.019,-0.025
1312638,-4.927,1.798,-8.107,-0.008,0.015,-0.023
1312742,-4.932,1.829,-8.092,-0.004,0.010,-0.023
1312846,-4.970,1.836,-8.095,-0.003,0.008,-0.021
1312950,-4.973,1.832,-8.064,-0.016,0.007,-0.018
1313054,-4.946,1.863,-8.112,-0.006,0.008,-0.018
1313158,-4.968,1.851,-8.085,0.003,0.009,-0.024
1313262,-4.954,1.844,-8.078,-0.009,0.008,-0.025
1313366,-4.990,1.829,-8.068,-0.017,0.006,-0.020
1313470,-4.963,1.853,-8.090,-0.016,0.016,-0.022
1313574,-4.970,1.848,-8.049,-0.013,0.009,-0.025
1313678,-4.982,1.865,-8.035,-0.008,0.009,-0.021
1313782,-4.994,1.879,-8.071,-0.000,0.016,-0.023
1313886,-4.985,1.870,-8.076,-0.007,0.014,-0.020
1313990,-4.963,1.870,-8.061,-0.004,0.015,-0.022
1314094,-4.961,1.870,-8.097,-0.007,0.015,-0.024
1314198,-4.975,1.894,-8.059,-0.005,0.022,-0.021
1314302,-4.949,1.877,-8.083,-0.006,0.011,-0.022
1314406,-4.934,1.882,-8.073,-0.008,0.014,-0.024
1314510,-4.980,1.884,-8.066,-0.007,0.018,-0.024
1314614,-4.958,1.887,-8.068,-0.006,0.011,-0.024
1314718,-4.939,1.884,-8.064,0.001,0.012,-0.024
1314822,-4.949,1.882,-8.097,-0.004,0.015,-0.026
1314926,-4.968,1.851,-8.052,-0.005,0.014,-0.025
