t (ms),a_x,a_y,a_z,g_x,g_y,g_z
962113,-8.844,0.453,-4.092,0.000,0.013,-0.028
962217,-8.868,0.455,-4.063,-0.006,0.011,-0.025
962320,-8.856,0.448,-4.049,-0.002,0.013,-0.023
962424,-8.851,0.445,-4.032,-0.004,0.013,-0.022
962528,-8.844,0.448,-4.061,-0.003,0.015,-0.023
962631,-8.854,0.453,-4.053,-0.007,0.014,-0.022
962735,-8.861,0.443,-4.044,-0.002,0.012,-0.025
962838,-8.856,0.460,-4.061,-0.008,0.013,-0.025
962942,-8.851,0.445,-4.073,-0.008,0.016,-0.022
963045,-8.854,0.469,-4.061,-0.014,0.025,-0.022
963149,-8.830,0.450,-4.096,-0.009,0.012,-0.023
963252,-8.832,0.450,-4.063,-0.003,0.011,-0.023
963356,-8.868,0.450,-4.063,-0.006,0.012,-0.023
963459,-8.844,0.472,-4.075,-0.006,0.013,-0.021
963563,-8.847,0.467,-4.051,-0.003,0.012,-0.023
963666,-8.849,0.474,-4.077,-0.006,0.014,-0.023
963770,-8.851,0.472,-4.058,-0.003,0.012,-0.023
963873,-8.849,0.469,-4.077,-0.005,0.014,-0.023
963977,-8.868,0.474,-4.025,-0.001,0.018,-0.022
964080,-8.825,0.491,-4.089,-0.006,0.021,-0.028
964184,-8.832,0.450,-4.085,-0.001,0.013,-0.022
964287,-8.844,0.479,-4.077,-0.005,0.011,-0.020
964391,-8.849,0.467,-4.070,-0.009,0.015,-0.020
964494,-8.815,0.469,-4.104,-0.006,0.009,-0.022
964598,-8.844,0.488,-4.087,-0.007,0.006,-0.025
964701,-8.859,0.484,-4.044,-0.003,0.007,-0.027
964805,-8.835,0.479,-4.053,-0.006,0.012,-0.025
964908,-8.851,0.464,-4.025,-0.002,0.013,-0.024
965012,-8.818,0.467,-4.101,-0.006,0.015,-0.025
965115,-8.859,0.464,-4.041,-0.005,0.011,-0.025
965219,-8.847,0.488,-4.051,-0.004,0.014,-0.021
965323,-8.851,0.484,-4.039,-0.007,0.008,-0.022
965427,-8.863,0.496,-4.070,-0.009,0.012,-0.025
965530,-8.842,0.476,-4.063,-0.009,0.011,-0.025
965634,-8.849,0.479,-4.046,-0.006,0.013,-0.026
965738,-8.844,0.486,-4.068,-0.007,0.012,-0.024
965842,-8.878,0.496,-4.029,-0.004,0.019,-0.020
965946,-8.811,0.486,-4.111,-0.007,0.012,-0.025
966050,-8.854,0.491,-4.039,-0.007,0.013,-0.023
966154,-8.851,0.469,-4.049,-0.005,0.013,-0.023
966257,-8.851,0.486,-4.056,-0.006,0.013,-0.022
966361,-8.842,0.481,-4.080,-0.004,0.012,-0.023
966464,-8.847,0.479,-4.039,-0.005,0.013,-0.024
966567,-8.837,0.481,-4.061,-0.002,0.015,-0.021
966670,-8.844,0.462,-4.077,-0.006,0.013,-0.024
966773,-8.844,0.505,-4.061,-0.010,0.023,-0.021
966877,-8.837,0.481,-4.063,-0.003,0.015,-0.021
966980,-8.837,0.476,-4.065,-0.000,0.015,-0.023
967083,-8.820,0.474,-4.073,-0.000,0.015,-0.022
967186,-8.837,0.505,-4.094,0.000,0.014,-0.022
967289,-8.842,0.498,-4.099,-0.005,0.012,-0.023
967392,-8.844,0.498,-4.080,-0.006,0.013,-0.026
967495,-8.835,0.474,-4.089,-0.005,0.013,-0.026
967598,-8.842,0.481,-4.051,-0.005,0.018,-0.024
967701,-8.803,0.481,-4.144,-0.001,0.018,-0.023
967804,-8.837,0.498,-4.096,-0.003,0.013,-0.021
967907,-8.839,0.505,-4.065,-0.002,0.011,-0.022
968010,-8.823,0.486,-4.096,-0.007,0.006,-0.027
968113,-8.832,0.493,-4.096,-0.007,0.009,-0.026
968216,-8.837,0.472,-4.077,-0.005,0.009,-0.027
968319,-8.849,0.491,-4.075,-0.003,0.011,-0.026
968422,-8.842,0.476,-4.094,-0.006,0.010,-0.026
968525,-8.835,0.503,-4.118,-0.009,0.020,-0.020
968629,-8.830,0.479,-4.077,-0.007,0.006,-0.025
968732,-8.837,0.481,-4.080,-0.003,0.003,-0.027
968835,-8.859,0.472,-4.075,-0.002,0.008,-0.024
968938,-8.842,0.481,-4.056,-0.002,0.009,-0.023
969041,-8.839,0.486,-4.053,-0.002,0.010,-0.024
969144,-8.851,0.467,-4.063,-0.005,0.015,-0.025
969247,-8.842,0.479,-4.056,-0.002,0.016,-0.022
969350,-8.839,0.481,-4.053,-0.004,0.015,-0.023
969453,-8.837,0.488,-4.108,-0.016,0.018,-0.026
969556,-8.844,0.481,-4.073,-0.010,0.017,-0.029
969659,-8.842,0.474,-4.068,0.003,0.014,-0.035
969762,-8.835,0.472,-4.080,-0.003,0.014,-0.033
969865,-8.825,0.481,-4.073,-0.005,0.013,-0.022
969968,-8.820,0.455,-4.104,-0.006,0.012,-0.026
970071,-8.849,0.457,-4.070,-0.007,0.008,-0.025
970174,-8.873,0.479,-4.053,-0.006,0.016,-0.024
970277,-8.813,0.455,-4.108,-0.005,0.010,-0.027
970380,-8.847,0.469,-4.094,-0.006,0.014,-0.027
970483,-8.847,0.469,-4.068,-0.008,0.013,-0.025
970586,-8.851,0.467,-4.082,-0.001,0.014,-0.024
970689,-8.823,0.476,-4.085,-0.006,0.017,-0.025
970792,-8.847,0.460,-4.089,-0.014,0.018,-0.024
970895,-8.835,0.472,-4.094,-0.010,0.015,-0.024
970998,-8.861,0.469,-4.080,-0.010,0.026,-0.013
971101,-8.803,0.457,-4.130,-0.005,0.011,-0.019
971204,-8.818,0.481,-4.132,-0.001,0.002,-0.026
971307,-8.837,0.469,-4.061,0.003,-0.005,-0.019
971410,-8.839,0.484,-4.068,-0.007,0.017,-0.023
971513,-8.861,0.491,-4.044,0.001,0.013,-0.035
971616,-8.832,0.476,-4.087,-0.000,0.020,-0.011
971720,-8.832,0.476,-4.104,-0.003,0.019,-0.023
971823,-8.835,0.464,-4.106,0.000,0.019,-0.025
971926,-8.799,0.472,-4.137,-0.007,0.022,-0.023
972029,-8.830,0.496,-4.111,0.003,0.014,-0.023
972132,-8.825,0.479,-4.113,0.002,0.014,-0.022
972235,-8.830,0.460,-4.085,-0.008,0.012,-0.031
972338,-8.820,0.464,-4.140,-0.007,0.014,-0.025
972441,-8.806,0.426,-4.113,-0.009,0.017,-0.022
972544,-8.830,0.479,-4.128,-0.002,0.015,-0.025
972648,-8.820,0.464,-4.113,-0.013,0.023,-0.021
972751,-8.823,0.500,-4.175,-0.017,0.036,-0.015
972854,-8.792,0.493,-4.144,-0.011,0.014,-0.022
972957,-8.796,0.486,-4.152,-0.007,0.019,-0.029
973060,-8.808,0.474,-4.164,-0.010,0.017,-0.030
973163,-8.799,0.496,-4.144,-0.018,0.023,-0.025
973266,-8.789,0.467,-4.180,-0.012,0.024,-0.027
973369,-8.784,0.464,-4.187,-0.010,0.024,-0.025
973472,-8.782,0.479,-4.154,-0.001,0.022,-0.031
973575,-8.746,0.481,-4.252,-0.005,0.020,-0.028
973678,-8.780,0.498,-4.216,-0.005,0.015,-0.030
973781,-8.794,0.450,-4.185,0.001,0.015,-0.030
973885,-8.789,0.450,-4.211,0.006,0.006,-0.028
973988,-8.777,0.455,-4.238,0.003,0.010,-0.019
974091,-8.763,0.453,-4.204,0.006,0.006,-0.020
974194,-8.818,0.453,-4.185,0.007,0.008,-0.024
974298,-8.763,0.455,-4.221,0.003,-0.002,-0.020
974402,-8.794,0.445,-4.166,-0.002,0.003,-0.018
974506,-8.796,0.441,-4.164,0.006,0.005,-0.019
974609,-8.820,0.469,-4.159,-0.002,0.007,-0.019
974712,-8.803,0.455,-4.161,-0.014,0.014,-0.021
974816,-8.796,0.462,-4.144,-0.018,0.015,-0.022
974920,-8.803,0.488,-4.199,-0.017,0.030,-0.023
975024,-8.789,0.464,-4.195,-0.007,0.022,-0.019
975128,-8.787,0.505,-4.175,0.002,0.013,-0.027
975232,-8.799,0.448,-4.164,0.001,0.013,-0.025
975335,-8.775,0.493,-4.221,-0.010,0.024,-0.013
975439,-8.758,0.474,-4.214,-0.006,0.012,-0.021
975542,-8.789,0.462,-4.180,-0.013,0.017,-0.024
975646,-8.746,0.503,-4.238,-0.007,0.019,-0.021
975749,-8.756,0.527,-4.226,-0.002,0.015,-0.024
975853,-8.768,0.486,-4.214,-0.005,0.012,-0.023
975957,-8.775,0.515,-4.199,-0.004,0.014,-0.021
976061,-8.763,0.491,-4.233,0.001,0.016,-0.021
976164,-8.775,0.481,-4.216,-0.005,0.017,-0.019
976268,-8.775,0.496,-4.247,0.013,0.009,-0.017
976372,-8.775,0.553,-4.235,-0.004,0.023,-0.019
976476,-8.744,0.515,-4.228,-0.009,0.013,-0.023
976579,-8.763,0.510,-4.219,-0.005,0.014,-0.023
976683,-8.751,0.500,-4.250,-0.003,0.018,-0.021
976786,-8.758,0.503,-4.233,-0.001,0.018,-0.019
976890,-8.756,0.527,-4.240,0.001,0.017,-0.022
976994,-8.751,0.532,-4.262,0.002,0.013,-0.023
977098,-8.739,0.551,-4.254,-0.003,0.012,-0.023
977201,-8.777,0.527,-4.209,-0.005,0.018,-0.024
977305,-8.715,0.522,-4.281,-0.008,0.011,-0.027
977409,-8.746,0.510,-4.274,-0.006,0.014,-0.025
977513,-8.756,0.512,-4.257,-0.003,0.017,-0.023
977617,-8.753,0.515,-4.262,-0.000,0.018,-0.021
977721,-8.746,0.529,-4.274,-0.002,0.018,-0.022
977825,-8.756,0.522,-4.266,-0.000,0.015,-0.022
977929,-8.741,0.524,-4.286,-0.006,0.014,-0.024
978033,-8.753,0.529,-4.247,-0.001,0.017,-0.024
978137,-8.710,0.503,-4.288,-0.004,0.010,-0.026
978241,-8.741,0.520,-4.276,-0.006,0.010,-0.021
978345,-8.751,0.524,-4.271,-0.005,0.012,-0.023
978448,-8.741,0.536,-4.257,-0.005,0.010,-0.023
978552,-8.739,0.532,-4.276,-0.005,0.012,-0.024
978655,-8.739,0.527,-4.264,-0.007,0.013,-0.025
978758,-8.753,0.524,-4.257,-0.005,0.013,-0.025
978861,-8.775,0.539,-4.257,-0.005,0.019,-0.021
978964,-8.710,0.522,-4.300,-0.006,0.012,-0.025
979067,-8.739,0.524,-4.276,-0.005,0.009,-0.024
979170,-8.744,0.534,-4.257,-0.003,0.011,-0.025
979273,-8.734,0.534,-4.271,-0.004,0.014,-0.024
979376,-8.736,0.527,-4.269,-0.004,0.013,-0.025
979479,-8.739,0.534,-4.266,-0.006,0.013,-0.025
979582,-8.736,0.543,-4.271,-0.006,0.013,-0.025
979685,-8.751,0.508,-4.250,-0.005,0.012,-0.025
979788,-8.727,0.510,-4.295,-0.006,0.016,-0.025
979891,-8.741,0.522,-4.266,-0.002,0.009,-0.024
979994,-8.739,0.539,-4.266,-0.002,0.014,-0.021
980097,-8.746,0.543,-4.269,-0.002,0.013,-0.023
980200,-8.724,0.534,-4.276,-0.003,0.014,-0.024
980303,-8.741,0.520,-4.295,-0.006,0.013,-0.025
980407,-8.729,0.532,-4.281,-0.005,0.014,-0.024
980510,-8.729,0.536,-4.286,-0.003,0.014,-0.025
980614,-8.751,0.534,-4.254,-0.004,0.024,-0.019
980717,-8.703,0.524,-4.302,-0.007,0.013,-0.026
980820,-8.729,0.527,-4.300,-0.006,0.013,-0.025
980923,-8.736,0.529,-4.281,-0.003,0.015,-0.025
981026,-8.732,0.534,-4.293,-0.003,0.016,-0.022
981129,-8.715,0.524,-4.307,-0.004,0.015,-0.025
981232,-8.724,0.527,-4.302,-0.007,0.014,-0.026
981335,-8.744,0.520,-4.278,-0.006,0.013,-0.028
981438,-8.768,0.524,-4.240,-0.003,0.019,-0.023
981541,-8.691,0.522,-4.326,-0.007,0.014,-0.024
981644,-8.732,0.522,-4.305,-0.007,0.016,-0.023
981747,-8.715,0.527,-4.305,-0.003,0.017,-0.024
981850,-8.727,0.534,-4.314,-0.005,0.018,-0.022
981953,-8.710,0.532,-4.307,-0.008,0.017,-0.026
982056,-8.693,0.541,-4.360,-0.007,0.014,-0.027
982159,-8.703,0.524,-4.312,-0.002,0.010,-0.026
982262,-8.686,0.512,-4.360,-0.004,0.009,-0.025
982365,-8.727,0.529,-4.305,-0.006,0.009,-0.026
982469,-8.727,0.539,-4.310,-0.002,0.012,-0.024
982572,-8.703,0.510,-4.314,-0.001,0.008,-0.022
982676,-8.717,0.517,-4.317,-0.005,0.011,-0.024
982779,-8.724,0.543,-4.302,-0.010,0.013,-0.025
982883,-8.732,0.500,-4.288,-0.003,0.015,-0.025
982986,-8.701,0.541,-4.343,-0.008,0.020,-0.024
983089,-8.724,0.524,-4.305,-0.007,0.014,-0.021
983192,-8.724,0.551,-4.322,-0.005,0.016,-0.023
983295,-8.703,0.546,-4.322,-0.007,0.012,-0.023
983398,-8.705,0.534,-4.334,-0.005,0.014,-0.024
983501,-8.712,0.520,-4.329,-0.006,0.015,-0.023
983604,-8.693,0.510,-4.336,-0.003,0.013,-0.023
983707,-8.703,0.546,-4.357,-0.010,0.019,-0.022
983810,-8.701,0.534,-4.322,-0.005,0.011,-0.025
983913,-8.710,0.541,-4.317,-0.003,0.011,-0.026
984016,-8.705,0.522,-4.329,-0.002,0.012,-0.025
984119,-8.696,0.524,-4.329,-0.002,0.011,-0.023
984222,-8.703,0.529,-4.331,-0.004,0.013,-0.023
984325,-8.698,0.539,-4.355,-0.003,0.013,-0.021
984428,-8.705,0.517,-4.343,-0.002,0.012,-0.024
984531,-8.698,0.560,-4.357,-0.010,0.020,-0.022
984634,-8.701,0.546,-4.322,-0.005,0.013,-0.024
984737,-8.686,0.541,-4.357,-0.001,0.013,-0.024
984840,-8.710,0.520,-4.360,-0.001,0.008,-0.025
984943,-8.712,0.546,-4.314,-0.002,0.013,-0.024
985046,-8.712,0.543,-4.345,-0.005,0.016,-0.024
985150,-8.686,0.529,-4.357,-0.004,0.019,-0.023
985253,-8.696,0.532,-4.353,-0.004,0.017,-0.023
985356,-8.701,0.546,-4.355,-0.004,0.015,-0.024
985459,-8.672,0.522,-4.386,-0.010,0.021,-0.022
985563,-8.691,0.546,-4.345,-0.007,0.009,-0.025
985667,-8.696,0.534,-4.348,-0.004,0.011,-0.026
985771,-8.684,0.529,-4.377,0.006,0.010,-0.027
985874,-8.681,0.532,-4.391,0.016,0.005,-0.032
985978,-8.698,0.512,-4.365,0.001,0.004,-0.034
986082,-8.710,0.491,-4.322,-0.010,0.010,-0.029
986186,-8.701,0.517,-4.345,-0.003,0.013,-0.021
986290,-8.736,0.500,-4.310,-0.012,0.022,-0.018
986394,-8.657,0.512,-4.379,-0.010,0.018,-0.020
986498,-8.691,0.532,-4.353,-0.006,0.016,-0.019
986602,-8.698,0.548,-4.360,-0.008,0.013,-0.022
986706,-8.686,0.548,-4.353,-0.009,0.014,-0.024
986810,-8.681,0.541,-4.369,-0.008,0.013,-0.026
986914,-8.708,0.515,-4.362,-0.001,0.011,-0.025
987018,-8.689,0.496,-4.362,-0.015,0.013,-0.026
987122,-8.708,0.505,-4.314,-0.012,0.012,-0.023
987226,-8.672,0.575,-4.405,-0.000,0.017,-0.026
987330,-8.684,0.541,-4.353,-0.003,0.014,-0.028
987434,-8.701,0.536,-4.348,-0.001,0.015,-0.023
987538,-8.696,0.512,-4.362,-0.007,0.014,-0.024
987642,-8.681,0.527,-4.372,-0.001,0.012,-0.025
987746,-8.693,0.515,-4.365,-0.002,0.012,-0.024
987850,-8.684,0.522,-4.365,-0.004,0.013,-0.024
987954,-8.674,0.522,-4.367,-0.005,0.015,-0.021
988058,-8.708,0.536,-4.367,-0.004,0.023,-0.019
988162,-8.674,0.539,-4.391,-0.003,0.009,-0.021
988265,-8.669,0.515,-4.377,0.000,0.008,-0.029
988369,-8.703,0.522,-4.362,-0.005,0.013,-0.026
988473,-8.684,0.527,-4.362,-0.006,0.014,-0.020
988577,-8.689,0.512,-4.386,-0.005,0.014,-0.024
988680,-8.674,0.520,-4.396,0.003,0.011,-0.028
988784,-8.686,0.541,-4.377,-0.006,0.014,-0.023
988888,-8.689,0.503,-4.338,0.001,0.013,-0.019
988992,-8.672,0.517,-4.408,-0.019,0.017,-0.024
989096,-8.703,0.534,-4.381,-0.006,0.015,-0.023
989199,-8.679,0.536,-4.362,-0.006,0.014,-0.020
989302,-8.684,0.548,-4.386,0.003,0.010,-0.023
989405,-8.686,0.546,-4.365,-0.002,0.011,-0.026
989508,-8.691,0.515,-4.374,-0.009,0.009,-0.026
989611,-8.696,0.560,-4.360,-0.009,0.008,-0.033
989714,-8.677,0.543,-4.377,-0.014,0.007,-0.026
989818,-8.691,0.529,-4.367,-0.010,0.023,-0.019
989921,-8.669,0.524,-4.386,-0.003,0.011,-0.026
990024,-8.684,0.529,-4.362,-0.000,0.011,-0.026
990127,-8.698,0.527,-4.365,-0.004,0.016,-0.020
990230,-8.681,0.529,-4.369,-0.004,0.014,-0.021
990333,-8.681,0.529,-4.377,-0.006,0.017,-0.026
990436,-8.679,0.524,-4.379,-0.006,0.014,-0.023
990539,-8.669,0.532,-4.381,-0.003,0.014,-0.022
990642,-8.686,0.529,-4.360,-0.005,0.013,-0.021
990745,-8.667,0.548,-4.413,-0.007,0.021,-0.018
990848,-8.677,0.543,-4.365,-0.006,0.010,-0.024
990951,-8.662,0.543,-4.391,0.000,0.013,-0.023
991055,-8.667,0.524,-4.396,-0.002,0.012,-0.026
991158,-8.681,0.541,-4.386,-0.005,0.012,-0.025
991261,-8.679,0.529,-4.381,-0.005,0.014,-0.025
991364,-8.684,0.536,-4.389,-0.006,0.014,-0.023
991467,-8.679,0.555,-4.389,-0.004,0.012,-0.022
991570,-8.681,0.555,-4.391,-0.010,0.021,-0.019
991673,-8.662,0.579,-4.372,-0.003,0.009,-0.030
991776,-8.669,0.543,-4.405,-0.001,0.010,-0.024
991879,-8.677,0.534,-4.384,0.003,0.011,-0.022
991982,-8.698,0.534,-4.357,-0.012,0.014,-0.026
992085,-8.684,0.534,-4.379,-0.004,0.015,-0.024
992188,-8.669,0.541,-4.386,-0.008,0.014,-0.022
992291,-8.660,0.546,-4.396,-0.001,0.012,-0.022
